@relation data

@attribute id string
@attribute 102 numeric
@attribute 10252 numeric
@attribute 10253 numeric
@attribute 10254 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1211 numeric
@attribute 1213 numeric
@attribute 1445 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2060 numeric
@attribute 2549 numeric
@attribute 26018 numeric
@attribute 2885 numeric
@attribute 29924 numeric
@attribute 30011 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5335 numeric
@attribute 55824 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 58513 numeric
@attribute 5894 numeric
@attribute 6456 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 6868 numeric
@attribute 7529 numeric
@attribute 8027 numeric
@attribute 8038 numeric
@attribute 867 numeric
@attribute 8874 numeric
@attribute 9146 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6417735841,2.2478502590,1.0463983864,0.1959970924,2.1056936517,2.0626354782,1.1811603262,0.8143940355,2.4266945176,0.6339837544,0.9291147694,0.3340915554,-0.0304579000,0.1537555695,0.6796405593,-0.0440006720,0.2757896944,1.6104626348,0.4885735737,1.6180559838,0.8212452234,0.1314761901,0.8848718814,0.3417825494,0.0027666772,0.8370002049,-0.0260783473,0.3768321643,1.1201675758,0.1390805759,0.2761137816,0.6420627936,0.2869977082,0.3860900013,-0.1801441938,2.2882412161,-0.0234144181,-0.0124092440,0.8307499480,2.8529286943,0.5087797644,0.4071478720,0.5194533495,0.1577197406,0.3898624541,0.2411862325,BRCA
GSM481003,0.4480045975,1.8619587819,1.2103569881,0.0998811109,2.2337767680,1.9827849738,1.3912595814,0.6049503636,2.9481822583,0.7140137895,0.8863338492,0.3225214290,0.6191529817,0.0484339897,0.5713511598,-0.0126969719,0.5692225067,1.7524189089,0.4643231235,1.6326908636,0.9474795161,0.0738842817,0.9542065300,0.1791957579,0.0220997693,0.9900261754,0.3093744525,0.4223379152,1.1333078442,0.1453346393,0.0626567465,0.6960067314,0.3674511029,0.2815908568,0.0525383232,2.4272642752,-0.0553885548,-0.0016825477,0.6585335968,2.9574292897,0.9127061217,0.2418114128,0.4569876247,0.0871189219,0.6056475161,0.1941480732,BRCA
GSM481004,0.5688876467,1.8218525118,1.2541301101,0.1114488029,2.1819931137,1.7577955346,1.2894276836,0.7267074391,2.7074588272,0.6973926800,1.0742304335,0.5103600910,0.1518570445,0.2059234660,0.5797022707,-0.0706596330,1.1276510363,1.7306030480,0.4329338915,1.6973598214,0.8814408686,0.0657351969,0.9630198516,0.1934292825,0.0015714503,1.0766678804,0.0661186053,0.5495924441,1.3982536542,0.0639251527,0.0687684595,0.6701001566,0.5062472332,0.4157156661,-0.0678330470,2.7043259995,-0.0500999228,-0.0060122215,0.7055937574,2.9679501614,1.1232724191,0.6557844190,0.4162228867,0.0842149444,0.6879091145,0.2163254187,BRCA
GSM481005,0.8048124946,1.7604772779,1.2240796762,0.3299287339,2.0474239456,1.7192065715,1.1401585482,0.8208321277,2.5740633573,0.6178779096,0.6696846949,0.3069753119,0.4012778942,0.2165325873,0.8758493044,0.0667266736,0.9202405929,1.6458761891,0.4024352118,1.4051113854,0.8521304950,0.1621117626,0.8978069759,0.2936143763,0.3289049813,0.8211322722,0.5107476815,0.4403047296,1.3712493853,0.0764267961,0.2919591999,0.8165280745,0.3377768264,0.3888399490,-0.1314029999,2.3308550971,0.0180744121,0.0075601748,0.7158623052,2.7884811720,1.2763141693,0.5191018291,0.5630232504,0.0488178599,0.4838946634,0.1866518880,BRCA
GSM481006,0.6153660640,2.2297627396,1.2663635090,0.2383534156,1.9427664413,2.0104171225,1.3272515258,0.8228896988,2.6257786286,0.5752585570,0.9618628352,0.3259624518,0.3139419490,0.1430200110,0.7649697353,0.0249074433,0.8670274986,1.6704388113,0.3481947789,1.3456562230,0.8876503406,0.1676137317,0.6079864987,0.2433270854,0.2390861619,0.9354205676,0.4417971851,0.3909603753,0.9865753614,0.1169393467,0.3084470431,0.7397100626,0.3775506731,0.3354175018,0.0342718605,2.3295555881,0.0128678733,-0.0179128214,0.9194297606,2.8086695909,0.8515394033,0.3702403848,0.7007251898,0.1569244603,0.4114521162,0.1984657517,BRCA
GSM481007,0.4386140945,2.6798702611,1.4913886339,0.1790585456,2.1076881356,2.0977713496,1.4230721867,0.6452717698,2.9017767838,0.6567551899,0.7442208603,0.1785968408,0.0250401876,0.1262126311,0.6218917904,0.0453880563,0.6333210950,1.7786090209,0.5238454692,1.2418221233,1.1560421735,0.1433539864,0.8448888773,0.1014056848,0.1471414633,1.0210435065,0.0551849683,0.2606000659,1.0516917631,0.1837086821,0.0113657976,0.6706443179,0.2825373105,0.2957258879,0.0605695991,2.3985712954,-0.0621160632,0.0468923578,0.4872099256,2.4307935001,1.2014888450,0.1662147177,0.3703690339,0.1085153274,0.6904913154,0.2322261396,BRCA
GSM481008,0.5324138237,0.4029975546,1.7429719418,0.1860287433,1.5958242616,1.9601536235,1.2605167206,0.8625828716,3.3749025796,0.5330635202,0.5399920945,0.3382766917,-0.0105014925,0.2092566926,0.6467134040,0.0036240915,1.4059603621,1.6622805248,0.6174658125,1.6162462036,1.2938889639,0.1743810166,0.9191996994,0.1758980179,0.0879067641,0.8990125299,0.2130931944,0.4047704326,1.0726860836,0.1199409844,0.2813343574,0.7187695248,0.4839581136,0.3589827556,-0.1054149034,2.4446920753,0.0012555714,-0.0086323968,0.6243936132,2.7709575175,1.0017651172,0.3190437431,0.5230086976,0.0616711039,0.6157786496,0.1960819449,Control
GSM481009,0.6813053335,1.8058835797,0.7563265748,0.2060278734,1.6059574718,1.5854946376,0.9139744673,0.7370027589,2.5855629524,0.3281522293,0.3911177062,0.1257537392,0.1017885568,0.0047963763,0.7596963732,-0.0314803283,0.4078917881,1.3427748691,-0.0175978251,1.6241853628,0.5253295350,0.1793832846,0.7767756040,0.2437746771,0.1336468826,0.4572595951,0.2046763554,0.2795271149,0.7096309500,-0.0310865428,0.0240920140,0.6320714956,0.2473179262,0.2270372226,-0.1184389758,2.4154436141,-0.0048567386,-0.0607615665,0.7470869119,2.7177316307,0.7940400205,0.3454153417,0.4207337816,0.0656985323,0.1411008789,0.2414110834,Control
GSM481010,0.7974911838,2.1678785483,0.7706534589,0.3322926692,2.1223495139,1.7100852352,1.1396187419,0.8254797151,2.5666434356,0.5441372355,0.9029520035,0.5374011108,0.0557148577,0.2403421661,0.9100701006,0.0407826927,0.3897859768,1.7509254467,0.4845223095,1.5378745633,0.9039840400,0.1744263203,1.2621549368,0.2892597577,0.1319778106,0.7915824455,0.3811069275,0.5158594621,1.1154199801,0.1620686616,0.3278113926,0.5792703495,0.3448740005,0.3965836786,-0.0036282342,2.2814118394,0.0688335455,-0.0237400801,1.1363082715,2.9788210231,1.1985256969,0.2561484062,0.4992045580,0.1186533748,0.4585961949,0.2052486207,Control
GSM481011,0.4579964217,1.6308225262,1.4325253145,0.1249950938,2.2543577088,2.2918513385,1.4837687343,0.6456970798,2.9154372248,0.8506034146,0.8218840474,0.1568289144,0.0734742197,0.1001883706,0.5978866943,-0.0182466034,0.7550709983,1.9492786230,0.5406476565,1.2665569888,1.1300241724,0.1905613793,0.7011700384,0.2223992294,0.0018939260,0.8280705125,-0.0104879599,0.3978262835,1.5733309313,0.2404869166,0.0029051673,0.9477119443,0.3800003528,0.2711141126,-0.1004644479,2.8155515152,-0.0475626586,0.0394449375,0.2480157335,2.4501155933,0.9945890979,0.1854069981,0.2453137968,0.0474358449,0.6816326072,0.2254770854,Control
