@relation data

@attribute id string
@attribute 1029 numeric
@attribute 1869 numeric
@attribute 25 numeric
@attribute 25885 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 51082 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5879 numeric
@attribute 5925 numeric
@attribute 6909 numeric
@attribute 7157 numeric
@attribute 7291 numeric
@attribute 84172 numeric
@attribute 9533 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4842657652,0.8789772263,0.9042891934,0.2182085159,-0.0070708373,0.5926393938,1.2074693699,0.6502234032,-0.1624264398,0.7694715564,2.7923812542,0.9448039957,-0.1165767702,0.8841919228,0.1447934539,1.0903887004,1.4816944038,BRCA
GSM480985,0.6616161629,0.0818430733,0.9337296339,0.0641786722,-0.0835794543,0.2717646782,1.2850770751,0.8534231111,-0.1454714285,1.5476133191,2.9129755730,0.7302493976,-0.0375043473,0.5955694337,0.5374259106,0.6594191957,1.0869458651,BRCA
GSM480986,1.0047740482,0.3414531027,1.1216843350,0.3768351444,0.0441754822,0.4492141063,1.4652212654,0.3758222094,-0.1337267348,0.9370587028,3.0052631994,0.8574318311,-0.0955097899,0.8508987498,0.0388701214,1.1663219907,1.3805325328,BRCA
GSM480987,0.7178355278,0.4329001224,1.5226221382,0.3368867119,0.0336754173,0.7697951637,1.3484285884,0.4246866423,-0.1022734639,0.9460729968,3.1002503070,0.5479266424,0.3176844736,0.8372933389,3.1506223546,1.1988995137,1.4058529297,BRCA
GSM480988,0.7294182159,0.2557647115,0.6879575644,0.3208484090,-0.0762924356,0.4848055529,1.1813422528,0.5025178531,-0.0889533257,0.6583551200,3.0203843170,0.6159016014,-0.1306613153,0.6972457048,0.0568300006,0.8506054627,1.1422461608,BRCA
GSM480989,0.8383054727,0.6630024992,1.0702178031,0.1328376301,-0.0633361472,0.3984325587,1.4802813377,0.3040667095,-0.1893403782,0.5104212239,3.3091132243,0.4999280601,-0.1666650318,1.2405139033,0.0396257434,0.6128673470,1.4197082107,BRCA
GSM480990,0.8380976487,0.4578135087,1.5833527296,0.1885108545,-0.0377953903,0.5031338535,1.2386929219,0.4307222246,-0.1406402458,0.5701667320,3.4219261243,0.8644990985,-0.0902843336,1.1059742302,-0.0057289267,0.7684164810,0.9646483875,Control
GSM480991,1.0779144312,0.2786995493,1.0545568875,0.2958973776,-0.0037197388,0.3545671447,1.3947522940,0.3718392522,-0.1590461786,0.6246844594,3.2534763878,0.7603944621,-0.1057801122,0.9629745603,0.0197956454,0.9554587358,1.2764937491,Control
GSM480992,0.8590256640,0.5189908397,1.5234704019,0.2670055938,-0.0464381419,0.5397554174,1.5986316417,0.3555988693,-0.1480111448,0.5310987036,3.4460021522,0.8413598781,-0.1445485033,1.0991194739,-0.1181815257,0.6631659772,0.8693721066,Control
GSM480993,0.5618893513,0.7052419788,1.2434106319,0.3113870449,0.0065748730,0.5181170303,1.5793660382,0.3556248992,-0.1081225405,0.7338769277,3.0886874926,0.8349784980,-0.1105505699,1.0900611624,0.2623741734,1.1140728500,1.1958642673,Control
GSM480994,0.5520658688,0.5327108407,0.9425667449,0.2013762627,-0.0779596573,0.4485219349,1.5253879920,0.3275596730,-0.1228451207,0.5206810317,3.4762011070,0.7146198596,-0.1130461306,1.0190768950,0.2525915841,0.7214093663,1.0632936845,Control
GSM480995,1.0872455564,0.2847148575,1.7514714896,0.2759473063,0.0385711598,0.4980991434,1.1856384994,0.4566130469,-0.0955196354,0.5458690926,3.1679063242,0.7168794858,0.0840504317,1.0131718544,1.8408787589,0.9697406104,1.2190858021,Control
GSM480996,0.7065581670,0.6467501357,1.3661524580,0.4474521455,0.0130673417,0.7537075156,1.3395272052,0.3066054066,-0.1319222984,0.4963641018,3.0532128612,0.7430976816,-0.0447537380,0.8828747907,1.0051281987,1.1237687980,1.3929352533,BRCA
GSM480997,1.1190454785,0.3578723763,2.1149339527,0.2294301161,0.0669833189,0.3535957234,1.0998774965,0.2881597711,-0.1672660582,0.1188000013,3.0110673772,0.5145263239,0.0934094584,1.2156192858,2.3631876728,0.6583859607,0.9724866901,BRCA
GSM480998,0.8529783666,0.9194724611,1.3741429373,0.2439039067,-0.0089146439,0.8580861243,1.3247515877,0.2050712937,-0.0914625534,0.6106414951,3.1387746831,0.8158433211,-0.1087598982,1.0090916649,0.0391770557,1.0839803431,1.2255110547,BRCA
GSM480999,0.7498161615,0.2494339945,1.0459199696,0.2231088153,-0.0091878788,0.2517886319,1.1974809440,0.7125618634,-0.1632603363,1.3181974521,2.9392873114,0.8030841379,-0.1179292256,0.7890873703,0.1930028934,0.8735209131,1.2275631366,BRCA
GSM481000,0.8084518752,0.3163991596,0.9544440175,0.1072134663,-0.0299913646,0.3210571348,1.0463510783,0.5280358451,-0.0616773152,1.0340813620,2.9357543340,0.7252972251,-0.1466941826,0.5986957988,0.1531776812,0.7409614476,1.3209475665,BRCA
GSM481001,0.9022165854,0.0434197502,1.3666247130,0.1413976846,0.0688924967,0.4399477396,0.8794533461,0.6979045826,-0.1653078994,0.8875800183,3.4267272817,0.9109886661,-0.0966889070,0.8134050400,0.4818720309,0.8444664530,0.8352896747,BRCA
