@relation data

@attribute id string
@attribute 7529 numeric
@attribute 1869 numeric
@attribute 5599 numeric
@attribute 596 numeric
@attribute 637 numeric
@attribute 7027 numeric
@attribute 140735 numeric
@attribute 207 numeric
@attribute 5533 numeric
@attribute 90427 numeric
@attribute 8655 numeric
@attribute 5366 numeric
@attribute 5534 numeric
@attribute 27113 numeric
@attribute 572 numeric
@attribute 10018 numeric
@attribute Class {Control,BRCACancer}

@data
A01,2.4348,0.1718,1.4021,1.598,0.857,0.0818,1.0556,0.6045,1.3861,0.5256,0.2748,1.1645,1.3083,-0.1756,0.2521,0.9887,Control
A02,2.3385,-2e-04,0.9672,0.7606,0.8393,0.0898,0.8505,0.5571,1.0792,0.4485,0.095,0.7851,1.0862,-0.0042,0.1564,0.6093,Control
A03,2.5751,0.2275,1.211,0.6724,1.0016,0.122,0.9672,0.6699,1.1587,0.7368,0.0996,1.122,1.2757,0.0357,0.1963,0.9688,Control
A04,2.4407,0.0886,0.9665,0.8481,0.9414,0.0712,1.031,0.6114,1.2414,0.5148,0.2379,0.7926,1.2229,0.1768,0.2622,0.8298,Control
A05,2.4214,0.2641,1.1192,0.8722,0.9599,0.124,1.1507,0.7362,1.1595,0.8283,0.1427,1.0392,1.3093,0.1758,0.324,0.9262,Control
A06,2.4879,0.1512,1.1521,0.7888,0.8533,0.0532,0.9193,0.6349,0.9185,0.5744,0.1667,1.1991,1.1603,-0.0194,0.24,0.8847,Control
A07,2.4863,0.0944,1.3691,1.3272,0.999,0.118,1.0194,0.5857,1.183,0.6865,0.1753,0.9795,1.5746,-0.102,0.246,0.8457,Control
A08,2.3514,0.2278,1.4969,1.971,0.871,0.0892,0.7505,0.5257,1.5413,0.5384,0.1916,0.7276,1.7633,-0.1477,0.0928,1.0519,Control
A09,2.6039,0.1499,1.3676,1.6289,0.8926,0.0704,0.967,0.5517,1.1713,0.5356,0.1514,0.6989,1.3831,-0.0297,0.2173,0.8176,Control
A10,2.4635,0.1431,1.2269,1.1995,0.8767,0.0994,0.9653,0.5517,1.4321,0.602,0.2124,1.2335,1.623,-0.0271,0.2166,0.9479,Control
A11,2.4022,0.0726,1.1557,1.1764,0.7075,0.1199,0.8559,0.5283,0.9854,0.4973,0.2654,0.8423,1.0712,-0.0405,0.1606,0.5963,Control
A12,1.7834,-0.0523,0.6947,0.438,0.6848,0.0645,0.3761,0.3826,0.8336,0.2425,0.055,0.4021,0.9017,-0.1752,0.0686,0.4982,Control
B01,2.4564,-0.0717,1.4678,1.3259,0.6237,-0.0123,0.7713,0.3787,1.246,0.4113,0.1104,0.5849,1.3763,-0.4468,-0.025,1.0089,Control
B02,2.6982,0.1521,1.2677,0.7573,0.9334,0.1221,1.1251,0.6586,1.34,0.6241,0.1936,1.1226,1.2917,0.0078,0.2649,0.9155,Control
B03,2.6786,0.1164,1.2757,1.0441,0.7981,0.0211,1.0201,0.5588,1.3327,0.5134,0.1015,0.9002,1.3822,-0.0684,0.1564,0.9579,BRCACancer
B04,2.053,0.1031,1.1452,1.7304,0.7803,0.1998,0.6473,0.5084,1.5488,0.3705,0.2006,0.4685,1.7891,-0.2258,0.0836,1.0092,BRCACancer
B05,2.5809,0.0559,1.0222,0.622,0.8971,0.1014,0.706,0.4305,0.9888,0.4155,0.0374,0.7213,1.2404,-0.2224,0.134,0.7791,BRCACancer
B06,2.1886,-0.1347,0.9729,0.7863,0.4513,-0.1595,0.4594,0.1636,0.9633,0.2118,0.0394,0.1798,1.0844,-0.4959,-0.0858,0.7257,BRCACancer
B07,2.5831,0.1567,1.4186,1.1124,0.8831,0.0828,1.0746,0.6203,1.556,0.527,0.2197,0.691,1.3692,-0.0309,0.203,0.9731,BRCACancer
B08,2.5998,0.1782,1.0803,0.6778,0.9379,0.0942,1.1341,0.6297,0.9282,0.629,0.2454,1.0068,1.0281,0.0361,0.2826,0.5029,Control
B09,2.1615,0.1278,1.0942,2.0269,0.6279,0.133,0.8339,0.4484,1.2239,0.414,0.0251,0.3987,1.6605,0.0019,0.0768,0.9147,Control
B10,2.0657,0.043,0.9202,1.4479,0.6502,0.0699,0.6654,0.3712,1.1209,0.3445,0.1174,0.5006,1.4498,-0.0126,0.0931,0.6947,Control
B11,2.3984,0.1276,0.9405,0.9421,0.8707,0.0808,0.9183,0.4509,0.8983,0.5404,0.1703,0.9086,1.1971,0.0815,0.2148,0.7956,Control
B12,1.8274,-0.1558,0.7469,1.9527,0.6275,0.177,0.4716,0.3638,1.0504,0.3094,0.1634,0.2234,1.38,-0.1011,0.0569,0.7427,Control
C01,2.4782,0.096,1.167,0.9141,0.9576,0.0366,0.7966,0.6847,1.0898,0.6226,0.18,0.7401,1.3601,-0.086,0.2317,0.8952,BRCACancer
C02,2.3894,0.2618,0.9944,0.8473,0.8375,0.0391,1.0409,0.7019,1.1154,0.6375,0.1986,0.7456,1.1359,0.0953,0.2893,0.7007,BRCACancer
C03,2.4479,0.1736,1.2159,0.8426,0.9512,0.0845,1.1394,0.9231,1.3504,0.7623,0.168,0.5801,1.2425,0.1252,0.3753,0.863,BRCACancer
C04,2.157,0.1424,0.6903,0.6041,0.719,0.1886,0.8926,0.5682,0.5917,0.4392,0.2558,0.4723,0.8136,0.0569,0.2509,0.4944,Control
C05,2.1878,0.0535,0.6604,0.4546,0.7215,0.1389,0.7054,0.5706,0.5989,0.4132,0.0678,0.3839,0.8005,0.08,0.089,0.4641,BRCACancer
C06,0.7662,0.0889,0.113,0.2003,0.3077,0.0963,0.199,0.25,0.2312,0.2196,0.0975,0.1477,0.3586,-0.0697,0.1103,0.1069,Control
C07,2.2772,-0.0048,0.7965,0.3689,0.6883,0.0996,0.8642,0.551,0.8746,0.434,0.1322,0.2793,0.9703,0.0224,0.2273,0.4869,Control
C08,2.3396,0.204,1.0421,0.7524,0.8397,0.071,0.8651,0.6146,0.9889,0.5462,0.1474,0.8674,0.9388,0.0293,0.194,0.6246,Control
