@relation data

@attribute id string
@attribute 10563 numeric
@attribute 10663 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1235 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 1524 numeric
@attribute 2826 numeric
@attribute 2829 numeric
@attribute 2833 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 3576 numeric
@attribute 3577 numeric
@attribute 3579 numeric
@attribute 3627 numeric
@attribute 4283 numeric
@attribute 5196 numeric
@attribute 5473 numeric
@attribute 56477 numeric
@attribute 57007 numeric
@attribute 58191 numeric
@attribute 6347 numeric
@attribute 6352 numeric
@attribute 6354 numeric
@attribute 6356 numeric
@attribute 6360 numeric
@attribute 6361 numeric
@attribute 6363 numeric
@attribute 6364 numeric
@attribute 6366 numeric
@attribute 6367 numeric
@attribute 6372 numeric
@attribute 6373 numeric
@attribute 6374 numeric
@attribute 6375 numeric
@attribute 6376 numeric
@attribute 6387 numeric
@attribute 643 numeric
@attribute 729230 numeric
@attribute 7852 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0521647860,-0.0368601386,-0.1532425732,-0.1088887228,-0.1932782581,-0.0715849987,-0.1152980461,-0.1913260527,-0.1215193036,-0.0840152079,-0.0411298090,-0.0933282893,-0.0216378134,0.0901941996,-0.0559991261,-0.2515224266,0.2249896690,-0.0403663851,-0.1731920830,0.1075109721,-0.0006789420,-0.1088291298,-0.0585254547,-0.1397358024,0.1091476778,-0.1307884131,0.1811446147,0.2418669302,1.4203903674,1.7100287346,-0.1199459792,0.1120098791,0.2334658197,-0.0459244572,-0.1251740874,-0.1958524881,-0.0889332767,-0.1500792476,0.0414764309,0.0682732143,0.0084119829,-0.0945301903,0.0202460247,-0.1898874173,0.1447568081,-0.1093112517,-0.1525706446,-0.0637808484,BRCA
GSM481003,-0.0599289231,-0.0485056269,-0.0619905796,-0.1170911623,-0.1005778306,-0.0946009510,-0.0786652220,-0.0719013379,-0.1510084442,-0.1342969882,-0.0411312251,-0.0814287810,0.0085697957,0.0016767462,-0.0981248352,-0.1547859217,2.1420781876,0.4160237570,0.1972181471,1.4715424657,-0.0388478095,-0.0486330257,-0.0999497627,-0.0411452656,0.1806614782,-0.1184844748,0.1572778747,0.3550245982,2.1252413061,3.1995868419,-0.0766953883,0.3693501199,0.1236097297,-0.1177158956,-0.1090291622,-0.1285925357,-0.0474404904,-0.0254113041,-0.0910105994,2.1431210381,-0.1048913016,-0.0205447849,0.1095342074,0.2917968289,0.1366010751,-0.0820995266,-0.1332455769,1.0023184966,BRCA
GSM481004,-0.0876699731,0.0197283185,-0.2009642272,-0.1449395633,-0.0759069831,-0.0962314511,-0.0467122893,-0.0827626836,-0.1338306559,-0.1262849227,-0.0825235378,-0.0872432559,-0.0110567876,0.1376554934,-0.0754452129,-0.1939114799,3.2712488703,0.9552013563,1.5265017550,1.6739334250,0.0518567949,-0.1713709520,-0.0435540229,-0.1291731876,0.2221729152,-0.1650470680,0.2517585160,0.3712186528,1.2746895751,2.8820409113,-0.0907408854,0.6657292838,0.3192455290,0.0230720404,-0.0634228404,-0.1731483010,0.0915921427,-0.1145313706,0.0145808399,2.4638646841,-0.0346714504,0.1292465117,0.0958902455,-0.0648078203,0.1836534304,-0.0667020585,-0.0950194912,-0.0376341218,BRCA
GSM481005,-0.0475649569,-0.0736545884,-0.1553786680,-0.0730109699,-0.1249890799,-0.1039342533,-0.1099957794,-0.0834654934,-0.0965592247,-0.0992214487,-0.0225491356,-0.0258520687,-0.0020920109,0.0807275440,-0.0685436026,-0.1525053399,0.2335637546,0.0164657505,-0.0397826351,0.3897922044,-0.0342661790,0.0223323045,-0.1186484377,-0.0682053378,0.1842067655,-0.1282582403,0.3913450167,0.1512697170,1.7947387830,2.7729318671,-0.1215470509,0.0493001017,0.2833394031,-0.0272137617,-0.1409305921,-0.2597250094,-0.1107323000,-0.0943666150,-0.0126912872,0.4446687714,-0.1221926288,-0.1046933253,0.0441397540,-0.1437138607,0.1100066579,-0.0886681388,-0.1517653478,0.1893260697,BRCA
GSM481006,-0.1477847629,-0.0671496534,-0.1474959696,-0.1201921563,-0.1231508697,-0.1206388272,-0.1489097749,-0.1848765851,-0.1790848301,-0.1286163794,-0.0070472704,-0.1061864067,-0.0982922881,0.1480108432,-0.0567709478,-0.1684068465,1.4858867040,0.1776134555,0.1002281717,0.7345458053,-0.0207373464,-0.0554006785,-0.0640283967,-0.0363609963,-0.0769754833,-0.1642498784,0.2586946967,0.1908307081,2.4440980884,2.8575072951,-0.1162517042,0.3851670188,0.5905806854,-0.0953168633,-0.1653849996,-0.1928095784,-0.0935440008,-0.0827013467,0.0973079617,1.8621141314,-0.1464032439,-0.1008787798,-0.0725204422,-0.1236485132,0.5855148732,-0.1047127792,-0.0983961684,0.1489313872,BRCA
GSM481007,-0.0722811264,-0.0494583340,-0.1176150852,-0.1293005807,-0.0599212545,-0.0575662690,-0.0504697661,-0.0905834472,-0.0599919019,-0.0498518221,0.0769427601,-0.0839114642,-0.0165301621,0.3465861238,-0.1119274749,-0.1866202395,1.4503712456,0.6641807418,0.3459823951,0.3815329463,0.0531064034,-0.0093239942,-0.0411342916,-0.0572357330,0.3249432327,-0.1703541344,0.5805568547,0.2091151644,3.4103924170,2.8559285004,-0.0979786190,0.4966478254,1.2577048542,-0.0378983655,-0.0896146400,-0.1374026587,-0.1663633060,-0.0417998344,0.0488333200,1.5507915830,-0.0675058489,-0.0400745400,0.1905813039,-0.1332986807,0.1142013461,-0.0516290639,-0.1051621786,0.1119793297,BRCA
GSM481008,0.0557232391,-0.0078948053,-0.1356226617,-0.0542376559,-0.0559970855,-0.1129002131,-0.0068200559,-0.1198552358,-0.0216540569,-0.1284133242,-0.0501610944,-0.1063920663,0.1290979398,-0.0770335283,-0.1029773387,-0.2131276073,3.6487765047,1.2627660048,2.0844087369,2.2164069593,-0.0416687940,-0.1528157205,-0.0977462972,-0.0725748358,0.1463205170,-0.1026632953,0.1371192840,0.0444160011,1.2102525369,2.9415273534,0.1081364036,0.3955341586,0.0039649566,-0.0479432366,-0.2074117742,-0.1903861471,-0.0872158991,-0.0603358580,0.0096522028,2.7944808346,-0.0233432177,0.3521970114,0.0897215360,-0.1724981312,0.0158586249,-0.1067304661,-0.1410051709,0.1877782039,Control
GSM481009,-0.0396351601,-0.0237884515,-0.1603507728,-0.0810870244,-0.2207707315,-0.1078866468,-0.0516297353,-0.2137444639,-0.1928463889,-0.0881337043,-0.0277875494,-0.1646076687,0.0248408584,0.0646796808,-0.2036021253,-0.3828066094,0.2840830287,0.1541105258,-0.0486063319,0.1852908233,-0.0023560807,-0.1626395870,0.0113732247,-0.0619579066,0.0021183130,-0.1493513543,0.0003802793,0.1233633581,1.1404422023,1.6956768731,-0.2472444937,0.1568758452,0.2851050008,-0.1695757042,-0.2826379761,-0.1895291692,-0.2375042207,-0.2959527872,-0.1500166050,0.3428520603,-0.0976542710,-0.0892199989,-0.0216564144,-0.1417549087,0.6369201190,-0.1389016512,-0.1326603143,-0.0693295442,Control
GSM481010,-0.1034306517,-0.0345801279,-0.1531583743,-0.1245724460,-0.1307694177,-0.0786177828,-0.0741259976,-0.1341642191,-0.1557186220,-0.0963964266,-0.0486218005,-0.1176275828,-0.0226401095,0.0123925151,0.0017049363,-0.1209795671,1.1608947913,0.2766558656,0.0733091433,1.6296272655,-0.1072423729,-0.1994155235,-0.0697469527,-0.0990842047,-0.0602959712,-0.0756684848,0.1869587867,0.4356516489,1.8409815098,3.0530998179,-0.1211244072,0.5271671547,-0.0112526367,-0.0748150132,-0.1608947586,-0.1119049912,0.2637711229,-0.0817568478,-0.0257858850,1.4545947400,-0.1037425429,-0.0319551565,-0.0460106230,-0.1229619646,0.0438426573,-0.0919913347,-0.0992714049,0.2797157550,Control
GSM481011,-0.0259153100,-0.0113289728,-0.1725465958,-0.1552287101,-0.0966785500,-0.1041076988,-0.1608557738,-0.1146950252,-0.1075753509,-0.0888500223,0.0007562191,-0.0822081906,-0.0197967344,0.0609695239,-0.1367042793,-0.1410820472,0.1832046847,-0.0157134629,-0.1269488894,0.2282059908,-0.0120907845,-0.0450250387,-0.0087556806,-0.0733289691,0.2238506452,-0.0866106363,0.1691921387,0.3577840034,1.7661024597,2.7200380696,0.1061483734,0.1530463663,0.1762032454,0.0202290246,-0.0763267526,-0.1886285987,-0.1157732357,-0.1671940876,-0.0482282171,0.3303973004,-0.0927713441,-0.1278641477,0.1046748148,-0.1746083914,0.0868355817,-0.0905357890,-0.1632824591,-0.0887169300,Control
GSM481012,-0.0297833179,-0.1021929331,-0.1338932726,-0.0676095559,-0.0728318351,-0.0639388263,-0.1207477169,-0.1343423627,-0.1683781329,-0.0922912949,-0.0803715189,-0.0933827237,-0.0237946413,-0.0012269694,-0.1569985169,-0.2049462312,2.4393610820,0.5150340218,0.5160924566,0.6743439157,0.0567918499,-0.1194921868,-0.0183019040,-0.1092615877,0.1712565195,-0.0677303271,0.1160597177,0.0739360024,1.0503078203,1.7161091763,-0.0603088631,0.1505858296,0.6409204903,-0.0160002906,-0.2259948841,-0.1404287661,-0.0848944999,-0.1333544452,-0.0532008332,1.7923940080,-0.0402133066,-0.0938946987,0.0369571900,-0.1326059996,0.6734448517,-0.0621089001,-0.1454092236,-0.0098963628,Control
GSM481013,-0.1131538681,-0.1285414998,-0.1107328247,-0.1404766568,-0.0791216936,-0.1671603884,-0.1212850897,-0.0633841579,-0.1494798156,-0.1320386972,0.0052833820,-0.1024430981,0.0823483451,-0.0988695423,-0.0029271054,-0.1055172564,4.2041898038,1.4645540225,3.0382031997,2.1394721528,-0.0353798299,-0.0427382425,0.0349526601,-0.1003226352,0.0350124138,-0.0817510527,0.1450486770,0.0384831192,1.1892125473,2.8529433806,0.2793058350,0.4790681684,-0.0332179772,-0.0099870305,-0.0807065830,-0.1507134432,-0.0880411248,-0.0065118131,0.0333448049,3.2633806467,-0.1090119894,0.4574693965,-0.0250740161,-0.1579149637,-0.0548174064,-0.0602810612,-0.1396744381,0.1111414190,Control
GSM481014,-0.0279747578,-0.0298093628,-0.1798141853,-0.1773888029,-0.1257571065,-0.0962238270,-0.0319463806,-0.0722159858,-0.0470875863,-0.1335093668,-0.1055950495,-0.1341953399,-0.0001511167,-0.0656649132,-0.0226667653,-0.1595169315,3.4365017546,1.7525734927,2.3999371299,2.9212563913,0.0006316411,-0.0680285042,-0.0517569326,0.0064452931,-0.1073435048,-0.1142167932,0.0897933393,0.1930531396,1.8097076019,2.7156706917,-0.0000709559,0.0993492620,0.1636700251,-0.0776514761,-0.1557662687,-0.1226691852,2.1224464841,-0.0193008313,0.2234466639,2.4245237453,-0.1403075457,1.0636868045,-0.0888223474,0.0146250252,0.0687238661,-0.0961607013,-0.0919536218,0.7306774374,BRCA
GSM481015,-0.0400483199,-0.0424830949,-0.1364052521,-0.1469024832,-0.0753933267,-0.1357157842,-0.1000913553,-0.0829292087,-0.1499152059,-0.1166073973,-0.1251869651,-0.0666330843,0.0333419520,0.3339783853,-0.0324693571,-0.1731117094,2.0775190327,0.2840245265,0.8548535457,0.9490497029,-0.0587771225,-0.1542617942,-0.0521186248,-0.0631431889,0.0814337385,-0.0779384921,0.0504991510,0.8034871634,1.3469056818,2.1990131406,0.1755891970,0.1305761921,0.0196476439,-0.1433029132,0.2230602966,-0.1592586744,-0.0724280550,-0.0871153169,0.0086001350,0.8421030533,-0.0875417819,-0.0459690845,0.0862780671,0.4680712501,1.8788456851,-0.0832723960,-0.1297420876,-0.1223076044,BRCA
GSM481016,-0.0168243014,-0.0290070383,-0.1657590874,-0.0637864506,-0.1266981011,-0.0592466349,-0.0755737738,-0.1833474853,-0.0915006348,-0.0864974388,0.1154278681,-0.0771633089,0.0285423689,0.0379378994,-0.1147620613,-0.1768454499,3.9271709257,0.9870678318,2.5875823463,3.0995721420,-0.0424550175,-0.0454149308,-0.0407617589,-0.0937966698,0.2018855023,-0.1484983770,0.1745145967,0.2143089339,0.5990516610,3.8546553982,-0.0967119309,1.3374867176,0.3985541099,-0.0766105499,-0.1521289966,-0.1684664757,0.2908000169,-0.0763237787,0.0452347588,2.6202720914,-0.1080694068,0.1365223240,0.0973284130,-0.1669954602,0.1391356169,-0.0890886665,-0.1448507097,-0.0353475334,BRCA
GSM481017,-0.0892704595,-0.0945767701,-0.1598405482,-0.0116772607,-0.1103352182,-0.0556860186,-0.0992466538,-0.1430298596,-0.0318312781,-0.0902395166,0.0028365870,-0.1394367582,0.0475432188,-0.0338131719,-0.1428675879,-0.1821041025,0.8490326274,0.1945462611,0.2574386182,1.1367994145,-0.0950760910,-0.0416733293,-0.0866757382,-0.0629658303,-0.0877503630,-0.1128324844,0.2745094053,0.3322709660,0.7268761067,2.7387693326,-0.0780761709,0.4658251438,0.4365218622,-0.0253457315,-0.1558626220,-0.1598638500,-0.0706050652,-0.0286276660,0.0500089760,1.0189674154,-0.1556180920,-0.0203768637,-0.0764455950,-0.1327263581,0.3917328753,-0.0716590752,-0.1123233821,-0.0712179018,BRCA
