@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1027 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4254 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 81620 numeric
@attribute 898 numeric
@attribute 990 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.26596478,9.994983337,9.9652661335,8.595435709,8.086681778,10.884339601,8.5947996215,9.155963663,10.54158093,7.993275958,6.88517282,5.790192895,8.8794769,6.798021749,6.47162143767,5.957224679,5.7706733955,4.932168974,Control
GSM427159,8.958604237,9.7467670155,10.6067005385,8.901380658,8.805543271,10.9670802135,9.53925189,9.501827795,10.45125262,9.089962561,6.55129256467,5.868397398,9.341663989,6.6596432,6.35138548033,6.483780011,5.8681879535,4.948847562,BRCA
GSM427160,9.1433668585,9.760065891,10.261247663,8.838747853,10.14873431,11.361670225,10.065924884,10.31119801,11.09109172,9.42760480833,6.29027548567,6.760291233,9.113990271,7.16277178,6.817579064,7.625491737,6.213232041,5.447257868,BRCA
GSM427162,7.7178678995,9.344181055,10.6087782065,8.994142056,10.15416657,10.974153029,9.7613002345,10.38957787,10.85352421,10.2614579577,5.60520712767,5.972354482,9.441502737,6.651773306,6.714916353,8.354404912,5.99736739975,5.182703468,Control
GSM427163,9.123941273,10.049946495,10.471142841,9.287309018,9.39316579,10.972083198,9.919961329,9.989394899,10.66574031,8.69428477733,6.667922269,5.712603517,9.666615087,6.921011149,6.839917773,6.99492227,6.29992863125,5.455665247,BRCA
GSM427164,9.3759597995,9.5007422985,10.338767298,9.318577337,9.344385311,11.3658813,9.3913479745,9.829620128,10.61958751,8.713813284,7.81089306333,6.146803484,9.241638294,6.784605811,6.41271170433,6.399090431,5.7160804985,5.342529189,BRCA
GSM427165,7.9728052855,9.015559992,11.251370817,8.337779235,8.860746456,10.2529778765,9.8864762635,9.718905756,11.31896656,10.761045422,6.20872212967,5.301415026,9.669098149,5.968327676,6.868407698,7.423118274,6.32124444525,4.998433881,BRCA
GSM427166,9.321425499,10.6232973005,10.1636613075,8.482577193,8.42352683,10.8098750475,8.483937859,9.461746027,10.45750942,8.35263474667,6.99881217567,5.120093989,8.795261354,6.659429135,6.90348309733,6.126245653,5.7012189585,5.346169084,Control
GSM427167,9.1526830635,10.059640231,10.517727571,9.139008401,10.16944939,11.446472425,9.9714342365,10.12722736,11.10430408,9.039656623,6.48243364867,6.614640376,8.989182391,6.944217536,6.783116074,8.000734017,6.42728370275,5.620154746,BRCA
GSM427169,8.766958367,9.9202580165,10.3375133275,8.823646775,8.675799285,10.736889649,9.5799737185,9.648331121,10.32795428,8.80992016633,6.648891045,5.431298057,8.984704068,6.773670433,6.49954063167,6.420975498,5.859119673,5.096358059,BRCA
GSM427170,8.5614408535,10.1640382545,10.1060462435,8.823479598,9.157436075,11.30175136,9.126565767,10.07634836,11.00715715,8.000714493,6.17835145033,6.012574958,8.519529251,6.487482832,6.52906469167,7.033563754,6.179762227,5.255700175,BRCA
GSM427171,8.893995041,10.0441681905,10.4203475115,9.037218243,8.895530694,11.06146347,9.3320368985,9.327003038,10.66204549,8.527335664,6.964616148,5.59381033,9.069960645,6.786077228,6.825976426,6.567884319,6.16318161475,5.455336468,Control
GSM427172,9.195934583,9.813364775,10.273987442,8.776993161,8.423925951,10.9823843865,8.9337085745,9.282845833,10.47189392,8.33408606133,7.09072693133,5.569028668,9.036579657,6.477965145,6.67563750033,6.362562487,5.667146432,5.375918034,Control
GSM427178,9.7479615385,8.716991196,10.227964657,8.635528703,8.850203347,11.261461695,8.8844057575,9.760229732,10.18746996,8.46409499267,6.53377900667,5.611033099,9.243103231,6.78934168,6.72834066067,6.360193609,6.11855449125,5.297201735,BRCA
GSM427181,9.3160147545,8.4863279555,10.0955035995,8.887343342,9.181134316,10.822579484,9.071601972,9.462104032,11.00415042,8.306388692,6.62046090167,5.48527486,9.108740796,6.748599179,6.85516244833,7.313837914,6.4922561955,5.234397132,BRCA
GSM427182,9.532128788,8.9933055285,9.8952105075,8.719338441,9.625197931,11.456037835,9.457132773,9.955810122,10.9783031,8.45954481,6.40224870033,6.217720863,8.998534812,6.805457319,6.79523996967,7.478852772,6.27371824275,5.727111263,BRCA
GSM427183,9.817272827,8.896381156,9.8329397695,8.496515403,9.405535663,11.169296335,9.0958669535,9.773436423,10.54074827,8.410838317,6.55049845767,5.726293954,9.406960242,6.87116946,6.76381618433,5.812890452,6.19627768275,5.112503363,BRCA
GSM427187,9.1966010805,8.753016755,9.9305064935,8.864341803,9.897747581,11.174427615,9.5713605475,10.02058454,11.03059147,8.47082142633,6.29979290467,6.419754289,9.126105027,6.716514688,6.84822423767,8.04360305,6.47813675725,5.449323037,BRCA
GSM427189,9.742178486,9.089847459,10.0772368515,8.673027334,9.297742323,11.13629055,9.345582263,9.657604783,10.53205419,8.71205232367,6.30377776967,5.94872421,9.084543421,6.790580238,6.566929743,6.691398504,6.1333137935,5.48205062,BRCA
GSM427193,9.453635543,8.921795507,9.8710179655,8.625965515,9.090953388,10.579241791,8.9400510145,9.817791564,10.53323265,7.38486775267,6.661048608,5.852005861,6.164912581,5.716038325,6.91194087533,8.235058209,5.9634582625,5.212385731,BRCA
