@relation data

@attribute id string
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10376 numeric
@attribute 10382 numeric
@attribute 10552 numeric
@attribute 10971 numeric
@attribute 1499 numeric
@attribute 2017 numeric
@attribute 23643 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 3059 numeric
@attribute 347733 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 4690 numeric
@attribute 4691 numeric
@attribute 51807 numeric
@attribute 5578 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 7099 numeric
@attribute 71 numeric
@attribute 7100 numeric
@attribute 7277 numeric
@attribute 7280 numeric
@attribute 7430 numeric
@attribute 7454 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 81027 numeric
@attribute 81873 numeric
@attribute 8440 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 8976 numeric
@attribute 9076 numeric
@attribute 9181 numeric
@attribute 929 numeric
@attribute 9475 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.2000796147,1.4470036725,0.6624146700,1.8107713824,3.4799908086,3.7897653878,-0.0248780921,0.4616304750,0.7865546597,0.6174689995,1.2776464983,1.9276094570,2.0763668117,0.4023514937,-0.0953083564,0.0633124303,0.1496797397,2.3560742060,0.3878209061,-0.0598073644,-0.0538088512,0.2608651281,2.0794160451,-0.0235738736,0.0593719746,4.4681407321,-0.0294176134,0.9076037903,2.9457966687,0.8391980633,0.0081226462,2.8091717423,-0.0040406834,-0.0790466804,1.3010461369,0.3089302084,3.7071670295,2.6352792580,0.1943822840,0.0597489652,1.1541396589,0.1341017106,-0.1834590614,0.2411862325,0.0180790283,BRCA
GSM481003,1.0979559246,1.5714396047,0.3524276267,2.0634429264,3.2755796031,4.1078361870,1.0219036937,0.4088713112,0.7743058192,0.5368674805,1.3714225724,1.9643087453,2.0323438495,0.4055141435,-0.1218154929,0.4736437263,0.1592926320,2.2548772812,0.2858860052,-0.0568080873,0.0371351598,0.2829620648,2.0472658149,-0.0279678789,0.1131282425,4.5883542841,0.0518680523,2.5265952150,3.5673380495,1.4507904432,-0.0235366961,3.1707631895,0.0425163424,-0.0800109401,1.2083194380,0.2811997700,3.6607501210,2.8377810320,0.2239244682,0.7368682986,0.8408122492,0.4719330388,-0.1093169571,0.1941480732,0.4613067603,BRCA
GSM481004,1.0047797683,1.2231101719,0.6245016453,1.9405849534,3.2811366883,3.8417083623,0.0362615273,0.4928511351,0.8520144969,0.5084360550,1.0776123568,1.6494151288,2.0528732984,0.6183126943,-0.1282684434,-0.0925541409,0.1403264253,2.2044553339,0.2737133683,-0.0953270660,-0.0655279485,0.4684481415,1.4240456010,-0.0400819974,0.0708280785,4.4698169882,0.0707906307,1.5638762812,3.1302730145,0.7990377990,-0.0393887593,2.9411581033,0.0874959804,-0.0256238073,1.3652791442,0.1958457994,3.6067592501,2.7401745320,0.2125664917,0.2723441043,0.7983339448,-0.0484577012,-0.1202374537,0.2163254187,-0.0217994316,BRCA
GSM481005,1.0836951693,1.4415172496,0.3876877130,1.6236125550,3.3048733285,3.6775071325,0.0107334982,0.3671757498,0.7630644210,0.6957511474,1.3644052138,2.0108165212,2.0808352083,0.4258142904,-0.0918189806,0.0195703198,0.2270940179,2.3612720490,0.4507309079,-0.0790500546,-0.1054364943,0.3166812967,1.8347277684,-0.0235281201,0.1918886058,4.2691934759,-0.0177534622,1.6460213462,2.5288496911,0.4745792051,-0.0089982061,2.5689402798,-0.0946252396,-0.0808325104,1.4332777030,0.2778034230,3.5713435710,2.4480184713,0.2282941112,-0.0104058827,0.9312694087,-0.0719963970,-0.0457425530,0.1866518880,0.1299700532,BRCA
GSM481006,1.1536513797,1.9398481572,0.2772681860,1.7902080991,3.2918185185,3.7734354139,0.6190195530,0.1879702893,0.7936705512,0.6774093451,1.2661449731,1.8616576063,2.3677308262,0.4241999837,0.1305316902,0.0717030007,0.1351042711,2.5397693236,0.4491882131,-0.1285176326,0.0008140667,0.2588561041,3.2827063971,0.0318450583,0.0774115979,4.2648594596,-0.0477815990,1.9085949662,2.7022840976,1.3224712104,-0.0469949022,2.6212947170,-0.1095612390,-0.0973411601,1.2509919323,0.2075771438,3.3233143984,3.1554017860,0.3531187352,0.5855412611,1.2168710813,0.1540413657,-0.1468752514,0.1984657517,0.4513764037,BRCA
GSM481007,0.8637025436,1.7268032263,0.6183041530,2.1518923896,2.5976441597,3.4129887521,1.0046364526,0.5328905917,0.7367034326,0.6134111168,1.5751655295,2.9198739396,1.7807312609,0.3561066310,-0.0956871419,0.3768677401,0.2527581179,1.9990592401,0.2655233111,-0.1543998673,-0.0885558408,0.2214731303,2.1308796236,0.0398056174,-0.0378676735,4.5688298834,0.0513593786,2.0493915678,2.4226375222,1.5069605545,-0.0475543798,2.7831678727,-0.0069636373,-0.0918751543,1.2204954690,0.3039160742,3.1107358038,2.4906280040,0.3264364625,1.4211435434,0.9169253635,2.0794822507,-0.1416027276,0.2322261396,0.4485116918,BRCA
GSM481008,0.6905855152,1.2433373440,0.4573765793,1.7603593701,2.7247598548,4.2866313458,-0.1061545061,0.5022975582,1.0428309324,0.5762742963,1.1040605759,1.1556991008,1.9073203204,0.5704126423,0.0654737970,0.0172750859,0.1197325149,1.7342027903,0.3394867690,-0.0611171499,-0.0713251339,0.2738108856,1.4083411269,0.0280642769,0.0077770210,4.3696773703,-0.0008454480,1.7240076265,2.8470385075,0.7290698928,-0.0600692714,2.4402569828,0.0546182095,0.1855130601,1.4843981755,0.3226523512,3.5601028204,3.1656436920,0.2677998399,0.1489628334,0.7688564698,-0.0937278436,-0.1292381197,0.1960819449,-0.0903745492,Control
GSM481009,1.1461503863,1.3125832592,0.5807664000,1.6462100789,3.2320275683,4.5428179501,-0.1487254595,0.0965338481,0.7662482409,0.6379877187,0.9036050313,2.3061659338,1.8072166741,0.1867759509,-0.2624386697,-0.2245596913,0.0098238778,2.2850365361,0.3375501747,-0.1036444157,-0.0452827346,0.3586061170,1.6037546610,-0.0420569494,0.0715685539,4.9091982842,-0.0074515261,0.4763114577,2.1872276961,0.6722196365,-0.0863543264,2.7547018330,-0.1064183415,-0.0355509876,0.8605118255,0.0780274038,3.3513136209,2.7756214143,0.1969910029,-0.0183282045,0.9741334927,-0.2243902548,-0.0908145631,0.2414110834,-0.1490650472,Control
GSM481010,1.1466861350,1.3445474857,0.4810205597,1.4037885040,3.2734904916,3.9756714701,1.0012238455,0.1001928917,0.8871308893,0.7343420027,1.4524127389,2.2932906019,2.1198156030,0.7505683312,0.6528034954,0.7513973829,0.0508783250,2.1533832948,0.4686533031,-0.0830595259,-0.0208986747,0.3844459151,2.1124519960,-0.0273664836,0.3634714415,4.1366360187,0.0049507750,2.5516127347,2.9837788341,1.3127329596,-0.0255729896,2.7224319913,-0.1601052052,0.1311387576,1.3270443028,0.2844973728,3.4120708107,2.6139988103,0.2764016116,0.6879768297,0.8386362549,-0.0494453826,-0.1366913221,0.2052486207,0.1339713250,Control
GSM481011,1.0084638060,1.5630688482,0.3264856587,2.0764300483,3.0901160993,4.2313007414,0.2093569269,0.3999316058,0.8282796306,0.4369135557,1.3580996846,3.1189756659,2.0290059297,0.2638565085,-0.1374355349,0.0198847120,0.1527878153,2.2447497329,0.2062822425,-0.0514793500,-0.0474264799,0.2189997299,2.0010260307,-0.0538524333,-0.0516900792,4.5302506792,0.0806288959,2.1406944593,3.6321443319,0.6691157956,0.0030414629,3.1528146492,-0.0514541350,-0.0656243791,1.5445811392,0.2406132767,4.0713796616,3.1194594703,0.0981748895,-0.0415157032,1.0655502437,-0.1366306342,-0.1477645581,0.2254770854,0.0557324726,Control
GSM481012,1.0392803423,1.1239020955,0.6178069410,1.9192367324,3.2959043854,3.8025362790,0.1589820882,0.6405904876,0.7594716348,0.5024568411,1.1431936699,1.8848436408,1.6933054775,0.5053003297,-0.0700735640,-0.1767467530,0.1729949372,2.1506860018,0.4852255153,-0.0893519846,-0.0895865946,0.3012960630,1.7284676599,-0.0573730164,0.0131607379,4.2486806348,0.0784170058,1.2464372615,2.2926222831,1.1669609018,-0.0597336208,2.5578590533,0.0494344529,-0.0286403066,1.1997983851,0.2452080343,3.4327186346,2.5059433777,0.2898974411,0.3953490443,0.8797654233,0.4933080408,-0.1267313064,0.1757791036,0.3362477700,Control
GSM481013,0.6876512033,1.6187272118,0.3265489140,2.1963842597,2.6528231283,4.6712092756,-0.1076077116,0.1696223799,1.0177292339,0.6732652336,1.3118187036,0.9588260653,2.1162679195,0.3244512499,-0.1407442709,0.2015165297,-0.0007205301,2.0707321923,0.3843256589,-0.1477423539,-0.0065332298,0.2869227106,1.9970868443,0.0425733151,-0.0630960222,4.5807330393,-0.0539847144,1.5852744580,3.4998561442,0.9281036066,0.0183649177,2.7151790930,-0.1146627202,0.0150242231,1.5882596687,0.2331578347,3.8696581126,3.8461324373,0.2146533694,0.1438486435,1.1123821268,-0.0254136341,-0.1517765519,0.1506461335,-0.1487565367,Control
GSM481014,0.7236550630,1.2480778995,0.2267608843,1.6498533147,2.3552830533,3.4793598056,0.3285581886,0.1330795098,0.7506045869,0.6360924763,1.3957649739,2.8751513031,1.5431646928,0.4565880785,0.0654006158,-0.0442063560,0.0683831126,1.7781166394,0.4231938043,-0.1510811357,-0.0685732746,0.3662355639,1.4886801369,0.0863805114,0.3043526203,3.8873471781,0.0503656354,2.2035679222,1.9128075393,0.6583296224,0.1280508144,1.9540332357,-0.1239772681,0.0210332468,1.3439032130,0.2557260538,2.4127155989,2.2140968637,0.4142185599,0.5078407265,1.0785204671,0.0360694379,-0.1750844090,0.3119524320,-0.0359039252,BRCA
GSM481015,0.8151830139,1.5258794828,0.4358288150,1.9733963397,2.4862608846,4.0576281548,-0.0447145705,0.3172889766,0.7368134105,0.4823240670,1.0570881035,1.1227917043,2.2295586615,0.3263746346,-0.1264956231,-0.2470392261,0.1483293002,1.9033428073,0.3757702120,0.0009437327,-0.0214191743,0.5592342077,2.1415797729,-0.0075078970,0.1122435678,4.3128548535,0.0507794254,2.7820032438,2.7441678644,0.3899022326,-0.0286841352,2.5493396373,-0.0397650346,-0.0867285736,1.1081970005,0.2489701009,3.1972019378,2.9854529700,0.3391943582,-0.0618536040,1.1198507573,2.4819572237,-0.1729976230,0.1744622651,-0.0689081554,BRCA
GSM481016,1.1895327059,1.3373552034,0.5675701103,2.0380400249,3.2687259222,4.0815556346,-0.0125074780,0.5092220178,0.9311486854,0.6717250413,1.1817629048,2.0243948698,2.1870638879,0.3551377050,-0.0689998926,-0.0706086870,0.2070733712,2.3405411761,0.4072293254,-0.0013883003,-0.0242333336,0.3925376143,1.7814343786,-0.0033276660,0.1908909219,4.2009953369,0.0294209376,2.0099531015,3.4179167451,0.6013214367,0.0303339808,2.9479080648,0.0279627165,-0.0347904068,1.2502486388,0.2507611774,3.8204687535,2.9678216777,0.2195541744,0.1086310785,0.7377151568,-0.0907628750,-0.1384444991,0.3012242184,-0.0856750999,BRCA
GSM481017,1.1045992555,1.0253668755,0.3141090473,1.4985866573,3.0726226505,3.8468438684,-0.0532298396,0.1152890250,0.7535597049,0.7583438962,1.0360569329,2.6398549346,1.4875110091,0.5065160892,-0.0983319857,-0.1430445609,0.2638286827,2.1851941269,0.5674143861,-0.0544864961,-0.0173248637,0.3875305197,1.6911887527,0.0592036437,0.1735061481,3.8797307448,0.0200772836,1.4718755285,2.2677815854,0.4957590159,-0.0331366784,2.4417294972,-0.1531714169,-0.0190697619,1.3065312844,0.1631829371,3.1762325764,2.1874397197,0.3727801997,0.0329068799,0.7861059741,-0.1209528767,0.0129501743,0.2858339475,-0.0145821184,BRCA
GSM481018,1.0674247857,1.2459211248,0.4678116840,1.7736323134,2.9452592135,4.3513486385,0.0279133560,0.4321806195,0.9225784615,0.4552029336,0.8942686975,1.6269389323,2.1980936080,0.5307765908,-0.0746583755,0.3330594020,0.0458605471,2.5245587905,0.2764593230,-0.0702125840,-0.1761150535,0.2355220466,1.6212650750,-0.0151580534,-0.0564568728,4.4610908681,0.0284559034,1.1945551633,3.0208808185,0.4428522042,-0.0131116724,2.7963327193,0.0281265835,0.0384609299,1.0039460600,0.1525678805,3.5439032615,2.9691530860,0.1049302506,0.0015714928,0.9911316848,-0.3064023548,-0.2137525671,0.2602643728,-0.0924551688,BRCA
GSM481019,1.0748181937,1.6510151945,0.2599083930,1.9982255400,3.0582551328,3.9026022255,1.3667994047,0.2041208456,0.9734187784,0.6580633900,1.3527778593,0.8327567677,1.7654733658,0.3458688945,-0.0837972195,0.0298081204,0.1505348011,2.0153236905,0.5436711722,-0.1020042864,-0.0051356869,0.3113696513,2.2212701186,0.0027582129,0.1047742365,3.9310252668,-0.0875371099,2.9096959830,3.2367084325,1.0508384465,0.0151277218,2.7146554355,-0.1681608818,0.0221462986,1.6059169851,0.3236687455,3.7160977423,3.0374870300,0.2290726198,0.5214420843,0.7130076073,-0.0678108550,-0.0320987443,0.3260193865,-0.1311788038,BRCA
