@relation data

@attribute id string
@attribute 18 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 218 numeric
@attribute 219 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23417 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 26275 numeric
@attribute 3030 numeric
@attribute 314 numeric
@attribute 34 numeric
@attribute 51733 numeric
@attribute 57571 numeric
@attribute 6723 numeric
@attribute 84735 numeric
@attribute 8639 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.5504246704,-0.0844110832,-0.1030053326,2.6660028845,0.2505638963,1.3596210412,-0.2854896040,0.7289875286,1.2724361456,0.4390143225,-0.1159840439,2.8428906733,0.2975739609,0.0155109781,-0.0870355034,-0.0987937729,0.4555840115,1.3110771498,-0.0317160022,0.4754629302,-0.1269712995,0.0162285853,2.3014333182,-0.1527827820,-0.1886582139,BRCA
GSM481003,1.0605909447,-0.0872618226,-0.1181411366,3.2305892409,0.1019095926,1.3603782851,-0.2035900616,0.5956070592,2.3741602134,0.3642119825,-0.0836361832,2.2803979187,0.5232550384,0.1517886778,-0.0130152198,-0.1163713545,0.3743035349,1.1338240419,0.0301934800,0.4304200546,-0.0467061726,0.9490641994,2.6961813768,-0.0910291297,-0.1504128043,BRCA
GSM481004,1.1165866429,-0.0253257072,-0.1179018219,3.1848408877,0.0615678967,1.5765960482,-0.2686957158,0.5920443669,2.1709424416,0.5950805777,-0.0865501958,2.6771345403,0.4387184336,0.2150615814,-0.0262233293,-0.1043705749,0.3672544756,1.4512041233,-0.1242649171,0.3596199945,-0.0468843770,0.0661669398,2.5530556176,-0.0653820798,-0.0840600951,BRCA
GSM481005,0.5263049415,0.0154577819,-0.1043192173,2.6756236701,0.1532871830,1.1894485554,-0.2333305496,0.7706936300,1.3321897744,0.2255821759,-0.1352569876,2.1997977231,0.2393710208,0.0068376916,-0.0194564890,-0.1395157124,0.4990750484,1.1165049651,-0.1447849048,0.7020193695,-0.1343284050,0.0002467898,2.1638051537,-0.0489283470,0.2788623667,BRCA
GSM481006,0.7598953589,0.0177094786,-0.1093262379,2.5622581394,-0.0091416504,0.9011514651,-0.3008817545,0.7918512212,2.0070518163,0.4114961186,-0.1216376777,2.4002272552,0.3883146761,0.0231791382,-0.0488770506,-0.1277763280,0.3647515735,0.9434966796,-0.0033132997,0.6950991573,-0.2089435751,0.3984034659,1.8046853278,-0.1162672005,0.0930584413,BRCA
GSM481007,1.0358507192,0.0025896705,-0.1026216591,2.6799716949,-0.0824301871,1.1416312754,-0.3107484635,0.8333636560,1.7591606010,0.5989918505,-0.1305413990,2.1771405738,0.5255545913,0.2336696964,0.0055831509,-0.0791798460,0.4638607164,0.6343219104,-0.0802383079,0.8405222045,-0.0681958690,0.5876656378,1.9940638872,-0.0717388429,-0.0888141567,BRCA
GSM481008,0.4377764934,-0.0170157562,-0.0392876986,2.8481054308,0.0738928081,1.7179112501,-0.2534886757,0.2407050450,1.7301716414,0.3176785913,-0.0930229935,2.0121529632,0.1811918107,0.1275447601,-0.0376797197,-0.1355709635,0.3353939578,1.0770134501,-0.1749120204,0.7779287658,-0.1598545421,-0.0700473191,2.9296332730,-0.0374313691,-0.1237392973,Control
GSM481009,0.4464419688,0.0769797945,-0.0578512107,2.0697222800,-0.0799766013,1.5246361561,-0.4060247298,0.3136098313,2.1016619261,0.2640226102,-0.0507299871,2.8812776672,0.0613896178,-0.0662461321,-0.1147460760,-0.1954683488,0.3683544390,0.8158988580,-0.1110957666,0.9706303440,-0.2152338306,-0.1155615664,1.6555876236,-0.0748395511,-0.0893934176,Control
GSM481010,1.2038823161,0.0580199078,-0.0796610906,3.1086775659,0.2136401419,1.4316206639,-0.0958842543,0.5528815033,2.3740760535,0.3253444095,-0.0682366275,2.5246802834,0.6241290761,0.2743168668,-0.1163510248,-0.1182024236,0.3227600463,1.3943034368,-0.1006249860,0.7105358574,-0.0699183796,0.2506320246,2.0267984338,-0.0439245765,-0.0319023414,Control
GSM481011,0.7045508114,-0.0643972750,-0.0885918831,2.9903289974,-0.0053312622,1.3559073807,-0.2011037404,0.5797773188,1.1143954872,0.3225665058,-0.1064031793,2.1697107354,0.2239222685,0.0741184213,-0.0545368203,-0.0803734462,0.3242464376,0.6216208733,-0.1085641736,0.4515731000,-0.0777722302,0.1141268667,3.0003034008,-0.1752811595,-0.1815969126,Control
GSM481012,0.9307214290,0.0016903578,-0.1529323630,2.8342303634,0.0830659740,1.8570843803,-0.2548927479,0.3371292827,1.9857749837,0.3324479876,-0.1124323025,2.7786618472,0.5890745532,0.1503219026,-0.0358525053,-0.0993814556,0.7345610125,1.3825693279,-0.0421571383,0.8130113634,-0.1128767867,0.6176895134,2.5315108299,-0.0771805562,-0.1060041536,Control
GSM481013,0.2326235056,0.0003129084,-0.0813331116,3.0636599065,0.1056921301,1.9209400150,-0.1762991650,0.4302826250,1.1051708123,0.2618319734,-0.1198602065,1.7490122583,0.0463839896,-0.0701040390,-0.0674028422,-0.0943308787,0.1804047334,0.9465582306,-0.0361946011,0.5871245971,-0.1264422327,-0.0522855781,3.1578646237,-0.1004427033,-0.0704532708,Control
GSM481014,0.7844939097,0.0051646035,-0.0853070239,1.9841782747,-0.0263710440,1.1910767291,-0.2180738450,0.2031386180,1.6544708211,0.5036838599,-0.1241808488,1.6705305444,0.2427539142,0.2197803190,0.0933778809,-0.0897763725,0.5579497406,0.8873519887,-0.1521609170,0.9042019859,-0.1254913064,-0.1447535170,2.1505259407,-0.0493948381,-0.0860498509,BRCA
