@relation data

@attribute id string
@attribute 10140 numeric
@attribute 10200 numeric
@attribute 10766 numeric
@attribute 10950 numeric
@attribute 11044 numeric
@attribute 11157 numeric
@attribute 11340 numeric
@attribute 118460 numeric
@attribute 132430 numeric
@attribute 140886 numeric
@attribute 1656 numeric
@attribute 167227 numeric
@attribute 170506 numeric
@attribute 196513 numeric
@attribute 2023 numeric
@attribute 2026 numeric
@attribute 2027 numeric
@attribute 219988 numeric
@attribute 22803 numeric
@attribute 22894 numeric
@attribute 23016 numeric
@attribute 23019 numeric
@attribute 23404 numeric
@attribute 23517 numeric
@attribute 23644 numeric
@attribute 23658 numeric
@attribute 246175 numeric
@attribute 255967 numeric
@attribute 25804 numeric
@attribute 25904 numeric
@attribute 26986 numeric
@attribute 27257 numeric
@attribute 28960 numeric
@attribute 29883 numeric
@attribute 3313 numeric
@attribute 3329 numeric
@attribute 4848 numeric
@attribute 4849 numeric
@attribute 4850 numeric
@attribute 5073 numeric
@attribute 51010 numeric
@attribute 51013 numeric
@attribute 51690 numeric
@attribute 51691 numeric
@attribute 5393 numeric
@attribute 5394 numeric
@attribute 54464 numeric
@attribute 54512 numeric
@attribute 54766 numeric
@attribute 55802 numeric
@attribute 56915 numeric
@attribute 57472 numeric
@attribute 57819 numeric
@attribute 645974 numeric
@attribute 6499 numeric
@attribute 694 numeric
@attribute 7832 numeric
@attribute 80153 numeric
@attribute 80336 numeric
@attribute 80349 numeric
@attribute 84186 numeric
@attribute 87178 numeric
@attribute 9125 numeric
@attribute 9337 numeric
@attribute 9652 numeric
@attribute 9924 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.6686040909,1.0217061681,-0.0032780734,1.2892947426,0.9275640203,1.1546562175,2.6776244243,0.0733348372,-0.1511169739,-0.1258772028,1.2125083642,0.5108434556,0.6555905858,0.4504314396,1.1540563426,1.4770269913,-0.1143981450,0.3727318966,0.6055790951,0.9513415728,1.6840326759,1.0927918124,0.5028042134,1.1855474044,0.2255526988,1.7004231522,0.4720101486,0.4343645852,1.5484481434,0.6482556362,0.4478908108,2.0458274295,0.9215070208,0.9297435981,1.3923766186,0.3458519890,0.8447029592,0.3003181817,0.1950173523,1.5424181817,1.0436450256,0.8220456706,1.1298508181,1.7595092060,2.5339570839,0.8275666081,0.6129916594,0.6712246632,-0.0985089733,1.5382986666,0.1519440950,2.3200957444,1.8116858801,-0.0682179580,0.4975864192,1.9650165557,0.3181553424,0.3870682774,0.4208014416,0.9465808776,0.4019854426,1.3802372814,0.6762694270,1.5000661039,0.5101056847,0.2417023257,BRCA
GSM480985,2.8772956131,1.2280141274,-0.0544529426,1.6097532336,0.6919227073,0.6782734111,1.9032171169,0.1012337552,-0.1545795160,-0.1361742859,0.8203624115,0.5570506996,0.5534129525,0.6326497107,0.9892546585,1.1891173498,-0.0348445209,0.3117571595,0.5386476734,0.7728938049,1.3910124816,0.9579131575,0.1283833711,1.0918259234,0.2716427901,1.0939080642,0.6694095571,0.5837826170,1.2462934990,0.5192139155,0.2089445811,1.7373835845,0.5897720977,0.7704239842,1.0569273805,0.0051281369,0.9356794470,0.2718057052,0.2251215437,1.5777823330,0.4860174899,0.7821532631,0.7036089530,1.6486845527,1.8403644430,0.7211273415,0.8347212612,0.4848691298,-0.1084272183,1.5116674666,0.0676028863,2.2153286205,1.0629773867,-0.0779476580,0.4169872630,2.3536201476,0.7629725873,0.3989388722,0.5639131115,0.8999036333,0.4035964242,0.6808857552,0.2830263344,1.4671327208,0.7064128387,0.5246552286,BRCA
GSM480986,3.0176225604,0.9117866850,0.0096081687,1.1528897602,0.7004135718,0.8014753780,1.9863546290,0.0884176788,-0.0648587431,-0.1130077885,1.2531799828,0.4453847592,0.5686647953,0.4683796259,1.2265099656,1.2240091974,-0.0169130189,0.3247116550,0.4918375373,0.6853150799,1.4131542092,0.9897666428,0.4086703492,0.9379151445,0.3484760461,1.4049783881,0.4269845440,0.4824880429,1.5855573843,0.6319776043,0.3730929202,1.9033783591,0.7191326932,0.7698463863,1.2948669215,0.2045616440,0.7548897745,0.2294675794,0.2116778655,1.6866546101,0.7852926310,0.7748000426,0.8448495733,1.3978736059,2.3016575576,0.7373743881,0.5574479495,0.6959053145,-0.1104649494,1.4660038128,0.1172987611,2.3782204986,1.5562563339,-0.0407060307,0.4729037483,2.6366405566,0.6063583721,0.4692428192,0.3395040304,0.9408947022,0.2705610861,0.8896354669,0.4871446672,1.4605569125,0.4816083810,0.2185975788,BRCA
GSM480987,2.7456714212,0.8676662802,0.0020497910,0.8411020128,0.6167671825,0.7775518089,2.3482736879,0.0817388534,0.1281072767,0.0074761467,1.2435925967,0.2518720318,0.4757528777,0.5098943942,1.2667937372,1.2003767714,-0.0841759911,0.3156823986,0.5070043894,0.5976237149,1.2843760703,0.8497666207,0.4633134753,0.8828773208,0.1111549239,1.1627348251,0.4573349942,0.2905409408,1.4623917332,0.5650292426,0.1415859641,1.9824037055,0.2639409196,0.6889853967,1.6032662574,0.0697260292,0.6001990198,0.0743840404,0.1505005518,1.5139712180,0.6655079100,0.7406639831,0.7937530428,1.7297573770,2.5090603961,0.6708735248,0.5348764257,0.7646126660,-0.0481775316,1.5651480071,0.2475533849,1.8550748295,1.5871075954,-0.1030380750,0.3608881859,1.9114070813,0.2989557196,0.4018446939,0.2801646776,0.6864984710,0.2445277078,0.9827902118,0.5690950675,1.3279974639,0.2387237655,0.0757313372,BRCA
GSM480988,2.7371276319,0.9365297991,0.0165294762,1.8025569495,0.5457584891,0.6596079513,2.2384274206,-0.0768387909,-0.0268636156,-0.2282854943,0.9562433748,0.3116906362,0.5164361727,0.4415208084,0.9353813466,1.0350123030,-0.0436900057,0.2333771885,0.3053061184,0.5082197520,0.9792626255,0.8872548235,0.3735026516,0.9503170241,0.2082834211,0.8617217782,0.4157117321,0.4296201280,1.3909691013,0.7475380324,0.0853251313,1.9334010853,0.5334184246,0.5555909729,1.2620972210,0.0687183436,0.6101725005,0.2323937368,0.2157912426,1.4230320626,0.7097334101,0.6035271981,0.2403532358,0.9943122267,2.3914984730,0.8157879353,0.5505746671,0.2690230038,-0.0404959606,1.6181609444,-0.0025979126,2.3020085892,1.2519825797,0.0844439243,0.5275690738,2.2008934100,0.6464140149,0.3281820495,0.5675428079,0.5764436235,0.1262389315,0.8171947829,0.3404739997,1.2120761918,0.3756431535,0.3743586367,BRCA
GSM480989,2.7860380860,0.9155354500,-0.1268121541,0.9666638742,0.6268771998,0.7677743241,1.7803254193,0.0903282639,-0.1309829560,-0.2242092536,0.8395907562,0.2052044825,0.2090617901,0.2648349384,1.3584975356,1.8733662440,-0.0927954214,0.2777513196,0.2844718945,0.1920682821,1.3792251917,0.7369223312,0.3758267425,0.5140004567,0.2540886571,0.7299151657,0.2809212067,0.1723919169,1.9014083197,0.2895468019,0.1445651299,1.5369896627,1.0170863271,0.5585634970,0.8109230443,0.0416253691,0.4523243116,0.2637700055,0.1634968883,1.4936344367,0.4922539809,0.7968328961,1.0627937052,0.9551138196,1.9340967867,0.5598466552,0.3465537111,0.7936459299,-0.0819059397,1.3361012004,0.1982560869,1.9445468319,2.2707554830,-0.0272410287,0.5638482483,2.3115726948,0.6774179649,0.4393434421,0.1108023862,0.7185164394,0.0906947416,0.3256934963,0.4394047453,1.3135945929,0.0889051955,0.1706294499,BRCA
GSM480990,3.4310542344,0.7610088312,0.1582711729,0.7450254477,0.6297162101,0.8834996451,1.7020706469,0.2025732301,-0.1156838871,-0.1204857751,0.9428585863,0.2910082662,0.3396770230,0.3283417381,1.2902029069,0.7312256614,-0.0589349617,0.3259575701,0.2523291198,0.4576902727,1.2605101954,0.6653587942,0.2587989620,0.6560388795,0.2101094476,1.0663174776,0.3886268474,0.2283928626,1.7966597216,0.1246450211,0.1726901587,1.7520701847,0.7068176251,0.6551123063,1.0098055858,0.0877271981,0.4312592469,0.1360783492,0.1908896486,1.2662608367,0.6027687336,0.6960903807,0.9860028226,1.2040484717,1.8347458839,0.5426137525,0.4361000056,0.8333456526,-0.0755187254,1.1436962481,0.0373146236,2.2628195914,2.6656145653,-0.0132721130,0.5544722974,2.2726814189,0.7332398992,0.4260793539,0.0769571544,0.5542093686,0.1942302549,0.3646593376,0.3820608413,1.1566001928,0.2804507127,0.0162863600,Control
GSM480991,3.1615923046,0.7921653757,0.1250008664,0.9116494164,0.4220422653,0.5769486509,1.4455230172,0.2142229800,-0.1067731999,-0.0949820886,1.0632337844,0.2124411067,0.3584821491,0.4353510421,1.1943576631,0.8049711057,-0.0913220812,0.2528157768,0.3342229961,0.3588015276,1.3540786885,0.7626940463,0.2478978721,0.8116536329,0.2591577836,0.9448050652,0.3554686127,0.2672057210,1.5882912247,0.2122151843,0.1622835239,1.8372106625,0.6126113899,0.6054618289,1.1073966495,0.0219104277,0.5535553407,0.3113344535,0.1207335615,1.3977008120,0.5264842494,0.6365185297,0.7199730658,1.1120484897,1.7003656758,0.5988794713,0.5244396809,0.7511358304,-0.1195336817,1.1616843899,0.1114497923,2.1104947096,1.5506152379,-0.1052340953,0.6498713074,2.4337250789,0.8168002936,0.4677531789,0.2788978761,0.7357681100,0.1448415470,0.5122854526,0.4064853397,1.2356876849,0.3162472333,0.0939216646,Control
GSM480992,3.4150536357,0.6867249655,-0.0146344337,0.6113184524,0.5673279922,0.5708902801,1.4359525210,-0.0066353743,-0.1328831893,-0.1461401037,0.9089850776,0.1677651215,0.3452984725,0.5376389356,1.3129814466,0.9358635689,-0.0106469618,0.4184381800,0.1601882902,0.4872874902,1.3125636225,0.9292116476,0.3440573004,0.6429643652,0.3347047469,0.7905398822,0.3716389943,0.3371763335,1.7968811969,0.2133080613,0.2004608198,1.6032830068,0.8740664854,0.6273194249,1.0576793043,-0.0294562479,0.4929493385,0.3484186010,0.2283068974,1.2351077666,0.5221891270,0.7847143013,0.9842176736,1.1464569313,1.4698314270,0.5748938782,0.4238425754,0.9695966393,-0.0833349792,1.1836473913,0.1341811824,2.4237338305,2.0681220624,-0.0138144333,0.7671440572,2.7690487305,0.7071752333,0.5759755411,0.2824985003,0.4658975304,0.1083883148,0.5467208504,0.2437238553,1.1064919996,0.1258553298,0.1139755718,Control
GSM480993,3.1741319597,0.8106591408,0.0457409608,1.2029567922,0.6281424783,0.9074788179,1.9875464174,0.1860449940,-0.0957983640,-0.1555562522,0.8901265095,0.3224763790,0.3713115228,0.4417200139,1.2059193881,1.5582664870,-0.1311150084,0.2993045476,0.3033026726,0.5258330868,1.3778374845,0.8550060402,0.3813899995,0.7773552700,0.2576095154,1.1226879322,0.5402969124,0.3734655917,1.6990497261,0.4878455214,0.3030504105,1.7355871637,0.9126322070,0.8327260620,1.1256431947,0.0254768662,0.5984846666,0.3425563136,0.1972558233,1.3567876050,0.7460645844,0.7789323753,0.9445619317,1.2259773017,2.3581686947,0.6597940309,0.4574601382,0.8122767882,-0.1054631201,1.4354666024,0.1605546053,2.3866468667,1.8134235476,-0.0487904373,0.6233196789,2.4881332239,0.7253276018,0.5336894883,0.2074140928,0.7636578410,0.2607916920,0.7188080150,0.5624137088,1.3257018350,0.1983148940,0.1307776673,Control
