@relation data

@attribute id string
@attribute 10 numeric
@attribute 1544 numeric
@attribute 1548 numeric
@attribute 1553 numeric
@attribute 7498 numeric
@attribute 9 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0609806066,-0.1014766870,-0.0222040485,-0.1427355281,0.6671462919,0.6757980138,BRCA
GSM480985,-0.0892457384,-0.0911636834,0.0185694386,-0.1195583909,0.6115540292,0.4821042178,BRCA
GSM480986,-0.0624348672,-0.1159611161,0.0904232404,-0.1322366169,0.7638278782,0.6283251160,BRCA
GSM480987,-0.0851270684,-0.1221926419,0.0166690037,-0.1481200637,-0.0115644319,0.4454766558,BRCA
GSM480988,-0.0451423784,-0.0257413974,-0.0239997992,-0.1060964289,0.6368811518,0.5669486242,BRCA
GSM480989,-0.0073731155,-0.0051256384,0.1414101426,-0.1118360860,0.3187414961,0.3285350434,BRCA
GSM480990,-0.0725737081,-0.0789403874,0.0734613663,-0.0950581390,0.8433561767,0.1744961818,Control
GSM480991,-0.0471868691,-0.1240963471,0.0483522194,-0.1607501611,0.7608674068,0.6036217155,Control
GSM480992,-0.0272638290,-0.0422955338,0.0469442939,-0.1573205174,0.6203986616,0.0723760018,Control
GSM480993,-0.0682196051,-0.1050930967,0.0692249054,-0.1644318507,0.7510370005,0.4499057585,Control
GSM480994,-0.1052914917,-0.1768795472,0.0897864129,-0.1006899223,0.4604133087,0.3986597481,Control
GSM480995,-0.1015915090,-0.1257973788,0.0253012395,-0.1296789706,0.9080688559,0.5733637437,Control
GSM480996,-0.1087584524,-0.0411695574,0.0657241904,-0.1863312870,1.1972716006,0.3337289614,BRCA
GSM480997,0.0064843755,-0.0702841873,0.0644305010,-0.1393610843,-0.1307013952,0.1731957011,BRCA
GSM480998,-0.0692136264,-0.0845766756,0.0559173833,-0.0710878971,0.4731352822,0.2038806256,BRCA
GSM480999,-0.0547491842,-0.0588417317,-0.0661389980,-0.1765173816,0.5799420826,0.7547959946,BRCA
GSM481000,-0.0601147388,-0.0685851499,0.0040893396,-0.0780287983,0.5048676170,0.8589108139,BRCA
GSM481001,-0.0890895861,-0.1030758728,0.0385806635,-0.1401536761,0.5894080671,0.4672209025,BRCA
