@relation data

@attribute id string
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 1582 numeric
@attribute 51302 numeric
@attribute 11001 numeric
@attribute 1109 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7897,0.5027,-0.0293,0.0555,-0.101,-0.0581,0.1697,-0.0772,-0.1824,0.1719,Control
A02,0.7352,0.4213,-0.0225,-0.0514,0.0794,-0.0293,-0.0396,-0.2043,-0.1264,0.0865,Control
A03,0.9295,0.5152,-0.0315,-0.0026,0.0335,-0.0673,0.2886,-0.1384,-0.1398,0.1845,Control
A04,0.5315,0.4238,-0.0087,0.0349,0.0722,-0.0399,-0.0442,-0.0981,-0.1265,0.1243,Control
A05,1.1148,0.6294,-7e-04,0.0227,-0.1326,-0.0988,0.0258,-0.0804,-0.1025,0.0793,Control
A06,0.8952,0.6256,-0.0959,0.0205,0.0492,-0.0047,-0.0364,-0.0953,-0.1026,0.0715,Control
A07,0.7637,0.6331,0.0085,-0.088,0.0577,-0.0286,-0.0441,-0.0869,-0.1537,0.1295,Control
A08,0.7632,0.5336,-0.0399,-0.0034,-0.178,-0.0891,-0.061,-0.0869,-0.1602,0.0819,Control
A09,0.6142,0.5825,-0.0229,-0.0213,0.0048,-0.0624,0.0191,-0.1572,-0.0956,0.0796,Control
A10,1.2766,0.5016,-0.0135,-0.0569,-0.0282,-0.0639,-0.0215,-0.1123,-0.1326,0.1089,Control
A11,0.71,0.5189,-0.0411,0.0831,-0.09,-0.0782,0.1042,-0.1249,-0.1172,0.1504,Control
A12,0.5078,0.5154,-0.0638,-0.052,0.2385,0.0711,-0.0331,-0.1418,-0.0268,0.0524,Control
B01,0.7077,0.4251,-0.0823,-0.0739,0.0416,-0.0996,0.0145,-0.0614,-0.0889,-0.0635,Control
B02,0.9155,0.5447,0.0082,0.0459,0.0462,-0.1,0.04,-0.0214,-0.1188,0.0753,Control
B03,0.7857,0.5383,-0.0106,-0.0666,-2e-04,-0.082,0.0463,-0.0834,-0.1762,0.0933,BRCACancer
B04,0.4269,0.4075,-4e-04,-0.0678,0.0094,-0.0803,0.0011,-0.1468,-0.0963,0.0903,BRCACancer
B05,0.2982,0.4445,-0.0128,-0.0123,0.1783,-0.0236,-0.0627,-0.1818,-0.0435,0.0826,BRCACancer
B06,0.3851,0.3497,-0.1862,-0.2317,-0.0316,-0.0496,-0.0588,-0.1173,0.0498,-0.0364,BRCACancer
B07,0.8226,0.5602,-0.0694,-0.055,0.0617,-0.0712,0.0938,-0.091,-0.0987,0.0944,BRCACancer
B08,0.6048,0.5258,0.0181,0.0041,-0.0072,-0.0513,0.0047,-0.1278,-0.1425,0.1068,Control
B09,0.3255,0.3351,0.0076,-0.0885,0.1202,-0.0654,-0.0521,-0.1483,-0.1247,-0.0297,Control
B10,0.5571,0.4256,-0.024,-0.0288,0.1905,-0.0199,-0.0633,-0.131,-0.0491,0.0299,Control
B11,0.6033,0.3838,0.0198,0.0719,0.1454,-0.0403,0.023,0.0165,-0.0886,0.1177,Control
B12,0.2537,0.1689,-0.0218,-0.1315,0.0739,0.0035,-0.1415,-0.007,-0.1736,0.069,Control
C01,0.9145,0.4854,0.002,0.0346,0.0367,-0.0336,-0.1154,-0.1034,-0.0455,0.1367,BRCACancer
C02,0.7726,0.6467,-0.0471,-0.0254,-0.0459,-0.0189,-0.0747,-0.0922,-0.1431,0.102,BRCACancer
C03,0.8963,0.5474,0.0015,0.0089,0.0285,-0.0313,0.0074,-0.0783,-0.1467,0.095,BRCACancer
C04,0.279,0.3565,0.0501,0.0555,-0.1373,0.0242,-0.0995,-0.0684,-0.1769,0.1809,Control
C05,0.3073,0.3459,-0.055,0.0595,0.0125,-0.0401,-0.0302,-0.1265,-0.1606,0.1117,BRCACancer
C06,0.0296,0.1754,-0.0713,0.0251,0.1588,0.0628,-0.011,-0.0035,-0.08,0.3009,Control
C07,0.3973,0.3898,0.0043,-0.0371,0.1166,-0.0209,-0.0701,-0.1137,-0.1355,0.1242,Control
C08,0.6933,0.5589,0.008,-0.0253,-0.0191,-0.0336,-0.0284,-0.0542,-0.1376,0.1623,Control
C09,0.7263,0.4645,0.0603,0.0286,-0.1371,-0.0211,-0.0184,-0.0751,-0.0776,0.1433,Control
C10,0.7625,0.5281,0.0021,0.0077,-0.0262,-0.0196,-0.1259,-0.0269,-0.0921,0.164,BRCACancer
C11,0.3415,0.6062,-0.0621,0.0251,-0.1201,-0.0421,0.012,-0.0308,-0.1649,0.1601,Control
C12,0.2442,0.2389,0.0169,-0.0237,0.0673,0.0051,-0.0225,-0.1493,-0.116,0.2281,BRCACancer
D01,0.4988,0.4538,0.0557,0.012,-0.0322,-0.0641,-0.0683,-0.1128,-0.0988,0.1721,BRCACancer
D02,0.2198,0.4211,0.0555,0.0891,-0.0048,-0.0642,0.0268,-0.0065,-0.1492,0.075,BRCACancer
D03,0.3331,0.4357,-0.0618,0.0467,-0.0634,-0.0615,-0.0319,0.0933,-0.0968,0.1152,BRCACancer
D04,0.8492,0.4676,0.0157,-0.0108,-0.0292,-0.0743,-0.1077,-0.1311,-0.1424,0.1729,BRCACancer
D05,0.7098,0.4734,-0.0309,-0.0745,0.0291,-0.0522,0.0112,-0.1464,-0.1494,0.1452,BRCACancer
D06,0.6933,0.6128,-0.0259,0.0824,0.0831,-0.0799,-0.0164,-0.0481,-0.1558,0.1865,BRCACancer
D07,0.6594,0.4499,0.043,0.0816,0.034,-0.0475,0.0248,-0.0387,-0.1677,0.1628,Control
D08,0.4245,0.4668,0.0208,0.0226,0.1081,-0.0837,-0.0828,-0.131,-0.1094,0.1906,Control
D09,0.5877,0.5835,0.0392,-0.0161,-0.0381,-0.0241,-0.0415,-0.1224,-0.1354,0.1306,Control
D10,0.7405,0.4278,-0.0258,0.0903,0.3073,-0.0414,0.0451,-0.0887,-0.1424,0.1631,Control
D11,0.0334,0.2507,-0.0393,0.0131,0.2975,-0.1048,0.1851,-0.106,-0.2079,0.1784,Control
D12,0.3426,0.2728,0.0941,0.032,-0.0382,-0.0577,0.0814,0.0084,-0.146,0.1631,Control
E01,0.4872,0.3697,-0.0116,-0.0303,-0.0836,-0.034,-0.055,-0.0302,-0.1539,0.0484,BRCACancer
E02,0.6757,0.5826,-0.0473,2e-04,-0.2186,-0.0333,-0.021,-0.109,-0.1409,0.085,Control
E03,0.629,0.4941,0.0506,0.0828,-0.0845,-3e-04,0.0301,-0.0385,-0.1193,0.1513,Control
E04,1.0409,0.6108,-0.0212,0.0915,0.0821,-0.0513,-0.0374,-0.0139,-0.0446,0.1307,Control
E05,0.4118,0.5085,-0.0747,-0.0414,-0.0019,-0.0615,-0.0591,-0.0217,-0.0965,0.058,Control
E06,0.5099,0.4366,-0.1245,-0.1225,-0.0489,-0.0208,0.0123,-0.0579,0.0346,0.0584,BRCACancer
