@relation data

@attribute id string
@attribute 427 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 2776 numeric
@attribute 1605 numeric
@attribute 820 numeric
@attribute Class {Control,BRCACancer}

@data
G08,1.891,-0.216,0.9253,0.3133,0.295,0.4645,Control
G09,1.9581,0.035,0.5223,0.2117,0.2047,0.4239,Control
G10,1.3687,-0.1791,0.611,0.2054,0.2164,0.5246,BRCACancer
G11,1.2913,-0.2693,0.4513,0.236,-0.0545,0.5039,BRCACancer
G12,1.7873,-0.0945,0.8064,0.2857,0.3178,0.536,BRCACancer
H01,1.4957,-0.0965,0.645,0.2186,0.1552,0.5329,Control
H02,1.8424,0.0616,0.573,0.1808,0.2341,0.5153,Control
H03,1.4807,-0.2295,0.7185,0.2757,0.1423,0.4433,Control
H04,1.9344,-0.2344,0.7808,0.3555,0.1461,0.4925,Control
H06,1.9335,0.025,0.6404,0.2145,0.2308,0.3397,Control
H07,1.9382,-0.3503,0.706,0.3241,0.1648,0.5242,BRCACancer
H08,2.1326,-0.1074,0.5244,0.2519,0.2038,0.7391,BRCACancer
H09,1.2885,-0.1686,0.7211,0.5295,0.1858,0.4758,BRCACancer
H10,1.7312,-0.2977,0.68,0.297,0.0543,0.4999,BRCACancer
H11,1.5677,-0.1443,0.6831,0.1525,0.353,0.6939,BRCACancer
H12,1.7422,-0.251,0.8806,0.2751,0.3939,0.4829,BRCACancer
I01,1.7939,-0.1071,0.8954,0.4462,0.4088,0.4104,Control
I02,1.3575,-0.2449,0.9401,0.5128,0.1659,0.5007,Control
I03,1.1802,-0.1786,0.6106,0.1611,0.0907,0.5641,Control
I04,1.7411,-0.0107,0.852,0.2232,0.4198,0.4026,Control
I05,1.5675,-0.0056,0.7258,0.1911,0.277,0.4499,Control
I06,1.6442,0.0031,0.7667,0.198,0.366,0.3992,Control
I07,1.8552,-0.1315,1.0901,0.3307,0.3523,0.531,Control
I08,1.6024,-0.1438,0.9496,0.2293,0.4194,0.4722,Control
I09,1.6675,-0.2672,0.619,0.2104,0.1979,0.5714,Control
I10,1.7213,-0.1401,0.9104,0.3708,0.4092,0.724,Control
I11,1.3923,-0.1964,0.712,0.2353,0.2112,0.7305,Control
I12,1.5649,-0.2451,0.7161,0.185,0.265,0.6079,Control
I13,1.636,-0.0608,0.8719,0.2575,0.3176,0.5126,Control
J01,1.5407,0.0039,0.5258,0.256,0.1846,0.2485,Control
J02,1.4809,0.1071,0.853,0.2269,0.2804,0.4129,Control
J03,1.7408,-0.043,0.8522,0.1732,0.5456,0.4799,Control
J04,1.8726,-0.0496,0.8659,0.3187,0.3669,0.5804,Control
J05,1.591,-0.277,1.0725,0.8924,0.3035,0.537,Control
J06,1.5737,-0.289,0.9872,0.6887,0.2785,0.653,Control
J07,2.1015,-0.0398,0.8345,0.3781,0.5002,0.5148,Control
J08,1.681,-0.2555,0.8184,0.385,0.211,0.6719,Control
J09,1.3058,-0.223,1.0089,0.4088,0.1985,0.4545,Control
J10,1.7863,-0.1794,1.2353,0.814,0.4409,0.463,Control
J11,1.7204,-0.0949,1.0506,0.6953,0.2726,0.3818,Control
J12,1.5075,-0.2451,1.0195,0.69,0.1965,0.5506,Control
K01,2.1787,-0.0512,1.1228,0.735,0.5357,0.6144,BRCACancer
K02,1.9013,-0.0655,1.0533,0.4071,0.4433,0.5756,BRCACancer
K03,1.4867,-0.3381,0.9219,0.3677,0.2612,0.5108,BRCACancer
K04,1.7562,-0.1296,1.0507,0.4475,0.4065,0.6098,BRCACancer
K05,1.8897,-0.0268,0.8168,0.4095,0.2699,0.719,Control
AA3226,2.0557,-0.1551,1.1873,0.2595,0.2794,0.4927,Control
AB3227,1.6376,-0.2672,0.6411,0.5828,0.4176,0.6596,Control
AC3228,1.744,-0.1453,1.0462,0.4739,0.3183,0.4802,Control
AD3231,1.5564,-0.0872,1.0354,0.6209,0.4702,0.7848,Control
AE1543,1.9847,-0.24,0.7902,0.2637,0.1962,0.387,Control
AF3229,1.7046,-0.0975,1.1845,0.3447,0.3269,0.4048,Control
AG3230,1.6081,-0.2902,1.2445,0.5526,0.2863,0.5062,Control
AH3232,1.3692,-0.3925,1.0512,0.0818,0.2407,0.5458,Control
AI3233,1.4691,-0.1617,0.6394,0.7815,0.4476,0.6504,Control
AJ3234,1.6784,-0.1467,0.4857,0.8619,0.4135,0.5452,Control
AK3235,1.8609,-0.1591,0.6078,0.3958,0.4254,0.786,Control
AL3236,1.4801,-0.3151,0.6921,0.2652,0.3169,0.4141,Control
AM3237,1.5005,-0.216,0.6574,0.6345,0.3411,0.5832,Control
AN757,1.9822,-0.1458,0.9432,0.4897,0.2845,0.6868,Control
C474,2.1413,-0.0655,0.7814,0.2462,0.2704,0.447,Control
D480,1.9614,-0.1649,0.6987,0.1385,0.2796,0.7249,Control
E519,2.0278,-0.0275,0.9649,0.422,0.2149,0.4035,Control
F548,1.5971,-0.163,0.6044,0.0771,0.1745,0.5233,Control
G660,1.8389,-0.1143,0.5467,0.0507,0.3251,0.5767,Control
H663,1.6392,-0.2308,0.7895,0.3894,0.3584,0.4918,Control
I782,1.3569,-0.1225,0.8886,0.2523,0.2074,0.5603,Control
J787,2.1472,0.0209,0.7447,0.2701,0.5351,0.3572,Control
K1162,1.8489,-0.2054,0.5028,0.4966,0.405,0.4637,BRCACancer
L1176,1.5253,-0.252,1.0586,0.3047,0.3024,0.6335,BRCACancer
M1263,1.9956,-0.0803,0.7687,0.5873,0.3126,0.6847,BRCACancer
P1075,1.8055,-0.0626,0.7928,0.0421,0.2826,0.511,BRCACancer
Q1080,1.6326,-0.1227,0.8962,0.0425,0.0863,0.466,BRCACancer
R1104,1.8096,-0.0767,1.0342,0.481,0.3701,0.5591,BRCACancer
S1133,2.0667,-0.1164,1.1574,0.1161,0.2593,0.5207,BRCACancer
T1463,1.7149,-0.0248,0.6219,0.725,0.4297,0.4563,BRCACancer
U2017,1.4709,-0.2622,1.0648,0.3021,0.2665,0.531,BRCACancer
V432,1.337,-0.2344,1.0044,0.1599,0.2197,0.335,BRCACancer
W433,1.8079,-0.1528,0.5212,0.8192,0.2134,0.8721,BRCACancer
X524,2.3855,-0.1732,1.0752,0.462,0.2788,0.558,BRCACancer
Y546,1.7828,-0.2793,0.7008,0.1578,-0.0762,0.4123,BRCACancer
Z3225,1.5737,-0.0289,0.8381,0.7393,0.4246,0.4347,Control
