@relation data

@attribute 3706 numeric
@attribute 3707 numeric
@attribute 5256 numeric
@attribute 5894 numeric
@attribute 1432 numeric
@attribute 3708 numeric
@attribute 1956 numeric
@attribute 3709 numeric
@attribute 2769 numeric
@attribute 2767 numeric
@attribute 1605 numeric
@attribute 820 numeric
@attribute 3760 numeric
@attribute 2770 numeric
@attribute 6357 numeric
@attribute 367 numeric
@attribute 5308 numeric
@attribute 5806 numeric
@attribute 5602 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 3710 numeric
@attribute 324 numeric
@attribute 6359 numeric
@attribute 2776 numeric
@attribute 207 numeric
@attribute 3762 numeric
@attribute 427 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 3765 numeric
@attribute 5295 numeric
@attribute 6360 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
5.817758343,10.2343328,10.76657469,10.11570732,7.09994864525,10.99802289,7.05035509475,9.844635599,8.935666829,12.11539657,11.37070935,5.66449084,4.782423438,7.1915641815,8.906771211,6.61492678233,5.746189633,5.06588596,6.7523535558,6.75911734333,6.513534664,11.35799469,4.172021977,5.51998772033,9.668318219,9.746089281,6.3781015845,7.0964976515,6.685313404,8.467616885,4.858492381,7.0703331436,5.720012484,8.27215776867,Control
5.309804873,9.714503602,11.09418346,10.34726733,6.60639379225,10.75503384,6.79791370075,9.525335383,9.171240063,12.64178371,11.95147243,5.501288856,4.888269882,6.0573658185,7.71173773,6.781465032,5.28956229125,5.478414715,6.347242776,6.586005659,5.99820185,12.08864757,5.814301269,5.30880098667,8.930930318,9.68028616833,5.998901844,6.6682528355,7.098719371,8.699078855,4.948847562,7.6111323212,5.902442197,7.85669691467,BRCA
5.379561399,9.488011381,11.09221886,10.45388564,6.58493097,11.137683,6.80402066425,10.74066222,9.060122471,12.18094263,12.10871075,5.375570566,4.795989381,5.457103785,6.358260532,6.53028510667,5.53171569775,5.455336468,5.84197348,7.22912163867,6.84843868,12.01135666,5.788040457,5.24492942933,9.213384421,9.69256516467,5.8216816615,6.509385796,6.212526175,9.063247518,4.768993337,7.448654099,6.042322173,8.11094053067,BRCA
5.59291388,9.831893516,11.67358746,10.09500831,6.0589973865,10.00164081,6.3257817405,9.439182162,9.612320761,12.07926902,12.23392978,5.312711681,5.011910695,5.725019338,6.28540742,6.33136576933,5.2600632335,5.312711681,6.4393043462,6.91032494133,6.723630657,11.97218475,5.072117861,5.08330526133,7.435526765,9.98949733167,6.0082229855,6.174467902,5.584068992,8.649598507,4.725212151,7.6522265588,5.114378737,7.98209816267,Control
5.283839608,9.455944203,10.82382918,10.22872886,6.730522711,10.864964,6.78190965925,9.689574849,9.312021348,12.56435203,11.96551025,5.166927545,5.245087973,6.8901006515,6.606631454,6.34890178367,5.3791823495,5.726293954,6.3743216144,6.72839437467,6.818713579,11.58766984,5.687908393,5.116808337,9.924501194,9.506100771,5.854346637,6.6870181055,7.405441727,8.565760069,5.368603583,7.950268865,5.591119307,7.82991936767,BRCA
5.694818396,9.831165155,10.7998525,10.624983,6.87151716925,11.45443311,7.10041818325,9.814991395,9.80023708,12.03287579,11.84561169,5.651849079,5.202134845,6.5536864175,6.592012667,6.45232417833,5.613667902,5.268482349,6.511764621,6.38912935567,6.520033725,12.06588572,5.770572224,4.92780797067,10.54993411,9.688092646,6.403952625,7.253156792,7.460253403,8.146264608,5.700170054,7.4183463498,6.100931012,8.18650002,BRCA
5.771893004,9.464617794,11.81348272,9.961088297,6.362735412,9.557684409,6.9842760015,7.511675823,9.550891589,12.83993603,12.01701203,7.161134718,6.200609914,5.366277458,6.913221911,6.66193385767,5.22611515975,5.205168882,5.495877927,7.54701473933,6.949071249,12.23463043,5.801553978,5.13628604767,7.39744174,10.0480993307,6.3830593105,6.4765995115,6.662423158,8.302457433,5.337721125,8.3350079456,5.717889727,8.451561107,BRCA
6.04385369,9.582283668,10.20523766,10.12277013,7.0975611175,10.66388964,6.998917209,9.583290187,9.068624547,11.35299256,11.17361954,5.655646098,5.672008915,6.2928801065,8.5296659,6.64458013767,5.444090161,5.853628472,6.3190254744,7.00963552967,6.880413479,11.37383049,6.180461809,5.06118429133,9.665460782,9.436876068,6.0041707925,7.3763370605,6.020263967,8.452633655,5.069327579,7.757716558,5.443615974,8.171538624,Control
5.688817657,9.544781489,10.58546987,9.9831294,6.41978303225,10.78521972,6.85070537275,10.67301333,9.270663911,12.07015459,12.04072818,5.536838744,5.274272145,6.2675959045,6.435966582,6.714158992,5.386029074,5.065239741,6.1710283688,6.85674479767,6.894518054,11.74966846,5.838328613,5.38820040567,9.303998235,9.58057105933,6.2282131725,7.118253504,7.205282841,8.407417683,6.099511534,7.6719006758,5.991301456,7.91861634733,BRCA
5.508516797,10.08234238,11.29816872,10.28660429,6.2012063225,11.44285036,6.30061577025,9.67905828,8.89464433,12.53965448,11.58294888,5.764746385,5.488652576,6.489380715,6.890419712,7.43355643367,5.6711398605,5.534506187,6.6645194764,6.973025285,6.877072814,11.77144213,4.883390185,5.32702210833,8.352640608,9.75364579767,6.0161178895,6.8930044005,7.606018576,8.72987657,5.312893162,7.3060563712,5.372961888,7.74245236133,BRCA
5.279388878,10.00748325,10.41875948,10.23292486,5.5612686795,9.330368553,6.71360662325,8.417642766,9.246622521,11.36612562,11.33767223,5.764215595,4.378950559,6.097670028,8.710471653,6.10123016767,5.64485219675,5.146911012,6.3734932246,6.89592443067,6.461320332,11.5968724,5.8736971,5.43114547733,6.808774778,9.592833039,6.17911422,6.2469583145,6.657000843,9.15686751,5.442289366,6.9076540764,6.124127129,8.06297051567,BRCA
5.545359333,9.471543702,10.73333763,10.11618835,6.791169903,10.4353997,6.904091352,9.772677934,8.878435012,11.23978961,11.43475867,5.76209048,5.182504847,6.6687748565,8.326610515,6.81788073467,5.463018786,5.285412622,6.7192971842,6.98144085767,6.276408844,11.78113439,5.697670451,5.34603047333,9.546605663,9.66262953467,5.982493978,7.0901609175,6.822223857,8.195422808,5.313437469,7.509195938,6.374131486,8.197304519,Control
4.880699299,9.730436649,10.95861817,10.13087976,6.935865955,10.86238187,6.94855824675,9.630713575,8.70989467,11.54241539,11.66148208,6.162699096,5.047354342,7.184102984,8.066965207,6.82303113133,5.562381639,5.269043668,7.4496009772,6.75905554167,6.674054967,11.47029296,5.394901009,5.336942234,9.998851701,9.935713008,6.260171995,7.5313944615,6.672535396,8.126576876,5.781629373,7.3656981534,6.158160906,8.151507585,Control
5.784773056,10.69117233,10.91699926,10.76657469,6.23780006725,11.40394419,6.51319229175,9.432772131,8.919415413,11.88448737,11.9128857,5.36790503,5.073403866,5.4787995935,7.438960486,6.87769503533,5.68802750875,5.009225385,6.4529665452,6.82951290367,6.855868653,12.30526243,5.915766617,5.408259338,9.061277435,10.2127518167,5.959015807,7.293064907,4.904979261,8.437316311,4.822489599,7.1534205814,5.636197729,8.08129530567,BRCA
6.68067994,9.809000815,10.52730133,10.37973064,6.155251749,10.55627639,6.77269984975,10.64514978,9.589230319,11.6188926,12.34260121,5.673988298,5.23994335,6.159811817,7.952247829,6.77691842667,5.8392476045,5.12102706,6.5996740378,6.91208436433,6.771559209,12.12065594,6.201639374,5.20201453633,9.803614982,10.3303371883,5.943325517,6.9529632565,5.472171943,8.637277967,5.416680376,7.0222287176,5.895551805,7.95451796533,BRCA
6.405912077,9.948696154,10.74637599,10.55366796,6.273689165,11.43117909,6.93725355825,10.02677279,9.006446093,12.24637996,12.20475003,5.507962085,5.03519637,5.6032236615,6.610770643,7.14666915833,5.3248844975,4.95444207,6.4103000694,7.22720437133,6.67359573,11.98934847,5.650485447,5.24539130067,8.90929393,10.0295226957,6.0199753005,7.193921471,4.944168843,9.107714755,5.079390111,6.9209080238,6.357908785,8.00665617633,BRCA
5.86431694,10.16746241,10.7538521,10.73881029,6.46315116575,11.63501532,6.51560473275,10.62223972,9.226822258,12.05836733,12.29067992,5.132588408,4.957695542,5.6081323905,7.197219458,7.02022383733,5.3208293635,5.125786688,6.3663407464,7.35444662233,6.936287895,11.82192354,5.742822246,5.24963380033,8.5896522,10.1231177773,5.5465558395,7.5129273615,5.538546893,8.783359349,4.884855828,6.8965544166,5.603041174,7.86577453733,BRCA
5.549831826,9.854946719,10.41061594,10.51457134,6.3805448535,10.51995589,6.4814821935,10.68629503,9.710479778,11.74635698,12.17175704,6.920237092,4.385153631,5.800661023,7.580750611,6.63520465067,5.76908530825,5.488491912,6.4518559062,7.03736704367,6.811538864,11.43832419,5.127954352,5.01453557067,8.886520521,10.182290716,6.017597645,7.022755699,5.070616072,8.641727659,4.700735,6.895239566,6.162799782,8.01917131267,BRCA
5.556131441,10.07805442,10.25287861,10.54450111,6.522968526,10.92093732,6.70888373325,9.595686927,9.810861239,11.79550409,12.49713337,5.43213367,5.371045856,5.52926424,7.581108527,6.83982913833,5.362467035,4.826562806,6.2563490298,7.07743364033,6.9630149,11.71457622,5.838328613,5.34607492367,8.45292188,10.3257906717,5.9404242305,7.538302833,5.353156751,8.719338441,4.881923051,7.0040046146,6.220335396,7.890844983,BRCA
6.565182543,10.04563037,10.83615712,5.97155002,6.65967948325,10.58930965,7.023639895,10.11297736,10.57174817,11.7820728,12.09425678,6.279290785,5.408721412,5.47662364,8.305048399,6.439209887,5.33919772525,5.356153716,6.6932167248,6.94510312533,5.771893004,8.747421913,5.461734198,5.49046417867,9.284894137,10.2867156497,6.044070361,7.2229527565,5.027033758,8.95253824,5.052688948,7.4112322548,6.057131398,8.742530249,BRCA
