@relation data

@attribute id string
@attribute 1445 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3932 numeric
@attribute 55824 numeric
@attribute 5788 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.4266945176,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,-0.0762471060,-0.0260783473,-0.1722219885,-0.1522403283,-0.1100632684,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.1001903431,BRCA
GSM481003,2.9481822583,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,-0.0751021558,0.3093744525,-0.1138911428,-0.1029037122,-0.1581543141,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,-0.0606260283,BRCA
GSM481004,2.7074588272,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,-0.0586939262,0.0661186053,-0.1673319362,-0.1013266374,-0.1351322933,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,-0.0573946973,BRCA
GSM481005,2.5740633573,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,-0.0613186934,0.5107476815,-0.1606572991,-0.1664229727,-0.0999191949,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,-0.0384553807,BRCA
GSM481006,2.6257786286,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,-0.1271773895,0.4417971851,-0.1013667325,-0.1145218472,-0.0809348578,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,-0.0865613314,BRCA
GSM481007,2.9017767838,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,-0.1056098652,0.0551849683,-0.1007321801,-0.0870538556,-0.1104458293,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,-0.1007549883,BRCA
GSM481008,3.3749025796,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,-0.1128407006,0.2130931944,-0.1283997776,-0.1443500521,-0.0714811774,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,-0.0427051691,Control
GSM481009,2.5855629524,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,-0.0767853803,0.2046763554,-0.0928309777,-0.1487374656,-0.0886993240,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,-0.0360599128,Control
GSM481010,2.5666434356,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,-0.0627768678,0.3811069275,-0.1117582013,-0.1136882913,-0.1319057523,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,-0.0627427894,Control
GSM481011,2.9154372248,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,-0.1187003686,-0.0104879599,-0.1524609731,-0.0834182592,-0.1061520659,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,-0.0819519429,Control
