@relation data

@attribute 10368 numeric
@attribute 10369 numeric
@attribute 10479 numeric
@attribute 10975 numeric
@attribute 125965 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1337 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1345 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1350 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 170712 numeric
@attribute 23439 numeric
@attribute 27089 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 29796 numeric
@attribute 341947 numeric
@attribute 440567 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 488 numeric
@attribute 55799 numeric
@attribute 59283 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 6262 numeric
@attribute 6546 numeric
@attribute 6548 numeric
@attribute 70 numeric
@attribute 7134 numeric
@attribute 7137 numeric
@attribute 7139 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7386 numeric
@attribute 7388 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 84701 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute 9377 numeric
@attribute Class {Control,BRCA}

@data
4.549507972,4.762364039,6.545895082,7.747456426,5.712322815,14.49088818,13.16637029,11.73774813,4.532839823,12.84571551,13.34981755,12.63704035,13.32746778,10.45921159,14.26291555,13.20290364,12.14165544,4.393448036,4.840477407,13.32090986,5.221505148,5.776177206,9.285060279,5.676529235,12.18834321,5.838895843,5.243565552,5.711516483,6.213741562,11.74617161,7.573838635,6.305838886,5.171511767,11.0075662667,8.881298397,8.1654550638,5.76249236625,10.368230238,6.584590977,5.3692492615,4.375364145,5.22586149433,5.689167221,5.57418573,11.49398064,5.114586962,5.88497103,5.415835761,5.810189583,10.7606885695,11.3200844737,8.551446864,8.757333882,8.005113529,10.82290958,9.140447083,13.10298289,10.047759677,7.11619091,5.857677033,5.536217098,5.682300273,5.865059701,5.4117729285,5.3368584114,9.864136271,5.448689612,5.011016147,8.465138966,6.4084029945,6.1618602465,12.41833894,Control
5.718917257,4.73770262,6.15260990867,7.201293545,5.9607216135,14.39776555,13.08801473,11.75034492,5.250024776,12.35583566,13.29472201,11.41213066,13.21419392,10.20351353,14.08054111,13.03363813,12.45867582,4.27633458,4.708480413,13.12983363,5.39061120433,5.827572151,8.72671111967,5.282820861,12.44389288,6.343279559,5.652207716,5.8271941275,5.718917257,11.7601478967,8.499737407,6.107327595,5.404814027,11.0786587633,8.993477034,7.6774776296,5.667460738,9.85838642367,6.408334517,5.804434171,4.833916319,5.33626726667,6.017928169,5.754895016,11.84250171,5.372787809,7.987379316,4.783471516,6.661106123,10.8437529417,10.9542193057,8.3909202865,9.015786907,7.6557243485,11.09023172,8.916537197,12.81938184,9.828224401,6.780445033,6.190817922,5.545359333,5.571533663,5.545359333,5.5176274975,5.5997153768,10.03404273,5.473504824,5.31868854,8.072268123,6.3285160135,6.645545604,12.38307791,BRCA
4.883878898,4.790265497,6.26585468,7.509005213,5.53846836,14.46406102,13.25798962,11.90502978,4.95444207,12.73346456,13.19114487,10.77472553,13.40015501,10.1371324,14.12961268,13.21631242,12.49390804,5.236886004,4.991874681,13.29995283,5.10116542067,5.766735111,9.110259363,5.407702206,12.47906411,5.960124324,5.730783436,5.407860596,5.194176951,12.3780996267,5.72110688,6.059188284,5.6687672635,11.3381346567,8.935534242,7.590935683,5.53236536425,10.260641451,6.077035324,5.658621215,4.823508981,5.50458097767,5.664561948,5.062004299,12.09766027,5.102250005,6.212526175,5.511128997,6.349868869,10.6795467515,10.8169845653,8.202635757,8.8210862905,7.555905996,11.21588197,9.184070187,13.04549694,10.2591473,6.671085011,6.360369215,6.225935832,5.135874705,5.190428437,5.14158408425,5.5487285326,10.64948099,5.23877014933,5.81083589,6.360369215,6.69622707,6.054275354,12.60350703,BRCA
5.682019293,5.264171629,6.13184417267,7.408841599,6.1389764825,14.81202536,13.11754819,12.10791023,5.088111112,12.4375493,13.7606441,11.47047854,13.11936595,10.41142654,14.21563464,13.41920247,12.95175557,4.938534277,5.229406468,13.08056861,5.82159641667,6.472573571,9.04317350067,5.082373945,13.04201932,6.086407617,5.558352786,5.8881516615,5.402254249,12.0413844233,5.460424154,6.037388399,4.908661704,9.415136053,9.524248408,7.1937672274,5.29784002825,9.32155651667,5.99820185,5.792078748,4.633172663,5.49952783867,5.432467779,5.21345543,12.00568429,5.000914074,5.427950757,5.842043069,6.3175692745,10.8893700808,11.0245892,8.255885214,8.6333340425,7.6266591185,11.42258795,9.177899811,12.71111204,10.1840151705,6.621982704,6.966479856,5.515077886,5.397812585,4.868898162,5.2051637345,5.542221699,10.47438056,4.97237215433,5.139460541,7.021399564,6.642795088,6.0660792465,13.00646289,Control
5.321306925,5.115211455,6.36299230167,7.342610577,5.416685269,14.80269307,13.31043176,12.04429858,4.854508448,12.41617348,13.03363813,11.35464901,13.19781415,10.48635768,14.17756905,13.14975193,12.65135565,5.057679059,5.636197729,13.10298289,5.41723232867,5.804912672,9.10905419467,5.824138541,12.67483341,5.663921845,5.415666779,5.573662743,6.04931016,12.0522698633,7.181900437,6.192791506,5.407338246,11.0671163433,8.886703411,7.6579137982,5.411301389,9.71733403867,6.091970181,5.4208254045,4.993460669,5.69946011467,5.601110562,5.111669081,11.58443655,5.163107462,5.671725924,5.333791561,5.779557801,10.459756376,10.789338705,8.591755777,9.579962393,7.9209228735,11.28988649,9.920282552,13.01183005,10.272590527,6.262194115,6.091970181,5.375136114,5.60541377,5.326799101,5.29047116175,5.3915724186,9.820243246,5.53760820333,4.894103816,6.730915444,6.5955976525,5.640752968,12.41967063,BRCA
5.202134845,4.314057196,6.59709544033,6.956176112,5.3623194655,14.33991264,11.92269971,10.92031584,4.686379597,11.47712595,12.35583566,9.628928997,12.06924173,9.108283416,12.88542666,11.91354778,12.06323168,5.294814856,4.721662605,11.82192354,5.55476490833,5.643936437,7.75971465667,5.080669653,11.51317502,5.831124321,5.70895367,5.8595748445,5.080669653,12.5635974,6.847624679,6.2181085,5.3785945915,12.1145166367,8.792953849,8.0926699198,5.25698314425,10.680999606,5.861342069,5.4203052295,4.82223464,5.59735468067,5.437137209,5.256643908,11.98277091,5.551217027,6.670376976,5.440131024,6.039265318,11.3057112285,11.082793754,8.79338396825,10.48044771,7.080451259,11.21588197,9.505246433,13.0474759,9.1399697385,6.244178877,5.840847932,5.895309438,6.156543881,5.81083589,5.646294817,5.1447686846,9.840207941,5.13786996667,6.172733142,6.228631729,6.3549356545,6.21006023,11.80723024,BRCA
5.733361967,4.927198693,6.639951247,6.773076963,5.72173469,14.88287635,12.63422915,11.34599024,5.213941395,11.96210624,13.19976669,11.35550818,12.67483341,9.950483405,13.77286407,12.78522262,12.63069834,4.948613986,4.567828407,13.02719506,5.47886285067,5.907137786,8.69641745333,5.003839723,13.16228672,6.190768548,5.768721099,6.2923220485,5.971607496,10.9018499343,5.682019293,7.481256805,5.4209960565,8.83242227333,8.710342497,7.77673562,5.3340312765,9.43648997933,7.78313105,5.8276077135,5.096779711,5.71698393233,5.375918034,5.442621133,12.46971692,5.51191964,6.305154876,5.618834209,5.858800482,11.1163730825,11.2325257193,8.655670398,9.8272360555,7.0333324975,10.58354379,8.334218666,12.35836419,10.1715746905,6.679695168,7.11691865,5.48205062,5.579701547,4.682592971,5.162567732,5.2238573746,10.87936138,5.515181188,5.717889727,6.417182159,7.0119988995,5.518387553,12.56946885,BRCA
5.487205952,5.057679059,6.32282679833,7.422655866,5.133989524,14.67256817,13.46969908,11.80723024,5.069327579,12.98372673,13.36098494,11.77876926,13.51553049,10.61564829,14.39776555,13.43573605,12.09587508,4.649642211,4.908346081,13.37355718,5.31204636867,5.917199751,9.416761553,5.376959934,12.41257918,6.091811548,5.252108349,5.3157706865,6.070610035,11.77433084,7.766961362,6.47143593,5.8222575895,11.6829085233,8.934251932,8.060705661,5.71394497725,10.2767326833,6.504465965,5.7489685045,4.668481241,5.19045183567,5.563776856,5.190033289,11.41027128,6.335216707,5.397641479,5.460424154,5.645809962,10.941522653,11.1456085957,8.511988679,9.4119268115,7.8770741765,10.73861188,9.041851538,13.00956452,10.48781148,6.842353879,6.444274162,5.435637968,5.088959125,5.427112717,5.48819416525,5.5835800438,10.26782285,5.85287407833,6.329935892,8.228615647,6.497368881,6.2996600505,12.3915122,Control
5.484791683,4.897254041,6.43072445467,7.337356807,5.6564835585,14.81202536,13.37610779,11.88448737,5.041342928,12.65578567,13.25344278,10.8264931,13.21419392,10.68230579,13.99263349,13.23175973,12.6014308,4.772164642,5.221694654,13.05207472,5.461312063,5.83074415,8.81700115467,5.326799101,12.63536109,5.826809832,5.130118764,5.5998750555,5.809035744,12.3698481033,8.920911903,5.838328613,6.229757997,11.8796742633,9.169130251,7.891337482,5.4692828215,9.858911688,6.460992839,5.395905033,4.847259412,5.74966114533,5.253432694,5.287261033,11.72159494,4.786611159,5.857863615,6.388711011,6.076985225,10.6386604935,11.0319901213,8.567214441,9.219853705,8.241908736,11.42903544,10.10111594,13.14975193,10.3686758525,6.535201976,6.015254046,5.915706872,5.264922245,5.290029217,5.14878192175,5.4135094614,10.02337358,5.00355489367,5.321757891,6.607778312,6.4613233895,6.36859746,12.77884208,BRCA
5.272033689,4.87284261,6.55114757333,7.39972893,5.310538781,14.57158262,13.44751595,11.98839011,5.144669712,12.81400365,13.29472201,12.30875149,13.27502674,10.65168433,14.00655359,13.39262134,12.44065386,5.022158329,5.139972076,13.37131522,5.78244079367,6.271748387,9.27869698033,5.316518,12.78312415,5.9893725,5.468103682,5.354306944,5.524354632,12.0528531,7.510370809,6.137304345,5.5306956595,11.8340178433,8.786074471,7.6172088754,5.003627072,9.47126387767,5.916244486,5.7683724175,4.932168974,5.252183099,5.564234295,5.255511354,11.86526555,5.104977394,6.259701488,5.241850906,6.0854753695,10.533686007,11.1507329307,8.55357916875,8.3579595805,8.1329287235,11.39527989,9.743273911,12.92133986,10.1259960625,6.666902575,6.271748387,6.181803869,5.404640262,5.764746385,5.075953647,5.3116906826,10.02260748,5.58603060767,6.088741207,6.74143707,7.036744875,5.9166864415,12.4173608,BRCA
