@relation data

@attribute 10368 numeric
@attribute 10369 numeric
@attribute 10479 numeric
@attribute 10975 numeric
@attribute 125965 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1337 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1345 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1350 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 170712 numeric
@attribute 23439 numeric
@attribute 27089 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 29796 numeric
@attribute 341947 numeric
@attribute 440567 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 488 numeric
@attribute 55799 numeric
@attribute 59283 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 6262 numeric
@attribute 6546 numeric
@attribute 6548 numeric
@attribute 70 numeric
@attribute 7134 numeric
@attribute 7137 numeric
@attribute 7139 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7386 numeric
@attribute 7388 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 84701 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute 9377 numeric
@attribute Class {Control,BRCA}

@data
5.214524337,5.038053386,6.58632306933,8.064205358,5.738955764,14.64104867,13.46667112,11.66525609,4.669898819,12.58278655,13.24583793,12.5801856,13.33778081,10.86030351,13.89601165,12.82346582,12.45384813,5.083225336,4.911345545,13.33560463,5.30398108567,6.169930636,9.23432008,5.947438964,12.28676141,5.732683853,6.086619917,5.6062123695,6.841316277,11.66834406,7.819701908,5.8736971,5.6100631305,10.45793763,9.282845833,7.6843879584,5.75134621775,8.94787588,6.828076569,5.5783788705,5.247843274,5.26613884967,4.734319168,5.387510099,11.04264453,4.473193011,6.053714822,5.666267504,6.2877015705,9.88643559125,10.8663142153,8.14991065875,8.6792865875,7.9179511885,11.82274022,9.895132608,13.05207472,10.1460382355,7.242319362,5.911818141,5.584068992,5.573049727,4.928502089,5.59041828775,5.4830637994,9.95258151,5.43311706567,5.500173644,6.875292054,6.73726371,6.334723431,12.47620706,BRCA
5.358089615,5.420222366,6.797892885,6.983452897,5.773300786,14.92838699,13.58466312,11.97982718,5.159075364,12.84191128,13.40746897,11.92740031,13.53768073,10.8740133,14.91431039,13.43392773,12.4173608,5.006983802,5.382071697,13.66928817,5.46936544567,5.708194997,9.18702224233,5.608447969,12.29448586,5.964982644,5.729968205,5.9466090825,5.391811746,12.04524015,9.77172101,6.151834088,5.584965896,11.30856091,9.088311981,7.9574093308,5.4767225275,10.1216597773,6.619123639,4.990112682,5.120197693,5.34324319367,6.176228636,5.684686388,11.538548,5.082161018,6.915882739,5.273339877,5.834658333,10.9294668905,10.7443180253,8.73769372025,8.9256586835,8.2830191455,11.00071151,9.3201863,13.09870741,10.1634809705,6.719187291,6.174282191,5.401230463,5.38008113,5.612213331,5.54376316875,5.400048107,9.534634151,5.500445789,5.385958361,8.053791683,6.720982581,6.723933376,12.46600514,Control
5.502084908,4.694341356,6.525191135,7.326162328,5.6633840525,14.71052532,13.57024711,11.73450229,5.043313058,12.79544315,13.30755735,12.74633592,13.52035475,10.67884903,14.38765928,13.46969908,12.36089516,4.814308516,4.849513012,13.50065522,5.370342719,6.179018946,9.219248344,5.284580064,12.40655986,5.984823581,5.40889121,5.9101431505,6.090224257,11.6217527633,8.778603769,6.469890553,5.0853848005,11.2772303167,9.278752093,7.9878450618,5.48068620525,10.426308477,6.015923042,5.3790969105,5.488491912,5.42339750633,5.587673458,5.550447635,11.62848212,5.6098519,6.554669905,5.263044971,5.8203757565,11.019862551,10.863317372,8.558364343,9.108718644,7.8929215845,10.96486087,9.590606288,13.06490613,10.3696642235,6.816699294,6.073504957,5.587673458,5.579701547,5.572140279,5.14774356425,5.4895095526,9.85743721,5.149677137,4.835938297,8.78827879,6.656801085,6.657059085,12.67483341,Control
5.431298057,5.139972076,6.541357832,7.804520085,5.434805999,14.65075364,13.35753005,11.54582134,4.764223297,12.64577331,12.80969082,11.46296756,13.21631242,8.374116947,14.43740197,13.36856584,12.22715872,5.052688948,4.756504979,13.48821363,5.60972543233,5.629146211,8.78520407267,5.144669712,9.720834695,5.966252363,5.305068782,5.800664414,5.63307605,12.4328424233,6.887498235,6.575694758,6.257402161,11.218616671,8.714658623,7.0894307086,5.595822893,10.81211709,6.077622879,5.681263718,5.292792099,5.492048323,5.337721125,5.078643187,12.06042414,5.358968712,6.523644771,6.224296576,6.1567337935,11.668166385,11.839286923,8.691522632,9.452240307,7.2375563455,11.51112271,7.371038503,12.70943395,9.5034911885,7.919550328,6.152087694,6.770039856,5.483986029,5.376091736,5.746848728,4.9999847526,10.43232295,5.382866728,5.988861462,7.706946844,7.2318600375,6.176310538,12.02547364,BRCA
4.897254041,5.224784328,6.30793337133,7.781787745,5.4428232155,14.59707808,12.52524557,10.69998038,5.197719213,11.2444532,12.71973005,10.70468636,12.40979539,7.664200369,13.47298527,12.57561022,11.68315485,5.292055848,5.569484446,13.01334802,5.42666891433,6.066310557,8.69072604133,5.793708154,9.14693845,5.989145395,5.421737703,5.7139169485,5.989145395,11.9507093633,5.39352882,6.368031123,5.6200932275,11.3597607767,8.357740164,7.322166587,5.12013790425,10.4451043927,7.048816858,5.5737198735,5.268856586,5.41295341067,5.407702206,5.569484446,12.28023003,5.379907907,6.1022441,5.968327676,6.268695344,11.0824738953,11.3370554173,8.76242275175,9.093992636,6.992905689,11.10430408,7.778259714,12.80008194,8.7576655755,7.855929176,6.347670638,5.78712633,5.263796174,5.760760691,5.468049199,5.6758523128,11.10294695,5.47007919633,5.30196368,6.773076963,7.0536974955,6.2388760655,11.63838852,BRCA
4.965104614,5.435554632,6.35087181,7.987379316,5.648929141,14.74875526,13.49077697,11.88820491,4.610627382,12.68837278,12.89271362,11.58824628,13.36856584,8.539760899,14.55659977,13.61228456,12.31128435,4.555946662,5.074902758,13.62992806,5.175163265,6.024037736,9.307457527,5.083863551,10.2159337,6.132428396,5.255511354,5.5237693225,6.126297286,12.04236405,6.425472417,6.09149423,6.2913648945,11.5555045387,8.891541557,6.8611236482,5.63184775375,10.5698849667,6.604001341,5.2723514385,5.13566953,5.673829783,5.962671199,5.517914408,12.18956987,5.119575355,6.266557588,5.564996371,6.426174889,11.24112042,11.6527771493,8.22567514475,8.7915050135,7.1379600415,11.56243576,7.406930157,12.95175557,9.860055636,7.990970633,6.201051201,5.65306808,5.874558002,5.092980397,5.637508689,5.1905305272,10.87189776,5.49080158233,6.547670085,7.502615284,7.267085085,6.020151254,12.38541089,BRCA
5.25928308,5.002940155,6.379395489,7.781066431,5.79388152,14.72492149,13.44437567,11.84964955,4.755170033,12.98137289,13.18602605,11.2250027,13.35270561,8.391201828,14.51605303,13.75810714,12.43530962,4.857248584,5.077041333,13.63630348,5.387933812,6.005406303,9.24296761467,5.439300032,9.911339974,5.577890454,5.217920145,5.190018454,5.255700175,12.2801851067,6.053334703,5.942814302,5.9229246365,11.30625711,9.02738156,6.865177778,5.39462846875,10.74449924,6.620847087,5.4194190585,4.857248584,5.52862268267,5.722200446,5.422747045,11.75528414,5.235929254,6.838514169,5.819036642,5.937290396,11.7031788,11.5798136547,8.4383729065,9.2281732355,7.508483303,11.50810934,7.269924091,12.81153531,9.3576267715,7.396478754,6.166118507,7.156439912,5.265109838,5.238988625,5.3555070315,5.3093301262,10.65288555,5.466900649,6.368249438,8.392522568,7.8094315885,6.1132183145,12.19349773,BRCA
5.402254249,4.673294659,6.212339377,7.927720379,5.225066896,14.64104867,13.68255687,11.94269603,4.757838652,12.93044173,13.26439572,12.01436934,13.53768073,9.085698921,15.08137984,14.09444395,12.74323457,5.330389211,5.109581261,14.15265365,5.346825883,6.083006551,9.391911116,5.672857555,10.66366508,6.12138393,5.510417048,5.6144802065,5.84424205,12.2207445933,6.907675223,6.442492064,5.6212629585,10.474957662,9.151613494,7.0036304332,5.68218173225,10.8441442767,6.685068064,5.3986590685,5.338790969,5.550595451,5.136490053,5.467614719,12.05538931,5.771893004,6.669420578,6.106856683,6.110872669,11.0087055223,11.6818543507,8.355463477,9.049490708,7.4660221085,11.69317124,7.615778818,13.20290364,9.973302324,7.439417699,6.202227307,5.716724307,5.9029245,5.500970312,5.4432766505,5.3768774524,10.70804518,5.437536576,5.565758045,7.789568082,7.384987189,6.2233056235,12.67203307,BRCA
5.264734628,4.912663335,6.54473630533,7.550210243,5.3282984005,14.76596397,13.80581744,11.9128857,4.720021333,13.10574654,13.2092074,11.03291204,13.58717103,8.686641573,15.20465253,13.70909946,12.53965448,5.032554093,4.674989884,13.96600025,5.43129865167,5.588273328,9.378960637,5.238988625,10.26387982,5.716038325,5.16642548,5.5293512445,5.699614961,12.3922982933,6.204870044,6.088635217,5.523099184,10.95210528,8.902843217,7.003788491,5.60282398025,11.05505062,6.447005198,5.299649882,4.881923051,5.49004530133,5.198898037,5.095725349,11.55392216,5.310713879,6.555437049,5.789345348,6.0429673885,11.0814620137,11.5843368553,8.656668116,10.105311776,7.620097002,11.66791331,7.852063035,13.03973478,9.825421214,7.662634777,6.027691096,6.065072081,5.626666364,5.022602231,5.4139881745,5.4951223922,10.60610469,5.53998237333,5.842357415,8.436004724,7.2886743795,6.1149002915,12.58650212,BRCA
5.430127385,5.418874061,6.29271560933,8.768392049,5.5679267015,14.99984525,14.20597115,11.84160377,4.904256777,12.73133712,10.52753837,11.86370244,13.08977243,8.596218763,14.36769016,14.11030021,12.3953307,5.388199225,5.20184089,13.57024711,5.51762330867,5.726021414,9.62494342067,5.244707519,9.079012114,6.886279205,5.356153716,6.118887362,5.516024013,11.3822101803,6.918031734,7.527987381,5.4083628385,9.95170859933,9.845502253,6.7185464612,5.2951767505,9.937293281,6.329397776,5.8283815555,4.904256777,5.254877366,5.212385731,5.356153716,12.54548466,5.377654117,7.614086121,5.989031828,6.4928308205,10.1139746693,11.1863083643,8.7992173875,8.59949739,6.4355956435,11.54912779,6.303329264,13.48535138,9.339282445,7.26692969,6.684051207,4.990286948,5.135259094,5.706262025,5.437344258,5.562561557,11.08626249,5.01704524433,7.387675143,7.514519035,6.83043649,5.769421025,8.297307361,BRCA
