@relation data

@attribute id string
@attribute 107 numeric
@attribute 1385 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2770 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5595 numeric
@attribute 5894 numeric
@attribute 6197 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0680557761,0.3960468965,0.2797568681,0.1948640191,0.9581370279,0.5726595125,1.1579167798,0.7260348580,-0.1126273656,1.0380567778,0.7463167697,0.0055666104,-0.0056924950,0.2362634120,-0.1319732433,0.5204422609,1.1392389064,1.3485143633,0.9049248654,0.6055969648,-0.0123531642,1.9211698879,0.3766967951,0.0642130354,0.1474579691,-0.1072664774,0.4586358647,0.6409841057,0.3490809082,1.5891594400,0.9537983259,2.1997757852,BRCA
GSM480985,-0.1146877620,0.2730189453,0.3031341848,0.3309724640,0.9909502640,0.6760796893,1.3204932428,0.6644044377,-0.1372473919,0.5481084954,0.9612028782,0.1157292342,-0.0120978476,0.2200896420,0.0605528395,0.6196571301,1.0624773818,1.2292638585,0.8493034308,0.7695002645,-0.1038192192,2.2771025042,0.1234466186,0.0309261780,0.0900841358,-0.0931613796,0.5649788797,0.6127393824,0.3743994703,1.2845784730,0.9828057632,1.9199515841,BRCA
GSM480986,-0.0866454035,0.3807973232,0.3711583552,0.3619466726,1.1200479176,0.5903858004,1.3325283364,0.6901387549,-0.0677840849,0.9493732134,0.9059672051,0.1041315888,-0.0235567874,0.2269383226,-0.0942651554,0.5424212613,1.1325124873,1.4755984701,0.6729391185,0.7078176651,-0.0887387330,2.0198128103,0.5190979345,0.1662764031,0.1559347632,-0.1167993353,0.5706250406,0.4839221177,0.3229744066,1.6418533209,0.7694473286,2.1900971755,BRCA
GSM480987,0.0948443130,0.2020458693,0.3778557302,-0.0610097518,1.4479325302,0.6081153182,1.2904711387,0.7412058433,-0.0742860082,0.6616964770,1.2356612913,0.0008660925,-0.0675424514,0.0944943196,0.0560522313,0.7127369387,0.7104099762,1.6084967972,0.9346764925,1.0939444790,-0.0234222412,1.9039099027,0.3223923260,0.1367199314,0.0835026311,-0.1432857454,0.5260457562,0.3882937707,0.2145047075,1.3375803794,0.6854064385,1.7749855086,BRCA
GSM480988,-0.1114876393,0.2373043370,0.1301916772,0.3942711436,0.7840176249,0.4102926908,1.4781041429,0.5931581249,-0.1394877574,0.4589619954,0.5378554523,0.0363874173,-0.0324344316,0.1802544055,-0.0826837866,0.5192004788,1.0280710610,1.3750535183,0.7414630045,0.5631931945,-0.0202760463,1.4926301568,0.1654808719,0.0300146427,0.0817065693,-0.0806064152,0.4829891018,0.4704262694,0.3158808795,1.4518957679,0.8568994044,2.2009519134,BRCA
GSM480989,-0.0620193510,0.1316228062,0.4043724635,0.0513401362,0.4984121071,0.5169472916,1.3912816293,0.7107484369,-0.2168419232,1.1103506463,0.5993327181,0.0318079827,-0.0543661123,0.2260949284,-0.0870816269,0.5099837124,0.8617932616,1.4386271053,0.5870933372,0.3538124809,0.0047141360,1.9109501814,0.3053653154,0.1146072071,0.0811992555,-0.1211765001,0.8519349658,0.4437155496,0.1254392710,1.5590544180,0.7983118814,2.9188919440,BRCA
GSM480990,-0.0744136228,0.1244135859,0.4692344638,0.1955064154,1.2059587278,0.5721652171,1.4284008093,0.8782710590,-0.1018510503,1.1067612915,0.9502829010,0.0610200124,-0.0219793242,0.1574504853,-0.0915421300,0.7009938896,0.9861059069,1.2886391192,0.5830522417,0.7935236208,-0.0195084080,1.8563018972,0.3795540563,0.0994964334,0.1371517299,-0.1211324487,0.5468216389,0.3387474729,0.2346333858,1.4453520321,0.6829452796,2.5856389926,Control
GSM480991,-0.0467888096,0.1756075131,0.3822606292,0.5429381570,0.8869519606,0.6132513040,1.4307339596,0.7888649646,-0.1039781785,0.9763167946,0.9142568514,0.1149609155,-0.0200283858,0.1718903794,-0.1619859740,0.5280418684,1.0007687234,1.3283271537,0.6608008562,0.6564376624,-0.0500267771,1.9251870017,0.3763965595,0.1652794271,0.0569693500,-0.0960165404,0.6482640730,0.3654298311,0.2548893520,1.5451146222,0.7246558555,2.3986895680,Control
GSM480992,-0.0848685851,0.1568766059,0.4556893493,0.3445932802,0.8968451944,0.4795048717,1.5164660945,0.7672556795,-0.1357910544,1.1827308424,0.5848525959,0.1078337467,-0.0096765104,0.1676517359,-0.0247942579,0.6497552522,1.0355044920,1.4482076389,0.4972681324,0.5008515699,0.0557855016,1.8326816315,0.3750074824,0.1510298427,0.1225340664,-0.1356904655,0.9082788116,0.3105769333,0.2154794810,1.4246134289,0.7415068230,2.6897532866,Control
GSM480993,-0.0384183934,0.2239596708,0.3937792435,0.4851258332,0.9020118648,0.5834782023,1.3899838875,0.7363728955,-0.0948902335,0.9945207685,1.0657076714,0.1110679841,-0.0249389388,0.2689028373,-0.0817931060,0.5661468516,1.0264566022,1.5829170607,0.7091649962,0.5521481080,-0.0571271274,1.8971461036,0.4153331244,0.1768389816,0.1051260916,-0.1144585606,0.7940912880,0.3602931440,0.2677287386,1.5856227239,0.8005855027,2.4490207491,Control
