@relation data

@attribute id string
@attribute 64805 numeric
@attribute 5733 numeric
@attribute 5539 numeric
@attribute 59345 numeric
@attribute 51083 numeric
@attribute 10692 numeric
@attribute 152 numeric
@attribute 59340 numeric
@attribute 6352 numeric
@attribute 150 numeric
@attribute 5368 numeric
@attribute 151 numeric
@attribute 5540 numeric
@attribute 5443 numeric
@attribute 2852 numeric
@attribute 5179 numeric
@attribute 5173 numeric
@attribute 5030 numeric
@attribute 4889 numeric
@attribute 1901 numeric
@attribute 1902 numeric
@attribute 1903 numeric
@attribute 4886 numeric
@attribute 339403 numeric
@attribute 4887 numeric
@attribute 3352 numeric
@attribute 3351 numeric
@attribute 3354 numeric
@attribute 6364 numeric
@attribute 6363 numeric
@attribute 6366 numeric
@attribute 3350 numeric
@attribute 6368 numeric
@attribute 51764 numeric
@attribute 283869 numeric
@attribute 1813 numeric
@attribute 1814 numeric
@attribute 1815 numeric
@attribute 2841 numeric
@attribute 2840 numeric
@attribute 6360 numeric
@attribute 6010 numeric
@attribute 6752 numeric
@attribute 8862 numeric
@attribute 6753 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 2787 numeric
@attribute 2784 numeric
@attribute 1129 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2791 numeric
@attribute 728 numeric
@attribute 221391 numeric
@attribute 2792 numeric
@attribute 727 numeric
@attribute 2793 numeric
@attribute 623 numeric
@attribute 1132 numeric
@attribute 6374 numeric
@attribute 109 numeric
@attribute 6373 numeric
@attribute 54331 numeric
@attribute 108 numeric
@attribute 6372 numeric
@attribute 107 numeric
@attribute 10803 numeric
@attribute 729230 numeric
@attribute 6370 numeric
@attribute 624 numeric
@attribute 1269 numeric
@attribute 1268 numeric
@attribute 2832 numeric
@attribute 2833 numeric
@attribute 187 numeric
@attribute 10681 numeric
@attribute 2779 numeric
@attribute 2773 numeric
@attribute 9568 numeric
@attribute 6387 numeric
@attribute 2780 numeric
@attribute 2826 numeric
@attribute 719 numeric
@attribute 2781 numeric
@attribute 9170 numeric
@attribute 718 numeric
@attribute 2782 numeric
@attribute 183 numeric
@attribute 2587 numeric
@attribute 10022 numeric
@attribute 186 numeric
@attribute 611 numeric
@attribute 6755 numeric
@attribute 6754 numeric
@attribute 23596 numeric
@attribute 51289 numeric
@attribute 3627 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 112 numeric
@attribute 2919 numeric
@attribute 113 numeric
@attribute 4852 numeric
@attribute 11255 numeric
@attribute 111 numeric
@attribute 3827 numeric
@attribute 10850 numeric
@attribute 643 numeric
@attribute 846 numeric
@attribute 8843 numeric
@attribute 55811 numeric
@attribute 7852 numeric
@attribute 3579 numeric
@attribute 11251 numeric
@attribute 3577 numeric
@attribute 94235 numeric
@attribute 165140 numeric
@attribute 56477 numeric
@attribute 3576 numeric
@attribute 53637 numeric
@attribute 50865 numeric
@attribute 301 numeric
@attribute 9290 numeric
@attribute 117579 numeric
@attribute 196883 numeric
@attribute 5697 numeric
@attribute 9294 numeric
@attribute 1232 numeric
@attribute 4543 numeric
@attribute 1233 numeric
@attribute 4544 numeric
@attribute 1234 numeric
@attribute 10663 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 58191 numeric
@attribute 256933 numeric
@attribute 134 numeric
@attribute 2359 numeric
@attribute 2358 numeric
@attribute 2357 numeric
@attribute 8698 numeric
@attribute 53829 numeric
@attribute 1230 numeric
@attribute 3361 numeric
@attribute 3355 numeric
@attribute 10563 numeric
@attribute 8484 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 4985 numeric
@attribute 8811 numeric
@attribute 4986 numeric
@attribute 55970 numeric
@attribute 2550 numeric
@attribute 9934 numeric
@attribute 5196 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 23566 numeric
@attribute 5995 numeric
@attribute 4283 numeric
@attribute 5473 numeric
@attribute 140 numeric
@attribute 57007 numeric
@attribute Class {Control,BRCACancer}

@data
D07,0.9771,-0.044,-0.0472,0.8988,0.0289,0.0483,0.1503,0.1192,3.0345,0.2434,0.2785,0.229,-0.0251,0.2642,0.1183,-0.1515,-0.0622,-0.0215,-0.0584,1.76,0.1631,0.5893,0.0163,0.0522,-0.0082,0.0369,0.3128,0.045,-0.0621,0.1439,0.0653,0.0294,-0.047,0.0439,0.0176,-0.0269,-0.0847,0.0416,1.1146,-0.0461,-0.054,-0.0535,0.0174,-0.0289,0.014,-0.0986,0.2502,0.6725,0.0099,-0.0231,0.7235,0.007,0.1705,0.0224,0.9329,2.0583,1.3297,-0.0718,-0.142,0.2538,0.4798,-0.0863,0.1271,1.6139,0.3414,-0.0253,1.1219,-0.0199,-0.0473,0.0485,0.0841,2.4457,0.0716,-0.0829,0.1815,-0.0598,-0.2648,0.8137,0.1458,0.3983,0.003,1.5331,-0.0596,-0.0163,0.0091,0.0069,2.2034,0.8552,1.0679,0.1289,1.3678,0.1028,-0.0631,-0.0049,-0.1965,-0.064,0.024,-0.2548,0.5148,0.0644,0.0984,-0.1147,0.3282,0.1089,0.4124,1.9492,0.016,0.1049,0.0253,-0.1097,0.1364,0.556,-0.0671,0.4223,-0.0606,2.798,0.928,0.3949,1.3081,0.1461,0.427,0.2509,0.6405,1.583,0.486,2.64,0.1803,0.5268,0.1256,0.0416,0.2852,0.2587,-0.0812,1.6374,0.0058,0.8612,0.4931,1.0495,0.3305,1.4845,0.292,0.0503,0.1533,1.6461,2.1123,1.2378,2.1728,1.0517,-0.0138,-0.0433,-0.0391,-0.0697,0.27,-0.0901,-0.0507,-0.0541,-0.0446,-0.0045,0.653,0.0794,2.2832,0.246,-0.0748,-0.0664,-0.1398,0.1222,5.352,0.1078,0.1077,Control
D08,0.9859,-0.063,0.1078,0.6729,0.0856,0.0739,0.0708,-0.0397,2.4011,0.1484,0.1694,0.209,0.0276,0.2707,0.1504,-0.2576,-0.121,-0.09,-0.0427,1.6117,0.1529,0.3938,-0.0816,-0.026,0.0614,-0.0407,0.5176,-0.0638,0.0835,0.0322,0.0662,-0.1848,-0.0682,0.194,-0.0043,0.014,-0.0789,-0.1604,0.8407,0.003,-0.0355,0.0486,-0.0322,0.0311,0.097,-0.224,0.2408,0.4622,0.0199,-0.0957,0.4534,0.0149,0.2643,-0.0768,0.6549,1.6836,1.148,-0.0432,-0.1184,0.0672,0.05,-0.0134,0.2123,1.2175,0.2153,-0.0355,0.8318,0.0057,0.0392,0.0479,0.1407,1.9851,0.1351,-0.0742,0.1024,-0.1012,-0.028,0.437,0.0392,0.277,0.1072,1.2555,-0.0697,0.0815,0.0579,0.0709,1.578,0.54,0.8694,-0.0509,1.2592,0.1696,-0.0662,-0.0679,-0.22,-0.0836,-0.0934,-0.1779,0.4424,0.1745,0.1482,-0.1368,0.1477,0.1152,0.4438,1.4303,-0.0667,0.0272,0.0542,-0.1042,0.0462,0.1965,-0.0413,0.4677,-0.0456,2.5859,0.361,0.4114,0.8769,0.1749,0.3955,0.2287,0.6466,0.719,0.2352,2.2847,0.3434,0.5221,0.0961,-0.0459,0.1374,0.2071,-0.0977,1.4398,-0.0916,0.4036,0.2173,1.2245,0.6434,0.9817,0.2181,0.04,0.0481,1.227,1.7389,0.5919,1.8719,0.7193,-0.0661,-0.0586,-0.0755,-0.1712,0.1834,-0.0951,-0.019,-0.0325,-0.0903,0.028,0.52,-6e-04,2.8047,0.4335,-0.1481,-0.033,-0.0821,0.0448,5.415,0.0403,0.0371,Control
D09,0.9669,-0.1117,0.0726,0.8137,-0.0938,-0.0047,-0.0269,0.1057,2.2572,0.2412,0.3517,0.2074,-0.1185,0.2749,0.1406,-0.2517,-0.2033,-0.2467,-0.118,1.7596,0.1983,0.7249,0.0121,0.1512,0.1507,-0.001,0.4936,0.036,0.0731,0.1514,0.0089,-0.1798,-0.0606,0.1661,-0.0968,-0.0168,-0.0888,-0.1464,1.1745,-0.028,-0.0751,0.0398,0.0405,-0.0361,0.1514,-0.3355,0.1423,0.665,0.0174,-0.0551,0.6439,-0.0101,0.2711,0.024,0.8275,1.6707,1.4756,-0.0067,-0.0462,0.1727,0.2345,-0.1793,0.2511,1.4905,0.2816,-0.0471,0.9424,-0.0455,-0.0175,0.0816,0.1089,2.3743,0.0778,0.0163,0.1949,-0.0728,-0.1128,0.6339,0.1645,0.2816,-0.0608,1.421,-0.0968,-0.0441,0.0352,0.0788,1.8414,0.7189,0.9662,0.0936,1.3177,0.0493,-0.0966,-0.0439,-0.1486,0.0205,0.1036,-0.2031,0.5607,0.0838,0.2313,-0.1653,0.1486,0.0844,0.4358,1.5732,0.1519,0.028,0.0321,-0.1599,-0.0227,0.4788,-0.0251,0.7821,-0.0479,2.3873,0.4376,0.6146,0.5343,0.0351,0.5474,0.2336,0.6193,0.6326,0.5037,1.9168,0.3517,0.4618,0.1433,-0.0367,0.2752,-0.0594,-0.0711,1.8043,-0.0541,0.8951,0.3113,1.4374,0.6312,1.3464,0.1541,0.0303,0.0841,1.307,1.8441,1.2208,2.3409,0.8817,-0.0591,0.0517,-0.0529,-0.1609,0.2189,-0.0932,-0.0741,0.012,-0.1233,-0.0262,0.6594,0.0766,2.2078,0.3293,-0.1089,-0.0329,-0.1572,0.0381,4.7423,0.0758,0.0609,Control
D10,1.0421,-0.0316,0.0936,0.6877,-0.053,-0.0649,0.0613,0.443,2.9058,0.3068,0.3702,0.134,-0.1567,0.337,0.0818,-0.3897,-0.1516,0.1136,-0.0294,1.8486,0.1999,0.9002,-0.05,-0.101,0.1218,-0.0673,0.4373,-0.0312,0.0805,0.0554,0.0453,-0.0069,-0.0421,0.1016,-0.0515,-0.1267,-0.0912,-0.1412,1.3389,-0.0454,0.0501,0.0498,-0.0428,-0.0102,0.0212,-0.1096,-0.0164,0.4539,0.0545,-0.0322,0.5189,0.0265,-0.0292,0.0026,0.7103,2.0703,1.2808,-0.0758,0.007,0.1749,0.4358,-0.0876,0.1481,1.9513,0.1527,-0.1501,1.0074,-0.0153,-0.1146,0.0125,0.3045,2.6996,0.0907,-0.0977,0.1173,-0.1353,-0.2439,0.3847,0.1017,0.3254,0.0242,1.3176,-0.0528,-0.069,0.0362,0.1716,2.49,0.7093,0.6912,0.0258,1.1759,0.1733,-0.0601,0.0613,-0.1693,-0.0228,-0.0439,-0.3329,0.3867,0.0859,0.1433,-0.118,0.2023,0.1422,0.5506,1.3882,0.0124,0.048,0.0388,-0.0291,0.0814,0.2355,0.0116,0.5679,-0.0611,2.1522,0.4042,0.4434,0.786,0.0756,0.4138,0.1316,0.5812,0.8355,0.7446,2.0251,0.3835,0.4873,0.0776,0.1579,0.221,0.2795,-0.0233,1.4744,-0.0895,0.6891,0.3144,1.0236,0.3951,1.2825,0.2,0.0248,0.1555,1.6055,2.4179,1.1855,2.5542,0.8034,-0.0218,-0.0206,-0.0903,-0.1074,0.2278,-0.0993,-0.0296,-0.0398,-0.0697,5e-04,0.3692,-0.0103,3.6685,0.4919,0.0446,-0.0877,-0.0658,-0.0434,4.6539,0.0126,0.1077,Control
D11,0.4418,-0.1285,0.159,0.2634,0.0646,0.0216,-0.294,-0.1373,1.6545,0.0741,0.1006,0.2188,-0.0347,0.0801,0.1014,-0.3083,-0.1319,-0.1424,-0.0526,0.9997,0.0749,0.3513,0.1069,-0.0354,-0.0964,-0.0907,0.5884,0.0113,0.0125,0.2901,0.1223,-0.0896,-0.13,0.1212,-0.228,-0.0309,-0.2033,-0.1816,0.6004,-0.0033,0.045,0.0156,-0.1051,0.1059,0.0894,-0.2384,0.1971,0.1858,0.1493,-0.0903,0.1713,0.0282,0.1407,-0.1134,0.3421,1.0101,0.588,-0.0465,-0.1772,-0.0774,-0.2462,-0.1488,0.3621,0.9311,0.0986,-0.1011,0.6029,0.0173,-0.1141,0.0751,-0.0807,1.2697,0.0241,0.0229,-0.1196,-0.1716,0.2323,0.3072,0.0721,0.1925,-0.0203,0.693,-0.0398,-0.0246,0.0367,0.0833,0.9511,0.5475,0.6949,-0.078,0.8233,0.1712,-0.2277,0.0801,-0.2062,0.0356,-0.006,-0.5563,0.2757,-0.1261,0.0348,-0.1513,-0.0343,0.2274,0.4312,0.6542,-0.0225,-0.0818,0.0353,0.0267,0.0313,0.286,0.0383,0.0163,-0.0838,1.915,0.1133,0.2755,0.8829,0.1238,0.4116,0.082,0.72,0.1614,0.3005,0.9924,0.4207,0.4344,0.2342,0.0493,0.1159,0.1473,-0.0447,1.0405,-0.1682,0.7126,-0.0146,1.0609,0.4645,0.4749,-0.0298,0.0965,-0.0596,0.5197,0.9065,0.384,1.0355,0.0431,-0.0931,-0.0048,0.0082,-0.2455,0.3076,-0.2047,-0.1437,0.0191,-0.067,0.0222,0.3199,0.0226,1.569,0.4239,-0.1607,-0.0357,-0.0156,0.0722,4.8682,0.0685,-0.0348,Control
D12,0.7506,-0.1083,0.1584,0.5968,-0.0194,9e-04,0.0105,0.0501,2.5658,0.1341,0.1314,0.1727,0.0269,0.2607,0.0669,-0.2686,-0.0601,-0.0084,-0.0174,1.3169,0.125,0.5692,0.0019,0.0275,-0.0267,-0.063,0.3029,-0.0832,0.0549,0.0071,0.0373,-0.0987,-0.1159,0.0772,0.1285,-0.0248,-0.1002,-0.1266,1.0461,-0.0728,-0.0399,-0.0863,0.0439,0.0323,0.2109,-0.1182,0.0452,0.4638,0.0047,-0.0301,0.3944,0.0105,0.2553,-0.0587,0.6124,1.2083,1.2578,-0.0528,-0.0956,0.1387,0.1739,0.0633,0.2649,1.1393,0.1852,-0.1438,0.7419,-0.0499,-0.1348,-0.0378,0.0439,2.4574,0.1303,-0.0429,0.0859,-0.1295,-0.2502,0.5743,0.1453,0.2905,-0.0143,1.0305,-0.0426,0.0301,-0.0552,-0.098,2.0622,0.4032,0.9522,0.0158,1.1398,-0.0256,-0.1409,-0.1056,-0.3084,-0.0839,0.1375,-0.0765,0.4372,0.0547,-0.0269,-0.0617,0.1411,0.0984,0.3661,1.3053,0.0048,0.0177,-0.034,-0.2118,0.1664,0.3594,-0.0491,0.552,-0.1194,2.1919,0.3238,0.3148,0.5778,0.3451,0.3768,0.1967,0.7169,0.5582,0.3481,2.2802,0.1842,0.35,0.138,-0.0322,0.0728,0.1688,-0.1491,1.1786,-0.0715,0.7228,0.3893,1.2949,0.3279,1.0127,0.1658,0.043,0.1798,1.2007,1.981,0.9154,1.8434,0.712,-0.1023,-0.19,-0.1165,-0.1848,0.2351,-0.1023,-0.0139,-0.1174,-0.0224,-0.0706,0.366,0.037,1.5668,0.3462,-0.0801,-0.0493,-0.1065,-0.0701,5.2176,0.0219,0.0487,Control
E01,0.1869,-0.0729,-0.0277,0.7413,0.0312,-0.0138,0.0589,0.0842,2.7437,0.0032,0.1118,0.209,-0.1232,0.1902,0.069,-0.2357,-0.093,-0.0817,0.048,1.8762,0.1168,0.4493,-0.0014,-0.1115,0.0146,-0.018,0.1749,-0.0512,0.1472,0.1158,0.0743,-0.0798,0.0061,0.0234,-0.1224,-0.0605,-0.1009,-0.0177,0.8367,-0.0223,-0.1125,-0.008,-0.0337,-0.0437,0.0364,-0.1819,0.0688,0.4526,-0.03,-0.0093,0.4865,0.0462,0.1214,-0.0969,0.6918,0.089,1.2374,-0.0322,-0.1316,0.1009,0.1897,-0.0945,0.0596,0.7727,0.179,0.1158,0.8327,-0.0165,-0.1609,0.0147,-0.0499,2.5079,0.1141,-0.0166,0.127,-0.1124,-0.1371,0.5403,-0.0093,0.2213,-0.1129,1.4761,-0.0413,-0.0179,-0.0282,0.0435,2.5042,0.2316,0.9487,-0.0046,1.3309,-0.0523,-0.1556,-0.0821,-0.237,-0.0334,-0.1447,-0.2217,0.3667,-0.0293,0.233,-0.1011,0.117,0.0308,0.3493,1.6378,-0.0131,0.0519,0.0019,-0.0884,0.0129,0.2288,-0.0309,0.3277,-0.0288,2.794,0.2826,0.3046,0.2533,-0.0866,0.4624,0.1499,0.7658,0.9362,0.2618,2.0428,0.2576,0.3689,0.0477,-0.045,0.1156,0.0992,-0.1035,1.9629,-0.09,0.9527,0.5553,0.9375,0.5286,0.8342,0.1667,-0.008,0.0843,1.0377,1.8536,0.8385,2.1652,0.7274,0.0903,0.0621,-0.0189,-0.1082,0.1237,-0.0557,-0.0417,-0.1331,-0.0719,0.0243,0.4568,0.0599,0.7989,0.3219,-0.0148,-0.0337,-0.0257,-0.0664,3.6815,0.0852,-0.0243,BRCACancer
E02,1.1145,-0.0503,0.0357,0.997,0.0565,0.0353,0.082,0.0947,2.687,0.3491,0.4532,0.1224,-0.2484,0.2992,0.0068,-0.1968,-0.1543,-0.1273,0.015,2.1056,0.0537,0.736,-0.0258,-0.0066,0.0411,-2e-04,0.3897,-0.0914,0.1476,0.0976,0.0289,-0.2396,0.028,0.0628,-0.0176,-0.0262,-0.0916,0.0024,1.438,-0.067,-0.0536,-0.0381,-0.0533,-0.0918,0.1949,-0.2892,-0.0144,0.6124,-0.0848,-0.0026,0.6369,-0.0065,0.0964,0.1254,0.8386,2.4248,1.237,-0.0458,-0.0121,0.147,0.4369,-0.2827,-0.0614,1.3427,0.3289,-0.0156,0.9191,-0.02,-0.0585,0.0163,0.1571,2.2558,0.1302,-0.0946,0.3268,0.0784,-0.1994,0.736,0.0407,0.4156,-0.0363,1.6386,-0.0473,-0.0199,0.0661,0.0555,1.782,0.8143,0.8389,0.0599,1.3972,-0.0171,-0.131,-0.0714,-0.2403,0.0451,-0.0581,-0.1888,0.7071,0.0749,0.2567,-0.1406,0.272,0.1044,0.2212,1.5463,-0.0451,0.019,-0.0752,-0.0741,0.0477,0.6765,-0.0061,0.6079,-0.0707,2.6518,0.6108,0.4153,1.1947,0.15,0.3674,0.4339,0.6372,1.2927,0.5199,1.9727,0.3382,0.3387,0.0665,0.1219,0.2766,0.1449,-0.0972,1.9536,-0.1133,1.4718,0.6079,1.5084,0.7762,1.0937,0.2029,-0.0534,0.1016,1.1557,1.4836,1.3343,2.1834,0.8332,-0.1507,-0.0408,-0.1149,-0.0647,0.172,-0.0776,-0.0684,0.0033,-0.0479,-0.0288,0.5329,0.1268,2.3455,0.3014,-0.0193,0.0807,-0.137,-0.0564,5.1417,0.0087,0.1522,Control
E03,0.8358,-0.0262,-0.023,0.9746,0.118,0.0943,0.194,0.1817,2.7452,0.5181,0.2715,0.1837,-0.1084,0.2437,0.0801,-0.1597,-0.1704,-0.0467,0.0991,1.7988,0.0729,0.6051,-0.0013,0.1271,0.0273,-0.0576,0.3335,0.0475,-0.0285,-0.0466,0.1234,-0.0858,-0.0553,0.1641,0.1584,-0.0787,-0.0964,0.0892,1.1525,-0.0448,0.0283,-0.0182,0.0537,-0.0799,0.1949,-0.1341,0.1461,0.5848,-0.0459,-0.0161,0.7012,-0.0106,0.1054,0.0125,0.7904,1.808,1.7425,-0.0456,-0.0237,0.2093,0.4436,-0.1769,-0.0429,0.9682,0.2832,-0.0109,0.8916,-0.031,-0.0314,0.011,0.0914,2.4083,0.0617,-0.0582,0.1548,-0.001,-0.0973,0.4714,0.0944,0.3433,-0.048,1.5503,-0.0634,0.0547,-0.0975,0.0369,2.8809,0.7272,0.9158,0.097,1.3865,0.0189,-0.026,-0.1039,-0.1391,-0.1009,0.0185,-0.0617,0.5581,0.0642,0.4771,-0.0634,0.3157,0.0704,0.3402,2.0647,0.0065,0.1552,0.0014,-0.1082,-0.0443,0.514,0.0259,0.538,-0.0534,2.3241,0.646,0.6062,0.9412,0.5018,0.4977,0.2742,0.8196,1.1957,0.6054,2.3065,0.3107,0.4319,0.0755,0.0693,0.3252,0.1305,-0.0773,1.4768,-0.0717,0.7265,0.3774,1.4446,0.2535,1.458,0.2827,0.0331,0.0377,1.8649,2.5309,1.2507,2.4219,1.0016,-0.0286,0.0059,-0.0467,-0.0076,0.3209,-0.0885,-0.0146,0.0348,0.0049,-0.0189,0.4964,0.0922,2.2613,0.2572,-0.0286,-0.0427,-0.0528,-0.0284,5.1623,0.052,-0.0743,Control
E04,1.2175,-0.006,-0.0455,0.889,0.0904,0.0482,0.2228,0.0849,2.8163,0.5763,0.3388,0.2735,-0.13,0.3369,0.0877,-0.1346,-0.1891,-0.0123,0.0399,2.1228,0.1148,0.8216,-0.0858,0.1775,0.1409,3e-04,0.2819,-0.0687,-0.031,0.0555,0.0397,-0.1441,-0.1141,0.1324,0.0482,-0.0576,-0.068,0.0196,1.2178,-0.0404,0.0397,-0.1488,0.0288,-0.088,0.292,-0.266,0.124,0.7291,0.0535,-0.0177,0.7506,-0.0127,0.1693,0.0509,0.95,2.3463,1.4263,-0.0591,-0.1494,0.2845,0.376,-0.1546,-0.0453,1.7239,0.4116,-0.0632,0.9136,-0.044,0.0915,-0.0015,0.2638,2.717,0.1438,-0.1256,0.3558,0.0417,0.0122,0.8315,0.0317,0.477,-0.0293,1.474,-0.0837,0.0337,-0.0405,0.0849,1.586,0.8491,1.1832,-0.0247,1.4297,0.0391,-0.0513,-0.1452,-0.1175,0.3087,0.1907,-0.1367,0.6422,0.1413,0.1398,-0.1025,0.3484,0.1527,0.3604,1.8438,0.0303,0.0791,0.0016,-0.0981,0.1138,0.6933,-0.018,0.7558,-0.0348,2.956,0.5624,0.4536,0.6076,0.2921,0.5411,0.3166,0.7316,1.0715,0.6434,2.1136,0.4488,0.3155,0.1619,0.0889,0.2037,0.1456,-0.0364,1.7088,0.0241,1.1229,0.4212,1.7533,0.4227,1.1248,0.3123,0.0223,0.2092,1.2944,2.0182,1.6344,2.3793,1.1512,-0.0821,-0.0676,-0.061,0.0183,0.2905,-0.0817,0.0256,-0.0681,0.0029,-0.0238,0.8897,0.1165,2.5916,0.307,0.0384,-0.0185,-0.1222,-0.0076,5.3064,0.0527,0.1179,Control
E05,1.0505,-0.0517,0.1297,0.6727,-0.126,0.1192,9e-04,-0.0028,2.3247,0.2452,0.3044,0.1681,-0.0279,0.2326,0.0764,-0.4539,-0.1059,-0.1646,0.0218,1.9839,-0.0293,0.2486,-0.0087,0.1645,0.1008,0.0472,0.4398,0.0051,0.0425,-0.0722,0.0405,-0.1033,-0.1996,0.0254,0.0023,-0.0566,-0.1088,-0.1919,1.1801,-0.064,-0.0961,-0.0188,-0.0818,-0.0552,0.1552,-0.2734,0.1672,0.5547,-0.0988,-0.0326,0.479,0.07,0.0609,0.1141,0.6804,2.0004,0.8061,-0.0473,-0.1249,0.0687,0.1556,-0.1229,0.0121,1.1917,0.3838,-0.1591,0.8659,0.0245,-0.0526,0.0813,0.083,1.3951,0.0466,-0.061,0.3088,0.0417,-0.255,0.6332,0.0397,0.3692,0.0179,1.3738,-0.0989,-0.1166,0.129,0.0312,1.11,0.6913,0.7046,-0.0061,1.2977,0.2752,-0.1736,-0.0028,-0.2111,-0.0195,-0.0367,-0.3002,0.5892,0.06,0.2413,-0.1749,0.096,0.0834,0.5077,1.2784,0.0469,-0.0861,0.0589,-0.0668,-0.0739,0.4278,0.0132,0.7452,-0.062,2.3298,0.4187,0.3537,1.1244,0.3511,0.5184,0.3156,0.7126,0.7645,0.4282,1.8535,0.5656,0.4897,0.0625,0.1681,0.0848,0.1717,-0.0834,1.6348,-0.1842,0.962,0.5204,1.4032,0.4778,0.7072,-0.0121,-0.0177,0.0454,0.5829,1.1519,0.996,1.4332,0.5933,-0.0351,0.0122,-0.0295,-0.2928,0.1234,-0.0668,-0.0609,-0.1564,-0.1069,0.0436,0.5983,0.1561,2.8466,0.4633,0.1604,0.0966,-0.1315,-0.0399,4.936,0.0661,0.1554,Control
E06,0.3553,-0.0247,0.2593,0.8757,-0.1512,0.0496,-0.2043,0.0373,1.9928,-0.1237,0.3009,0.1924,0.1275,0.1775,0.1265,-0.5415,-0.1184,-0.1267,-0.0368,1.0815,0.1238,0.3509,-0.0252,0.1655,0.1472,0.0434,0.7177,0.0597,0.0406,0.0946,0.0015,-0.0684,-0.1108,-0.0368,-0.2798,-0.1192,-0.0323,-0.3823,0.8015,-0.087,-0.1418,0.0708,-0.11,-0.0253,-0.0088,-0.1761,0.1209,0.7831,0.0142,0.0232,0.3268,0.0875,0.3579,0.079,0.6925,0.5912,1.3184,0.1154,-0.0837,0.1323,0.2161,-0.064,0.2363,0.6381,0.2246,-0.0339,0.9323,0.0561,-0.1694,0.0973,0.2881,2.1328,-0.1244,-0.0389,0.2345,0.0554,-0.1952,0.2995,0.0112,0.21,0.0096,1.3104,-0.108,-0.0793,0.178,-0.1668,1.4033,0.2436,0.7339,0.1233,1.2312,0.3178,-0.3284,0.0808,-0.307,-0.0749,-0.173,-0.4788,0.6121,-0.046,0.5344,-0.208,0.0777,0.1031,0.3063,1.3545,0.017,-0.1648,0.1425,0.004,0.0916,0.0967,-0.0183,1.182,-0.0429,1.7817,0.7347,0.2402,1.2164,-0.3388,0.5521,0.1012,1.2225,0.5093,0.3018,2.5808,0.365,0.4456,0.1114,0.0765,-0.1474,0.4147,-0.0688,0.7548,-0.1449,0.8383,0.3175,0.5135,0.2161,1.0804,-0.2372,0.111,0.1185,1.3992,1.6401,0.3797,2.6956,0.9398,-0.1131,-0.0112,-0.0037,-0.459,0.1945,-0.0656,-0.0185,-0.1502,-0.178,0.0477,0.6258,-0.0029,1.0599,0.6055,-0.2013,0.0131,-0.1469,0.2245,3.5816,0.1182,-0.0633,BRCACancer
E07,1.2742,-0.0174,-0.0503,0.8541,-0.0467,0.0544,0.1343,0.1546,2.721,0.7027,0.2706,0.1322,-0.1164,0.2466,0.0338,-0.1043,-0.2001,-0.0494,0.0245,1.5214,0.1939,0.8246,-0.0489,0.1001,0.0891,-0.0115,0.4347,0.0358,0.1007,-3e-04,0.0298,-0.1033,-0.1266,0.2604,-0.0586,-0.0286,-0.0884,0.0642,0.8609,-0.1192,-0.0905,-0.0352,0.057,-0.0379,0.0489,-0.0887,0.0506,0.7434,-0.0132,-0.045,0.6939,0.0444,0.1504,-0.0217,0.9108,2.5697,1.4445,-0.1101,-0.0849,0.2177,0.2942,-0.059,0.0679,1.7948,0.4024,-0.0862,0.8355,-0.0367,-0.0606,0.0043,0.1889,2.6892,0.0585,-0.0755,0.1515,-0.0198,-0.3237,0.4516,0.1625,0.4375,-0.0395,1.3914,-0.0635,-0.0372,-0.017,-0.0092,1.5601,0.8851,0.9567,0.0226,1.4092,0.0473,-0.0734,0.0025,-0.2138,-0.0132,0.0455,-0.1938,0.5315,0.0693,0.1638,-0.1344,0.2146,0.1556,0.4396,1.7633,0.0753,0.1268,-0.0271,-0.1029,0.0193,0.6499,-0.0799,0.4902,-0.0402,2.4634,0.5964,0.392,0.8771,0.258,0.5568,0.2393,0.753,0.8575,0.4955,2.588,0.4305,0.3357,0.1657,0.0874,0.1808,0.3135,-0.012,1.539,-0.1508,1.072,0.3019,1.1223,0.5197,0.9246,0.2355,0.0161,0.215,1.2467,2.0418,1.0288,2.2226,1.0028,-0.1547,0.0286,-0.0397,-0.0695,0.2618,-0.0671,0.0795,-0.0351,-0.0807,7e-04,0.8809,0.1026,2.8396,0.3195,0.1294,0.0538,-0.109,-0.0171,5.6845,0.0639,-0.0055,BRCACancer
