@relation data

@attribute id string
@attribute 1258 numeric
@attribute 1259 numeric
@attribute 131890 numeric
@attribute 163688 numeric
@attribute 2779 numeric
@attribute 2780 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 2978 numeric
@attribute 2979 numeric
@attribute 2986 numeric
@attribute 3000 numeric
@attribute 346562 numeric
@attribute 408 numeric
@attribute 409 numeric
@attribute 5145 numeric
@attribute 5148 numeric
@attribute 5158 numeric
@attribute 51806 numeric
@attribute 5957 numeric
@attribute 6010 numeric
@attribute 6011 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 8787 numeric
@attribute 9187 numeric
@attribute 9626 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0384,-0.0239,-0.0464,0.0853,-0.0623,-0.0577,1.4299,-0.119,-0.1754,0.0663,-0.0856,0.0345,-0.1483,0.9432,2.1907,-0.1541,0.1514,0.1569,-0.267,0.0092,-0.0968,-0.1186,2.327,1.1541,2.0788,-0.0549,0.0721,0.2147,-0.1764,Control
A02,0.0461,-0.008,-0.0309,0.1916,-0.0444,-0.0824,1.392,-0.0204,-0.0368,-0.0366,-0.086,0.0903,-0.0856,0.9487,2.161,-0.1016,0.021,0.1863,-0.136,-0.0351,-0.0189,-0.1154,2.3401,0.9777,2.1743,-0.0667,0.1183,0.0189,-0.0626,Control
A03,0.0245,-0.0616,-0.0706,0.1507,0.0056,-0.0325,1.4897,-0.1335,-0.1039,0.1546,-0.1083,0.0442,-0.1155,1.0901,2.3776,-0.1313,0.1437,0.1781,-0.2309,0.1474,-0.0065,0.0612,2.5223,1.2312,2.1303,0.02,0.1761,0.0739,-0.2005,Control
A04,0.0292,0.0103,-0.0299,0.1196,-0.0164,-0.0326,1.4717,-0.0544,-0.0472,0.091,-0.0606,0.0751,-0.1374,0.95,2.2253,-0.1115,0.0758,0.2558,0.0209,-0.0765,-0.0271,0.0136,2.6032,1.025,2.2819,0.0716,0.1077,-0.0017,-0.0691,Control
A05,0.0213,-0.0078,0.0326,0.1695,-0.071,0.0044,1.5737,-0.0887,-0.0603,0.0761,-0.1132,0.0637,-0.1112,1.1654,2.5752,-0.1031,0.1335,0.2314,-0.1501,0.0109,-0.0854,-0.0437,2.287,0.9902,2.3833,0.1309,0.1022,0.1021,-0.0882,Control
A06,-0.0155,0.0582,-0.0404,0.1554,-0.1045,-0.0078,1.4137,-0.116,-0.0477,0.0457,-0.1367,0.1039,-0.0982,1.0665,2.439,-0.1599,0.0453,0.1288,-0.1934,0.0419,-0.0137,-0.0443,2.2428,1.1486,2.1363,-0.0252,0.0741,0.1076,-0.1587,Control
A07,-0.0158,-0.0011,0.0073,0.1441,-0.0807,0.0099,1.5236,-0.1604,-0.051,0.1161,-0.1456,-0.0026,-0.0866,1.2252,2.381,-0.0829,0.0387,0.1994,-0.247,-0.0833,0.0103,-0.1979,2.296,1.4495,2.1759,0.0498,0.0849,0.1465,-0.1536,Control
A08,0.0466,-0.0866,0.0012,0.117,-0.0517,-0.0803,1.4965,-0.0941,-0.1283,0.141,-0.0918,0.005,-0.2136,1.1452,2.0355,-0.1313,0.088,0.1237,-0.3364,-0.024,-0.0645,-0.1525,2.2139,1.2527,1.9205,5e-04,0.0999,0.1802,-0.1631,Control
A09,-0.018,0.0471,0.0513,0.1201,-9e-04,3e-04,1.4111,-0.1405,-0.0068,0.0813,-0.1427,-0.0125,-0.1212,1.1257,2.2733,-0.102,0.0487,0.1848,-0.1152,0.0689,-0.0129,0.0391,2.2423,0.951,2.3034,0.0793,0.0929,0.0765,-0.1683,Control
A10,0.0128,-0.0128,-0.0545,0.1372,-0.1016,-0.0105,1.5165,-0.1499,-0.0856,0.0779,-0.069,0.0082,-0.1029,1.1077,2.1502,-0.143,0.1334,0.1489,-0.1401,0.0084,-0.1017,-0.0927,2.2774,1.2653,2.2451,-0.0243,0.2445,0.1716,-0.1049,Control
