@relation data

@attribute 3265 numeric
@attribute 5605 numeric
@attribute 2002 numeric
@attribute 6464 numeric
@attribute 5604 numeric
@attribute 1026 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 10000 numeric
@attribute 5293 numeric
@attribute 2885 numeric
@attribute 4804 numeric
@attribute 4914 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,11.44994835,9.719046985,9.15105029633,10.49127719,11.459753229,9.746089281,7.466690585,6.685313404,6.02664600925,8.467616885,9.4954151895,5.934641074,5.19152344233,8.001564595,Control
7.8897640555,11.52169626,9.192268846,8.42779587067,9.559434991,8.288611166,9.68028616833,6.43012268,7.098719371,5.94776533325,8.699078855,9.5539178325,6.734171472,5.505510586,7.481398095,BRCA
7.856102429,11.72288448,9.676230874,8.45925672733,9.65317699,8.320702773,9.69256516467,6.416760061,6.212526175,5.52044016575,9.063247518,9.480270588,6.822829314,5.26733198233,7.228580927,BRCA
8.398114105,11.42772678,9.684192438,7.73867912133,9.580847928,8.2000896335,9.98949733167,5.863140121,5.584068992,5.58777326775,8.649598507,9.432546201,6.822733732,5.99442656267,6.648325671,Control
7.697637374,11.8471671,9.981439248,8.10318445333,9.966174165,7.875076566,9.506100771,6.860966288,7.405441727,5.87271996825,8.565760069,9.66718229,6.25333282,5.547936593,7.634958261,BRCA
7.3388634815,11.5852209,9.979768545,8.70127661067,10.23164154,10.112371314,9.688092646,7.477052175,7.460253403,6.0241266485,8.146264608,9.9164802245,5.569408493,5.422961591,8.19601328,BRCA
7.9742866725,11.16076662,9.212867878,8.36198243367,8.977681421,7.8281740715,10.0480993307,6.742953157,6.662423158,5.88751933675,8.302457433,9.167523377,6.682577247,6.52639166833,7.292025067,BRCA
7.7095138065,11.28922369,9.290572499,8.53051419067,10.00443156,9.436657679,9.436876068,6.689303092,6.020263967,5.55851851825,8.452633655,9.1611827995,5.956063188,5.618990182,7.787382059,Control
7.94496816,11.82274022,10.01823535,8.16926655967,9.452231522,8.6840196725,9.58057105933,6.500527718,7.205282841,5.650041658,8.407417683,9.3657406255,6.599024363,5.580399701,6.878728789,BRCA
8.148239231,11.64681981,9.726661428,8.39504068233,9.69476318,8.5305745065,9.75364579767,6.827314517,7.606018576,5.56331123875,8.72987657,9.70078824,6.367550714,5.61823474067,7.4960371,BRCA
8.198599078,11.94944384,9.68790976,8.62624266567,9.736317839,8.836754421,9.592833039,5.479142629,6.657000843,5.4786784915,9.15686751,9.153599552,6.482005732,5.82521094467,6.507481989,BRCA
7.4409667175,11.38105635,9.524248408,8.601359139,9.990983614,9.0515115425,9.66262953467,6.97372929,6.822223857,5.7708818765,8.195422808,9.5256586835,6.69104948,5.741424473,8.512524314,Control
7.6537280945,11.33166731,9.844219734,8.523978557,10.29596436,9.93093261,9.935713008,7.400262798,6.672535396,5.8854976,8.126576876,9.597360232,6.333741815,5.65673537333,8.640083234,Control
8.1909422715,11.29445435,10.24378721,9.16094315833,10.01433476,9.024549301,10.2127518167,6.998819226,4.904979261,5.6707063705,8.437316311,9.06038523,7.432565127,6.076211705,7.7584583,BRCA
7.2806843915,11.28106518,9.913970625,8.789516499,9.712540381,8.423284332,10.3303371883,6.457877938,5.472171943,5.6644220515,8.637277967,9.5800955565,6.958700964,6.892202365,7.8511886,BRCA
8.539009948,11.36168902,10.00415062,8.419142242,9.812386363,8.254945825,10.0295226957,6.272541727,4.944168843,5.4935537865,9.107714755,9.0393998015,7.683522992,6.22343926267,7.192690117,BRCA
8.146852134,11.42163372,10.22872886,8.58330978467,9.916141133,9.9223698205,10.1231177773,7.39763426,5.538546893,5.65532370625,8.783359349,8.9731778835,7.254180944,5.900651423,7.688986551,BRCA
8.041917075,11.31587145,10.30881145,8.49027171233,10.0322459,8.2659789275,10.182290716,6.554209422,5.070616072,5.5028216445,8.641727659,8.9213733295,7.355397625,6.655477482,7.192172276,BRCA
7.888636145,11.57272404,10.45750942,8.95843216133,9.833428205,8.414155895,10.3257906717,7.681310676,5.353156751,5.267785966,8.719338441,9.111304808,7.534460714,6.36521905133,7.574595656,BRCA
8.85628218,11.3119244,10.01669727,8.67313689733,9.724718956,8.570169323,10.2867156497,5.687628504,5.027033758,5.47877633725,8.95253824,10.2970447,8.170802781,5.64712131267,8.480033951,BRCA
