@relation data

@attribute id string
@attribute 3725 numeric
@attribute 1436 numeric
@attribute 9612 numeric
@attribute 3265 numeric
@attribute 1435 numeric
@attribute 25942 numeric
@attribute 1869 numeric
@attribute 11218 numeric
@attribute 1874 numeric
@attribute 10014 numeric
@attribute 23309 numeric
@attribute 5934 numeric
@attribute 5933 numeric
@attribute 3066 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 2353 numeric
@attribute 2117 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2901,1.1546,0.3969,0.4236,0.3416,1.8447,0.1478,1.1718,0.7183,0.7477,0.8995,2.5536,1.3931,0.8954,3.2511,1.3154,2.8919,1.1733,Control
A02,0.8169,1.3845,0.3246,0.3716,0.3601,1.5714,-0.0079,0.9196,0.5905,0.5898,0.7607,2.4093,1.0657,0.6902,2.924,0.9755,1.0722,0.9863,Control
A03,1.1876,1.8769,0.4966,0.3757,0.4211,1.7198,0.1982,0.932,0.7726,0.7487,0.8702,2.5241,1.291,0.795,2.7158,1.3224,2.3576,1.2106,Control
A04,1.2809,1.393,0.4337,0.3609,0.45,1.6755,0.0725,0.9001,0.7128,0.6878,0.7055,2.3816,1.074,0.7414,3.1604,0.9075,1.55,1.1992,Control
A05,1.2201,1.77,0.5185,0.4772,0.3147,1.7093,0.2314,1.0599,0.8269,0.8489,0.933,2.3315,1.1064,0.8598,2.7387,1.1888,1.9884,1.1849,Control
A06,0.8267,1.6415,0.396,0.2467,0.2423,1.6522,0.1291,0.9345,0.705,0.6488,0.8517,2.2878,1.0071,0.7525,2.8957,1.5342,3.0931,1.1455,Control
A07,1.2177,1.6377,0.3945,0.364,0.3156,1.7102,0.0777,1.0425,0.6861,0.696,0.9194,2.3986,1.1856,0.8542,3.1922,1.3429,2.7085,1.1346,Control
A08,0.8932,1.5105,0.4251,0.2967,0.3306,1.732,0.1985,1.0165,0.5408,0.6378,0.8912,2.5668,1.272,0.8755,3.1996,0.9108,1.7156,0.9652,Control
A09,0.9938,1.445,0.3846,0.349,0.3421,1.6895,0.128,0.8698,0.5835,0.6879,0.7902,2.8638,1.1987,0.7082,3.3809,1.0908,2.2374,1.0229,Control
A10,1.3414,1.384,0.4318,0.398,0.3118,1.6973,0.1218,1.069,0.7165,0.7212,0.8572,2.6427,1.2517,0.8075,2.9214,1.1566,3.1715,1.2109,Control
