@relation data

@attribute id string
@attribute 1050 numeric
@attribute 10746 numeric
@attribute 11183 numeric
@attribute 11184 numeric
@attribute 1147 numeric
@attribute 1326 numeric
@attribute 1385 numeric
@attribute 1386 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2872 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 4149 numeric
@attribute 4205 numeric
@attribute 4207 numeric
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4217 numeric
@attribute 4293 numeric
@attribute 4294 numeric
@attribute 4296 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5596 numeric
@attribute 5597 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5607 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5871 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6667 numeric
@attribute 673 numeric
@attribute 6772 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7186 numeric
@attribute 7786 numeric
@attribute 7867 numeric
@attribute 8491 numeric
@attribute 8550 numeric
@attribute 8569 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8986 numeric
@attribute 9020 numeric
@attribute 9064 numeric
@attribute 9175 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute 9448 numeric
@attribute 9693 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1180834439,0.1709742325,0.6487247838,-0.1817988974,0.2841429040,0.2599901710,0.0194301160,-0.1628319889,0.4174692793,0.8197669268,0.4598573640,-0.0801269710,2.7348088377,1.6104626348,0.8212452234,0.2679063242,0.6620092707,1.7024177213,0.7343371457,0.3955368645,-0.5749283502,-0.0772443378,0.4377126148,0.4242359363,0.8545833008,-0.0405010850,0.0368593611,-0.1111791564,0.1068366817,0.1428040859,0.1863047483,0.0372776528,0.8098630121,0.4033383753,1.3998379606,0.3768321643,1.1201675758,-0.1555989785,0.0214813450,0.9189615026,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,0.1390805759,2.1106193876,0.1767611318,-0.0407187870,0.2973419841,0.2599275624,3.2701125443,0.3860900013,1.2157194917,0.1011311368,0.5924470919,0.1526270688,0.2291788254,0.4274157418,0.6241121968,0.2565123712,2.2882412161,0.0595711066,0.1777965052,0.7381155855,0.2768544875,0.4776154854,0.8690730108,0.3435973456,0.8073990904,-0.0815773857,1.3295170097,0.7075320346,0.6797065996,0.3667527563,0.7008165081,1.0991232922,0.1502289322,0.9277214845,-0.0869741337,-0.1678325770,-0.0398327976,-0.1291773281,0.7480650073,0.6958225030,0.1943611052,BRCA
GSM481003,-0.0157824914,0.0488270396,0.5390215723,-0.1613730488,0.2877502063,-0.0015467559,0.0187250819,-0.1044433214,0.3061586227,0.8100307297,0.5094530717,-0.1516893194,2.7779917858,1.7524189089,0.9474795161,0.4162924297,0.6213931068,2.4163282448,0.7554758169,0.3913279471,-0.4940508720,-0.0117938432,0.4771567755,0.4940745450,0.6505574387,-0.0907828882,0.0367393828,-0.0450727652,0.1105024442,0.3455467618,0.2694517161,0.0608519517,1.4016762564,0.5633794381,1.8544124930,0.4223379152,1.1333078442,-0.0583535777,-0.0525416460,1.4357728958,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,0.1453346393,2.3991614866,0.1461245387,-0.0629141957,0.2656726797,0.2453263021,3.4451596026,0.2815908568,1.5458108518,0.4883067481,0.2958588585,0.0602988192,0.1360396983,0.6306912280,0.6049226272,0.2222999979,2.4272642752,-0.0351264818,0.0848102706,0.8860665159,0.2633005434,0.5876617368,1.5404983274,0.3926736576,0.2719719032,0.0369979428,1.6814965904,1.1052471949,0.2482624110,0.2413920594,0.5437110150,1.2488890655,0.0927192407,1.2675297373,-0.0357208771,-0.1593780260,-0.0612451920,-0.0556066314,0.8363371597,0.6599796742,0.1715462380,BRCA
GSM481004,-0.0789709471,0.1148037019,0.4826265532,-0.1748252523,0.3929689074,0.2101717265,0.0489846332,-0.0846655784,0.4136280409,1.3887278959,0.3519630753,-0.2391101478,2.3567124184,1.7306030480,0.8814408686,0.4565757285,0.7447423427,1.9569436598,0.6878916041,0.4096542652,-0.5205239918,-0.0628519830,0.5515067956,0.2035975778,0.8055037210,0.1327196263,0.1053847389,-0.1376898395,0.1363975003,0.3896824101,0.3419797647,0.1890115326,1.3433312625,0.4561246896,1.7169649695,0.5495924441,1.3982536542,-0.1461213569,-0.0342303383,1.3901392981,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,0.0639251527,2.1534173294,0.2309210410,-0.0351111331,0.1269719892,0.2276964978,3.1503309594,0.4157156661,1.4715695732,0.2034561099,0.5405640510,0.1951900609,0.0275244191,0.4066202738,0.4966396672,0.2880970038,2.7043259995,0.0548720956,0.1890694758,0.9381063713,0.2940910289,0.4072908132,1.1630562656,0.3364432512,0.4477677480,0.0960737533,1.6180953063,1.0539213051,0.5493655499,0.3601719588,0.6361071641,1.2252235113,0.1418394002,1.0640439029,-0.0263448778,-0.0938383090,0.0016719489,-0.0894033644,0.8170020746,0.8423387311,0.1117919267,BRCA
GSM481005,-0.0691447504,0.1481691886,1.0420721525,-0.1234094858,0.7559128657,0.2040957064,0.0936311534,-0.1089408177,0.3984561536,0.6996099856,0.4627470135,-0.1103455591,1.9887688107,1.6458761891,0.8521304950,0.3903404364,0.7021117498,1.9105042447,0.8129105663,0.5942619953,-0.4550935459,-0.0799321411,0.4741584931,0.5196754609,0.8208012120,-0.0002581810,-0.0674943316,-0.1196365504,0.0505469719,0.1297319469,0.1626732602,0.0661443981,0.7793831442,0.5092585007,1.7067998852,0.4403047296,1.3712493853,-0.1144418670,-0.1184034517,1.2902179673,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,0.0764267961,2.4669886416,0.1471273270,-0.0686842084,0.2336956347,0.2209226158,3.0240586301,0.3888399490,1.2129281088,0.1795327044,0.6260850528,0.2324255008,0.6309395681,0.4885815124,0.4447447957,0.4676337253,2.3308550971,0.0303003707,0.1629802437,1.1652991205,0.6410530742,0.3632583721,1.1279461384,0.4534288727,0.5362932858,-0.0153414088,1.3142787442,0.6405999848,1.0908669683,0.2729511223,0.7534882951,1.0535859416,0.1484226488,0.8417365258,-0.0220388942,-0.1394876973,-0.0250393118,-0.0661275457,0.6886006258,0.7798410383,0.3337687353,BRCA
GSM481006,-0.0752461007,0.1243467600,0.7697508027,-0.1508373290,0.5505344721,0.1917761388,0.0438960250,-0.0567717034,0.3921763096,0.8282176453,0.7458138092,-0.1162875150,2.4980212450,1.6704388113,0.8876503406,0.2354427614,0.7695110285,1.8248747664,0.8915465902,0.6285257851,-0.4949928448,-0.0365189175,0.5158282660,0.4536705289,0.7006376403,0.0245877221,0.0920476306,-0.0565666834,0.0970738119,0.1565391899,0.2744588943,0.1223146532,1.0869957842,0.5787126888,1.7934826566,0.3909603753,0.9865753614,-0.1098694236,-0.0912559497,1.0867871360,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,0.1169393467,2.6787843870,0.2460774540,-0.0781638251,0.3444300745,0.2370498660,3.3005572359,0.3354175018,1.3122026393,0.4654468534,0.8888126867,0.1809252382,0.4139080834,0.2278557571,0.5143065399,0.3639865402,2.3295555881,0.1612338818,0.2528915434,1.0724941031,0.5432311448,0.3491632068,1.0640574322,0.3380506146,0.5783400405,-0.0463810288,1.4391125318,0.8584564146,0.7865019685,0.2002746884,0.3905894025,0.8621735083,0.1076701371,1.1330657264,0.0114785338,-0.1509780645,0.0053587674,-0.0732185496,0.9046174878,0.7977529884,0.2629125673,BRCA
GSM481007,0.3331640382,0.0248632680,0.4274951347,-0.1646706395,0.2756707471,0.2100051841,-0.0388119381,-0.0756525642,0.2309822093,0.8751958659,0.6824327353,-0.0361999132,2.8694711923,1.7786090209,1.1560421735,0.2572633833,0.9390580363,2.0019709589,0.9056111734,0.4035459393,-0.4174500600,-0.0398991313,0.6296728001,0.3479610627,0.7297126970,-0.0103836844,0.1340240605,-0.1418257979,0.1190279064,0.3683668696,0.2869294803,0.0016019143,1.3999506757,0.4080061787,1.4387447677,0.2606000659,1.0516917631,-0.1460581927,-0.1217628756,0.7857901753,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,0.1837086821,2.6515267472,0.2528598661,-0.0757599017,0.3625428115,0.2809294439,3.0947886640,0.2957258879,1.4910032429,0.5399327676,0.5904063099,0.1111655720,0.1694968132,0.6210500084,0.5193731897,0.2094873252,2.3985712954,-0.0017480281,0.2699643974,0.6220977374,0.3382505102,0.3947684393,0.2169134759,0.6869849099,0.3115602897,0.1268612003,1.4809152668,1.0740025540,0.0911691869,0.2189425917,0.4674611172,0.9311149749,0.0681875506,1.0924553125,0.1004429882,-0.1329107222,-0.0483020460,-0.0682485959,0.9244518569,0.5490931523,0.3037546125,BRCA
GSM481008,-0.0723455251,0.1517540500,0.6673186183,-0.1323361009,0.9329660580,0.0513148363,0.1053648011,-0.1282696023,0.3457279783,1.3893046330,0.6088109500,-0.1402303537,2.4718489613,1.6622805248,1.2938889639,0.3088421996,0.8205010526,2.1130765477,0.7363453096,0.5253010491,-0.4510935574,-0.0200022740,0.5090762740,0.3505251462,0.6563308535,0.1735749354,0.3502357583,-0.0959385392,0.0575102086,0.5828610297,0.2562567367,0.2086261566,1.2762110606,0.4095634027,1.3603685686,0.4047704326,1.0726860836,-0.1205541710,-0.0918418914,1.6272599519,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,0.1199409844,2.4015404396,0.2083033400,0.0051592408,0.1903686590,0.2739451006,3.2627433132,0.3589827556,1.3571830794,0.4682674665,0.2612752523,0.2616817639,0.5929385196,0.5373691567,0.5585720231,0.3020598857,2.4446920753,0.0078846254,0.1605632000,0.6182682188,0.3780345452,0.9020165747,1.0231049003,0.0843056362,0.2844155535,0.3151042461,1.5922012351,1.0001408278,0.7338702077,0.4547304117,0.3357764284,1.3610299529,0.0933854235,1.4063630775,0.2346038541,-0.1552220710,-0.0328283002,-0.0117172239,0.6951015564,0.9758047751,0.3233680998,Control
GSM481009,-0.1463405704,0.1041715993,0.7364880213,-0.2847512376,0.4141671401,0.2053698244,0.0205618788,-0.1279755102,0.2764711754,0.5448543259,0.4693302326,-0.1590186953,2.3752163139,1.3427748691,0.5253295350,0.1725846681,0.6588328657,1.1429168019,0.7859420415,0.3426205088,-0.7934595166,-0.0609687296,0.1418101407,0.3211863863,0.5504313800,-0.0237933070,-0.0540037800,-0.1414034482,-0.0872226360,0.0447656179,0.0096561856,0.0623427681,0.6739098801,0.0829424338,1.0164196166,0.2795271149,0.7096309500,-0.3386502326,-0.0709125156,0.5833375380,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.0310865428,2.2685457769,0.0564581756,-0.0175848331,0.0094476892,-0.0618685411,3.2104844170,0.2270372226,0.9630623995,0.1445371820,0.4793521173,0.1553505233,0.1911922992,-0.1626200724,0.2179962545,0.0517636729,2.4154436141,0.0614860544,-0.0320870272,0.7020093558,0.2541130532,0.1325173036,0.2427701615,0.4328454778,0.3713083595,-0.4913612215,1.2226141664,0.5232263056,0.4075118151,0.0443984482,0.3866094772,0.5619953670,0.0010559037,0.4763237491,-0.0646528106,-0.3582271360,-0.0088331737,-0.0252252206,0.5122263665,0.6125991832,0.2094924705,Control
GSM481010,-0.1358522807,0.2139586651,0.8931900765,-0.1507869354,0.8322192047,0.2773755571,0.1562225824,-0.0226071112,0.3582406002,1.0247067609,0.4728208937,-0.0893704778,2.2928202538,1.7509254467,0.9039840400,0.3174347172,0.5558823925,2.0214559557,0.6824186554,0.4368065819,-0.3221002859,-0.0360723644,0.4416492558,0.6825766645,0.5144760395,0.0462606255,0.2321009186,-0.1023206706,0.0855512126,0.2757064239,0.2640629692,0.1809599443,1.1876550054,0.5802971647,1.7903627032,0.5158594621,1.1154199801,-0.0614736160,-0.0762307791,1.2934316381,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,0.1620686616,2.2875249785,0.2691821698,-0.0755643150,0.1599105977,0.2704141493,3.1837559010,0.3965836786,1.2152642781,0.2815044061,0.3356299657,0.2383755020,0.5689818496,0.4924584213,0.4516097499,0.7657218578,2.2814118394,0.1369810397,0.2509317977,0.9930470879,0.5448883692,0.4001078805,1.3532863502,0.2637763904,0.8614470834,-0.1288154235,1.4073966025,0.7072847548,0.9302327386,0.3396241187,0.5393101999,1.1540054709,0.2645242032,1.0091667195,0.0612938021,-0.1090925015,0.0684032020,-0.0681560890,0.6229085607,0.8849239601,0.4215596122,Control
GSM481011,-0.0141221937,0.0388236614,0.6476537418,-0.1241082579,0.2562781054,0.1101839186,0.0381124616,-0.1866259608,0.1895736574,1.0044699116,0.4902841595,-0.1973138971,2.9142592024,1.9492786230,1.1300241724,0.2600992171,0.8748071725,1.9929131126,0.8857976652,0.3163918234,-0.5568683204,-0.0245632083,0.6226379387,0.1779143085,0.9451415900,0.0251862099,0.1257654843,-0.1529628084,0.1305920783,0.4920773424,0.2834044827,0.0443784665,1.0963865406,0.2936353860,1.1011350507,0.3978262835,1.5733309313,-0.1297498324,-0.0654501330,1.2464563616,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,0.2404869166,2.7065248585,0.1078412236,-0.0282108063,0.2778184532,0.2133279921,3.1741475263,0.2711141126,1.4994342731,0.2143740578,0.4277374177,0.1608414260,0.2854890496,0.6076260573,0.6355269162,0.1213096739,2.8155515152,-0.0164723152,0.2114646371,0.6050271742,0.1588936072,0.5330254723,0.6447139097,0.7929640099,0.3925923205,-0.0234986019,1.4214089306,1.1620779186,0.4543180913,0.2877561409,0.4785806192,1.4445699183,0.1111272328,1.3923865332,0.0021628746,-0.1372345403,-0.0033224528,-0.1015601751,0.8988482499,0.5607420135,0.1410957068,Control
