@relation data

@attribute 114049 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1312 numeric
@attribute 131965 numeric
@attribute 1621 numeric
@attribute 1638 numeric
@attribute 1644 numeric
@attribute 218 numeric
@attribute 2184 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2954 numeric
@attribute 3081 numeric
@attribute 314 numeric
@attribute 316 numeric
@attribute 3242 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4282 numeric
@attribute 51409 numeric
@attribute 51451 numeric
@attribute 5409 numeric
@attribute 55798 numeric
@attribute 60487 numeric
@attribute 6898 numeric
@attribute 7054 numeric
@attribute 7173 numeric
@attribute 7299 numeric
@attribute 7306 numeric
@attribute 8639 numeric
@attribute 9836 numeric
@attribute Class {Control,BRCA}

@data
11.19611661,13.65917147,10.96541655,9.6928862,6.262508033,7.868808861,5.609704182,5.169936271,10.199895182,6.719050355,5.78110476,5.379041481,6.023427942,6.49377991,10.95307261,10.673781165,6.55532521,7.21985370467,5.3139324875,9.713172168,10.97008092,6.58276750967,6.468822221,5.85371405567,9.387350221,5.464840793,13.1577646,9.957331028,12.3345988,7.197317764,10.5796827407,4.972246049,6.227573227,6.573667935,9.590026107,5.5858837835,6.6685211385,4.835685705,4.651938437,7.755991017,8.982338457,Control
11.44285036,12.45678569,10.78521972,9.225400943,6.19947933,7.350146089,5.946445035,5.301232095,9.9770209485,6.13986403,5.219566658,5.549369797,5.887288406,8.012835586,9.617614907,11.969121125,6.70539325,8.221370482,5.3868104,9.446732392,11.37383049,6.94444563533,5.842121905,5.95068599267,8.687945234,5.36458228,11.8442763,9.304694199,12.81153531,7.186191325,10.5266681937,5.438135838,5.563242994,6.464072009,9.054591515,5.125650212,6.6888767345,4.398221634,5.171138007,6.891604874,9.153799716,BRCA
11.58622772,10.37227772,8.439977457,6.558195394,5.1797990125,7.012460079,5.970630084,5.057354142,10.598358996,6.592573364,5.819930778,5.84800395,5.312711681,7.897121091,8.751335778,11.543692005,5.9520009225,7.99531562067,5.5205412945,9.940893908,11.74755745,6.668639606,5.7315470345,5.416089505,6.963130532,5.321216715,10.08093113,9.175325691,13.17478142,7.290620516,10.9718597133,6.657715471,6.127019947,6.52422143533,9.576891081,5.5904720335,5.1122915415,4.806596392,5.028581582,5.697600956,9.180823621,BRCA
11.55530105,11.67143283,9.933831202,7.149216488,5.3573935195,6.513100351,6.528106825,5.801553978,9.758461361,5.317603678,5.291135005,5.038931331,5.357737827,8.355550554,9.920167156,10.9735793315,6.112273416,7.63547782267,6.1854901165,10.41429442,11.92672973,6.59147038,7.2116712965,5.668788356,6.532671997,5.602001935,12.02630394,9.215327395,13.52035475,8.590101509,10.2040658717,8.841046241,5.888141239,5.44103952933,8.895061065,5.8439838165,5.858600793,5.423251451,4.989038216,6.781428977,8.953848047,Control
11.37789661,13.18229429,10.54993411,8.718559525,6.084648569,6.877379619,5.854002662,5.038053386,10.292968008,6.853188286,5.249266367,5.423923718,5.297935366,7.237929634,9.489356841,12.419934235,6.522064276,7.319924328,5.8195336145,9.570406539,11.56729791,6.73462793,5.8412953055,5.51591128333,7.215681326,5.432300734,11.21616247,9.091145182,13.37355718,6.877072814,10.9122309733,4.694341356,5.998653184,6.39639815133,7.445824194,5.5701302945,5.905474916,5.092134744,5.029244428,6.491897679,8.877100909,BRCA
10.86877648,13.03513077,10.03551433,8.716211674,5.779174922,7.695265054,5.69000583,5.10518698,9.973521814,6.288317607,5.712053188,5.617292053,6.143337929,7.322516605,9.919057394,13.47778484,6.7644955215,8.604694593,6.2042813735,10.20351353,11.58210918,6.54132657767,5.7920004395,5.42458429367,9.344806934,5.260224473,12.05151325,9.616108215,12.01135666,6.650696805,10.672486616,5.391639926,5.749206573,6.37526883967,10.6672848,4.992983245,6.1225401635,5.118745153,5.202134845,6.680926028,9.655696684,BRCA
11.40689869,9.616503414,7.873876433,6.194663913,5.4084174235,5.86196234,6.335440044,4.904497645,9.369944756,5.917199751,5.447092526,5.938762876,4.720021333,6.944393257,9.280017406,10.5644352525,6.24958932,8.44327070033,5.2726163765,10.3362558,11.50616141,6.712638655,7.1886219655,5.55495371667,7.146291501,5.328236218,11.45071911,8.706030693,13.70221547,7.516785639,9.90799548167,7.655282277,6.408886435,5.66010887967,10.9783031,5.8633026145,5.87122828,5.139972076,5.219373048,5.197326058,8.892012333,BRCA
11.17829777,13.10298289,9.812803484,9.137478628,5.379819241,7.793800193,5.757697518,4.918399651,10.7434536345,5.982771878,5.89936372,5.078322959,5.665912346,7.126784799,9.365787184,11.82649119,5.893283963,7.26190433267,5.680256454,9.869532589,11.31514972,6.384435983,6.7313542615,5.285641028,9.269086417,5.77400374,11.60131362,9.515168153,13.24583793,6.434841384,10.9129774567,6.336734717,5.447753778,6.48569998767,10.33226629,5.423904716,5.673265489,5.013474821,5.887897624,6.868270444,9.14242692,Control
11.56729791,10.81594784,8.050530436,7.163325442,5.286166152,7.384915658,5.531234258,4.920187583,10.5473334345,6.906112307,5.739855695,4.689877288,5.620154746,6.989255759,9.452828664,11.30983503,6.10688938,8.58381873133,6.08065771,10.29228169,11.70655442,6.76277535667,6.1562863005,5.59741862067,6.58075273,5.708746799,10.5650833,9.690059592,13.42222975,7.026581882,11.0330845333,7.859086107,5.66505961,6.31314579867,10.7819664,5.73397804,6.2420282615,5.54798282,5.028581582,6.162699096,8.961291326,BRCA
11.64562254,12.68048706,10.51195055,7.703490296,5.5590900495,6.839333325,6.129803967,4.963487128,10.1931478575,5.380427513,5.764746385,6.744904877,5.154627002,7.191037308,10.98733883,10.2589970025,5.850080124,9.57564639733,5.6441686615,9.589230319,12.01315176,6.90278119133,6.1237361695,5.54518123533,7.914909976,5.853503721,12.30758799,9.835174498,13.49077697,7.541757054,10.6012190927,5.460424154,5.659004925,6.31534737,10.72311933,5.484697035,5.7454671095,4.799361019,5.052797613,7.272958931,8.69237238,BRCA
