@relation data

@attribute id string
@attribute 2271 numeric
@attribute 6389 numeric
@attribute 4967 numeric
@attribute 8803 numeric
@attribute 1431 numeric
@attribute 3418 numeric
@attribute 4190 numeric
@attribute 50 numeric
@attribute Class {Control,BRCACancer}

@data
I13,0.4236,1.4412,1.0954,0.3134,0.6846,0.6192,0.6406,0.5811,Control
J01,0.2257,1.1004,0.947,0.4079,0.6079,0.4626,0.3883,0.4671,Control
J02,0.3831,1.3017,0.9796,0.468,0.6921,0.4226,0.4847,0.4462,Control
J03,0.7707,1.5032,1.2925,0.3513,0.7544,0.8894,0.8073,0.6382,Control
J04,0.5274,1.3338,1.1278,0.3664,0.805,0.6832,0.7964,0.6696,Control
J05,0.3859,1.1386,0.9667,0.2792,0.8078,0.4951,0.5474,0.4946,Control
J06,0.477,1.2649,1.0263,0.2851,0.7622,0.5119,0.6273,0.5192,Control
J07,0.6697,1.4357,1.2579,0.5142,0.918,0.8627,0.8195,0.7431,Control
J08,0.5126,1.3183,1.0808,0.3854,0.7694,0.6637,0.6315,0.5005,Control
J09,0.3732,1.3379,0.7859,0.2096,0.6571,0.4279,0.6941,0.4369,Control
J10,0.5724,1.4587,1.1849,0.5886,0.8728,0.7121,0.8355,0.708,Control
J11,0.3888,1.2959,1.0907,0.3436,0.8337,0.672,0.57,0.6247,Control
J12,0.3617,1.2535,1.0085,0.4697,0.7033,0.599,0.5079,0.4437,Control
K01,0.7055,1.3099,1.476,0.4819,0.8843,0.8689,0.7355,0.7293,BRCACancer
K02,0.6346,1.445,1.2639,0.4813,0.8833,0.738,0.7411,0.6134,BRCACancer
K03,0.4608,1.1751,1.1171,0.4783,0.8242,0.6357,0.6947,0.4954,BRCACancer
K04,0.565,1.4631,1.2144,0.5903,0.8599,0.7897,0.6675,0.6649,BRCACancer
K05,0.4798,1.0718,0.9816,0.3307,0.8435,0.6262,0.5667,0.5715,Control
AA3226,0.4357,1.3692,0.7531,0.3221,0.6377,0.5908,0.5894,0.5364,Control
AB3227,0.5136,1.119,1.3151,0.3253,0.805,0.6392,0.7086,0.6239,Control
AC3228,0.5591,1.4936,0.9282,0.4318,0.7399,0.6323,0.7244,0.5963,Control
AD3231,0.4286,1.3179,1.2761,0.3755,0.9449,0.4345,0.6894,0.7169,Control
AE1543,0.4125,1.4006,0.982,0.2702,0.6864,0.601,0.6822,0.5825,Control
AF3229,0.9461,1.4075,0.7998,0.2985,0.9453,0.6355,0.707,0.4392,Control
AG3230,0.6305,1.3803,0.9123,0.5231,0.8921,0.7706,0.8225,0.603,Control
AH3232,0.3471,1.415,0.7825,0.2925,0.6934,0.4794,0.5717,0.462,Control
AI3233,0.5052,1.2935,1.4125,0.4701,0.8989,0.653,0.9169,0.5894,Control
AJ3234,0.6032,1.0601,1.4058,0.3542,0.9698,0.5482,0.5871,0.6268,Control
AK3235,0.4829,1.3727,1.2373,0.3531,0.9225,0.6208,0.8573,0.6221,Control
AL3236,0.3257,1.2736,1.2047,0.3432,0.8265,0.591,0.6893,0.5662,Control
AM3237,0.3991,1.4125,1.2153,0.4322,0.8044,0.6578,0.8571,0.7783,Control
AN757,0.6538,1.4642,1.0095,0.5808,0.6067,0.6454,0.8258,0.5754,Control
C474,0.5025,1.2623,0.8405,0.3274,0.6266,0.5238,0.5307,0.4162,Control
D480,0.3682,1.3136,1.0976,0.2422,0.629,0.4903,0.5975,0.5051,Control
E519,0.4565,1.1112,1.075,0.4176,0.5368,0.9145,0.4691,0.3786,Control
F548,0.4055,1.1102,0.7959,0.2058,0.3612,0.4747,0.5638,0.1988,Control
G660,0.3252,1.0889,1.0344,0.3093,0.6578,0.5265,0.3795,0.5468,Control
H663,0.5895,1.1746,1.0327,0.5345,0.7722,0.6124,0.7691,0.638,Control
I782,0.4928,1.2622,1.0302,0.4142,0.631,0.4939,0.7291,0.5505,Control
J787,0.5823,1.3907,0.9795,0.5826,0.8011,0.8637,0.7153,0.7889,Control
K1162,0.6661,1.2239,1.4333,0.3822,0.8121,0.7613,0.7328,0.5237,BRCACancer
L1176,0.4456,1.4118,0.9676,0.5008,0.9018,0.5233,0.8389,0.7094,BRCACancer
M1263,0.5653,1.3384,1.1508,0.512,0.851,0.6136,0.8764,0.6576,BRCACancer
P1075,0.2758,1.4023,0.9331,0.2322,0.6282,0.9408,0.4505,0.5066,BRCACancer
Q1080,0.3232,1.5096,0.7396,0.2245,0.6293,0.804,0.3958,0.3558,BRCACancer
R1104,0.7126,1.4267,0.9861,0.7674,0.8905,0.569,0.8085,0.7616,BRCACancer
S1133,0.3477,1.3339,0.7141,0.2208,0.6072,0.5376,0.6466,0.4395,BRCACancer
T1463,0.5816,1.3125,1.513,0.4538,0.864,0.5957,0.6003,0.595,BRCACancer
U2017,0.489,1.0068,0.9218,0.4725,0.8228,0.6097,0.5741,0.5226,BRCACancer
V432,0.3797,1.1618,0.8179,0.3058,0.7041,0.4945,0.5231,0.347,BRCACancer
W433,0.4825,0.9545,1.2415,0.4238,0.8692,0.6005,0.5101,0.5465,BRCACancer
X524,0.4679,0.9568,1.1053,0.3759,0.5526,0.8949,0.407,0.4093,BRCACancer
Y546,0.4737,0.967,0.7497,0.3173,0.3877,0.5391,0.3088,0.2668,BRCACancer
Z3225,0.6652,1.1528,1.5094,0.512,0.6331,0.7758,0.6298,0.5887,Control
