@relation data

@attribute 10998 numeric
@attribute 8647 numeric
@attribute 6579 numeric
@attribute 28234 numeric
@attribute 570 numeric
@attribute 213 numeric
@attribute 6554 numeric
@attribute 8714 numeric
@attribute 6555 numeric
@attribute 2172 numeric
@attribute 10599 numeric
@attribute Class {Control,BRCA}

@data
6.701137054,5.817758343,5.2019216324,4.894103816,4.993687096,7.7376573975,4.908706346,7.716785011,5.364932404,4.669381468,5.101878389,Control
7.221082271,5.152803256,5.2911445826,4.744715005,4.576912188,9.7870700585,5.648473532,7.650747482,5.456322582,5.372144051,5.2265271105,BRCA
8.427167336,4.889243844,6.1460431452,5.042218873,5.48205062,12.62697937,5.690704299,8.052154908,5.117498954,4.747148143,5.0449468895,BRCA
8.562873108,5.771893004,5.754767318,4.916490079,4.441925913,7.930471455,5.259471408,7.163384394,5.407702206,5.568131634,5.9854039175,Control
8.251531081,5.963711807,6.1058861592,5.144465785,5.588723066,8.015173999,5.530141964,7.965244826,5.349976695,5.060435064,5.2902147925,BRCA
6.425766121,5.889480387,5.5909866782,4.877267261,5.36773034,6.9824236295,4.801690636,7.6988737995,5.182306199,5.249617441,5.4356665065,BRCA
6.913221911,5.46859248,5.0854369732,5.622938584,4.899068355,6.9516337875,4.145262653,8.126866039,6.101508918,5.1707431075,5.883265422,BRCA
7.789307238,5.384232247,5.6884673112,4.771372469,4.703782956,10.79455209,5.273526379,7.892094081,4.894103816,5.0590023175,5.3386342155,Control
8.442550769,5.224591417,6.0827014726,4.850513484,5.352274105,6.0114515715,5.210049084,7.3969158535,4.66791382,5.536406371,5.272324469,BRCA
8.020912072,5.013139794,5.1624705018,4.854508448,5.250782787,13.31266958,4.661658909,7.85338144,5.964751666,4.9430597495,5.3360874045,BRCA
8.053302965,5.97637008,5.6395278026,5.091711732,5.011910695,8.503724095,4.946977895,7.903924232,5.287261033,5.405572051,5.104709621,BRCA
7.673046,5.582714993,5.337664602,5.20340796,4.977292804,6.912791493,5.091923254,7.842402382,4.805564985,5.055371676,5.6783286315,Control
7.8694722,5.637792259,5.291147926,5.113545539,5.602298936,10.133388387,4.79000478,7.871263686,4.966489589,5.057897256,5.341986333,Control
7.789437666,5.309259193,5.490384506,4.828595108,4.933113756,8.53871716,5.089171051,8.7480356005,4.764223297,5.3426754645,5.4488891775,BRCA
7.378037131,5.069757204,5.8127020372,4.461934912,5.586322838,11.72191125,4.952579644,7.711191308,4.917683858,5.4417573975,5.308063998,BRCA
8.28259169,5.561792943,5.2549399508,4.909306588,4.518505219,10.791425545,5.02526278,8.2752796725,5.123512303,5.352552435,5.3259828865,BRCA
8.153857416,5.414821571,5.6692553992,5.425938643,5.077041333,8.1667364795,4.99911072,8.16052831,4.979809576,5.364703665,5.2786936645,BRCA
8.602996767,5.127954352,6.0184162604,5.090018442,4.931459981,10.57128421,4.991874681,7.6317198585,5.346612346,5.453573065,5.2220729085,BRCA
8.47891229,5.394558084,6.0566946712,4.488522104,5.456322582,7.090354371,4.226628493,7.4997982675,4.800785121,5.5748439065,5.3910825315,BRCA
8.992655946,5.901899413,5.0576149536,4.904256777,4.586234078,8.2674938005,4.162385722,9.1710371135,5.279110251,5.1732281645,5.748064128,BRCA
