@relation data

@attribute id string
@attribute 114814 numeric
@attribute 3972 numeric
@attribute 7253 numeric
@attribute 7252 numeric
@attribute 2492 numeric
@attribute 3973 numeric
@attribute 1081 numeric
@attribute 2488 numeric
@attribute 2798 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2411,0.0735,-0.0763,-0.0159,-0.1366,-0.0698,-0.0122,-0.0698,-0.2478,Control
A02,0.2879,-0.1456,-0.1648,-5e-04,-0.1238,-0.0591,-0.0018,-0.0964,-0.2058,Control
A03,0.1664,-0.0383,-0.1633,-0.0455,-0.097,-0.0598,-7e-04,-0.0439,-0.1462,Control
A04,0.1682,0.09,-0.0986,-0.0651,-0.0949,-0.0763,0.0241,-0.1064,-0.1445,Control
A05,0.1518,0.0389,-0.0871,-0.0735,-0.1044,-0.0671,-0.0431,-0.0082,-0.1706,Control
A06,0.1632,0.162,-0.1122,-0.0149,-0.1262,-0.1112,0.0115,-0.1395,-0.231,Control
A07,0.279,0.0197,-0.1511,-0.08,-0.1044,-0.0338,0.0367,-0.0749,-0.122,Control
A08,0.1119,-0.0414,-0.0996,-0.0248,-0.1408,-0.0649,0.0086,-0.0738,-0.241,Control
A09,0.2509,0.0519,-0.1063,-0.0091,-0.0926,-0.0512,-0.0354,0.0146,-0.2038,Control
A10,0.2476,0.1856,-0.0944,0.0461,-0.1168,-0.0605,-0.064,-0.1028,-0.2015,Control
A11,0.0352,0.0111,-0.1241,-0.1752,-0.1718,-0.041,-0.034,-0.0545,-0.3022,Control
A12,0.1232,0.2631,-0.1753,0.0618,-0.0394,0.0608,0.204,0.0163,-0.213,Control
B01,0.1439,0.4556,-0.1058,0.1044,-0.0418,-0.0494,0.0679,0.0146,-0.2553,Control
B02,0.1809,0.1939,-0.0912,0.0584,-0.1192,-0.0587,0.0396,-0.067,-0.2589,Control
B03,0.1635,0.2142,-0.0991,0.0423,-0.082,-0.0725,0.0213,0.0167,-0.2684,BRCACancer
B04,0.0911,0.0708,-0.1161,0.0378,-0.1344,-0.123,0.0076,-0.05,-0.2007,BRCACancer
B05,0.0976,0.101,-0.1336,-0.0681,-0.0782,0.0039,0.1481,-0.092,-0.1924,BRCACancer
B06,0.1006,0.0431,-0.1047,0.0705,0.0502,0.0481,0.1348,0.0212,-0.2052,BRCACancer
B07,0.2122,-0.0317,-0.0984,0.0243,-0.0774,-0.0236,0.0259,0.0033,-0.1876,BRCACancer
B08,0.037,0.1509,-0.0869,-0.006,-0.1489,-0.0585,-0.0567,-0.0574,-0.188,Control
B09,0.0662,-0.1351,-0.0924,-0.0036,-0.106,-0.1123,0.0326,-0.0356,-0.2645,Control
B10,0.1383,-0.024,-0.1658,-0.0051,-0.1235,-0.1099,0.0918,0.0681,-0.1951,Control
B11,0.1657,-0.3447,-0.1338,0.0093,-0.1149,-0.0391,0.0452,0.0138,-0.223,Control
B12,-0.0031,-0.0247,-0.1069,-0.0837,-0.126,-0.0884,0.0843,-0.1967,-0.1127,Control
C01,0.1323,0.1178,-0.1205,-0.0424,-0.1199,-0.0504,-0.0458,-0.0675,-0.2563,BRCACancer
C02,0.2182,0.0517,-0.1045,-0.0305,-0.1221,-0.0031,0.0134,-0.1268,-0.1407,BRCACancer
C03,0.2398,0.0195,-0.1281,0.0389,-0.0902,-0.0481,-0.062,-0.0981,-0.1948,BRCACancer
C04,0.0107,0.0803,-0.0467,-0.092,-0.0988,-0.0031,0.0375,-0.0415,-0.2262,Control
C05,0.062,0.0676,-0.1075,-0.0132,-0.115,-0.0325,0.0672,-0.0238,-0.2251,BRCACancer
C06,0.1273,0.3297,-0.0822,-0.1307,-0.0828,-0.0443,0.1005,0.1027,-0.1964,Control
C07,0.0799,0.2193,-0.1358,0.0013,-0.0827,-0.017,0.041,0.0629,-0.1829,Control
C08,0.1839,0.192,-0.1343,0.0213,-0.0951,-0.1168,-0.0787,-0.0073,-0.2102,Control
C09,0.1305,-0.088,-0.1018,-0.1447,-0.1105,-0.1331,-1e-04,4e-04,-0.2003,Control
C10,0.2471,0.1366,-0.1007,0.0073,-0.086,-0.0421,-0.0107,-0.1793,-0.1262,BRCACancer
C11,0.1561,0.2803,-0.0855,-0.1323,-0.1337,-0.0828,0.0084,0.2256,-0.2117,Control
C12,0.055,0.2172,-0.0878,-0.1501,-0.1222,-0.0948,0.0831,-0.0364,-0.2699,BRCACancer
D01,0.1452,0.3679,-0.096,-0.0542,-0.0743,-0.0477,0.0285,0.0147,-0.2897,BRCACancer
D02,0.0693,0.0028,-0.0765,-0.019,-0.158,-0.1098,-0.0575,-0.005,-0.1803,BRCACancer
D03,0.129,0.1365,-0.1145,-0.0267,-0.0861,-0.0905,-0.0087,-0.0298,-0.171,BRCACancer
D04,-0.0038,0.0045,-0.129,0.0641,-0.1076,-0.0091,-0.0996,0.0888,-0.2976,BRCACancer
D05,0.1329,0.0594,-0.1683,0.0067,-0.092,-0.0249,0.06,-0.1052,-0.1522,BRCACancer
D06,0.0905,0.1482,-0.0851,0.0314,-0.1346,-0.0694,-0.0246,-0.1185,-0.2556,BRCACancer
D07,0.1326,0.1034,-0.06,-0.0525,-0.1077,-0.07,0.0411,-0.0213,-0.2041,Control
D08,0.1076,0.2214,-0.1121,0.1246,-0.0954,-0.0736,-0.0494,0.0295,-0.2502,Control
D09,0.2326,-0.0816,-0.1196,-0.0458,-0.1187,-0.1033,0.0949,-0.0493,-0.2839,Control
D10,0.0628,0.1803,-0.0928,0.0059,-0.1019,-0.0369,-0.0915,-0.0814,-0.2504,Control
D11,-0.0067,0.3654,-0.0873,-0.0867,-0.1314,-0.054,0.1506,0.1166,-0.424,Control
D12,-0.0019,0.213,-0.1202,-0.1318,-0.1108,-0.0686,-0.1469,0.1898,-0.2931,Control
