@relation data

@attribute id string
@attribute 10568 numeric
@attribute 113235 numeric
@attribute 115019 numeric
@attribute 1181 numeric
@attribute 1317 numeric
@attribute 140803 numeric
@attribute 1811 numeric
@attribute 23439 numeric
@attribute 2495 numeric
@attribute 261729 numeric
@attribute 26872 numeric
@attribute 30061 numeric
@attribute 3162 numeric
@attribute 3163 numeric
@attribute 4494 numeric
@attribute 4495 numeric
@attribute 4499 numeric
@attribute 4501 numeric
@attribute 475 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 4891 numeric
@attribute 490 numeric
@attribute 538 numeric
@attribute 54822 numeric
@attribute 55503 numeric
@attribute 55630 numeric
@attribute 65010 numeric
@attribute 6523 numeric
@attribute 6546 numeric
@attribute 6550 numeric
@attribute 6556 numeric
@attribute 7018 numeric
@attribute 7421 numeric
@attribute 7779 numeric
@attribute 795 numeric
@attribute 79901 numeric
@attribute 9843 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0511659221,0.2852673817,-0.0640034554,0.1676185337,1.0051923556,-0.0730019528,-0.1168178779,-0.0933970851,3.1328550280,0.5050490682,1.5355279855,-0.0603013432,0.0897420032,0.6804154515,1.7624369172,0.3772662721,0.8772044080,1.3811812922,2.5622304827,2.2648673058,-0.1590702881,-0.2148991669,-0.1119884823,1.4832964392,0.0227946625,1.1287912429,-0.0077039182,0.6267310447,1.2174170556,0.7848706969,0.6412313383,0.0269376871,1.5486305206,0.3747682654,0.4473815295,-0.0867696813,-0.1602892049,-0.1963070270,-0.0942405158,0.9691682384,0.9264050491,-0.1176181704,0.0309294852,0.9255994228,BRCA
GSM480985,1.4656885266,0.1411600781,-0.0950124515,0.0940141054,1.0581655285,-0.0557423952,-0.1253849338,-0.1104307367,3.4191643298,0.9878124991,0.7933911772,0.0788000799,0.0964770889,0.4735767315,2.1041742104,0.3171282934,0.9393384457,1.1073141880,2.2870185076,2.5335551764,-0.1184174512,-0.1431674888,-0.1025529623,1.7398017653,-0.0671608138,0.9820158452,-0.1013292367,0.8700025942,0.9769929258,0.8885198198,0.6254338305,-0.0229828709,0.8271569451,0.4138114353,1.3274019467,-0.0871612249,-0.1845016052,-0.1522088453,1.9292973661,0.8025399741,0.4388877021,-0.0442368657,1.0886810940,2.1578678556,BRCA
GSM480986,0.7017271304,0.1577038424,-0.0934472426,0.0909474754,1.3086507334,-0.0288228216,-0.1280462363,-0.1210289406,3.3080026506,0.4093395073,1.1245980857,0.1246010652,0.0546531417,0.8220222241,2.0644687047,0.5783971119,0.9799665858,1.8982022555,2.4499383270,2.3745350307,-0.1079960563,-0.1444038978,-0.0935146389,1.4289510340,-0.0786688100,0.8934022577,-0.0648860453,0.5860370012,1.0283157550,0.7513199291,0.4552028666,-0.0001193853,1.5545580275,0.3840700664,0.9506301231,-0.0634671660,-0.1892789451,-0.1315459704,0.4309349392,0.9812012459,0.9759945074,-0.0965718046,0.7659875926,2.1071592834,BRCA
GSM480987,-0.0662722812,0.0905459175,-0.0534080081,0.1355926662,1.8382891200,-0.1663287473,-0.1042843418,-0.1415792909,3.3092569112,0.9830876721,1.9848037735,0.0778787862,1.0815149792,0.6462318188,2.6073597441,1.0555830527,2.1366759142,2.6502460539,2.8878474833,1.8120981787,-0.0782750988,-0.1487252011,-0.0861090123,0.6760050888,-0.1038088068,0.4360398824,-0.0412466089,0.3783285297,1.4145185397,0.5963250776,0.5675483452,0.0065115992,0.6408092926,0.1647116029,0.0696773789,-0.0407146201,-0.1137941985,-0.1753705006,-0.0676418460,0.6954333819,1.2347890932,-0.1044179414,1.0817303602,0.7961891163,BRCA
GSM480988,0.0727988922,0.2491907587,0.0142619695,0.1620469782,1.3085886485,0.0014186021,-0.1279660785,-0.0575695326,3.3062348066,0.3277495570,0.9509419891,0.0747935964,0.0991779613,0.3893586593,1.2169982025,0.1152576780,0.5210532905,0.4132729290,1.7919895798,2.3178957767,-0.0954781781,-0.1062739395,-0.0750196000,1.4738425440,0.1134081166,0.4111864848,-0.0547835847,0.6966277208,0.9121624219,0.9376427527,0.4785085491,-0.0367318228,1.0588820426,0.2411871540,1.2572363405,-0.0884473948,-0.1372961024,-0.1559919835,1.0752660824,0.9802092826,0.7022115918,-0.1358311092,0.5948039366,1.8200827308,BRCA
GSM480989,1.1590363456,0.1915713283,0.0281415536,0.0280877324,1.2082399995,-0.1071322074,-0.1373004801,-0.0993353447,3.6045370697,0.0470889331,0.5076117637,0.0901263579,0.0948899390,0.8195585469,1.8041670872,0.5395059102,0.8093314525,1.1284496869,2.8113086819,2.5518428220,-0.1790295165,-0.0504583876,-0.1504288017,1.4644163237,0.1020590944,0.8620225001,-0.1235038396,0.7027902354,0.5699454208,0.5454253923,0.2035795168,-0.0087963424,1.7601112872,0.3856242418,1.9052394698,-0.1167953029,-0.1766876927,-0.2340251811,1.3874887459,0.9725884551,0.7113835743,-0.1073862991,0.3348122721,1.8820279837,BRCA
GSM480990,0.1879374217,0.1029244891,-0.0410909279,0.1026341696,0.8076355662,-0.1131958301,-0.1096235351,-0.1250745491,3.4969482421,0.2992235589,0.7961237189,-0.0952477289,0.1526305319,0.9366675108,1.9068407118,0.2752057107,0.8334565683,2.0536825954,3.2184250056,1.9397360151,-0.1304007474,-0.0614450391,-0.0933936812,1.0188081922,0.0413098776,0.9910837904,-0.0887196400,0.3744227562,0.7973921171,0.6304473133,0.3505934148,0.0178800896,1.5265121134,0.3443118854,0.4180539406,-0.0530061711,-0.1224463084,-0.1730533300,-0.0496320918,1.0555033975,0.8304764362,-0.1048672135,0.2266115351,0.7239387830,Control
GSM480991,1.4847953395,0.2049785954,-0.0829028349,0.1462201808,1.3474423952,-0.0186765427,-0.1177700411,-0.0797973198,3.5593869387,0.2445722560,0.8726170696,0.0649239825,0.1144288862,0.9520486174,1.8163262148,0.6158173161,0.7459920767,1.2990673333,2.6302807926,2.3992724284,-0.1155331679,-0.1010639354,-0.0352485606,1.6633671827,-0.0132385952,0.4793715525,-0.1295876506,0.6666735885,0.7440161903,0.8119208998,0.3195349322,0.0173148764,1.3613583091,0.4032981040,1.8907400334,-0.0799435011,-0.1319731279,-0.1535138113,0.2940229983,1.0025340829,1.0543375842,-0.0848539678,0.0804099330,2.3476367261,Control
GSM480992,0.5722879616,0.2349660733,-0.0842910519,0.1017894410,0.9263840750,-0.0928853885,-0.1193227331,-0.1653500808,3.6979402301,0.1910163840,0.6933645392,-0.0156715715,0.2745666388,0.8221824765,2.1980958856,0.6872128630,0.8254186540,2.0697591006,3.0312475264,2.3764450816,-0.1324462807,-0.1223864961,-0.0991364921,1.3366456528,0.1053096240,0.9254199237,-0.0327881900,0.2934190806,0.8007758152,0.6555204002,0.2699590791,0.0254956068,1.5833853521,0.4252370712,1.0365559381,-0.0820608756,-0.1365297174,-0.1389105353,-0.0241846685,1.1078650996,0.8849632144,-0.0903976385,0.0347921444,1.9429599444,Control
GSM480993,0.6277671476,0.2317982713,-0.1062657603,0.1653682476,1.3542920351,-0.0782362330,-0.0941834193,-0.1282280118,3.6103550195,0.3522045082,0.7657055296,0.0160465986,0.1801416792,0.8023892801,2.2739672799,0.4082236274,0.6972355982,1.6561057866,2.5582684875,2.4815238184,-0.0956217959,-0.1240317943,-0.0895808050,1.6005193650,-0.0763889235,1.1904826671,-0.0939905010,0.5786399736,0.7381941594,0.6164041019,0.3195981769,0.0990758624,1.5499228464,0.3110196846,1.2783369686,-0.0676561223,-0.0986883519,-0.1817137117,0.4392386464,1.0976286877,0.7767530878,-0.0439705860,0.3013702846,1.8749819994,Control
