@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1019 numeric
@attribute 10207 numeric
@attribute 10398 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11336 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 150084 numeric
@attribute 154810 numeric
@attribute 2017 numeric
@attribute 2035 numeric
@attribute 2036 numeric
@attribute 2037 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 22808 numeric
@attribute 22989 numeric
@attribute 23136 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 260425 numeric
@attribute 26285 numeric
@attribute 27134 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3059 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3993 numeric
@attribute 3996 numeric
@attribute 4301 numeric
@attribute 4619 numeric
@attribute 4620 numeric
@attribute 4621 numeric
@attribute 4622 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4626 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4629 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4893 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 50855 numeric
@attribute 51208 numeric
@attribute 51776 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5584 numeric
@attribute 55844 numeric
@attribute 55870 numeric
@attribute 5588 numeric
@attribute 5590 numeric
@attribute 56288 numeric
@attribute 5728 numeric
@attribute 57530 numeric
@attribute 57644 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5865 numeric
@attribute 60 numeric
@attribute 60412 numeric
@attribute 6237 numeric
@attribute 64398 numeric
@attribute 6709 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7525 numeric
@attribute 79784 numeric
@attribute 81 numeric
@attribute 8189 numeric
@attribute 83700 numeric
@attribute 84552 numeric
@attribute 84612 numeric
@attribute 8531 numeric
@attribute 8573 numeric
@attribute 87 numeric
@attribute 8735 numeric
@attribute 8777 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 9218 numeric
@attribute 9223 numeric
@attribute 92359 numeric
@attribute 93408 numeric
@attribute 93643 numeric
@attribute 9414 numeric
@attribute 9863 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.6314720287,0.2768709811,0.2969153779,0.4329149295,-0.0151344607,0.5129299371,0.5269904546,0.0574920065,1.7706486186,0.4128884136,1.1127546282,1.1499698796,2.6122123597,-0.0796619306,1.3338098931,0.0430910574,0.9433099893,-0.1723499223,0.6760650879,1.0969083535,0.5461215875,1.2538793809,0.4665690021,1.9397812022,0.1866127024,0.0906432201,-0.1247922166,-0.0275077496,-0.1124613259,-0.0170168009,0.1623685141,-0.0588314680,0.8171135168,0.9581370279,0.2980682768,1.6708331763,-0.0925974851,-0.0825104880,-0.0710025411,1.0380567778,0.4153290968,1.9894220193,0.5600250529,0.3857088773,0.3362823766,-0.0890942024,-0.2008724100,-0.0000492221,-0.0812830980,-0.0799273830,-0.0080635967,-0.1142700481,0.6054723690,0.7028468182,-0.0429488101,-0.1103945201,0.3339006490,1.3243965731,0.0024670343,0.9713189493,1.7773411274,0.1989185824,-0.0240158797,0.5402998515,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.8280982228,-0.1094415527,0.0769328680,0.1474579691,-0.1072664774,0.0410287807,-0.0355448809,-0.0825690696,0.2820006010,2.3320702909,0.3984676105,0.4319017764,-0.0425356007,0.1938641216,0.3152182770,0.2529164747,1.1795556223,-0.1436178116,0.0200346272,-0.1533301767,-0.0795878908,1.9831620881,0.1948039686,0.9069557834,0.8692562140,0.9525858890,-0.0230143287,0.6034259981,3.6226621756,-0.1032576506,0.7800528712,0.7512541385,0.8557089394,0.1861874490,0.0160659226,0.0649754829,0.1846362205,2.8507271409,0.7352063380,1.9086507757,-0.1509070154,0.2442850908,-0.1027024567,-0.1061069645,0.6189519864,2.6962009007,-0.1994480709,-0.0683266355,0.9160380667,-0.0483732750,0.9936319322,0.1907988206,0.3812468040,-0.0164755607,1.2432306369,0.5032541135,-0.0751800603,0.2693405723,BRCA
GSM480985,0.6712534413,1.1038011162,0.5228176718,1.2289843920,0.5741717123,-0.0513184398,0.7185206777,0.7342764941,0.2624109593,1.6812248330,0.1705754072,0.9595143553,1.0797404014,2.4052719473,-0.1027213873,1.3528159242,-0.0195940898,1.1109306672,-0.1727881329,0.3262031108,1.3267131607,0.5441792805,1.7248317022,0.5090062096,1.4054429928,0.2867683454,0.4666049124,-0.0619752903,-0.0701197292,-0.0871124358,-0.0203990307,0.1932336172,-0.1546119963,1.1812302761,0.9909502640,0.3047061024,1.2345138497,-0.1231202414,-0.0431672486,-0.1895119527,0.5481084954,0.4587173745,1.8852531751,0.3750026114,0.2982952699,0.3662796632,-0.0517854967,-0.1798788059,-0.0353870966,-0.1827784046,-0.1076430054,-0.0170549870,-0.0871745232,0.7874288579,0.6033202015,-0.0002440825,-0.1304085681,0.2557641288,0.8611773475,0.0254270337,1.6740460265,1.6938265978,0.0274051996,0.0031078936,0.3944308310,1.5972294421,0.2363182238,0.5275128255,0.4824771165,0.6375519826,-0.1311084704,0.0453235230,0.0900841358,-0.0931613796,0.0470336382,-0.0572575263,-0.0522140021,0.3528416984,2.3838671049,0.2506681306,0.5317686811,-0.0797153226,0.2697937472,0.3989806053,0.1930055995,1.2381722437,-0.0902838196,-0.0592413062,-0.1523001493,-0.0551940524,1.6668235234,0.2981271968,1.2491402654,0.9100086936,1.2506461444,-0.0673303304,0.4959358562,3.7874552336,-0.0090509724,0.8774375688,0.8070768496,0.7819419997,0.1483319940,0.0644608700,0.0301042461,0.2701469569,2.8611760736,0.7438902358,2.2563728540,-0.1074019175,0.7325987246,-0.1399921106,-0.0963063285,1.5059091382,3.3014034431,-0.2187516283,-0.0704605920,1.2613686594,0.0913711271,1.0529955276,0.2495425685,0.3800858586,-0.0011372490,0.9573458216,0.6090416684,-0.0611803525,0.2437138550,BRCA
GSM480986,0.3637514705,1.3781034724,0.2350897809,0.4599690320,0.5925924801,-0.0829284461,0.7924807618,0.4177501201,0.0552441317,1.7351717518,0.2640824781,1.1313685492,1.3173312434,2.5643588604,-0.0876056654,1.2520638189,0.0057316652,0.9477347201,-0.1235939222,0.6234528190,1.2222025654,0.4758010981,1.5900066203,0.5289660556,1.7577156492,0.2145363198,0.3991592421,-0.0792400271,-0.0636236358,-0.0660320081,-0.0219129330,0.1608369947,-0.1225341080,0.9353924373,1.1200479176,0.3719062484,1.4959124994,-0.1365387179,-0.0145604891,-0.0912023070,0.9493732134,0.4106089262,2.0062507787,0.3477875577,0.4093429772,0.3136572798,-0.1072657140,-0.1981905996,-0.1084409333,-0.1412312275,-0.0400383086,-0.0618809085,-0.1173422291,0.7197230915,0.7200583908,-0.0195645827,-0.0524439803,0.0931041796,1.3830056341,-0.0484648710,0.7859586161,2.0022597963,0.1593352445,-0.0460213097,0.5289732566,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.6806659546,-0.1152539310,0.0592372055,0.1559347632,-0.1167993353,0.1376239613,-0.0447582517,-0.0710934066,0.2104242527,2.2082570790,0.4443250835,0.4330361240,-0.0370660395,0.2226092509,0.2756254022,0.1655263530,1.0125297505,-0.1485887954,-0.0166168110,-0.1652055924,-0.1218585827,1.5463190164,0.1856705210,1.1826723013,0.8406049761,1.3520656727,-0.0464315283,0.4868997302,3.6462782948,-0.0810573978,0.7563692387,0.6448676464,0.5835656012,0.2192060461,-0.0074029568,0.2146770790,0.1595798945,3.0698750020,0.7675851189,2.0866372263,-0.1051007269,0.2777455725,-0.1202194508,-0.1493002576,0.6009663289,2.5117521420,-0.1308928371,-0.0833104959,1.0621557547,0.0171090096,0.9343516739,0.1284886854,0.4162387468,-0.0086052558,0.9433286078,0.5299071202,-0.0277721866,0.2337614380,BRCA
GSM480987,0.4741756265,2.0535945445,-0.0631076577,1.0110833760,0.4734868335,-0.0823137330,0.6294688749,-0.1502266019,-0.0489588074,-0.0900415049,1.0150489352,1.1919919963,1.3380208499,2.6639342307,-0.0951677346,0.8798748336,-0.0108929942,0.7213038760,-0.1982064601,0.6330480643,1.0027113283,0.2393806645,0.4980374474,0.4549072485,1.6769249506,0.2593453904,0.3757666764,-0.0605682397,1.0716661907,-0.1622992494,0.0549581140,0.0316219654,-0.0692456274,-0.1186018269,1.4479325302,0.3169702389,1.2553548241,-0.0598773921,-0.0285129980,0.1628338341,0.6616964770,0.2296363310,1.8972162525,-0.0371751972,0.2995577692,0.2183740184,-0.0940690527,-0.2217187274,-0.1152071481,-0.1237300355,-0.0036063342,-0.0529001826,-0.1521604307,0.5801111171,0.4762625232,-0.0211480159,-0.1087796988,0.3262296810,1.3380605279,-0.0745307706,1.2320871734,0.2590887595,-0.0532572559,-0.0651945644,0.6525622005,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.4434901190,-0.1264129629,0.0728529078,0.0835026311,-0.1432857454,-0.0638800151,-0.0255207615,-0.0616863377,0.0647225123,1.6939826542,0.2787342311,0.2370023949,-0.0565996444,0.0528404068,0.1251903196,0.0919696689,-0.0738223567,-0.1533679903,0.6440766586,-0.0741597050,0.0954053467,1.5882334240,0.1586039587,1.0603703884,0.3135821897,0.9907094884,-0.0569087189,0.3342415194,3.9579671080,-0.0564154077,0.6409627702,-0.0643232254,0.1960985186,0.1517049509,0.7099594830,0.1926902709,-0.0835599721,3.1216076315,0.4737956720,1.9076936618,-0.0257614737,0.4240644198,-0.1064028313,-0.1212047814,0.0895075921,0.3912027059,-0.1961606463,-0.0308629964,0.0752644180,-0.0538081663,0.8598961856,0.0206828676,-0.0723090966,0.0032414250,1.0053204769,0.1233750546,0.0531516962,0.2226472523,BRCA
GSM480988,0.3666419161,1.2271330877,0.2351368267,0.3045283796,0.2204826071,-0.0434393109,0.8558728032,0.3607583904,-0.0549435111,1.1728110809,0.2920180181,0.8136572200,1.1532205920,2.1271859109,-0.0668707719,1.1278576067,-0.0657405690,0.8318137222,-0.1958453946,0.6557260227,0.8052762550,0.4127454310,1.9428356040,0.5618511181,1.1675294143,0.1712146028,0.5099804928,-0.0415095001,-0.0731642240,-0.0363038128,0.0279797427,0.2142971678,-0.1409048050,1.5978111337,0.7840176249,0.1900400466,1.2965172852,-0.0767603731,-0.0413609089,-0.1584126674,0.4589619954,0.2562269165,1.6231118301,0.1509539017,0.3154296693,0.2851979729,-0.1203636777,-0.0468828168,0.0561751567,-0.1344755157,-0.1133182427,0.0386776189,-0.0947381156,0.6299032599,0.7929137182,-0.0497399413,-0.0551052652,0.1553012846,1.0662603861,-0.0409041132,0.6754580580,1.9027011719,0.1754091490,0.0060846907,0.3756089064,1.5759464525,0.3109120772,0.4110367248,0.6810503945,0.5630921404,-0.0409799413,0.0399752743,0.0817065693,-0.0806064152,0.1020999426,-0.0458214811,-0.0384889170,0.4535638011,2.1392073233,0.3432787602,0.3934464719,0.0736688121,0.2148309406,0.3105019539,0.1527773529,1.0112586181,-0.1426305688,0.0137649187,-0.1144527541,-0.0832665905,0.7069784941,0.1450216320,0.6718537006,0.7566840751,1.6180760887,-0.0468429086,0.3951769205,4.0240748362,-0.1191514552,0.6908179715,0.6945372537,0.6675415863,0.0093929637,-0.0029799404,0.0255864477,0.0645947851,3.1209393743,0.8625566642,1.9844101221,-0.1556345850,0.3209826415,-0.1170340794,-0.1168790694,1.1925035451,2.9809040228,-0.1141403450,-0.0466016669,0.9884170632,0.0085407338,0.9658274188,0.1357711958,0.3374296574,-0.0175715030,0.8968449383,0.5156396559,-0.0738825058,0.1930281139,BRCA
GSM480989,0.2517094096,1.7527057604,0.0725434316,0.8889694709,0.2322244334,0.0310693728,0.6866024683,1.0058885305,0.2020044652,2.4454563890,0.8166204245,1.0008007305,1.0863352214,3.0241998434,0.0186659424,1.0870941328,-0.0125926176,0.9154817797,-0.2322953261,0.4252944804,1.2786269750,0.3420446221,1.9400826520,0.4043470660,2.3074461223,0.2270790681,0.3840341014,-0.1703006907,-0.0648223635,-0.0309763127,-0.1284807392,0.0976497772,-0.0867649301,1.6801493555,0.4984121071,0.4542093934,0.9037719321,-0.0675425700,-0.1098221238,-0.2386126234,1.1103506463,0.2400973081,2.4842128198,0.5197922264,0.4561944136,0.2684092492,-0.1699073299,-0.2061685267,0.0032944754,-0.1655089631,-0.1018113998,-0.0927750191,-0.0498084232,0.8591087276,0.4037427439,-0.0121064893,-0.0488451482,0.0759782588,1.2916537300,-0.0267336389,1.0948092279,2.6137209191,0.3784832741,-0.0274175816,0.2077346589,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.4833833664,-0.1011753005,0.1921022146,0.0811992555,-0.1211765001,-0.0322800519,-0.0312786761,-0.1123442115,0.2907866117,1.8509808282,0.2071824134,0.2493041264,-0.0388321333,0.2627424325,0.1698386624,0.0676769989,1.1782186542,-0.2022518881,0.1639099412,-0.0985118964,-0.1428495020,2.0641681383,0.1244009644,1.6598733813,0.4496363700,1.2766650192,-0.0013073004,0.3290606150,4.1692070311,-0.0130096410,0.5851182255,1.0513680278,0.4191104986,0.0413913203,-0.0148933459,0.0993371152,0.0797704828,3.2310929446,0.7481222784,2.0251179983,-0.1674209115,0.1933545904,-0.0949734952,-0.1589803841,1.2022641268,2.4921964673,-0.1806637100,0.0677883270,0.6196880026,0.0370877476,0.8253953753,0.0000042915,0.7628437615,0.0515841471,0.9920481812,0.3982754930,-0.1074332888,0.2852107126,BRCA
GSM480990,0.3166647480,1.6684504000,0.0351214106,0.2422347792,0.3227437143,-0.0660100179,0.6917577964,0.3522281795,0.0238317825,1.9480334157,0.3318013596,1.0906922513,1.1213806719,3.2402946057,-0.0398207089,0.8238437675,-0.0171639838,0.8344820888,-0.0772583484,0.7791975934,1.1622392084,0.2947224538,1.2418024781,0.4745289880,2.3939645291,0.2749733657,0.1847088755,-0.1354561026,-0.0779196809,-0.1225349001,-0.1238608885,0.0636233938,-0.1225173859,0.8978439660,1.2059587278,0.6375199349,1.3057659769,-0.0802404377,0.0509526024,-0.1336939865,1.1067612915,0.3191353141,2.3151370526,0.1474402567,0.4449253556,0.2868320285,-0.1367089670,-0.2622290199,-0.1188414587,-0.1272573661,-0.0469172991,-0.0420242054,-0.1356995080,1.0478738931,0.5725622977,0.0250319629,-0.0724117002,0.2631287480,0.9421872181,0.0182006511,0.7012910847,2.0485996766,0.1663968669,-0.0720719992,0.5624162205,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.5190951805,-0.0898131300,0.1991758036,0.1371517299,-0.1211324487,0.0342884361,-0.0712438510,-0.0606057024,0.1646602380,2.0562682218,0.3392335310,0.2110740917,0.0608631610,0.1684538804,0.1310873326,0.1218786214,0.6554486901,-0.1431180876,0.0333015918,-0.1496168084,-0.0802241296,2.1704076527,0.1311129127,1.6624534299,0.4257278582,1.2300627898,0.0237829644,0.4179667185,4.4571284381,-0.0089044591,0.6584669696,0.5793148260,0.4373111957,0.1091000148,0.7254334432,0.5986122771,0.0025807855,3.4407710135,0.5625233528,2.5694656123,-0.0916228694,0.1949254024,-0.1425240105,-0.1736178855,0.9849450721,1.3871032067,-0.1303983054,-0.0045412671,0.7622464742,0.0953551888,0.8137192820,0.0121557327,0.3344569934,0.0041956005,1.0453938637,0.3751401998,-0.0869208431,0.1617002876,Control
GSM480991,0.2500861962,1.2661320120,0.1994362793,1.1277292678,0.4741094713,0.0034333845,0.8219750390,0.9799972104,0.1568808900,2.3234847387,0.9389027224,0.9955256260,1.0566347689,2.7661756575,-0.0628333489,1.2444188044,0.0007367029,0.9456861730,-0.1043424481,0.6453161704,1.3825492637,0.4535119211,1.6636432831,0.2808407640,1.8290236989,0.2449685031,0.3249304540,-0.0782408028,-0.0621688540,-0.1111295003,-0.0515776859,0.1122657120,-0.0353925389,1.6194862565,0.8869519606,0.4446749834,1.2026453590,-0.0783212237,-0.0039792229,-0.1473514253,0.9763167946,0.3643042232,2.0687043151,0.5499783687,0.4622971916,0.3089245566,-0.1215124116,-0.1827640004,-0.1072497739,-0.1997535928,-0.0978178179,-0.0738984782,-0.1175850616,0.9240376616,0.3752272930,-0.0248104563,-0.0667334538,0.2238825480,1.1985398679,-0.0987580774,1.2929585343,2.2291539835,0.2517039030,-0.0643866166,0.2982015196,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.5461958677,-0.0539851167,0.1473591978,0.0569693500,-0.0960165404,0.0229694380,-0.0437575242,-0.0531655469,0.2980924385,2.2735598817,0.4123026472,0.2265080937,-0.0388739597,0.3159714900,0.2417833404,0.1739077011,1.1484489786,-0.1733567975,0.1180277509,-0.0866331489,-0.1053011980,1.9666513886,0.1098209837,1.5513520110,0.6934893817,1.5558186108,-0.0323408361,0.4793805461,4.1061814696,-0.0576659664,0.6573056395,1.0225958146,0.5193989678,0.1145296804,0.0510189616,0.2195122784,0.2047381752,3.1840629576,0.7421998421,2.2730862697,-0.0615149774,0.1402192000,-0.1247259681,-0.1255262513,1.6695320208,2.8427255419,-0.1782377246,0.0363576253,0.9921294030,0.1179961617,0.7702296878,0.0972036150,0.6068483961,0.0233059949,0.9489716125,0.4723663080,-0.0741834423,0.2150321878,Control
GSM480992,0.2476967987,1.5023378805,0.1159416372,0.2078117866,0.3386019058,-0.0635908829,0.8223112441,0.6926356406,0.0885025715,2.6263523236,0.3532487679,1.0083798761,1.3963052741,3.3002764284,-0.0271722245,1.0113575603,0.0015844545,0.7282237562,-0.1148935921,0.9099559320,1.2528244930,0.3737644476,1.7252059661,0.4639304851,2.3328941266,0.3295684198,0.2248124980,-0.0641370980,-0.0520470294,-0.1734692978,-0.0995841408,0.1602952615,-0.0792383742,1.5514907151,0.8968451944,0.4867185676,1.0801601244,-0.0834993222,-0.0166973066,-0.1284844060,1.1827308424,0.2580534183,2.4234709023,0.4862139077,0.5436541611,0.3569695423,-0.1346437931,-0.2092774826,-0.1683742043,-0.0739903369,-0.0017476406,-0.0567157053,-0.0673399702,0.9937500046,0.6302910071,0.0062219746,-0.0772472831,0.3203203303,0.6252961718,-0.1631293948,0.5121208262,2.1542558598,0.3662272805,-0.0188918518,0.3096531946,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.6923516668,-0.0616241511,0.2228041516,0.1225340664,-0.1356904655,0.1067663197,-0.0563441113,-0.0742785615,0.2465945295,1.9387837317,0.1930754964,0.3099392224,-0.0755431891,0.2845109883,0.1502051424,0.1157030584,1.1802693886,-0.1594999342,0.1418912514,-0.0722379513,-0.1000728645,2.2779652900,0.0724472515,1.4353452269,0.4361682003,1.4653365954,0.0106290712,0.5257718921,4.3697378854,-0.0369503002,0.7759747594,1.1428444305,0.5446243411,0.1760885758,-0.0384351843,0.3079987412,0.1469262328,3.5928099452,0.8197743932,2.6207809300,-0.1172880377,0.0603217059,-0.0727681645,-0.1352880218,0.1692075819,2.1585274140,-0.1716710903,-0.0259502849,0.7065502705,0.0421305199,0.7548668065,0.0680234332,0.5010001584,0.0085893587,1.1191073243,0.4084597651,-0.0949166994,0.2135051408,Control
GSM480993,0.3786722400,1.6903067380,0.2312124060,0.5250836669,0.4329178705,-0.1291178515,0.9311951349,0.5968067498,0.2305033326,2.1207302874,0.5422982129,1.1333396416,1.2917188630,2.9209040999,-0.0705183992,1.0947239722,0.0116211618,0.8789024687,-0.0968969137,0.6961399590,1.1893692988,0.4285906271,1.6933351169,0.3764204848,1.9907199673,0.3003267815,0.5111597241,-0.1076071516,-0.0853311247,-0.0412175156,-0.0634746311,0.1430700254,-0.0536266352,1.2816769550,0.9020118648,0.4554820714,1.2183062536,-0.0930884073,0.0008752899,-0.1825984492,0.9945207685,0.2800151646,2.1975401044,0.3141596442,0.5017384793,0.2916397543,-0.2200379266,-0.1872362606,-0.1105510524,-0.1419409515,-0.1357503880,-0.0384670639,-0.1235077228,0.8153305236,0.7928329793,-0.0120349590,-0.1288237980,0.1499603418,1.2895348594,-0.0635382313,1.4853956729,2.0226346815,0.2880333906,-0.0856323575,0.3953303263,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.6579530155,-0.0954193931,0.0549426040,0.1051260916,-0.1144585606,0.0480869768,-0.0636180496,-0.1054423138,0.3172284394,2.1609640054,0.2754902696,0.2225961284,-0.0927636825,0.2830005955,0.2836307050,0.1433829642,0.9721029590,-0.1039657351,0.0264117020,-0.1137496081,-0.1101569708,1.8648449523,0.2115383882,1.3477740354,0.6825239716,1.3821796289,-0.0135325677,0.4565247414,3.9780380943,-0.0865624208,0.7262342881,0.9183471080,0.6452427769,0.1511549322,0.1850108376,0.2574249916,0.1719679692,3.2751896680,0.6654782322,2.3483436903,-0.1350093349,0.0684521235,-0.1020554529,-0.1202466939,0.5346886906,2.5802887544,-0.1878573310,0.0283705314,0.8749618310,0.1226217514,0.7981013824,0.1515562730,0.4384914874,0.0594515743,0.9780678956,0.4747022405,-0.0621500633,0.2080415856,Control
