@relation data

@attribute 116 numeric
@attribute 117 numeric
@attribute 2642 numeric
@attribute 2641 numeric
@attribute 2788 numeric
@attribute 2787 numeric
@attribute 2740 numeric
@attribute 59345 numeric
@attribute 9340 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 6343 numeric
@attribute 6344 numeric
@attribute 2785 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2695 numeric
@attribute 2792 numeric
@attribute 2696 numeric
@attribute 2793 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 10681 numeric
@attribute 2778 numeric
@attribute 2692 numeric
@attribute 2691 numeric
@attribute 2782 numeric
@attribute 7434 numeric
@attribute 7433 numeric
@attribute 51764 numeric
@attribute 7432 numeric
@attribute Class {Control,BRCA}

@data
6.732544377,5.023267828,5.023267828,5.006535067,8.735353884,8.440434347,5.651059765,7.4230773135,4.75276401,5.893611729,8.698011038,5.516024013,5.836309985,6.089906589,5.692518737,9.885094283,12.98372673,5.629364816,5.028139516,5.539477758,6.38362276,9.177283189,10.1038422,5.641987591,6.888464479,8.533866741,4.86535052567,5.276321016,13.02719506,7.190568257,10.44381412,5.232287804,6.929158006,Control
5.99820185,4.632736581,6.593544722,5.663779561,9.217703977,8.487841164,5.394043544,8.3643319965,4.881923051,6.113748025,8.720142595,5.853378958,5.726293954,5.932044187,5.195063332,8.481901451,12.07225833,5.301232095,5.682862067,5.157863534,6.120295558,7.381134364,9.681370693,5.277995204,7.24025073833,8.84345400733,5.55012419033,4.584732512,13.00956452,6.750074255,10.90932705,5.31868854,6.5731092635,BRCA
6.640176686,5.418452458,4.774274953,5.862458365,10.16381668,8.83146649,5.539167536,7.196995946,4.364995254,6.074361597,8.686203838,5.92077637,5.929560972,5.838328613,5.30807618,8.913937397,10.57663577,5.336114869,4.963487128,5.224205518,6.323194968,6.36768175,9.362086899,5.72110688,6.84021840933,9.29076107,4.68426129367,5.48205062,12.9979954,6.281193427,11.19856953,5.206732344,5.9170928285,BRCA
6.183293584,4.608266403,5.28559757,5.646026713,10.21758854,8.646667718,5.03343539,6.7231615275,5.264171629,5.455665247,9.066695429,5.504788206,5.967866753,6.209020126,5.693773551,6.563810693,9.832676886,5.341462114,5.29683478,5.446761787,6.198794315,4.851263383,7.986995525,5.842043069,6.610917172,8.629147321,4.99576198533,4.707928514,13.11510467,6.569935808,11.2641671,4.790526167,5.7632563765,Control
6.447005198,5.412113573,5.213747029,5.421401099,9.669660678,9.506942805,5.218210843,9.010303599,5.361953639,5.954086504,8.97289446,5.228252321,5.170937787,5.856743757,5.349976695,9.337042659,11.68740205,5.305251227,5.536217098,5.315340927,6.63172683,7.573687183,9.546605663,5.615159695,6.84786461333,9.35589447533,4.77573736233,5.55659131,12.87743566,6.100668251,10.97395222,4.850263431,5.540574562,BRCA
6.582334422,5.405661632,6.161087152,5.614718124,9.433805075,8.217135121,5.357033992,7.9243325035,4.895316255,6.143337929,8.838889641,5.268482349,5.840847932,5.840847932,6.086619917,9.258413586,11.15310882,4.357563839,5.717272857,5.206341637,6.186714102,8.547261958,11.06412655,5.093825554,6.695170111,9.078168623,5.15349024433,4.82223464,12.98372673,6.080237268,10.58888352,5.178725843,5.9152111805,BRCA
6.009555025,5.895672973,5.129706745,5.319230665,9.675551824,8.678425073,5.544509535,8.7523926965,4.765549899,5.821334729,7.985772397,5.66903474,5.757564188,5.520352508,5.86196234,6.875906358,10.10831572,5.242422681,5.442621133,5.575925867,7.026996771,6.049582442,9.132211242,5.486079796,7.252915346,8.46320594233,5.56439935567,4.688758955,12.64120964,8.260379892,11.2211885,4.959319531,5.076891434,BRCA
7.17689899,4.923875634,5.431465218,5.632130956,8.751335778,9.414337005,5.796890531,7.0132000305,5.052688948,6.338875075,8.510330132,5.967463325,5.256643908,6.409989636,5.380600673,10.49178825,12.76004735,5.368952732,5.865554662,4.559000855,6.403016818,8.11035427,10.18190731,5.42266296,6.439102376,8.875123686,4.96261588333,4.846005888,12.98945487,6.326973765,11.0280651,5.229406468,5.85198214,Control
6.496818333,4.991194438,5.484791683,5.894703343,9.919504381,8.843419494,5.469406774,7.2793614545,4.809043025,6.092128797,9.04011237,5.496742949,5.901054678,5.922323489,5.789736585,9.495266002,11.3442156,4.889243844,5.659076304,4.958159726,5.886008211,6.738839176,9.085353696,5.104977394,6.907508702,9.29028807333,5.53576535167,5.354744155,12.96993872,5.635327242,10.95483991,5.411944154,5.878580744,BRCA
6.040295886,5.300134022,5.238033268,5.308713308,9.681765982,8.872952717,5.163308771,7.9356885615,5.109790179,6.563963185,8.934008606,5.619861398,5.422747045,6.169980729,6.135253322,8.717951507,11.6604752,4.883390185,4.958159726,5.127025752,6.083910741,7.211063618,8.350852048,5.034976365,6.995387545,8.55731348,5.25756880567,5.303973626,13.02126635,6.187011156,11.13223641,4.607083101,5.5959234515,BRCA
