@relation data

@attribute 2811 numeric
@attribute 2812 numeric
@attribute 805 numeric
@attribute 440915 numeric
@attribute 1191 numeric
@attribute 801 numeric
@attribute 7450 numeric
@attribute 3082 numeric
@attribute 3827 numeric
@attribute 2335 numeric
@attribute 3479 numeric
@attribute 5478 numeric
@attribute 2815 numeric
@attribute 335 numeric
@attribute 2814 numeric
@attribute 948 numeric
@attribute 7060 numeric
@attribute 3674 numeric
@attribute 2244 numeric
@attribute 10487 numeric
@attribute 7018 numeric
@attribute 3920 numeric
@attribute 81 numeric
@attribute 2153 numeric
@attribute 87 numeric
@attribute 5265 numeric
@attribute 2157 numeric
@attribute 6647 numeric
@attribute 5175 numeric
@attribute 3690 numeric
@attribute 3309 numeric
@attribute 5552 numeric
@attribute 6403 numeric
@attribute 2 numeric
@attribute 7076 numeric
@attribute 2162 numeric
@attribute 5216 numeric
@attribute 2621 numeric
@attribute 9948 numeric
@attribute 967 numeric
@attribute 213 numeric
@attribute 7414 numeric
@attribute 2316 numeric
@attribute 928 numeric
@attribute 2266 numeric
@attribute 5660 numeric
@attribute 1950 numeric
@attribute 6678 numeric
@attribute 1072 numeric
@attribute 7042 numeric
@attribute 7040 numeric
@attribute 22927 numeric
@attribute 7422 numeric
@attribute 29106 numeric
@attribute 7277 numeric
@attribute 7424 numeric
@attribute 7423 numeric
@attribute 7273 numeric
@attribute 7044 numeric
@attribute 7043 numeric
@attribute 813 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 3273 numeric
@attribute 226 numeric
@attribute 7114 numeric
@attribute 5196 numeric
@attribute 5627 numeric
@attribute 5345 numeric
@attribute 2277 numeric
@attribute 5341 numeric
@attribute 5054 numeric
@attribute 2243 numeric
@attribute 27154 numeric
@attribute 5340 numeric
@attribute 351 numeric
@attribute 1675 numeric
@attribute 22915 numeric
@attribute 5473 numeric
@attribute 7059 numeric
@attribute 7094 numeric
@attribute 7058 numeric
@attribute 808 numeric
@attribute 710 numeric
@attribute 7057 numeric
@attribute 88 numeric
@attribute Class {Control,BRCA}

@data
7.021260744,10.13904003,13.59313376,8.7915113105,6.41288445733,13.11037161,14.70026172,5.47987952867,5.6227922,5.784851809,7.6246849295,7.340653781,5.319953181,5.287261033,5.415835761,12.2115918747,10.48083592,5.361953639,5.66197871,13.1958974,10.01526211,10.995710734,11.86027624,6.186565552,13.43392773,9.16759196225,6.7050653335,13.18229429,12.12241722,6.147515948,10.24263856,12.608109545,7.545024544,10.82735881,13.27273406,9.381565189,12.94594262,10.0911473073,11.075987731,9.57326901,7.7376573975,9.67691596567,6.434382719,9.276311202,5.61663289,13.93882125,6.141397664,13.31846094,12.5506675,6.78103548,5.682300273,9.3441422225,7.08564090233,5.309333758,7.482104333,9.443410392,8.8083963125,5.0992841828,8.774277353,9.289875449,11.11536902,6.70121473533,8.08474537867,4.9829665725,9.302910139,5.868397398,4.92268697,12.29448586,7.461113355,7.754822588,9.68874036,9.241179451,6.212296819,8.931979298,5.742552812,11.9658466467,14.5197155,9.350100012,5.291135005,7.42286607,10.9484368,12.52245777,12.33572539,9.6511123165,12.26985874,6.68951277,Control
7.493057094,10.26859496,13.5121695,8.4391701125,4.96554527533,12.75620088,14.48484431,5.02570987867,5.313618859,5.68055279233,6.947135646,6.648325671,5.44742319,4.752897783,5.726293954,9.47518757767,10.06394142,5.442455259,5.223664671,13.00770101,11.17866503,10.6655079378,12.21133327,6.175530214,13.88775422,6.431791214,5.870139424,13.0689563,11.52829551,5.52873637,10.68983665,11.17523045,6.458780312,10.62424969,13.34505663,8.110067113,12.79419988,9.8802505615,10.5082700645,10.08341986,9.7870700585,9.12675963167,7.041826475,9.124199601,5.08042485533,13.90343749,6.795134192,12.95342354,12.5801856,6.166218956,5.101199635,8.7323790885,7.023588809,5.6343294775,8.517473661,9.009213574,8.23353032775,5.2122251396,6.553211207,9.578863787,10.53277502,6.927342899,7.53677712533,4.855710284,9.05009466275,5.98658799,4.332418168,12.39041358,6.770634576,6.908275894,8.982680713,6.935404128,5.7937330178,9.620316579,5.013251478,11.649140144,13.57316849,10.5508817,5.580530872,7.995118605,10.35004996,12.34365079,12.47764072,9.1528763845,10.93386418,6.68426165,BRCA
7.306383297,11.01586123,13.47944813,8.53670588,5.108651622,12.13760287,13.62992806,5.56538002167,4.98710623,5.278519036,5.9026635435,7.649240232,5.093191733,5.161092822,5.816734888,8.73530426033,7.589503452,5.488973851,5.7185873855,13.23871974,12.10651723,10.9216150098,12.03758051,5.989656332,13.69550076,7.2128096715,6.17879070775,12.92133986,10.40487575,5.194176951,10.84558436,11.305295675,6.451215749,10.57075254,13.27753228,6.329935892,13.181245845,9.89024327825,10.8991775095,8.943482666,12.62697937,9.01275273233,6.436091549,9.494776162,5.12813079533,13.720332005,7.503172055,11.91053229,12.67483341,5.995434345,5.014814152,8.0942277495,6.75117246167,5.171608787,8.770202293,7.8667243,7.88874526025,5.4256925706,6.127019947,9.330514214,10.61443405,6.43184992733,7.226160153,4.788899957,9.2216218775,5.346612346,4.963487128,11.62074231,8.121431366,6.679659985,8.442778825,6.442492064,5.862260741,9.814991395,5.038053386,12.4078111433,11.8267889,9.211225868,5.76368461,7.538307535,10.20981921,10.98935922,12.54827894,8.8817688625,11.57272404,6.570846646,BRCA
8.094910493,11.07439256,13.35270561,7.331431765,5.49072637433,12.20536419,13.98232431,5.84045983967,5.494744603,5.20244744133,6.5710894325,6.934991518,4.419761481,5.62000808,6.139659422,9.66659547467,9.131690517,5.402254249,6.1111201375,12.90606669,11.9938814,10.6819980334,12.42457843,5.899786645,14.12961268,7.23264369425,5.7388006725,13.10574654,9.922525358,5.254944744,10.91800436,9.4080764045,6.015142517,10.69680263,12.89271362,6.303466265,12.7802358,9.496993845,9.8332563095,9.900180431,7.930471455,8.737483073,7.187354857,7.957045617,5.394216664,13.81457891,7.0134654,12.24301336,12.73346456,5.797150007,4.808914358,7.9823695485,6.94236106367,5.3990616185,8.99094148,7.365974887,8.17641032425,5.476820078,6.499372051,10.06419075,9.916141133,6.29958050633,7.314341457,5.3437208275,8.72951368675,5.011910695,5.229406468,11.6659178,7.929171289,7.242795702,8.97466634,5.66903474,6.142895466,9.632550476,5.307438771,10.201329695,13.13820464,7.031332126,5.273526379,8.938859983,10.43742988,9.335111797,12.76004735,8.821092343,10.57445661,7.162091995,Control
7.828646059,9.779383313,13.37889296,9.0812221355,5.17599415933,12.34682957,13.44200721,5.512426183,4.968564562,5.25964903267,7.739494752,7.31944887,4.902810721,5.368603583,4.948613986,10.9707605477,8.822746975,5.256266489,5.524787686,12.90606669,12.48900128,10.854324735,12.28676141,6.128979632,13.52549699,6.56527177375,6.43636971125,13.22219118,10.6953025,5.476714818,10.57466711,11.227463255,7.347712434,11.11355354,13.0689563,7.745457735,13.28927478,9.58722150125,11.0906255075,10.19459101,8.015173999,8.90807702667,6.618976867,10.35462712,5.16471474267,14.04593632,8.466587485,12.2610269,12.90048482,6.737352562,4.828848945,8.3261085705,6.83736035933,5.362200957,9.298601687,8.127879732,8.01692324775,5.1468628222,9.478214032,9.272076349,10.49325532,7.33859063467,7.39241541167,5.383970295,9.2267888725,5.984310929,4.238982945,11.67950002,9.382883972,7.521936293,8.94807598,5.826174259,6.0545063174,9.95192618,5.073618089,12.0988692,14.01689273,7.85975393,5.653784658,7.773437814,9.987545106,11.03947449,12.45248586,9.1025596075,11.52882293,6.308617188,BRCA
7.181502947,10.62776211,13.71343219,9.516562333,5.633468636,13.11510467,14.1393823,5.61398481133,4.846131289,5.707811796,7.375850429,7.950324238,5.040904755,5.202134845,6.222896914,11.069213795,9.753910816,5.950883181,5.8811445325,13.19318117,11.75296609,11.1940402242,11.86752597,6.249071368,13.39262134,6.681220647,6.644667242,12.40728377,11.90810746,6.672712173,10.9484368,12.089006185,7.45762943,11.29285667,12.7232493,8.459432771,12.77346919,10.6332608627,12.29660534,9.431320586,6.9824236295,9.82544504333,7.057101267,10.45267654,4.86237598533,14.42400432,7.455781587,13.95892379,12.64577331,7.238598499,5.321216715,8.8617404645,7.082736173,6.117844893,9.118098254,9.187897079,8.12685081175,5.1819487988,6.371476641,9.540317507,10.71465361,6.96108608367,7.26030069533,4.7758322615,9.674859359,5.313256056,4.590130156,12.26341894,6.332802462,6.599024363,10.95503978,10.25654518,6.1325254104,9.466331996,5.460260315,12.9202460033,13.80179072,10.21801255,5.287261033,7.73696186,10.55627639,11.93520936,12.66384721,8.9754783835,13.7210223,6.448203566,BRCA
8.021647846,11.04774441,13.29267684,8.22097641,5.02710905867,12.34260121,13.74350963,6.16552457967,4.846005888,6.4670477,10.349737175,6.757593772,5.349799819,5.472984221,5.751283781,7.52927220333,9.65525393,5.323740468,5.5239862235,12.46365343,10.47450477,10.5042276758,13.01183005,6.067010094,14.57543497,8.46798348825,6.11671554125,12.74140174,9.176011741,5.418536788,11.46239505,9.8763086185,6.452575359,11.54241539,14.53323483,6.78215011,12.884686225,9.06588790875,9.835243575,10.38312675,6.9516337875,9.11190392067,7.088102166,7.156920191,5.183358411,13.946033785,6.973327498,12.79544315,13.07861622,6.518854253,4.73770262,7.729550487,7.03127811267,5.6821554155,9.185154884,6.397508323,8.14953963675,5.5542104156,5.495384375,11.79415195,10.29860136,6.89649601933,6.684352383,4.643611098,8.4091391935,5.434554214,5.536217098,12.53522562,8.754838347,9.51243487,9.380017866,6.992431746,5.8629718688,8.80484987,5.572140279,10.4435345687,10.37947886,9.517335308,5.499615714,8.850844048,10.32302692,11.90965135,12.61750082,8.925445463,11.00370783,6.401567006,BRCA
7.069640749,10.44517037,13.44200721,9.098605101,5.82822961867,12.57155186,13.93643461,5.59968438933,5.110625549,6.11171869767,7.733044401,7.417897071,5.047681518,4.29432028,5.777032522,10.9210727577,10.38358581,5.388371455,6.0018505655,13.18602605,11.53806051,11.307513242,11.29220962,5.559423936,12.86342169,9.2092797475,6.62473679025,13.16916718,11.48554018,5.838328613,10.37973064,12.75138402,6.809675295,11.04352823,13.76528768,10.05209289,13.27590732,10.132048191,11.3830149185,9.743614735,10.79455209,9.380750741,6.218786615,10.57948592,5.73127573267,13.996914035,6.405231362,12.44819383,12.73346456,7.822174254,5.167931151,8.5162147995,6.954021827,5.166156209,8.216698727,9.548258938,8.4693634895,5.3362788624,6.465897452,10.56613044,11.20436651,6.60636141433,7.606488298,5.1902276305,9.4386490915,6.056264462,5.256643908,12.41967063,7.606499831,7.809930674,9.553303439,8.527067524,6.2905934128,9.313461916,5.725748823,12.6471257533,14.09890062,10.69375725,5.405321256,8.207967411,10.49035982,12.83574159,12.74796537,9.438031278,12.27296951,6.884418198,Control
7.272865647,10.84822018,13.70458133,8.895899988,5.26748927867,12.3148028,13.56248158,5.343803875,5.057570761,5.79816158467,7.2965384015,7.944069439,4.745656394,6.078850631,5.338434442,9.16133675633,8.896847871,5.151586144,5.5854962715,12.94317143,10.84615266,11.128678464,11.8267889,6.081356272,13.11510467,9.77334407725,6.382479944,13.41290062,10.8590069,5.40668228,10.57829275,11.37841035,6.575921614,11.15565329,13.03513077,6.669774874,13.49181197,9.487018861,11.059081295,9.730232835,6.0114515715,9.253283331,7.099140334,10.67791364,4.90385191767,13.802555555,7.872399588,12.01315176,12.83574159,6.303694572,5.46083367,8.1432574415,6.49244811067,5.856483602,9.111501597,8.37240925,8.011936497,5.2745188438,6.229881685,9.938499406,10.65628209,7.743697197,7.45408843267,4.837560517,9.2676526785,5.496742949,4.827579315,11.60505131,7.283368817,7.477558187,8.844094608,7.3361743,5.777716958,9.679375027,5.244897759,12.45525794,12.96419289,7.664751481,4.912184278,8.343475697,9.984080577,11.17704903,12.4865699,8.7430805635,11.58397843,6.341457111,BRCA
7.006413395,10.81808704,13.30755735,8.4593135075,5.69678580633,12.71572616,13.90066922,5.03988211767,4.753833848,5.37743589167,6.6155769395,7.103736613,4.948380372,5.630093262,5.159075364,10.719990343,9.960056657,5.384059522,5.882017596,13.04201932,12.31128435,10.699223781,12.45248586,6.274406692,13.75810714,8.0625973045,6.1460391455,13.43914135,10.25957296,5.411944154,10.76460648,10.639266675,6.894093582,10.83188538,12.90606669,7.817609069,13.018593535,9.451873703,10.3512147505,9.906853448,13.31266958,8.70731128767,6.678428044,9.961479042,5.373245961,13.823465045,6.79717879,12.8471739,12.64987931,6.274406692,5.062004299,8.8232581585,6.623727165,5.442174758,8.819932474,8.489648422,8.660208021,5.2421864282,5.542111953,9.642061229,10.56444989,6.83351091333,7.30480703767,5.0108773295,9.06991468275,5.616189503,4.977407298,11.24631027,7.058995914,6.40650744,8.809061578,6.246413431,5.834084272,9.577358544,5.336114869,10.9260496967,13.96600025,7.896591437,5.622938584,8.034690481,10.50808719,10.30479083,12.57561022,9.031066788,10.78761308,6.908516092,BRCA
