@relation data

@attribute 3002 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3458 numeric
@attribute 355 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 5551 numeric
@attribute 652614 numeric
@attribute 7124 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCA}

@data
7.102871006,13.37563667,13.44200721,7.1758807525,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,11.15733448,10.594465176,7.607850191,5.676529235,6.109057762,5.726430204,5.714184545,5.0072306655,5.421372531,8.621509826,6.597386379,4.636656248,7.168850407,5.619861398,8.519696323,6.411176756,4.757305356,6.79245448633,7.8256296225,5.703219255,Control
6.93387098,13.47671849,13.43914135,7.231893633,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,11.8267889,10.634747645,7.383490734,5.277995204,5.4568451785,5.368428976,6.1044474,4.7333277815,5.340579688,9.0225626735,6.147057976,5.272407006,7.806889715,6.633253641,7.177920594,5.313618859,5.244897759,6.92323968,7.1910294905,5.355449107,BRCA
5.829159022,13.104967985,13.62353635,5.6473148935,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,10.78908143,10.52874487,7.409287238,5.336114869,5.8381822935,5.465820435,6.144867877,5.313506773,5.7194123975,8.5481499285,6.608332915,5.379561399,7.415237106,5.59156816,8.414834386,6.037388399,4.516306872,6.76904778167,7.2054038215,6.511322251,BRCA
6.431711224,13.09890984,13.074006,6.083925915,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,10.75721104,10.303546001,7.738820392,5.464840793,5.9473627115,4.899672619,6.331145921,5.4457486575,5.472305765,8.7223001635,5.82808014,5.412113573,7.699192644,5.520195335,8.370459788,5.706538322,5.660003917,6.47797389533,6.308850296,6.235732444,Control
6.758893179,13.79174456,13.54172225,5.467187666,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,11.55095369,10.8504276905,8.192380514,5.115211455,6.4964374115,5.536217098,6.16425895,4.9685946665,5.0515537875,8.63491322,6.568568473,4.805822905,7.469827229,6.047784427,6.675961001,5.593959684,5.661216049,6.589569865,7.0635894335,6.303968491,BRCA
6.172733142,13.645184875,14.1577113,7.3842858505,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,11.36882578,10.5095484925,7.716066843,5.298302041,6.60785894,5.032554093,5.609260937,4.916242232,5.1215765945,8.5984358945,6.123713395,4.790265497,7.152236984,5.541879718,6.320264091,6.062214149,5.443615974,7.12296279167,7.223262653,5.453691444,BRCA
6.853313064,12.91617066,12.24154982,6.46426733,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,10.42231215,9.4125106255,7.509777231,5.213941395,5.6801733885,4.759703782,5.032113243,5.173542303,5.2625027255,9.1479749325,5.850631456,5.328236218,7.574141491,5.564234295,6.423120638,6.314112464,4.932168974,7.111896621,6.3213830765,5.665201768,BRCA
6.796724685,13.284951405,12.95796723,6.750056149,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,11.15889068,10.2140968565,7.405718266,5.989996857,6.0495207925,4.823508981,5.582112807,5.2313828535,5.5434679,8.2346108605,7.117464214,5.256643908,6.635867278,5.66903474,6.14308278,5.651777341,5.212093857,6.889955486,7.3111102725,6.597423627,Control
6.011904408,14.251632585,13.95556321,7.621467235,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,11.03869289,11.184447875,8.100269585,5.178725843,6.337979385,5.307438771,6.069858551,4.865162184,5.272333773,8.326192676,7.818711782,4.809043025,6.731764076,5.503993644,8.252974189,5.802975918,5.028581582,6.54146572467,7.191795379,5.849756153,BRCA
7.254464427,13.036925645,13.03258307,6.198324399,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,11.09785784,10.267808214,7.731830036,5.114586962,5.7598219305,5.044406414,5.434637608,5.2729194505,5.5195452685,8.946522269,5.69321599,4.314057196,7.678267594,5.689586587,6.105390642,5.909779853,5.287630431,6.567837574,7.028214693,6.052030675,BRCA
6.887163104,13.99568036,13.6548665,5.754910936,12.33906368,12.16828986,9.699746436,7.711014946,12.91282298,7.910644417,10.84714372,5.515077886,9.158313751,13.336444535,12.12065594,10.83822324,9.558860226,5.387510099,11.53735445,11.205721865,8.703506626,5.77657203,6.208641296,4.879474508,6.110410879,5.4767379555,5.2954882695,8.8805531315,6.371476641,5.211023147,7.593430574,5.561334729,6.992205122,6.661853347,4.893133131,6.75804793267,7.398515374,6.586994086,BRCA
7.184357478,13.610250215,13.39262134,6.535043833,12.30321003,12.69228318,9.822443813,7.953456048,13.49077697,8.695855636,11.67143283,5.447257868,5.420222366,14.133262905,12.13760287,11.43314739,9.3921496365,5.257964097,11.44807772,10.73582642,7.538152306,4.921497326,6.375481896,5.572595075,5.613687265,4.9594614325,5.236038782,8.629169544,6.861865828,5.622060057,7.310797082,6.122160836,7.871691396,6.267072826,5.360022921,6.84553593567,7.2307473315,5.575699011,Control
8.137709878,13.593208165,13.283571,6.6861140425,12.51214052,12.18670552,9.650073918,7.021260744,13.12486126,8.086509293,11.58870072,5.279110251,5.457225929,13.717874695,11.35464901,10.4353997,8.7147983615,5.431465218,11.66558698,10.74351715,7.447581521,5.303243061,5.903314583,5.006310647,5.647898183,5.0479553105,5.753817663,8.100279525,6.342079669,4.997530935,7.902708426,5.748871259,6.162699096,5.612950486,5.04046645,7.14763895667,7.3267732685,5.411605257,Control
6.439544705,13.781224835,13.80179072,6.2035328415,12.74633592,12.32890637,9.942749483,8.077191083,13.36098494,8.864968521,12.06323168,5.333791561,10.3670273,13.99859808,5.168332398,7.780213504,10.631558985,5.431298057,10.55803347,10.57214363,6.59529898,5.196047562,5.6600815695,5.431298057,5.601853411,5.1469376925,5.61349928,8.0593538555,6.424674922,4.693784032,7.698810782,5.6227922,5.841225451,5.532169853,5.669814283,6.662767793,7.630971039,6.274546467,BRCA
7.655961991,13.433996985,13.41082367,7.2166018795,12.46516723,11.98345514,8.978768455,7.638474153,12.89109452,7.920890416,11.34473713,5.297201735,8.485971282,13.808752855,10.46950983,9.120018232,8.9144644015,12.3181333,11.61592857,9.6677951655,6.58736921,4.702259784,6.0033585645,4.811228613,5.964982644,5.1417521165,5.322639635,8.1004276705,7.469094598,4.481826553,8.417157497,5.342706958,5.923868951,6.086301455,5.697531457,6.85914032533,6.968230665,5.045935721,BRCA
6.506966537,13.626376885,13.46017433,6.319377687,12.2754728,11.75625619,9.262635828,8.117164017,13.08056861,8.101399429,11.41646783,5.555211263,8.63870843,13.981464,10.19314989,8.861467793,8.7313364485,12.4899797,11.34927862,9.762271957,6.562170383,5.131765663,5.5939594105,5.043313058,6.072969298,4.942154083,5.594179114,8.34204317,7.799671995,4.735808811,7.473910928,5.38906017,7.264445239,5.476714818,5.166124157,6.84955114467,7.8925894395,5.923274739,BRCA
6.115985842,13.695659585,13.10298289,7.0230501225,12.43084983,11.64347756,9.503239959,7.258898404,13.05207472,8.205061485,11.61752958,6.078210195,9.87752231,14.06575512,4.91887665,9.566249648,9.449604418,5.472171943,10.77710346,9.657060849,6.385953509,4.923400286,5.620415832,5.659504507,5.974650478,4.8414910265,5.4511408555,7.8964651425,6.888746673,5.179920282,7.379705698,5.428620839,6.665268844,5.331822758,5.515077886,6.57582786867,7.583313165,6.163806263,BRCA
6.309026649,13.715587005,13.27502674,6.2427986585,12.23093318,11.65676462,9.574726497,8.263599169,13.41513704,8.03068248,11.60575973,5.57834344,8.920911903,13.712322535,5.394901009,7.643335147,10.225497431,6.025976276,10.81469083,9.7727897885,6.545586666,5.568952692,5.7709950315,5.575169544,5.963191597,5.141070657,5.254707192,7.6852114755,7.360761781,4.96464266,7.572133883,5.264359319,7.183985468,6.282074289,4.886563865,6.60524252167,7.3956632475,6.951608556,BRCA
6.935197837,13.47010462,13.2860567,7.3145037215,12.13138765,11.71129928,10.12959893,8.503548623,13.40512953,8.137965979,11.84476863,5.238988625,5.599177363,14.275570095,11.24502395,7.749066799,8.854760398,13.57316849,10.52858624,9.5570803765,6.783656769,5.682019293,5.7781471465,5.412113573,6.180213143,4.993426328,5.518342789,7.728983218,6.876182709,5.246228736,7.538152306,5.732955137,6.778573689,5.672857555,5.232287804,6.749496831,7.433039697,5.827572151,BRCA
