@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5435 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 5440 numeric
@attribute 5887 numeric
@attribute 6117 numeric
@attribute 10714 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 5441 numeric
@attribute 2067 numeric
@attribute 5981 numeric
@attribute 5983 numeric
@attribute 5982 numeric
@attribute 7508 numeric
@attribute 7507 numeric
@attribute 56949 numeric
@attribute 4331 numeric
@attribute 2072 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 2073 numeric
@attribute 57804 numeric
@attribute 2068 numeric
@attribute 1643 numeric
@attribute 5111 numeric
@attribute 1642 numeric
@attribute 5427 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 3978 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 1161 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,12.07353083,11.03306523,7.484019523,8.8069355085,7.105454747,6.365977347,9.849237412,10.83471386,7.2083497295,10.66108355,11.61752958,9.950818724,9.188663982,8.7287213215,6.65416022267,6.4996565905,11.01901053,6.002877587,10.22941402,6.69676284,6.3552688025,10.0776573,6.023427942,10.8503707,8.824450546,8.220113618,6.645049976,7.30666968733,9.28863507075,7.168850407,7.558728975,12.66507944,7.905163024,5.474931823,6.107234293,9.361681261,8.306085763,7.69516215867,9.502643438,11.4871292,9.588630847,9.734545643,5.98923741275,10.43957668,8.45525079,8.439499644,Control
11.20928598,11.03103278,12.14356347,11.31379869,6.750074255,8.3511951665,7.5130075585,6.504704302,9.747668991,10.800436875,7.3078710955,10.48441034,11.88379655,8.536044277,8.87572558875,8.46553658,6.803627506,6.4959528655,11.56978693,6.374174967,11.47305897,7.086882265,6.408355982,10.50841903,5.469081112,11.24175993,8.865378449,8.497094498,6.494940064,7.18042006333,9.382637282,7.041826475,7.88603356,12.99332148,7.56639873,5.210049084,6.586162299,9.155780297,9.214775128,7.36046158267,9.076489033,11.94573106,9.975440003,9.498501844,5.671599723,9.94572954,7.832012647,8.965352223,BRCA
11.27344029,11.02625388,12.38193096,11.43055462,6.90941648,9.396101263,7.613135391,6.401780305,9.348673457,11.330452225,7.33191487,10.72737618,12.02968073,8.618450775,9.4100312975,8.908217113,7.26523884267,7.0004963375,11.5269639,5.770175754,11.36143133,6.839081327,6.4049587985,10.71269919,5.7913656,11.18453773,8.72987657,8.892012333,6.857020303,7.63223048933,9.370427593,8.010949209,8.575114814,13.23568448,8.099283532,5.664561948,6.582656103,9.394656215,9.862320087,7.362647587,9.480992671,11.65775177,9.936402792,9.55547611,5.76207503975,10.27514127,7.667131787,8.580466923,BRCA
11.08706186,11.73846187,12.34948589,11.62261253,7.827852559,8.859174667,7.7690752125,6.648325671,9.261261134,11.057611095,6.472480484,10.83441597,12.38193096,8.674016666,9.282287986,8.594608411,6.47039307033,6.4544177505,11.43596985,5.171138007,12.36769602,7.265055029,5.8412655795,10.43052602,6.424087011,10.98412667,9.24062507,8.85164062,6.866076894,6.55166353833,9.1882839575,7.627900667,9.123553123,13.52549699,8.251862414,6.002540089,6.970019164,9.99050151,9.825110289,6.74089657333,8.607368346,11.94385185,9.42569906,9.5760667495,5.44909299075,10.44466839,7.517316273,7.704562712,Control
11.3442156,10.79386361,12.13760287,11.5269639,6.693630261,8.74540583,7.403741513,6.908516092,10.17351822,10.93374845,7.2216641085,10.45090222,11.96009799,7.919118257,9.282575993,8.8095545205,7.072920173,7.0312218105,11.57537865,6.117700885,11.45168263,6.867961695,6.0308847905,9.889641277,5.607338636,11.05169516,8.91062109,8.312657375,6.134329409,7.35432909133,9.2360283925,7.098298285,7.821010387,12.73729283,7.31664612,5.206341637,7.045217151,9.627078354,8.767556421,7.74437634867,9.566592153,11.82274022,9.787507202,9.5036457565,5.729943951,9.47543003,8.195898639,8.732388881,BRCA
10.31037169,9.875964751,10.92233559,9.599160216,6.361510132,9.358156732,7.0064152045,5.738505243,10.45470056,11.641461875,7.523174648,9.132050545,11.54965727,7.686957644,8.85686059575,8.81729114,7.68158217733,7.138537016,11.88081762,6.020708453,10.44344636,6.499332184,6.4132325025,10.75975321,6.249071368,10.9376315,7.992656742,8.645353223,6.41193939,7.408697217,9.695129357,7.395150919,8.467973436,12.65702034,8.336909437,5.527329405,6.922969386,9.01498366,9.430484502,8.590482648,10.07813116,11.63953303,10.20626383,9.9366689445,6.00430999675,9.72642302,8.0884774495,8.769772669,BRCA
10.67974863,11.62683849,12.15346979,11.33246195,6.933398915,7.4871109445,7.0904318015,6.973327498,9.250826081,10.3458464955,6.6588492955,10.38702135,12.52245777,8.661565351,8.88063195375,7.738491062,6.54805513767,6.220650197,11.49170796,5.751283781,13.06629278,5.895672973,6.5872881545,10.0173308,5.455665247,10.97255645,9.121676695,8.838495753,5.460260315,6.44602920733,9.70044005225,6.452575359,8.346005182,13.63244094,7.690279365,6.082580853,6.719438847,9.547121611,8.95908991,7.92873725133,7.728874776,11.94707994,8.931979298,9.310331427,5.31781740375,9.822443813,7.0980443305,8.357575234,BRCA
11.18055585,11.02111204,12.42339047,11.33541843,5.975453214,9.1247667975,7.5927585855,7.098982487,8.938213094,11.06229666,7.325273656,10.88785292,11.90810746,8.961436038,9.45367708375,8.303306849,6.93605146533,6.9810465865,11.16600002,5.551370856,10.3940878,6.573196985,6.169888467,10.17798975,6.616552979,10.549732,9.20124246,7.900747773,6.299625309,8.02092389867,9.079293666,6.995289824,7.539955806,12.59766508,7.956610113,5.520745364,6.479895483,9.825825817,9.111501597,8.33785800367,9.579754867,11.36417449,9.659501442,9.9425822725,6.4364185585,9.751904322,8.2150115435,8.78938784,Control
11.62550351,11.34089896,12.19349773,11.31701417,6.260971855,9.70168359,7.7796863265,6.517673816,9.561608303,11.49735519,7.244781381,10.77226531,11.92126273,8.771812245,9.7162674425,8.9257842175,7.65912161233,7.2222320135,11.07481734,5.835425946,10.65887222,7.327824597,6.350290065,10.24019539,5.982201443,10.99419451,8.811664588,8.755431019,6.653207393,7.82590120133,9.197656891,7.782983675,8.608200408,13.17297049,8.048106907,5.082799703,7.1126508515,10.15470456,9.394248914,7.93997874133,9.777995431,11.48468963,9.969027107,9.5458512545,6.10800944,9.751444107,8.2231503775,8.620110863,BRCA
11.31223081,11.14633337,12.31595909,11.64258438,6.154418781,8.509561114,7.4371940695,6.645878602,9.377612436,10.656153568,7.099785483,10.47860813,12.52742331,9.146391192,9.004615212,8.7210455935,6.42676862133,6.8236640905,11.62135377,5.846751073,11.44205205,6.996504912,6.2036937575,10.10676612,5.442621133,11.17080781,9.25541878,8.379801934,7.181105347,7.315615812,9.154795135,6.840718531,8.45693048,12.92825655,7.391761545,5.287630431,7.07342704,9.154553037,9.143141549,7.448378636,8.832954179,12.0199261,9.532570767,9.4451757265,5.652080806,10.12301596,8.1149854775,8.305344864,BRCA
