@relation data

@attribute id string
@attribute 1020 numeric
@attribute 10371 numeric
@attribute 10570 numeric
@attribute 1400 numeric
@attribute 1808 numeric
@attribute 1809 numeric
@attribute 2242 numeric
@attribute 2534 numeric
@attribute 2932 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 55558 numeric
@attribute 56896 numeric
@attribute 8829 numeric
@attribute 8851 numeric
@attribute 91584 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2358186120,-0.0380599454,-0.0725784349,-0.0135238876,1.4082182420,0.0375545068,-0.1007230258,-0.0119043016,1.2060972602,0.6036850862,-0.0145549048,0.0539899325,-0.1343939601,0.0749716201,0.2938635393,-0.0866579753,BRCA
GSM480985,0.2468691167,-0.0164963959,-0.0352639184,-0.0354361336,1.6160694801,0.1450361600,-0.0462862588,0.0315317513,0.8787267861,0.4199118129,-0.0731537505,0.0702674328,-0.1780149506,0.0225656420,0.0583396936,-0.0762782211,BRCA
GSM480986,0.4068633393,-0.0524168771,-0.0074951461,-0.0130479606,1.4754170368,0.1218463703,-0.0927910407,0.0265829566,1.3099040800,0.6475244149,0.0065424755,0.0597239584,-0.1519558381,0.0546909084,0.2624568431,-0.0698736805,BRCA
GSM480987,0.1170820677,-0.1128140558,0.6499851665,0.0245200613,1.5738688387,0.3470697148,-0.0717900882,0.6367091207,1.1273281686,0.6206423380,0.0987792814,0.0067777652,-0.1376569498,0.3437698573,0.1755684758,-0.0449629097,BRCA
GSM480988,0.0976537560,-0.0615038776,0.0106158772,0.0073076760,1.6144806998,0.0272406390,-0.1479131978,-0.0273392516,1.5309302174,0.6412986221,-0.0278619124,0.0771782055,-0.0857871084,-0.0292331753,0.0890686572,-0.0864929846,BRCA
GSM480989,0.5341739923,-0.1359274458,-0.0448942811,-0.0140524072,1.5850449884,0.0930148059,-0.1828133873,-0.0600568494,1.3318944331,0.5250731271,-0.0386486631,0.0711280443,-0.1080605324,-0.0544582841,0.1635457416,-0.0113784422,BRCA
GSM480990,0.3835640923,-0.0924397538,0.0942474023,0.0457489076,1.6254735086,0.2069082336,-0.1501012322,0.2139598701,1.3889006043,0.8129826577,0.1130000483,-0.0115719779,-0.0717137678,0.1747390068,0.3299616234,-0.0525901028,Control
GSM480991,0.4622921833,-0.0021874508,0.3621212323,-0.0651909915,1.4481090342,0.0997445141,-0.1864134322,0.0233230338,1.2929992116,0.7585464375,-0.0188882129,0.0778013507,-0.1246680651,0.0701053542,0.2467182452,-0.0610292743,Control
GSM480992,0.5325466043,-0.1197728904,-0.0137176411,-0.0303934546,1.5704875454,0.1576391399,-0.1614125238,0.0886958316,1.5241501815,0.8813837547,0.0251684229,0.1510299486,-0.1208613742,0.0710969103,0.3799952923,-0.0264164948,Control
GSM480993,0.3221832017,-0.0839912122,0.1524505599,-0.0715869789,1.5810912282,0.1757033125,-0.1289446918,0.0776393937,1.3381779529,0.7086470452,-0.0035190753,0.1036309079,-0.1048696181,0.0260177059,0.2608289001,-0.0515897514,Control
GSM480994,0.2986508013,-0.0930886088,0.0173134312,-0.0288835728,1.7646099116,-0.0016043902,-0.1490985560,-0.0747274989,1.2446289214,0.5801586830,-0.0554694731,0.1178072872,-0.1283675379,-0.0262240056,0.0875530977,-0.0651184655,Control
GSM480995,0.3755203387,-0.0951462743,0.3840417156,0.0466659076,1.3432139754,0.2770725793,-0.1508293008,0.4452200565,1.3662336024,0.8000583203,0.0689464070,0.1298425151,-0.1624913426,0.1206996390,0.6578836445,-0.0443607197,Control
GSM480996,0.4897384940,-0.0458385316,0.0362445129,0.0097263336,1.5012631593,0.1870587470,-0.1096266087,0.3453775692,1.6376859546,0.9369080889,0.1560929102,0.0016139546,-0.1044934405,0.0653467107,0.6185242427,-0.0283576665,BRCA
GSM480997,0.5262219813,0.0087957419,0.8737351429,0.0442271115,1.6682230308,1.2461935773,0.0523262452,0.5756428409,1.0733819690,0.7443714483,-0.0453125395,0.0644364888,-0.0751830148,0.2190895576,0.1054338109,0.0039806293,BRCA
GSM480998,0.4068094317,-0.0715865060,0.4235884484,-0.0795184729,1.5869919578,0.2311987655,-0.1834547857,-0.0005463961,1.0945290307,0.5975561515,-0.0318786188,0.0476831375,-0.0479450772,0.1171886389,0.1830734061,-0.0185457144,BRCA
GSM480999,0.4321432363,-0.0270514781,-0.0332688356,-0.0323369516,1.5462536209,-0.0038058143,-0.1076350982,0.0363506132,1.1653389801,0.6586046687,-0.0453279387,0.0799814731,-0.1285931774,0.0867761373,0.1383686869,-0.0537674211,BRCA
GSM481000,0.4189672770,-0.0039375791,0.0358287114,-0.1127443834,1.4428379410,-0.0785471082,-0.1152256997,-0.0241411641,0.8716601953,0.6476457392,-0.0556182229,0.1835064703,-0.1291319421,0.0031727457,0.1814580774,-0.0675274539,BRCA
GSM481001,-0.0274410993,-0.0422023948,0.4863345261,-0.0148850878,1.6240115769,0.1943528600,-0.1569203389,0.5395288854,1.1252767369,0.6921254440,0.1013904517,0.0439484241,-0.0933035001,-0.0033536326,0.5872523899,0.0104723162,BRCA
