@relation data

@attribute id string
@attribute 10203 numeric
@attribute 10266 numeric
@attribute 10267 numeric
@attribute 10268 numeric
@attribute 10681 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1081 numeric
@attribute 10846 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 113091 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116 numeric
@attribute 117 numeric
@attribute 117579 numeric
@attribute 122042 numeric
@attribute 133 numeric
@attribute 134860 numeric
@attribute 134864 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 1392 numeric
@attribute 1394 numeric
@attribute 1395 numeric
@attribute 151306 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 1812 numeric
@attribute 1816 numeric
@attribute 196883 numeric
@attribute 2488 numeric
@attribute 2492 numeric
@attribute 2641 numeric
@attribute 2642 numeric
@attribute 2691 numeric
@attribute 2692 numeric
@attribute 2695 numeric
@attribute 2696 numeric
@attribute 27115 numeric
@attribute 2740 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2778 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2788 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 319100 numeric
@attribute 3274 numeric
@attribute 3360 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3375 numeric
@attribute 3640 numeric
@attribute 387129 numeric
@attribute 3972 numeric
@attribute 3973 numeric
@attribute 4157 numeric
@attribute 4158 numeric
@attribute 4159 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 5032 numeric
@attribute 50940 numeric
@attribute 5136 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5150 numeric
@attribute 5151 numeric
@attribute 5153 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 5443 numeric
@attribute 551 numeric
@attribute 554 numeric
@attribute 55811 numeric
@attribute 55970 numeric
@attribute 5729 numeric
@attribute 5732 numeric
@attribute 5734 numeric
@attribute 5739 numeric
@attribute 5741 numeric
@attribute 5744 numeric
@attribute 5745 numeric
@attribute 5746 numeric
@attribute 59345 numeric
@attribute 59350 numeric
@attribute 6019 numeric
@attribute 6343 numeric
@attribute 6344 numeric
@attribute 7252 numeric
@attribute 7253 numeric
@attribute 7432 numeric
@attribute 7433 numeric
@attribute 7434 numeric
@attribute 796 numeric
@attribute 797 numeric
@attribute 799 numeric
@attribute 79924 numeric
@attribute 83551 numeric
@attribute 8622 numeric
@attribute 9038 numeric
@attribute 9287 numeric
@attribute 9340 numeric
@attribute 94235 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,8.742226161,8.925557862,6.2950853,10.083847385,6.888464479,8.2081635635,7.149597572,6.069052954,5.069331698,12.63069834,6.614529956,10.327292123,7.377212971,5.386389566,5.645450388,8.748277668,6.732544377,5.023267828,4.678374372,5.011016147,13.85986526,5.151586144,5.794307507,7.131191071,8.611947979,6.312388929,6.2726735215,4.958159726,9.028236261,5.706262025,11.54446475,5.88497103,5.382244661,5.346435058,10.97207892,5.3661768805,5.115190043,5.006535067,5.023267828,5.276321016,4.86535052567,5.629364816,5.539477758,9.680329247,5.651059765,7.1915641815,11.95442182,8.056110832,8.533866741,5.539477758,13.02719506,8.698011038,5.893611729,5.692518737,5.516024013,8.440434347,8.735353884,9.885094283,12.98372673,5.028139516,6.38362276,5.06588596,5.428620839,5.517744806,6.037717843,5.7408122665,5.492342928,5.386389566,6.317438054,5.089382945,7.409181146,7.383922678,4.602195245,4.716458988,4.967873236,5.186273979,7.650533241,4.73982093467,7.51070125725,9.908242911,5.97762982,9.641781332,5.916841601,7.0086621455,9.970837406,7.479903767,6.95513716167,6.866067198,7.91184304,5.232287804,9.177283189,6.17142705,7.2333494695,5.616777635,4.917445181,10.1038422,6.168309021,7.972923979,10.59454415,5.890331925,4.9682478005,8.788718287,9.900180431,8.593784309,7.4230773135,5.182504847,5.8211491815,5.836309985,6.089906589,5.28356184,5.26735173775,6.929158006,10.44381412,7.190568257,5.72117192133,5.291135005,6.502239591,7.699071153,5.516024013,9.692815199,5.73309076,5.040904755,4.75276401,5.641987591,Control
GSM427159,8.130108627,8.6325233155,5.718917257,9.4417166025,7.24025073833,6.3425008425,6.461320332,5.157863534,4.92755012,13.03258307,5.841225451,10.2384186075,7.013074525,5.633294061,5.65593226,8.080472632,5.99820185,4.632736581,4.539957464,4.561139219,12.78963253,4.805564985,5.962161932,7.63001429,8.030503169,5.97717186,6.469974421,4.157634474,7.6543092655,5.908699592,9.806066679,5.301232095,5.143343669,5.62600922,10.9073904,5.3150324935,4.980710188,5.663779561,6.593544722,4.584732512,5.55012419033,5.301232095,5.157863534,10.34225558,5.394043544,6.0573658185,11.95691889,8.621833133,8.84345400733,5.442455259,13.00956452,8.720142595,6.113748025,5.195063332,5.853378958,8.487841164,9.217703977,8.481901451,12.07225833,5.682862067,6.120295558,5.31868854,5.492262803,5.6261392035,5.415666779,5.828487187,5.263796174,5.277995204,6.22859450167,5.394043544,6.975192016,8.443027573,5.152803256,5.263796174,5.19062597,4.92244912,8.569372533,5.16885035533,7.302862322,9.612320761,5.636777762,8.20808938,5.808134829,7.6260947615,10.3592945595,6.790124051,7.45363871,6.25963744175,6.962552276,5.31868854,7.381134364,6.1866653115,6.041487261,5.741339733,5.091500179,9.681370693,6.7853474725,6.511440859,10.08386525,5.956411734,5.1257663835,7.525499921,8.951110652,8.863614158,8.3643319965,4.98710623,5.074727757,5.726293954,5.932044187,5.210049084,5.12714477225,6.5731092635,10.90932705,6.750074255,5.14634821233,5.171138007,5.808134829,7.321479719,5.585121225,8.769538163,5.110416751,5.641409649,4.881923051,5.277995204,BRCA
GSM427160,6.69676284,7.742845697,5.883261105,7.9017104695,6.84021840933,7.5711783515,6.767195028,5.186670157,4.6167561885,12.19349773,6.323194968,9.769915947,7.338293201,5.30807618,6.0290173,8.026856932,6.640176686,5.418452458,5.682862067,5.194176951,10.42417183,5.316879984,5.763661799,7.213617336,8.62477821,5.79507289,6.4758247385,4.532217038,6.6809725755,5.149148835,9.953964008,5.81083589,5.535750687,4.924350826,9.496554786,5.385380039,5.1339245845,5.862458365,4.774274953,5.48205062,4.68426129367,5.336114869,5.224205518,8.484451476,5.539167536,5.457103785,11.84327345,8.38961104,9.29076107,6.16058305,12.9979954,8.686203838,6.074361597,5.30807618,5.92077637,8.83146649,10.16381668,8.913937397,10.57663577,4.963487128,6.323194968,5.024598103,5.72110688,5.22489559925,5.442952823,5.6753024435,6.667754223,5.72110688,6.19868926067,5.283469238,4.933585915,8.193600666,4.945574052,5.316879984,5.609778043,4.501371231,8.520069709,4.976722506,5.959958017,8.117774412,5.258529523,5.72110688,5.788040457,7.5927457605,9.5510153285,6.283834401,7.79429984867,6.183864086,6.804231473,5.206732344,6.36768175,5.8836651175,6.2852092005,5.434470814,5.515393331,9.362086899,6.2446384735,7.862143138,9.306130703,5.075116758,4.8225809915,7.897931486,7.791685689,7.068969348,7.196995946,4.720021333,5.8950731695,5.929560972,5.838328613,5.131148296,5.25311714575,5.9170928285,11.19856953,6.281193427,5.35110594467,5.672716149,5.383800396,7.863289793,6.58267313,8.0967834595,5.672716149,5.131148296,4.364995254,5.72110688,BRCA
GSM427162,5.776111392,8.502443557,5.985392981,9.0655112035,6.610917172,7.0913602235,6.763813641,5.377480603,4.871338846,12.23565236,6.331145921,10.3820872935,7.478529234,6.212477538,5.876032641,8.120096744,6.183293584,4.608266403,5.72042298,4.851263383,11.47762688,5.554290497,5.9343598885,7.033260895,8.354404912,5.480516577,6.8753822375,4.615634874,7.365614732,6.090118375,9.946928611,5.611623335,5.739855695,5.470383322,10.39270411,5.504518435,4.8947566675,5.646026713,5.28559757,4.707928514,4.99576198533,5.341462114,5.446761787,9.173846456,5.03343539,5.725019338,11.56304622,8.480952861,8.629147321,5.150368004,13.11510467,9.066695429,5.455665247,5.693773551,5.504788206,8.646667718,10.21758854,6.563810693,9.832676886,5.29683478,6.198794315,5.427950757,5.646026713,5.54435013675,6.16330311,5.932110032,5.549369797,4.289965389,5.95374898467,6.198794315,6.760291233,8.586878364,4.838713892,4.640273621,4.725212151,5.108536217,9.046647338,4.97277274233,6.01900601475,8.771812245,5.312711681,7.437629589,6.20496783,7.28363888025,9.922303231,5.797150007,7.08471651867,6.413583568,6.450638557,4.790526167,4.851263383,5.826429837,5.926418031,5.383195587,5.224205518,7.986995525,6.0280116755,5.697948398,9.337187648,5.36300567,5.4807129795,10.60241829,9.329135442,7.723082599,6.7231615275,5.470383322,5.309427873,5.967866753,6.209020126,4.42789603,5.2294351005,5.7632563765,11.2641671,6.569935808,5.51017349,6.225261069,5.123512303,8.390288414,6.340211188,8.5870713525,5.427950757,5.568952692,5.264171629,5.842043069,Control
GSM427163,8.058155641,8.4627555425,5.835046906,8.296105902,6.84786461333,7.084991265,6.854560258,5.971837379,4.971924823,12.7347446,5.680472929,9.671974648,7.297193996,5.228252321,5.824138541,8.28785217,6.447005198,5.412113573,5.623084953,4.772692515,12.06768485,4.885099957,5.7468567855,7.419983608,7.643136691,6.963477375,6.6465269855,4.550123556,6.563977769,5.78869305,10.73333763,5.321306925,4.571466258,5.073618089,9.358629843,5.240692364,5.2662035375,5.421401099,5.213747029,5.55659131,4.77573736233,5.305251227,5.315340927,9.357591109,5.218210843,6.8901006515,12.12850358,7.944479462,9.35589447533,5.213747029,12.87743566,8.97289446,5.954086504,5.349976695,5.228252321,9.506942805,9.669660678,9.337042659,11.68740205,5.536217098,6.63172683,4.977063788,4.694341356,5.21082737075,5.744774144,5.7835111805,6.252197663,5.297935366,6.20201240733,5.245087973,4.615340623,7.372366939,5.126406353,4.927672792,5.726293954,5.739450692,7.671029929,5.562909126,6.74562531875,8.614950082,5.764215595,7.612317708,6.152036976,7.98537344725,9.822630009,6.745106629,8.00158328967,6.52401810375,6.344522837,4.850263431,7.573687183,6.1219312495,5.874985373,5.816798875,6.212477538,9.546605663,6.843892812,7.667965061,9.687454914,5.628636003,5.434860365,9.7934389245,8.247323644,7.684435024,9.010303599,4.748745084,5.420360947,5.170937787,5.856743757,5.259471408,5.29011469,5.540574562,10.97395222,6.100668251,5.52152172833,6.117700885,5.435804628,8.12528576,5.917319114,8.812023461,4.961867826,5.628636003,5.361953639,5.615159695,BRCA
GSM427164,8.429543916,7.5522545465,6.246603446,8.7132275515,6.695170111,6.50402659,6.543500233,6.058214335,5.234845651,12.65857307,6.872247394,9.753034207,7.806535324,5.048989481,6.352798794,8.529822044,6.582334422,5.405661632,5.447257868,5.114378737,12.29328779,5.447257868,5.50940412,6.748397915,8.643875238,5.730647597,6.860768317,4.277714943,6.8279690705,5.849568518,10.69117233,5.684966848,4.959319531,5.206341637,10.16002932,4.916072587,4.7505999475,5.614718124,6.161087152,4.82223464,5.15349024433,4.357563839,5.206341637,8.034332831,5.357033992,6.5536864175,11.63993091,8.556449653,9.078168623,4.181466234,12.98372673,8.838889641,6.143337929,6.086619917,5.268482349,8.217135121,9.433805075,9.258413586,11.15310882,5.717272857,6.186714102,4.505933891,5.011016147,5.3928922505,5.825856367,5.977993517,5.727111263,4.968564562,6.07998819267,5.298302041,6.171632807,8.487137729,4.069936304,5.440131024,4.925775462,5.357033992,8.652236516,5.599839063,7.72772594175,8.513087147,6.182201277,9.215897647,6.088423213,8.29800503325,9.8734032605,7.562015554,7.33607681867,6.77760722375,6.787253282,5.178725843,8.547261958,5.74631893,6.2315029835,4.882412261,5.294814856,11.06412655,5.867757762,8.13435075,10.23043514,5.447257868,4.4193713495,9.6944623525,7.919550328,7.466690585,7.9243325035,4.976605648,5.4528962395,5.840847932,5.840847932,5.694818396,5.26283404375,5.9152111805,10.58888352,6.080237268,5.59871499867,5.891547537,6.177524808,7.454322173,6.178819817,8.1617846955,5.118745153,5.287261033,4.895316255,5.093825554,BRCA
GSM427165,7.275475337,8.592360747,8.582331246,7.759543745,7.252915346,6.201503818,6.456482249,6.35799673,5.661171997,13.34505663,5.057462456,9.1297731835,7.967285529,9.775339133,5.779661087,8.167494826,6.009555025,5.895672973,4.256532962,4.726030068,11.22396264,5.032113243,5.7035707035,6.384356921,7.758624856,5.996847001,7.0372553135,4.224335417,7.3092037115,4.899068355,10.40664113,5.388199225,6.097827379,5.019714421,9.341019005,5.241293886,4.813365492,5.319230665,5.129706745,4.688758955,5.56439935567,5.242422681,5.575925867,11.47495072,5.544509535,5.366277458,11.48011881,8.162543804,8.46320594233,5.981059894,12.64120964,7.985772397,5.821334729,5.86196234,5.66903474,8.678425073,9.675551824,6.875906358,10.10831572,5.442621133,7.026996771,5.062651968,4.694341356,5.3604199755,5.79064906,5.406306323,5.062651968,5.354038858,6.24888641933,5.836246857,5.622938584,8.952028549,4.771900633,4.942762263,4.888756945,5.464677455,9.080731686,5.15292533367,6.68615010625,8.227833865,5.414821571,5.993341073,5.268482349,6.906668604,10.250764182,5.626739362,7.20323881167,6.32307228525,7.029787251,4.959319531,6.049582442,5.964404679,5.3184553195,6.124333951,6.381677589,9.132211242,5.262838291,5.36650691,10.78342824,5.209854193,4.808218898,12.05566756,9.904710301,8.041126769,8.7523926965,5.201056716,5.270897314,5.757564188,5.520352508,5.507803557,5.30911797575,5.076891434,11.2211885,8.260379892,5.36635519667,5.328236218,5.259377247,8.574301293,6.408886435,8.5917536,5.507803557,5.438302209,4.765549899,5.486079796,BRCA
GSM427166,8.299953361,8.940444787,6.776831487,8.662827402,6.439102376,7.6188571805,7.109938036,5.887897624,4.9477777585,12.39966386,6.091811548,9.643814388,7.667823176,5.202820508,5.862458365,8.80888466,7.17689899,4.923875634,4.531282674,5.083438106,12.82636383,5.741879005,5.580176181,7.239171564,8.815768437,6.764676316,6.823676148,5.042218873,7.3743769965,4.5781157,10.37511578,5.372961888,5.110625549,5.047681518,9.812386363,5.371841579,4.6100673805,5.632130956,5.431465218,4.846005888,4.96261588333,5.368952732,4.559000855,9.910005977,5.796890531,6.2928801065,11.95442182,8.2669635,8.875123686,5.212093857,12.98945487,8.510330132,6.338875075,5.380600673,5.967463325,9.414337005,8.751335778,10.49178825,12.76004735,5.865554662,6.403016818,5.540872931,4.888756945,5.31528533125,5.47558044,5.7481800845,6.026363672,5.212093857,6.26422827967,5.443615974,5.544895869,7.831435711,5.069327579,4.977979632,5.238893118,5.427112717,7.996531569,5.284912099,7.47864321375,8.566540366,5.814365364,6.926417944,6.001358226,7.5559315745,9.6349655985,7.368487091,7.44194851633,6.424693941,7.120344487,5.229406468,8.11035427,5.404807758,6.08635789,5.69600164,6.222848625,10.18190731,5.7308267435,7.518970032,10.08591759,6.056264462,4.9778266905,10.379087075,9.284477768,9.417926928,7.0132000305,4.801431976,5.25457798,5.256643908,6.409989636,5.464350722,5.23118966225,5.85198214,11.0280651,6.326973765,5.52759608267,5.585722157,5.748602952,7.984462786,6.213644369,8.1129663245,5.719191142,4.937828406,5.052688948,5.42266296,Control
GSM427167,7.437109373,7.852648975,6.354959533,9.0856134675,6.907508702,8.092918242,6.816347305,5.841225451,5.0310423965,12.05932765,6.099511534,9.557649091,7.357466507,5.329851264,5.813403636,8.17986074,6.496818333,4.991194438,5.572973961,4.574493453,10.61443405,5.197719213,5.6824259655,6.927633167,8.168949256,6.66163961,6.521811759,5.215495384,5.961241714,5.648042042,9.863040638,4.680203428,5.714802736,5.26866948,9.898586698,5.076587947,5.100387887,5.894703343,5.484791683,5.354744155,5.53576535167,4.889243844,4.958159726,8.951933873,5.469406774,6.2675959045,11.46383867,8.546914832,9.29028807333,5.570167841,12.96993872,9.04011237,6.092128797,5.789736585,5.496742949,8.843419494,9.919504381,9.495266002,11.3442156,5.659076304,5.886008211,5.430796457,5.178725843,5.55741854525,5.931571523,5.631009671,6.044345618,5.372961888,5.95511676267,5.615748247,5.494184569,7.522112898,4.971326557,5.545359333,5.157459364,4.991194438,8.642828918,4.76716811567,6.33624571475,8.314788419,5.731598207,6.254278102,6.319315918,7.849210548,9.629076299,6.557123331,7.68777756767,6.3570308245,6.507997257,5.411944154,6.738839176,6.2184456665,6.166324394,6.470907435,5.287261033,9.085353696,6.0454477175,7.989268356,9.762972088,5.54798282,4.964014359,11.191888465,7.940975873,7.182992972,7.2793614545,4.528802152,5.746989495,5.901054678,5.922323489,5.197719213,5.620966668,5.878580744,10.95483991,5.635327242,5.35697918767,5.615748247,6.1022441,8.027271741,5.939938374,7.349165043,4.920187583,5.635327242,4.809043025,5.104977394,BRCA
GSM427169,7.078740911,8.3733873235,6.859786731,9.3125107395,6.995387545,7.599297253,7.016310012,5.593362174,4.832264916,11.61491238,6.072647808,10.0619138165,7.247645413,5.279296008,5.659004925,8.633940747,6.040295886,5.300134022,5.328236218,5.308713308,12.54945867,5.408721412,5.424451858,6.965931792,7.066307529,6.456564386,6.861965543,4.113464519,8.6568746165,6.189237109,10.26842537,5.468103682,5.838328613,4.721115721,9.608828239,4.9404298,4.8521382435,5.308713308,5.238033268,5.303973626,5.25756880567,4.883390185,5.127025752,9.084237789,5.163308771,6.489380715,11.67867508,8.628081972,8.55731348,5.582714993,13.02126635,8.934008606,6.563963185,6.135253322,5.619861398,8.872952717,9.681765982,8.717951507,11.6604752,4.958159726,6.083910741,5.360725299,4.987561048,5.5135838255,5.831251023,5.54148106,5.784773056,5.272033689,6.063845962,5.168332398,6.723152797,7.966233073,4.937593039,4.87284261,5.267920811,5.096358059,8.333715684,5.59277775633,6.29758044475,8.781983483,5.34483848,8.313258466,5.717272857,7.03517084,9.868581196,6.236976265,7.157772912,6.30843861,6.425178655,4.607083101,7.211063618,5.8213620425,6.0424117855,5.396956849,5.312893162,8.350852048,6.103402638,6.508829224,9.538184627,5.844116484,5.0405371825,9.1589297235,9.07033641,8.42512265,7.9356885615,4.816102093,5.7179297695,5.422747045,6.169980729,4.863456876,5.011215794,5.5959234515,11.13223641,6.187011156,5.413186665,5.897973236,5.641120592,7.804520085,5.787909903,9.470267537,4.977407298,5.516811979,5.109790179,5.034976365,BRCA
