@relation data

@attribute 10333 numeric
@attribute 64145 numeric
@attribute 81793 numeric
@attribute 7100 numeric
@attribute 114609 numeric
@attribute 59307 numeric
@attribute 4214 numeric
@attribute 11213 numeric
@attribute 30849 numeric
@attribute 54106 numeric
@attribute 23643 numeric
@attribute 7189 numeric
@attribute 4615 numeric
@attribute 7099 numeric
@attribute 5289 numeric
@attribute 51295 numeric
@attribute 51284 numeric
@attribute 7096 numeric
@attribute 8411 numeric
@attribute 7097 numeric
@attribute 51135 numeric
@attribute 3654 numeric
@attribute 51311 numeric
@attribute Class {Control,BRCA}

@data
6.147515948,11.46007714,6.32785480567,10.33984475,6.4530058725,6.87691901,10.46146439,8.982338457,7.666137216,5.412113573,10.93816836,7.37822060033,9.4642502,8.456252884,6.066633462,7.804520085,7.753920581,5.048771569,7.126784799,5.492342928,7.450842404,9.677464692,5.738787021,Control
5.905574287,11.52028732,6.31385776,10.8133766,6.7609431445,7.07620098767,11.6627575,8.312759464,7.979969765,5.359671604,10.51616813,7.05787236967,9.905361101,6.966306806,5.492262803,7.807517739,7.73643766,6.098617071,6.371912196,6.063509009,7.849500691,10.14535302,5.70038317667,BRCA
6.207019812,11.38682457,6.46669393433,10.89259805,6.41651854325,6.70599459733,11.77105209,7.183985468,7.943805792,5.651633855,9.696107356,7.01943370733,9.70697128,6.90941648,6.394124489,8.425773069,8.136838795,5.870864797,6.259466112,6.577621898,7.734880845,10.42139193,6.02799139,BRCA
5.464840793,11.12295109,5.645233519,11.19501551,6.57897862275,7.091856738,12.00382718,7.581278035,7.302047389,6.225261069,10.56679164,6.46814411567,9.766156644,6.225261069,5.161495975,8.774277353,8.251862414,6.299945779,6.269599511,6.559687298,7.184878131,10.56828182,5.199323359,Control
6.910795985,11.27693876,6.90127802967,10.88836296,6.77568815025,7.00390971,11.72645885,7.609180816,8.352927454,5.776374632,10.36033166,7.059741909,9.855452948,7.753252064,6.385047554,8.26935011,7.911723223,6.79954431,6.501005654,6.542068896,7.546047737,10.67791364,5.618389279,BRCA
6.193383055,11.42495241,6.356236664,10.66888523,6.44691833025,6.867182325,11.51112271,8.20645413,9.014021255,5.256643908,8.97466634,7.331943975,10.48083592,8.209345068,6.534735237,7.477052175,7.074733207,6.377302187,7.409181146,6.055559693,8.234483507,9.548258938,5.96417478733,BRCA
5.804783636,10.88922276,5.660869601,11.48104019,6.811203792,6.78782280367,12.26224618,8.584681754,6.219367603,5.71384099,12.44988381,6.42166024533,9.530631222,5.606746643,5.69405225,8.04360305,6.973327498,6.310935931,7.435068318,6.371171674,7.141854563,9.834609753,5.15125677433,BRCA
5.563776856,11.26141051,6.044314138,9.892869539,6.49790735125,6.494365709,10.99477083,7.952116757,8.238764323,5.870741528,10.7538521,7.018808194,9.695555047,7.833192323,6.172283106,7.85975393,7.707464612,5.600664669,6.389055329,5.443615974,7.659908731,9.860714986,6.03225915667,Control
5.584219358,11.34799239,6.64751997367,10.47248806,6.4646753845,6.83385006133,11.9611296,7.324048031,7.653026194,5.59156816,9.303998235,7.05702786333,9.573046472,6.888990144,6.387246745,8.239194094,7.731914868,6.127793825,6.385953509,6.380768944,7.280958923,10.66204549,5.45808713667,BRCA
5.586623085,11.26465094,6.349096049,11.06200921,6.5988104295,7.17554110733,11.43790563,7.356190313,8.166628995,5.605858198,10.11144907,6.71155131933,9.269361142,6.819352447,5.992208309,8.721869154,7.415068054,6.042541061,6.549326956,5.831251023,7.494497866,10.47490271,5.29680243,BRCA
6.382845006,11.44994835,6.05268325967,9.884300709,6.478827051,7.58443443267,11.22161448,8.458161657,7.996333838,5.387510099,11.16381336,6.56440695667,9.630713575,8.121094588,6.664771254,8.944698245,7.755690654,5.515077886,6.236976265,5.424427713,8.15728519,10.78985172,5.75545035633,BRCA
6.51601958,11.39766944,6.86489342067,9.622015717,6.64371039525,6.74968815833,11.05015324,8.409052632,8.311295486,5.179920282,10.84714372,6.78874329567,9.909466033,7.757525229,6.566895523,7.537570051,8.924932074,6.738028485,6.489691944,6.548826242,7.91898414,9.975214277,5.79137463333,Control
6.455783898,11.29749826,6.68194097033,9.953964008,6.703246997,6.56176600267,10.77967445,8.213372953,8.534342889,5.848755155,9.985152126,7.02586490967,9.531343017,8.261532137,5.770572224,7.860623191,7.600769885,5.986758624,7.066307529,6.379209934,7.813125618,10.19377825,5.76234131467,Control
6.029459097,11.08168334,6.23963327933,10.13755512,6.46962764425,7.731561214,9.313711317,8.969833382,8.279077887,5.325000691,9.266219144,7.215576291,10.01320441,7.008823908,5.88130442,8.03664224,6.778212273,4.982321965,6.723971888,6.539744787,7.825469439,10.19073248,5.85423578367,BRCA
6.089535888,10.90509007,5.976184661,10.26449571,6.58221279,7.257674701,9.683047729,8.192220215,8.516213288,5.666480557,9.811543731,6.78915135733,9.847089115,7.52642319,5.977286364,7.987180326,7.879554342,4.904256777,6.654067161,6.82311602,8.177894285,10.56573071,6.61539544933,BRCA
6.344300901,11.4325551,6.62219762133,9.972922768,6.481299279,7.16826149367,9.206422917,7.951053173,7.912322211,5.573807162,9.208795915,7.091595276,9.757607158,7.096928908,5.328864506,8.119409516,8.03235039,5.579701547,6.258288656,6.277060108,7.785029202,10.20419243,5.57888995567,BRCA
6.093819614,11.19831015,6.263204176,9.579938673,6.7586365305,7.69004670467,9.06544382,8.049591461,8.254711101,5.561487483,8.734829099,7.36477082733,9.995046727,6.951841648,5.217920145,7.974071981,7.229566594,5.624694033,5.838328613,5.976599205,8.029454439,9.938499406,5.456722424,BRCA
5.913853554,11.00692932,6.17780891,9.628928997,6.64321852225,7.395755471,9.805889394,8.142031888,8.333715684,5.931926036,9.734062262,7.06833791633,9.86581875,6.945300803,4.790135144,8.227629329,7.781656624,4.66393703,6.564839703,6.034750138,7.732576386,10.38589505,6.02612785733,BRCA
6.203304562,10.89969322,6.44428954733,9.545409111,6.62525171175,7.85163769533,9.17185302,8.290227544,8.322684325,5.829095581,9.55681311,6.99678506233,10.14810827,7.22451093,5.262669223,8.066467478,7.260592921,4.53376448,5.877014897,5.724930741,8.063477494,10.37600085,6.080460993,BRCA
6.734984332,11.13901746,5.99671383567,9.794875216,6.37303906825,7.555541788,6.536717836,8.96325817,9.482092544,4.891432858,10.14474144,7.079701867,10.66050207,6.018707189,5.255700175,7.947901529,7.180309817,4.261387852,6.352798794,5.716038325,7.930502474,10.52833228,5.53307792333,BRCA
