@relation data

@attribute id string
@attribute 107 numeric
@attribute 154 numeric
@attribute 2778 numeric
@attribute 51196 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5731 numeric
@attribute 5912 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0213125190,-0.0278997617,1.6287773193,-0.0834334933,0.8322542454,-0.0220457165,1.5804264784,0.1835977883,0.0708837804,-0.1975213378,1.1459746402,BRCA
GSM481003,-0.0692073683,1.1287925293,1.5822581693,-0.0727187989,0.6319902162,0.0102665505,1.4306810153,0.2775854540,0.0839032548,-0.1550045851,1.3682026695,BRCA
GSM481004,-0.0682730252,0.0311052766,1.6611578276,-0.0602530275,0.6800325786,-0.0396932616,1.3028280862,0.4924258457,0.0900657546,-0.2312900141,1.0928878113,BRCA
GSM481005,-0.0925683750,0.1308089926,1.4807582746,-0.0889599903,1.2306991819,-0.0333261071,1.7659622869,0.2887021348,0.0123217801,-0.0900464432,1.1971846548,BRCA
GSM481006,-0.0610226503,0.1793826078,1.3146320589,-0.1037590900,0.9264100611,-0.0789564253,1.9199747352,0.4230002210,0.0664586208,-0.1841963315,1.2480442581,BRCA
GSM481007,-0.1091924483,0.6428499379,1.4150039667,-0.0538038228,0.7558958770,0.0370700779,1.4966602238,0.1037381588,-0.0151180974,-0.1398891451,1.4472352127,BRCA
GSM481008,-0.1022847509,0.2761347018,1.5773606507,-0.0507455198,0.7458980968,0.0274709704,1.3636300043,0.2674738216,0.1533503204,-0.1674225553,1.3650013546,Control
GSM481009,-0.1314133674,-0.0574291990,1.4264966791,-0.1076934606,0.8545450949,0.0046873059,1.8241724720,-0.0853712003,-0.0314247598,-0.3390002661,1.3950657863,Control
GSM481010,-0.0856121376,0.2254023489,1.4701154121,-0.0362237499,1.0751941698,-0.0846129696,1.8411717293,0.4025551735,0.0782325012,-0.0999045315,1.4044937236,Control
GSM481011,-0.0661589997,-0.0158900453,1.5207398576,-0.1284352998,0.7629880970,0.0440684883,1.3068219577,0.3510860135,0.0081781969,-0.2772570784,1.2630475467,Control
GSM481012,-0.0704081515,-0.0131837982,1.7242846296,-0.0474140526,0.8765752078,-0.0386734165,1.5415938040,0.2400153498,0.1237532776,-0.1016085250,1.3133540221,Control
GSM481013,-0.0942864446,0.0844997443,1.4332372077,-0.0873564550,0.5152571224,-0.0325304772,1.4276103853,0.2573734153,0.1741443308,-0.0132339760,1.3000885214,Control
GSM481014,-0.0414876057,1.3089861852,1.2964075583,-0.0468324313,0.8384942376,-0.0312758387,1.5259902455,-0.0759750416,-0.0047246915,-0.1579129212,1.5354634050,BRCA
GSM481015,-0.0659403262,0.3700889970,1.5675786414,-0.0918306646,0.7360022109,-0.1120149191,1.1883931380,0.2887167094,0.0673557344,-0.1536374129,1.0239466702,BRCA
GSM481016,-0.0805295930,0.3403624487,1.4448962092,-0.0647804658,0.9148220082,-0.0572757143,2.0870520914,0.1002645297,0.0890900011,-0.2772597974,1.4075072415,BRCA
GSM481017,-0.0916370200,-0.0683709879,1.2894759267,-0.0607554015,1.3581797799,0.0239089333,2.1383833906,0.1165186564,0.0899535986,-0.1456046039,1.2563646232,BRCA
GSM481018,0.0228541251,1.2634967176,1.5730446657,0.0315371511,0.3412525918,0.1137587935,1.2763793873,0.1258620331,0.0667983059,-0.2107623790,1.4450177492,BRCA
GSM481019,-0.0805942062,1.4084921273,1.4044428619,-0.0517116494,1.0268329625,-0.1091818104,1.7920439258,0.6030391826,0.0998013081,-0.0993018774,1.4188278335,BRCA
