@relation data

@attribute id string
@attribute 3420 numeric
@attribute 5166 numeric
@attribute 5164 numeric
@attribute 1743 numeric
@attribute 5165 numeric
@attribute 23530 numeric
@attribute 682 numeric
@attribute 5162 numeric
@attribute 1431 numeric
@attribute 5160 numeric
@attribute 23539 numeric
@attribute 8050 numeric
@attribute 9123 numeric
@attribute 2271 numeric
@attribute 6392 numeric
@attribute 4967 numeric
@attribute 6390 numeric
@attribute 3419 numeric
@attribute 6391 numeric
@attribute 3418 numeric
@attribute 6566 numeric
@attribute 3945 numeric
@attribute 55066 numeric
@attribute 54704 numeric
@attribute 57546 numeric
@attribute 4191 numeric
@attribute 1738 numeric
@attribute 1737 numeric
@attribute 6389 numeric
@attribute 3939 numeric
@attribute 8802 numeric
@attribute 8803 numeric
@attribute 8801 numeric
@attribute 3421 numeric
@attribute 50 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.6057,0.8925,0.6256,1.7077,0.9209,1.2943,0.9496,1.3856,0.9256,1.2569,0.2942,0.9807,0.8334,0.6414,1.0576,1.1595,0.7126,1.3846,1.2753,0.7744,0.5288,1.6847,1.1288,2.0727,0.6267,1.46,1.6702,1.0621,1.3367,1.0559,0.9932,0.6308,0.4771,0.9718,0.7504,Control
A02,1.4964,0.6051,0.4556,1.337,0.6046,1.1224,0.9831,1.2917,0.7394,0.9963,0.2035,0.6322,0.7324,0.5698,0.6868,1.0947,0.6492,1.335,1.0174,0.642,0.4424,1.0993,1.008,2.1973,0.2325,1.4721,1.5657,0.8196,1.3509,0.9772,0.7753,0.3791,0.2504,0.9306,0.5849,Control
A03,1.5756,1.3525,0.6294,1.6463,0.7947,1.2885,1.1369,1.2973,0.9819,1.2038,0.2366,0.7692,1.0871,0.5299,0.9099,1.3246,0.7696,1.3984,1.0632,0.8787,0.514,1.0419,1.116,2.3409,0.4001,1.5123,1.5954,0.9433,1.4679,1.2463,0.9354,0.4983,0.29,1.0617,0.7883,Control
A04,1.5635,1.2714,0.6267,1.4396,0.5982,1.2683,1.118,1.2693,0.7899,0.927,0.4335,0.569,0.8443,0.5498,0.4214,1.2492,0.6034,1.2642,0.9133,0.6078,0.3742,1.2787,1.0488,2.1859,0.1559,1.6119,1.637,0.7978,1.4865,1.2034,0.8367,0.3285,0.2626,0.9858,0.6155,Control
A05,1.7045,1.3217,0.7278,1.4988,0.8716,1.3635,1.2607,1.4208,0.8236,1.1537,0.3625,0.6416,1.0825,0.6396,0.6426,1.3739,0.7275,1.419,0.8489,0.888,0.5059,1.0526,1.0738,2.3451,0.3413,1.6987,1.739,0.9519,1.5151,1.2484,0.8575,0.5108,0.332,1.1431,0.7337,Control
A06,1.6475,1.8112,0.5957,1.5081,0.7832,1.1921,0.9688,1.2662,0.865,1.1705,0.1338,0.6916,0.8878,0.5632,0.7718,1.2141,0.7182,1.3973,1.0467,0.7151,0.4862,1.1216,1.6457,2.0505,0.3162,1.4874,1.6536,0.9625,1.4678,1.1378,0.8997,0.5225,0.3068,1.0092,0.6452,Control
A07,1.5843,1.6491,0.5577,1.6129,0.9125,1.4077,1.0587,1.4106,0.8348,1.1953,0.3004,0.903,0.8999,0.7037,0.7307,1.3027,0.7478,1.4882,1.151,0.7484,0.5055,1.2811,1.2602,2.137,0.4596,1.5043,1.7515,0.9947,1.5225,0.9449,0.9856,0.5787,0.622,0.9819,0.6091,Control
A08,1.2993,1.2497,0.4875,1.615,1.0033,1.3789,0.71,1.1471,0.9778,1.0108,0.1544,0.9297,0.6857,0.6206,0.8609,1.1813,0.6369,1.2686,0.9953,0.599,0.3597,1.5075,1.2604,1.9545,0.4283,1.414,1.7034,0.9277,1.3972,0.8864,1.0511,0.65,0.9208,0.794,0.6197,Control
A09,1.6002,0.8895,0.6276,1.5558,0.8498,1.2158,0.9129,1.207,0.8071,1.0712,0.311,0.8194,0.7427,0.4519,0.7284,1.2102,0.5652,1.3659,0.8555,0.7086,0.3975,1.4063,1.5544,2.0016,0.4097,1.4824,1.5557,0.9894,1.4185,1.0782,0.907,0.5439,0.5601,0.945,0.6004,Control
A10,1.5642,0.9934,0.5457,1.4437,0.8733,1.4748,1.0625,1.2903,0.7993,1.1334,0.3218,0.7855,0.798,0.5618,0.7832,1.2737,0.6779,1.3257,1.114,0.737,0.5118,1.0757,1.5215,2.0566,0.5876,1.5538,1.8031,0.9367,1.4434,1.0003,1.0385,0.5207,0.6505,0.907,0.6126,Control
A11,1.4911,0.9757,0.4497,1.4888,0.6922,1.0339,0.9003,1.1527,0.7133,1.0273,0.203,0.7281,0.8014,0.39,0.6162,0.9729,0.4825,1.2891,0.6696,0.658,0.3963,1.1533,1.2647,1.8329,0.5245,1.2276,1.3645,0.887,1.1923,0.8427,0.6305,0.5879,0.3258,0.8864,0.5423,Control
A12,1.2378,0.5129,0.3989,1.0127,0.2822,0.8672,0.6173,1.1448,0.4854,0.6533,0.1084,0.3654,0.4887,0.3603,0.4516,0.7872,0.5778,0.8861,0.5744,0.4531,0.3373,0.8915,0.6146,1.5874,0.1187,1.2959,1.2536,0.5483,1.0693,0.6627,0.5798,0.1401,0.2052,0.6525,0.2702,Control
B01,1.5192,1.4489,0.3616,1.6024,0.7735,1.1586,0.351,1.2807,0.8753,1.0541,-0.1272,0.9523,0.4984,0.6396,1.1105,0.9512,0.6349,1.2624,1.0859,0.4654,0.3781,1.8579,1.2915,1.7144,0.3551,1.1918,1.6509,0.8245,1.242,0.8833,1.0156,0.5048,0.4743,0.6845,0.5796,Control
B02,1.7892,1.4011,0.6271,1.8422,0.6998,1.3599,1.0178,1.5456,0.9189,1.1491,0.3074,0.8466,1.0172,0.7454,1.0124,1.2493,0.7427,1.5191,0.9916,0.8206,0.4824,1.6418,1.6847,2.2082,0.4029,1.6298,1.842,1.0256,1.5419,1.2311,1.0036,0.497,0.3123,1.0527,0.7802,Control
B03,1.5967,0.6934,0.5067,1.6461,0.7053,1.293,0.8358,1.377,0.8509,1.1131,0.2044,0.7913,0.8479,0.6038,0.7433,1.229,0.6597,1.4175,1.0902,0.7159,0.3799,1.5921,1.6073,2.0146,0.3835,1.441,1.8131,0.882,1.3929,1.1781,1.023,0.451,0.3657,0.8737,0.7185,BRCACancer
B04,1.1238,0.5414,0.4157,1.3801,0.7422,1.4149,0.6058,0.962,0.9008,0.9053,0.21,0.6729,0.6394,0.57,1.0387,1.2879,0.5922,1.0106,1.1686,0.5943,0.3563,1.1096,1.5407,1.6821,0.2104,1.1758,1.495,0.5902,1.3397,0.7516,0.8485,0.3966,0.8423,0.668,0.494,BRCACancer
B05,1.4905,1.2405,0.4627,1.3883,0.5619,1.0584,0.7007,1.2113,0.8821,0.9611,0.1535,0.5241,0.866,0.593,0.7813,1.1392,0.6402,1.3847,0.7588,0.6524,0.3187,1.1069,0.9903,1.9722,0.2726,1.4982,1.4983,0.6705,1.2123,0.9842,0.7713,0.3313,0.2817,0.8374,0.573,BRCACancer
B06,1.2197,0.5462,0.1325,1.4786,0.4186,0.8571,0.277,0.9091,0.6367,0.9642,-0.1367,0.6034,0.4162,0.3946,0.7549,0.7624,0.575,0.9876,1.0509,0.233,0.2508,1.0203,0.8357,1.5213,0.2583,0.9388,1.4529,0.5571,0.9854,0.5787,0.7459,0.2709,0.291,0.4743,0.3357,BRCACancer
B07,1.6882,0.7214,0.5377,1.8526,0.7913,1.3938,1.0021,1.4907,0.9429,1.1962,0.3024,0.8414,0.9179,0.7085,0.7862,1.264,0.7712,1.3836,1.2216,0.8594,0.4954,1.4009,1.3387,2.0738,0.5918,1.5297,1.7904,0.9786,1.5225,1.1589,1.0512,0.5658,0.3773,0.892,0.7458,BRCACancer
B08,1.681,0.6404,0.5713,1.5633,0.7491,1.1955,1.0781,1.2726,0.775,1.1389,0.323,0.7457,0.9695,0.5054,0.7915,1.121,0.6247,1.4458,0.8779,0.7213,0.4563,1.1733,1.2339,2.0031,0.5864,1.4522,1.585,1.0209,1.2983,1.0747,0.6953,0.5296,0.166,0.9805,0.5805,Control
B09,1.0711,0.3763,0.2335,1.4624,0.8019,1.0049,0.4599,0.7068,0.9092,0.906,0.2723,0.5645,0.7861,0.3106,0.6782,0.9477,0.3809,0.8066,0.731,0.5445,0.2127,1.0819,1.4681,1.3313,0.3108,0.9182,1.2796,0.5148,1.2252,0.8641,0.7478,0.5671,0.6598,0.6293,0.4887,Control
B10,1.1157,0.6425,0.2866,1.189,0.5931,1.0998,0.5921,1.0529,0.6668,0.8182,0.2903,0.6078,0.5531,0.3327,0.6588,1.0822,0.5075,0.9467,0.6757,0.4893,0.3702,0.9179,0.9593,1.7234,0.2137,1.2036,1.494,0.5913,1.2257,0.6296,0.7584,0.4041,0.5175,0.6721,0.3117,Control
B11,1.4621,0.7188,0.4654,1.2727,0.7404,1.0508,0.8755,1.3968,0.6204,0.974,0.2499,0.5588,0.7765,0.4603,0.8883,1.0526,0.5882,1.1237,0.7575,0.7667,0.4712,1.0032,1.3725,1.9835,0.4621,1.4952,1.3643,0.6791,1.053,0.9641,0.7375,0.3781,0.2834,0.8299,0.4909,Control
B12,0.6829,0.1474,0.1903,1.0814,0.5354,0.7715,0.3429,0.5244,0.732,0.7326,0.1815,0.2972,0.6101,0.251,0.7572,0.7078,0.305,0.4633,0.7862,0.2705,0.1028,1.0736,0.7636,1.248,0.0991,0.6409,1.2092,0.2157,1.0845,0.4151,0.5868,0.2223,0.5273,0.4004,0.379,Control
C01,1.5397,0.8368,0.644,1.6633,0.8026,1.21,0.9986,1.2368,0.9933,1.0904,0.1845,0.6939,1.0756,0.6217,0.6185,1.3278,0.6907,1.4125,1.0861,0.7832,0.4923,1.0448,1.526,1.8521,0.3852,1.4531,1.5042,0.8486,1.3266,0.9674,0.8706,0.5262,0.3853,1.0159,0.6781,BRCACancer
C02,1.5023,0.8412,0.6479,1.6151,0.5843,1.1777,1.1525,1.4764,0.8256,1.0768,0.3083,0.5706,0.853,0.684,0.4393,1.1513,0.6521,1.2654,1.0347,0.7591,0.5117,1.2861,1.1816,2.0049,0.3244,1.5721,1.5867,0.7905,1.3564,0.9661,0.8389,0.339,0.2783,1.0079,0.5983,BRCACancer
C03,1.6953,1.3137,0.7704,1.7148,0.6991,1.2863,1.1147,1.3339,0.9534,1.3008,0.3592,0.6801,1.2049,0.7313,0.6903,1.3156,0.7487,1.261,1.1682,0.8706,0.4889,1.2125,1.3802,2.0756,0.5689,1.5932,1.6172,0.8341,1.6283,1.1471,1.0071,0.5013,0.3124,1.1595,0.7325,BRCACancer
C04,1.1418,0.1751,0.4727,1.2444,0.5329,0.7582,0.985,0.7426,0.7973,0.7703,0.3333,0.2649,0.8159,0.4104,0.6404,0.7909,0.3217,0.9207,0.7976,0.4817,0.2283,0.9822,0.7266,1.5125,0.2434,1.0974,0.9347,0.4901,1.1661,0.9848,0.372,0.3424,0.1282,0.8585,0.4342,Control
C05,1.174,0.427,0.4283,1.0854,0.334,0.9206,0.9962,0.81,0.4825,0.6917,0.3148,0.2826,0.7609,0.3574,0.2671,0.9898,0.4922,0.9699,0.6722,0.5635,0.307,0.8259,0.8069,1.9262,0.266,1.2419,1.1017,0.3918,1.1811,0.9046,0.5991,0.2971,0.1352,0.7802,0.4628,BRCACancer
C06,0.3918,0.0197,0.0475,0.5464,0.1009,0.2246,0.2471,0.3048,0.1801,0.5527,0.2578,-0.0711,0.3285,0.03,0.1296,0.1486,0.1129,0.2839,0.6351,0.2099,-0.1564,0.4379,0.6628,0.5016,0.2261,0.4831,0.4268,0.055,0.5456,0.1709,0.2804,0.1968,0.1185,0.3349,0.1667,Control
C07,1.1792,0.8158,0.4956,1.2033,0.4932,1.047,0.9686,0.9857,0.5461,0.8844,0.357,0.3917,0.6656,0.4722,0.3144,1.042,0.3928,1.0229,0.8004,0.6351,0.3416,0.8396,1.2481,1.7374,0.3449,1.4104,1.2707,0.6209,1.3036,0.803,0.5331,0.3489,0.2041,0.882,0.4522,Control
C08,1.3994,1.2192,0.7067,1.4473,0.6153,1.123,0.9751,1.2446,0.6465,1.0869,0.3584,0.5746,0.7459,0.5106,0.3945,1.0364,0.5288,1.1579,0.7793,0.759,0.413,1.2072,1.1581,1.9372,0.4374,1.5063,1.3878,0.7826,1.3774,0.7748,0.7343,0.3899,0.1849,0.929,0.5633,Control
C09,1.208,1.2042,0.4766,1.1046,0.462,1.0298,0.9956,1.0879,0.6719,0.857,0.3541,0.4074,0.7967,0.4844,0.2257,1.0912,0.5199,0.9691,0.9494,0.6231,0.3165,0.9154,1.1063,1.9082,0.2664,1.4776,1.3768,0.5551,1.3229,0.8931,0.6173,0.4401,0.1599,0.8503,0.4941,Control
C10,1.2265,0.5328,0.4712,1.1642,0.4658,1.1168,1.3468,1.2877,0.552,0.8021,0.3884,0.2704,0.6807,0.4961,0.3225,1.073,0.5734,0.9463,0.838,0.5405,0.4072,1.0038,0.5783,1.8607,0.2295,1.6264,1.446,0.5857,1.3605,0.8329,0.6628,0.2826,0.1833,0.8595,0.5159,BRCACancer
C11,1.3916,0.6815,0.6442,1.4956,0.6849,1.0274,1.1171,1.093,0.8147,1.1625,0.3998,0.5773,0.8909,0.5215,0.6994,1.0525,0.5237,1.2416,1.0872,0.8326,0.334,1.1784,1.3862,1.7268,0.558,1.4796,1.2983,0.7013,1.3338,0.9221,0.712,0.4503,0.1893,1.0556,0.6726,Control
C12,1.0371,0.2624,0.4172,1.1288,0.3984,0.6876,0.8748,0.7515,0.5735,0.7278,0.3445,0.2736,0.5945,0.3178,0.213,0.7476,0.3506,0.7138,0.5756,0.477,0.1904,0.8197,0.1992,1.2443,0.2483,1.1443,0.953,0.2714,1.0622,0.7249,0.4097,0.3198,0.1448,0.6964,0.3599,BRCACancer
D01,1.1822,0.3536,0.3774,1.5446,0.7141,1.033,0.4572,0.9766,0.7923,1.0099,0.291,0.6839,0.8963,0.3449,0.8001,0.9993,0.4728,0.9198,1.2078,0.5256,0.2269,1.2365,0.8979,1.2938,0.2843,0.9267,1.3551,0.5078,1.2408,0.6875,0.7619,0.3789,0.8043,0.8452,0.5101,BRCACancer
D02,1.2907,1.1606,0.5289,1.2212,0.591,0.9843,1.0655,1.0997,0.6642,0.8763,0.3826,0.3739,0.7348,0.4512,0.2526,1.0409,0.4587,1.0796,0.7809,0.5958,0.3394,0.8506,0.8222,1.9394,0.1975,1.4157,1.3281,0.5778,1.1265,0.8552,0.586,0.3445,0.139,0.911,0.5711,BRCACancer
D03,1.1904,0.8134,0.5099,1.3276,0.4732,1.0103,1.0805,0.8965,0.627,0.8108,0.3618,0.3398,0.8003,0.4361,0.4729,1.124,0.4086,1.089,0.5854,0.5445,0.3142,0.8629,0.9097,1.8456,0.2469,1.3633,1.1895,0.5646,1.269,0.8304,0.549,0.3179,0.1324,0.8513,0.4766,BRCACancer
D04,1.33,0.8445,0.5303,1.358,0.6122,0.9587,1.0435,1.0322,0.7375,0.943,0.3738,0.4224,0.8817,0.5076,0.3524,1.1261,0.5241,1.0694,0.93,0.6415,0.3669,0.9261,1.0659,1.7162,0.2935,1.4264,1.314,0.6375,1.2286,0.8698,0.586,0.332,0.2234,0.9062,0.5338,BRCACancer
