@relation data

@attribute id string
@attribute 10762 numeric
@attribute 11097 numeric
@attribute 1211 numeric
@attribute 1213 numeric
@attribute 129401 numeric
@attribute 2197 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 2926 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3320 numeric
@attribute 348995 numeric
@attribute 3836 numeric
@attribute 3837 numeric
@attribute 3843 numeric
@attribute 4736 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 53371 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55746 numeric
@attribute 5611 numeric
@attribute 57122 numeric
@attribute 5901 numeric
@attribute 5903 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6129 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6137 numeric
@attribute 6138 numeric
@attribute 6141 numeric
@attribute 6146 numeric
@attribute 6157 numeric
@attribute 6158 numeric
@attribute 6160 numeric
@attribute 6165 numeric
@attribute 6168 numeric
@attribute 6192 numeric
@attribute 6194 numeric
@attribute 6208 numeric
@attribute 6210 numeric
@attribute 6217 numeric
@attribute 6223 numeric
@attribute 6227 numeric
@attribute 6228 numeric
@attribute 6229 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 7175 numeric
@attribute 7514 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 8021 numeric
@attribute 8086 numeric
@attribute 811 numeric
@attribute 81929 numeric
@attribute 821 numeric
@attribute 8480 numeric
@attribute 9349 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9818 numeric
@attribute 9972 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0018930597,0.2453626714,1.1811603262,0.8143940355,-0.0775591922,4.1230657897,0.3104056784,0.0519376107,0.1384670770,0.2211727768,1.8888523412,0.5599901921,0.4458390437,3.3360325097,1.4604665521,3.6576530137,0.5767943208,0.8948464611,2.0615830533,1.3081489286,0.2069515425,0.6820671678,0.3125712879,-0.0339252690,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,0.3737349715,0.0142407571,0.8547325549,3.3882003890,0.3124705661,-0.2533667858,4.3724298477,0.0610429626,1.8669795618,3.5259410537,1.0814527784,3.9855107467,-0.1614580670,2.5966152250,0.1529178852,1.5291498949,0.1735542511,0.8637925298,0.6434880776,0.0442988848,1.4831877461,-0.0820343808,0.0114942678,1.9795003067,1.1491615769,1.7510407097,1.3048007443,1.0694641404,0.2237299161,0.3097801829,0.1577045299,0.8162983944,0.3980620734,1.0081349392,0.1652350042,0.3771912565,2.3349697627,1.1535524035,1.7492959280,1.1446958793,1.2304857306,0.4755505342,1.5738680576,0.4582380055,0.1802095642,BRCA
GSM481003,-0.0260361721,0.2314846152,1.3912595814,0.6049503636,0.0298673271,4.1876209580,0.1241115945,0.1312585606,0.1675909839,0.2753513101,1.8293375564,0.6384328385,0.6027689856,3.7385061980,1.4981101879,3.2723402183,0.6923416143,0.6093162127,1.9095450006,1.0032544880,0.0232967150,0.4465576321,0.2907777714,0.0247871252,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.2892054475,-0.0011949802,0.4716712923,3.1674969990,0.1892910675,-0.1750329832,3.9946289853,0.0087077246,1.7627953736,3.0864749750,1.3918637197,3.5369091433,-0.0263587892,2.0167874991,0.4334443307,1.8629672727,0.1217547674,0.6452556677,0.5447350043,0.0405937962,1.1764485384,-0.1333550493,-0.0986127689,2.1017490648,1.1082765766,1.8573023552,1.1951655018,0.9404402879,0.2307232822,0.2448003566,0.1194375491,0.6180449209,0.1154354929,1.2079776414,0.2478639937,0.3921301849,2.4549540671,1.1410946884,1.6395633056,1.4155990299,1.2584636267,0.3016724010,2.0305808570,0.3507120458,0.0933844653,BRCA
GSM481004,0.1345857253,0.2098067165,1.2894276836,0.7267074391,-0.0359781916,3.7818426290,0.3664005813,-0.0078864293,0.1549531093,0.2811552281,1.8697947050,0.6563029549,0.3990541024,3.5415028036,1.4487049720,3.2242570717,0.8473779138,0.6451464242,2.2159077413,1.2665043929,0.0765511591,0.6545934550,0.5298544326,0.1022958550,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,0.3552356291,0.0592425660,0.6956193051,3.0404753419,0.2122257086,-0.1819867761,4.2745903333,0.0554465962,2.2677164225,3.1261417070,1.1461789153,3.9257394870,-0.0394205147,2.1908766329,0.4161433360,2.1141645412,0.1845035095,0.7366408180,0.5456860177,0.0798387230,1.2398634733,-0.1046047547,-0.0112705461,2.0252726274,1.2379412867,1.6555515726,0.9571288218,0.8477667933,0.1288372636,0.2057479322,-0.0029262668,0.6254538715,0.4025368357,1.3182600141,0.3112648595,0.3416733871,2.4934302717,1.2219297906,1.5776952225,1.5605042421,1.2531293139,0.5573211684,1.7963505046,0.2996374663,0.0968368784,BRCA
GSM481005,0.1491940584,0.3333268101,1.1401585482,0.8208321277,-0.0127271021,3.9835587340,0.3880956417,0.0250426239,0.1346355884,0.2040076268,2.0287929392,0.5496870449,0.7022237635,3.3680374623,1.9808702840,3.6397311690,0.6577628967,1.2172712503,2.3088889532,1.4315346195,0.0701903354,0.5833258600,0.3254996739,0.0409902284,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.3125101426,0.1256889529,1.0735443930,3.4359046089,0.5899638482,-0.2011641577,3.7825583620,0.0826789568,1.7919661626,3.1739215850,0.9980678586,3.6215064128,-0.0096653024,2.4844208808,0.4634392593,1.5384006897,0.1201443558,0.7927928886,0.7736729565,-0.0030011963,1.1002343889,-0.0719929715,-0.0418902888,1.9041969332,1.3167328737,1.5636941343,1.2607904427,1.2432288231,0.2332674991,0.2719127039,0.1922588330,0.8624683581,0.3802470319,0.9819903859,0.1630092792,0.2863199179,2.4943833417,1.2780295779,2.2196982105,1.1863462975,1.0856046142,0.3772281707,1.5034608244,0.7749469727,0.1342989447,BRCA
GSM481006,0.1276576724,0.2488741382,1.3272515258,0.8228896988,0.0153172015,4.0883488653,0.1563682464,0.0744404889,0.2327656277,0.2210308273,1.7888490535,0.4691815671,0.6386246402,3.5637452900,2.5200958339,3.5692172050,0.3652142564,0.9166262240,1.8174032327,1.2822541173,0.0598952260,0.5434137196,0.3144062233,0.0944936380,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.2015747012,0.0856713462,1.0967799224,3.0453332796,0.3547129525,-0.3044816430,4.0518331527,0.0863995838,1.4540603309,3.3384359677,0.9712618233,3.6793291170,0.0113917401,2.2705194355,0.3381529452,1.5533337631,0.1002596987,0.7872738847,0.6518793418,0.0079599162,1.2477024343,-0.1132696459,-0.1232069029,1.9450346293,1.0174779719,1.8215097437,1.1283654523,1.0022669632,0.1697899639,0.3530603602,0.2781430036,0.7410703157,0.3161796672,0.9702868724,0.1676189649,0.2859799657,2.6509422727,1.1185523376,1.9539475424,1.1852607083,1.5508123041,0.2835461546,1.8670075834,0.5258814402,0.1531241002,BRCA
GSM481007,0.0082440271,0.2773561644,1.4230721867,0.6452717698,-0.0061215265,4.4369637170,0.0396358199,0.1528117229,0.1645224478,0.1706432577,1.5993259883,0.8353145834,0.4642803039,4.0088908971,2.3397507334,3.2556382020,0.3857170172,0.5533508140,1.5689805019,0.6740145755,0.1746728109,0.2229360227,0.1782463646,0.0581478927,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,0.1839666751,-0.0063679706,0.8677675923,2.6327038078,0.3320468095,-0.2317132268,3.2734609447,0.0399359205,1.9482115060,2.4067986807,1.6244135742,3.1730732520,-0.0724302843,1.5797634124,0.4394152020,2.0010528318,0.0813950598,0.6808120986,0.6197847465,0.0275083135,1.0543329066,-0.1192669198,-0.0770080051,2.1169246204,1.5336862390,1.8244038572,0.9011305655,0.9015260784,0.0254961978,0.5273030754,0.2248136396,0.5552672936,0.1992705908,0.7964667910,0.1834987267,0.2874975976,2.3564071415,1.3021401146,1.6262721474,1.2252458061,1.1743080482,0.0099705514,1.5252969334,0.2204561001,0.2688767351,BRCA
GSM481008,0.2097220591,0.1868211495,1.2605167206,0.8625828716,0.2057568799,4.0966757933,0.6728425020,-0.0228834745,0.4014800186,0.4291612767,1.6911590028,0.6851009033,0.6192824858,3.3265556395,1.4499554337,3.6774912677,0.8038552519,0.7334381825,2.2376493252,1.1969840202,0.0852809511,1.1071911783,0.4331088550,0.2588191346,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,0.3709342704,0.0161561033,1.4243605868,2.9570318858,0.4999649943,-0.2189605012,3.7219878833,0.0375225977,1.5178642869,1.9179058473,1.3892407832,3.3424605130,-0.0643916208,1.8409837486,0.6949994232,1.8297597318,0.2120530324,0.2351659217,0.6599171695,-0.0226796408,1.1706224757,-0.0994006153,0.0778817986,2.1370357203,1.3389531251,2.2211620858,0.8990678945,1.4089067363,0.2090556588,0.3386521431,0.5044573573,0.9823657416,0.4246837776,1.6154887751,0.3510342627,0.6010788774,2.4107195587,1.3258373943,1.5951683029,1.6897705296,1.1758234911,0.8269818539,1.9119616150,0.5747495766,0.3739857349,Control
GSM481009,-0.1463721341,0.1119150442,0.9139744673,0.7370027589,0.1141745486,4.5025805630,0.0157022542,-0.0285091244,0.1628841432,0.1076403532,1.5451259864,0.3922241374,0.5486693074,3.9816480276,1.3098543568,4.1336198647,0.5057058191,0.6795876937,1.8434993941,0.8570521985,0.0136911515,0.3087127327,0.0572444400,0.0858690533,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,0.2618593107,-0.0909887849,0.7845914347,3.2027866842,0.3245984261,-0.3102373273,4.5240799587,-0.0849815023,1.3382542989,3.3351484140,0.7564230297,4.0608274540,-0.1614110532,2.3816246243,-0.0242092372,1.5599198155,0.1467675414,0.7082027684,0.6273847039,0.0471731193,1.2982513061,-0.1563651473,0.0128401053,2.3597395632,1.2697364197,1.5271805255,1.0313928906,1.3325129310,0.0807175868,0.0163229674,0.1132563498,0.7798042547,0.3102166301,0.5533976414,0.1373806377,-0.0454013486,2.7050820288,1.0698948772,2.0035042280,1.1046310538,1.3779357594,0.2582390422,1.1551117599,0.3159651547,0.0165883431,Control
GSM481010,0.2294390604,0.1855504602,1.1396187419,0.8254797151,0.1735209360,3.8503152530,0.5641429838,0.0437281734,0.3200672193,0.2145545918,2.3569159126,0.6619493134,0.8299167638,3.1308566926,1.7001854380,3.7574702897,0.7201126181,1.1928414702,2.4841997289,1.7701476780,0.1136525311,1.0024311781,0.4416386575,0.2161256645,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.4174801490,0.0952195898,1.3123569986,3.6277177333,0.4754389038,-0.2099300284,4.1426302593,0.1145086560,1.8006966710,3.2797364397,1.2195993810,3.7614668210,0.0521618154,2.6473223417,0.3344207800,1.8330028504,0.3818689703,0.7372948707,0.6147042646,0.0023289882,1.3803528878,-0.0705544607,0.0227154693,1.9394992392,1.0759964214,1.9308182200,1.1851664009,1.0052274730,0.4016871884,0.3693966408,0.2844833170,0.8493634890,0.4600413088,0.9823486151,0.1518353733,0.2541308115,2.6424743764,1.4160150973,2.4085044753,1.4912791293,1.3084524418,0.6877990997,1.6980610449,0.9463912479,0.2106427483,Control
GSM481011,-0.0238003629,0.1779214005,1.4837687343,0.6456970798,0.0733985208,4.4350581963,0.0321641918,0.0003258741,0.0594786794,0.2347091185,1.5986667974,0.7387057178,0.3450502634,3.7609323560,1.4794516588,3.2908608913,0.5883815534,0.5178313036,1.4262088770,0.8360691063,0.0572326049,0.2753522399,0.1215346543,0.0104496072,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.1841442517,0.0415502166,0.4984967014,3.1112367576,0.2394045292,-0.2035493579,3.7382971447,0.0672211709,1.6436288134,2.4437413213,1.4081619406,3.5192486048,-0.1173335588,1.5610999464,0.2293698849,1.6839834899,0.2977195411,0.6164857421,0.4647553046,0.1639245448,1.1968973041,-0.0705338335,-0.0989821069,2.0583476873,1.0195625383,1.7963575074,0.9340840750,1.0488815274,0.1708372678,0.3420182139,0.0731099842,0.6323220051,0.3440961864,0.9271272570,0.1360594081,0.4359849849,2.5080431916,1.1711954852,1.4345671034,0.9173884434,1.1901120673,0.0725862017,1.6439583983,0.3571961741,0.0655481136,Control
