@relation data

@attribute id string
@attribute 10154 numeric
@attribute 1020 numeric
@attribute 10298 numeric
@attribute 10371 numeric
@attribute 10500 numeric
@attribute 10501 numeric
@attribute 10505 numeric
@attribute 10507 numeric
@attribute 10509 numeric
@attribute 10512 numeric
@attribute 1072 numeric
@attribute 10725 numeric
@attribute 1073 numeric
@attribute 11261 numeric
@attribute 137970 numeric
@attribute 1630 numeric
@attribute 1942 numeric
@attribute 1943 numeric
@attribute 1944 numeric
@attribute 1945 numeric
@attribute 1946 numeric
@attribute 1947 numeric
@attribute 1948 numeric
@attribute 1949 numeric
@attribute 1969 numeric
@attribute 2041 numeric
@attribute 2042 numeric
@attribute 2043 numeric
@attribute 2044 numeric
@attribute 2045 numeric
@attribute 2046 numeric
@attribute 2047 numeric
@attribute 2048 numeric
@attribute 2049 numeric
@attribute 2050 numeric
@attribute 2051 numeric
@attribute 219699 numeric
@attribute 223117 numeric
@attribute 2242 numeric
@attribute 22854 numeric
@attribute 22885 numeric
@attribute 23365 numeric
@attribute 23380 numeric
@attribute 23654 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 25791 numeric
@attribute 27289 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 285220 numeric
@attribute 2932 numeric
@attribute 29984 numeric
@attribute 3265 numeric
@attribute 3688 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3897 numeric
@attribute 3983 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4690 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4893 numeric
@attribute 4917 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5364 numeric
@attribute 5365 numeric
@attribute 54437 numeric
@attribute 54910 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 55558 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56896 numeric
@attribute 56920 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5747 numeric
@attribute 57522 numeric
@attribute 57556 numeric
@attribute 57689 numeric
@attribute 57715 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5921 numeric
@attribute 59277 numeric
@attribute 5998 numeric
@attribute 6091 numeric
@attribute 6092 numeric
@attribute 6093 numeric
@attribute 6387 numeric
@attribute 63928 numeric
@attribute 6405 numeric
@attribute 64221 numeric
@attribute 6585 numeric
@attribute 6586 numeric
@attribute 7852 numeric
@attribute 7869 numeric
@attribute 80031 numeric
@attribute 8440 numeric
@attribute 84448 numeric
@attribute 8482 numeric
@attribute 8633 numeric
@attribute 8829 numeric
@attribute 90249 numeric
@attribute 9037 numeric
@attribute 9353 numeric
@attribute 9423 numeric
@attribute 9475 numeric
@attribute 9723 numeric
@attribute 9901 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1441,0.5707,0.1998,0.0804,-0.0892,0.2011,0.2797,1.7947,0.4092,0.0842,0.6846,1.2466,1.0708,1.0836,-0.0863,-0.1125,0.1104,0.0984,0.1408,0.1436,-0.1411,0.2996,-0.0875,-0.1877,-0.0219,0.3691,-0.1553,0.5613,-0.1108,-0.0721,0.0107,0.0195,0.0845,0.0209,0.1678,0.4765,0.0971,-0.0721,0.549,-0.1344,0.225,0.7274,0.6586,1.9561,0.3986,1.5632,-0.1375,-0.04,0.0556,0.7272,1.6236,-0.1506,0.6542,0.2157,0.4247,2.4355,1.5983,0.7773,-0.0067,0.4913,0.4691,0.7462,-0.0957,0.8678,0.4264,0.566,1.394,0.0372,2.847,0.037,1.1667,1.0217,-0.0567,0.288,0.0237,0.0104,0.0299,-0.0189,0.6783,0.7188,1.2834,1.3861,1.3083,0.3485,1.7309,1.0783,-0.0942,-0.0123,0.0219,-0.1132,0.2618,-0.0485,-0.0817,-0.1238,-0.1089,0.6432,1.5768,0.0374,1.2797,0.0242,0.1251,-0.0733,-0.1246,1.5327,-0.0801,-0.1703,-0.0016,0.0571,-0.0529,-0.0456,2.7383,-0.1937,-0.1207,0.9352,0.0317,0.3539,-0.1057,-0.058,-0.0472,-0.0064,-0.0879,-0.0741,1.0287,-0.1623,0.0259,1.3608,Control
A02,1.0673,0.5204,0.2254,-0.0014,-0.0609,0.1293,0.1405,1.4763,0.2948,0.1358,0.5857,0.8984,1.1027,1.2081,-0.0218,-0.107,0.0964,0.1636,0.1959,0.1366,-0.0608,0.227,-0.1019,-0.0585,0.0903,0.308,-0.0513,0.2381,-0.0738,-0.0293,0.1146,0.0606,0.0871,0.0136,0.157,0.2822,0.1122,0.0145,0.3799,-0.0522,0.2802,0.7298,0.5881,2.2773,0.2831,1.1722,-0.0148,-0.1196,0.0367,0.7901,1.6473,-0.0938,0.4588,0.1871,0.3701,2.1547,1.3547,0.5327,-0.0387,0.2071,0.5328,0.5181,0.1297,0.72,0.3561,0.399,1.1231,0.0966,3.0554,0.0491,1.1756,0.8893,-0.1299,0.2775,0.0639,0.1226,0.005,0.0698,0.4353,0.5951,0.9381,1.0792,1.0862,0.182,1.6299,1.0214,-0.0422,0.0575,0.0425,-0.1359,0.117,-0.1277,-0.0332,-0.1689,-0.1004,0.4992,1.469,-0.0162,0.8677,-0.0218,0.1638,0.0082,-0.0977,1.2476,-0.0479,-0.1489,0.1444,-0.0425,-0.078,-0.0115,2.4067,-0.1481,-0.1647,0.5831,0.1132,0.3403,-0.0307,-0.0748,0.0766,0.0379,-0.0396,-0.071,0.7721,-0.083,0.0158,1.0773,Control
A03,1.2741,0.8221,0.2608,-0.0198,-0.0706,0.2199,0.1646,1.5255,0.3515,0.2161,0.8552,1.1339,1.2012,1.2905,-0.0562,-0.1261,0.1678,0.1058,0.1725,0.1797,-0.0413,0.3497,-0.101,-0.1478,0.0378,0.278,-0.0939,0.2652,-0.0887,-0.0904,0.1298,0.0438,0.1584,0.0906,0.0928,0.3585,0.0938,-0.0395,0.6971,-0.1073,0.2762,0.8553,0.9741,2.4818,0.4244,1.401,-0.0104,-0.0378,0.0398,0.9144,1.7222,-0.1167,0.6001,0.1477,0.3745,2.3137,1.6547,0.88,0.0319,0.2728,0.5926,0.81,0.1054,0.8528,0.3954,0.6686,1.3459,0.0383,3.1476,0.0159,1.4289,0.9957,-0.1053,0.2881,0.1151,0.1408,0.0196,0.0816,0.5161,0.7523,1.2109,1.1587,1.2757,0.2612,1.8758,1.0584,-0.0752,0.1065,-0.0123,-0.2093,0.1482,-0.1071,-0.0142,-0.1373,-0.0988,0.7305,1.5848,0.0577,1.0619,-0.0316,0.2676,-0.0136,-0.0798,1.5227,0.037,-0.1553,0.0875,-0.0703,-0.059,-0.0046,2.2048,-0.1482,-0.2019,0.6675,0.1226,0.3315,-0.0883,-0.0034,0.0436,-0.0175,-0.0359,-0.0522,0.9926,-0.0866,0.0323,1.3643,Control
A04,0.9796,0.6325,0.2645,0.017,0.0311,0.311,0.1653,1.5763,0.331,0.1059,0.6509,0.9006,0.9796,1.2439,-0.0472,-0.1131,0.0624,0.231,0.1396,0.2241,-0.046,0.3119,-0.0791,-0.1051,0.1327,0.3723,-0.0441,0.5089,-0.0413,-0.0329,0.1189,0.0248,0.0617,0.046,0.1462,0.3356,0.1201,-0.0219,0.3604,-0.0759,0.2523,0.6561,0.5127,2.0692,0.3442,1.3783,-0.0206,-0.0926,0.0206,0.8831,1.7702,-0.0744,0.4958,0.1918,0.3589,2.3772,1.1941,0.4995,0.051,0.314,0.5529,0.4339,0.008,0.7575,0.4685,0.4547,1.1899,0.0472,3.093,0.1887,1.0247,0.9699,-0.0896,0.3305,0.0532,0.1105,0.1169,0.0501,0.6526,0.6673,0.9279,1.2414,1.2229,0.3404,1.7145,1.0435,-0.0526,0.0699,0.0169,-0.1294,0.1496,-0.097,-0.0278,-0.0829,-0.0666,0.4506,1.5612,0.1433,0.9845,0.0424,0.143,-0.0138,-0.0799,1.1775,-0.0251,-0.1097,0.0943,0.0289,-0.0579,-0.0243,3.1705,-0.0016,-0.1332,0.7985,0.0995,0.2489,-0.0627,-0.0889,0.136,0.0077,-0.0562,-0.0522,0.9147,-0.0675,-0.0335,1.2398,Control
A05,1.259,0.9217,0.278,-0.0176,-0.0099,0.431,0.1437,1.6296,0.4514,0.3195,0.7866,1.1032,1.0756,1.4303,-0.0652,-0.0806,0.1051,0.2226,0.2189,0.2551,-0.024,0.38,-0.0441,-0.0998,0.1328,0.2745,-0.0751,0.3705,-0.0784,-0.0509,0.0927,0.0253,0.1237,0.0823,0.1838,0.3782,0.1683,-0.0547,0.7899,-0.0853,0.425,0.972,0.7663,2.7134,0.391,1.4167,-0.0445,-0.0244,0.0468,1.0479,1.7758,-0.0934,0.5918,0.1441,0.4809,2.205,1.41,0.6563,0.0086,0.3655,0.8,0.7537,0.0272,0.8303,0.4397,0.4619,1.2552,0.0733,3.3716,0.1856,1.3702,1.0637,-0.0787,0.2999,0.1189,0.0806,0.1756,0.0164,0.6494,0.7731,1.0818,1.1595,1.3093,0.2669,1.9408,1.1978,-0.0778,0.0684,0.0096,-0.1026,0.2717,-0.0641,-0.0901,-0.0808,-0.0843,0.6788,1.5812,0.007,1.0949,-0.0383,0.2173,-0.0074,-0.1201,1.4139,0.0077,-0.0463,0.067,0.0188,-0.0486,-0.0403,2.5694,-0.0916,-0.1438,0.7172,0.0682,0.4491,-0.05,-0.058,0.0537,-0.0026,-0.0547,-0.0399,1.0051,-0.0448,-0.0016,1.3013,Control
A06,1.1649,0.6766,0.1687,0.0214,-0.0372,0.1982,0.2024,1.5823,0.2917,0.2709,0.6661,1.056,1.0403,1.3782,-0.0791,-0.134,0.1508,0.048,0.1137,0.2039,-0.0148,0.2697,-0.0715,-0.179,0.0576,0.3134,-0.0756,0.228,-0.0776,-0.0429,0.0542,0.0496,0.0788,0.0495,0.087,0.3027,0.0148,-0.0322,0.7068,-0.135,0.3308,0.7782,0.8283,2.3429,0.3918,1.3172,-0.0779,-0.1181,0.0662,0.8297,1.6727,-0.13,0.5257,0.0643,0.2391,2.008,1.4342,0.5764,-0.071,0.3956,0.5539,0.6069,0.0185,0.6689,0.306,0.425,1.1824,0.0089,2.9291,-0.0144,1.2955,0.8999,-0.133,0.2306,0.1033,0.0875,0.0172,0.0569,0.5159,0.6198,0.9413,0.9185,1.1603,0.1375,1.8446,0.9874,-0.0457,-0.0043,-0.0014,-0.1796,0.1119,-9e-04,-0.0247,-0.1004,-0.1152,0.5315,1.5216,0.0317,0.9493,-0.0038,0.1565,-0.0285,-0.1322,1.2959,0.0012,-0.0782,0.0908,-0.0452,-0.0775,0.0148,3.0388,-0.1463,-0.1629,0.5642,0.0687,0.2712,-0.0522,0.0071,0.0227,-0.0082,-0.0841,-0.061,0.832,-0.0954,0.0388,1.1447,Control
A07,1.3564,0.7195,0.2235,-0.0216,-0.0277,0.0576,0.2352,1.6014,0.3586,0.3242,0.5723,1.238,0.8441,1.2981,-0.0391,-0.1344,0.1239,0.1085,0.1892,0.2115,-0.0705,0.2254,-0.0805,-0.1606,0.2165,0.3826,-0.0803,0.4023,-0.0513,-0.0281,0.1042,0.1837,0.1088,0.0911,0.1279,0.336,0.0045,-0.0085,0.6601,-0.0912,0.2597,0.7036,0.8673,2.342,0.4363,1.855,-0.0087,0.0104,0.0378,0.9487,1.7805,-0.0883,0.8174,0.0834,0.3621,2.4902,1.7087,0.8147,-0.0738,0.3888,0.5708,0.6661,0.013,0.9217,0.3424,0.6062,1.37,-4e-04,2.9633,0.0997,1.3668,1.0521,-0.1179,0.2965,0.1116,0.1393,0.0375,0.0526,0.6945,1.0264,1.3182,1.183,1.5746,0.2098,1.882,0.9702,-0.0449,0.0617,0.0243,-0.1812,0.2084,-0.1009,-0.0245,-0.1628,-0.1177,0.7067,1.6623,0.0088,1.3386,-0.0486,0.2188,-0.0044,-0.1037,1.5516,-0.1438,-0.1265,0.0766,-0.0171,-0.0855,-0.0102,2.2633,-0.1206,-0.1813,0.9056,0.1228,0.3188,-0.0364,0.0141,0.0672,0.029,-0.0539,-0.0778,1.0204,-0.0827,0.059,1.5858,Control
A08,1.3236,0.4469,0.2217,-0.0417,-0.1073,0.1211,0.3022,1.6607,0.3049,0.1665,0.5512,1.3268,0.7306,1.0904,-0.0882,-0.127,0.1092,0.0746,0.0796,0.0287,-0.0789,0.1538,-0.1389,-0.1378,-0.0322,0.3704,-0.1246,0.4513,-0.0983,-0.1273,-0.0062,-0.0035,0.0082,-0.0262,0.1018,0.3621,0.0858,-0.0835,0.3993,-0.124,0.1751,0.6019,0.8925,1.836,0.5511,2.0099,-0.1666,-0.0357,-0.0073,0.8193,1.4616,-0.117,1.0598,0.1241,0.2915,2.3245,1.6234,0.8852,-0.0339,0.561,0.4128,0.7821,-0.0379,0.9628,0.3838,0.8547,1.5498,0.0839,2.7421,0.0051,1.2078,1.218,-0.0951,0.2754,0.0833,0.0412,-0.0062,0.0287,0.587,1.1569,1.4563,1.5413,1.7633,0.2523,1.9122,0.9939,-0.0629,-0.0253,0.018,-0.1362,0.2121,-0.0274,-0.0507,-0.1188,-0.0762,0.7992,1.4029,-0.0271,1.547,-0.0048,0.264,-0.0828,-0.1249,1.5885,-0.0913,-0.2256,0.0108,0.0121,-0.1089,-0.0537,2.3018,-0.2058,-0.1487,1.125,0.0683,0.2388,-0.0809,-0.094,-0.0748,-0.0139,-0.0832,-0.0747,0.9993,-0.1791,0.0175,1.6994,Control
A09,1.3655,0.5758,0.2074,-0.0121,-0.0504,0.1649,0.234,1.6888,0.3188,0.1981,0.6268,1.1609,0.8367,1.2329,-0.0496,-0.1036,0.0911,0.034,0.1328,0.1974,-0.0836,0.2266,-0.0593,-0.1493,0.1376,0.3234,-0.0889,0.432,-0.0851,-0.055,0.1322,0.0722,0.0723,0.0944,0.131,0.3005,0.0284,-0.0241,0.4388,-0.0857,0.2948,0.8477,0.6859,1.9367,0.3852,1.6972,-0.046,-0.0271,-0.0253,0.8051,1.6031,-0.1061,0.707,0.1807,0.3464,2.6012,1.5566,0.5829,-0.0171,0.4321,0.4868,0.6978,0.0098,0.8164,0.3486,0.5867,1.2669,0.0085,2.9428,0.0504,1.2824,0.9502,-0.0792,0.2817,0.1242,0.1413,0.0109,0.0786,0.5699,0.866,1.231,1.1713,1.3831,0.2368,1.8315,0.99,-0.0651,0.0593,0.0198,-0.1236,0.2016,-0.0575,-0.0293,-0.0916,-0.0857,0.5778,1.4845,-0.0012,1.177,-0.0242,0.1068,-0.0597,-0.0951,1.5046,-0.0705,-0.1669,0.1203,-0.0377,-0.0633,-0.008,2.5748,-0.0823,-0.1544,0.9003,0.1101,0.387,-0.0496,-0.0491,0.0484,0.0093,-0.0567,-0.0554,0.8836,-0.1137,0.0492,1.4239,Control
A10,1.4147,0.6735,0.2653,-0.0523,-0.0159,0.2759,0.1909,1.7511,0.3985,0.2848,0.5679,1.2225,0.8454,1.2005,-0.0859,-0.088,0.0988,0.1548,0.1334,0.1587,-0.0276,0.2187,-0.0502,-0.0804,0.065,0.2107,-0.08,0.5026,-0.1008,-0.0891,0.0039,-0.0346,0.0552,0.0227,0.147,0.2713,0.0845,-0.0335,0.5261,-0.1023,0.3453,0.9042,0.8421,2.0853,0.4235,1.978,-0.0801,-0.0522,0.1148,0.8443,1.7231,-0.1073,0.907,0.218,0.3978,2.7505,1.4421,0.7836,-6e-04,0.3668,0.5767,0.7316,-0.0198,0.9276,0.3484,0.7044,1.3997,0.0145,3.0526,0.0618,1.3673,1.0809,-0.0718,0.2134,0.0949,0.0602,0.0796,1e-04,0.68,1.0757,1.2426,1.4321,1.623,0.2539,1.9225,0.9237,-0.1483,-0.0155,0.0105,-0.1047,0.2453,-0.0291,-0.0658,-0.1029,-0.0613,0.709,1.5632,0.0614,1.336,0.0226,0.2774,-0.0467,-0.1071,1.4727,-0.0062,-0.1165,0.0372,-0.0281,-0.0678,-0.0315,2.2828,-0.1447,-0.1464,0.906,0.0597,0.4144,-0.0499,-0.0644,0.0452,0.0461,-0.0664,-0.0444,1.1945,-0.1041,0.0012,1.6004,Control
