@relation data

@attribute id string
@attribute 140739 numeric
@attribute 2861 numeric
@attribute 5071 numeric
@attribute 5413 numeric
@attribute 6622 numeric
@attribute 7325 numeric
@attribute 7326 numeric
@attribute 7327 numeric
@attribute 7332 numeric
@attribute 7341 numeric
@attribute 9246 numeric
@attribute 9627 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.5645015907,0.7173534851,-0.0806221675,0.2450545217,-0.0013623473,0.6277972254,1.1613107057,1.1958140342,1.6134892357,1.2636988900,2.1301672658,-0.0667322783,BRCA
GSM481003,1.2908398235,0.4509063603,-0.1237282262,0.1922558701,0.0516707520,0.5040364588,1.1818292538,1.1631298894,1.7050396090,1.4754694663,2.3149152068,0.0162052413,BRCA
GSM481004,1.5081932378,0.3767702527,-0.0916958641,0.3585741974,-0.0159636584,0.6247757457,1.1523804565,1.0689744345,1.4521031908,1.4299984016,2.3066633808,-0.0252080347,BRCA
GSM481005,1.6860667396,0.3786668200,-0.0599999450,0.1764455931,0.0064845989,0.8300699524,1.2515010623,1.1033948984,1.2945691198,1.4720101059,1.6525597573,-0.0697019463,BRCA
GSM481006,1.4812865711,0.8705096878,-0.1014075473,0.2558755046,-0.0001868302,0.8071636276,1.4348619220,1.3432272538,1.7717826550,1.0893759801,2.4646003776,0.1375087690,BRCA
GSM481007,1.4645946931,1.2402489056,-0.0343750997,0.1181593442,0.0702396182,0.6447765145,1.1662938533,1.0976129374,1.6359451023,1.3821223751,2.3658042218,0.0078292961,BRCA
GSM481008,1.3123752428,0.0129669794,-0.1144835049,0.3180306732,0.0776387979,0.5742085367,1.3129337231,0.8216701443,1.3230343644,1.4564293325,1.7935917443,0.0785561685,Control
GSM481009,1.0558738913,0.7867390468,-0.1169508127,-0.0595694657,0.0288982856,0.6070072154,1.0060620668,0.5984214436,1.0161948303,0.9334567412,2.2555688883,-0.0112183525,Control
GSM481010,1.6611495996,0.2170895979,-0.0853863777,0.2166676676,-0.0034394900,0.8157273026,1.1219442953,0.9790926966,1.4768526875,1.4855414964,2.1687952412,0.0183180166,Control
GSM481011,1.7244962881,1.0872576720,-0.0266977968,0.4875707247,-0.0183882901,0.4544950343,1.0374648210,0.9913927564,1.3604408113,1.3892699479,2.3054172729,-0.0196850437,Control
GSM481012,1.3777791262,0.3733639261,-0.1129982593,0.1844700359,-0.0539946524,0.6491057156,1.1835125275,0.8682167098,1.1379336807,1.4188874737,2.2487110364,0.0950786644,Control
GSM481013,1.3318392777,0.0118591304,-0.1219014728,0.3215685753,0.0678427689,0.4541221975,1.6174152245,1.1254159706,1.4616749172,0.9934265100,2.0206001866,0.0445739082,Control
GSM481014,1.1460497380,0.7957617809,-0.0744908575,0.2068704942,0.1451606867,0.6804801346,0.8398023297,0.8829316432,1.3090602469,1.1843619423,2.0416962702,0.0939159013,BRCA
GSM481015,1.1730295300,0.1153409859,-0.0955198515,0.3647918651,0.0020125840,0.4345665745,1.3699271604,0.8015420871,1.5327488435,0.9634588854,2.4139495293,0.1924496204,BRCA
GSM481016,1.5190593029,-0.0942814949,-0.1031109206,0.1679408352,0.0145716066,0.5458146548,1.2965852121,1.1060999241,1.2719684392,1.4119102917,1.8864469129,0.0180146129,BRCA
GSM481017,1.5096641897,0.5462644352,-0.1354396690,0.1505445229,-0.0279543603,0.7835222381,1.2850286353,0.9561462913,0.9229874335,1.7159398496,1.4029622474,0.0459423007,BRCA
GSM481018,1.5563325548,-0.0833533085,-0.0836999527,0.5346316703,0.0302918373,0.3799922424,0.9216515137,0.8495237576,1.3099103088,0.8989746197,2.4110052849,-0.0681101021,BRCA
GSM481019,1.5816019011,0.2743073997,-0.1104522672,0.2254955306,0.3104537403,0.6364873179,1.3977068886,1.0824442637,1.3847289383,1.2087725484,2.1988461547,-0.0040262488,BRCA
