@relation data

@attribute id string
@attribute 10411 numeric
@attribute 10681 numeric
@attribute 11069 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 114 numeric
@attribute 26251 numeric
@attribute 2641 numeric
@attribute 2740 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2775 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3745 numeric
@attribute 3747 numeric
@attribute 3767 numeric
@attribute 3790 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 55970 numeric
@attribute 5906 numeric
@attribute 59345 numeric
@attribute 6616 numeric
@attribute 6804 numeric
@attribute 6812 numeric
@attribute 6833 numeric
@attribute 6844 numeric
@attribute 6861 numeric
@attribute 773 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 777 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 8826 numeric
@attribute 9254 numeric
@attribute 94235 numeric
@attribute 9495 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0920781524,0.0798089453,-0.0801555156,-0.1577812994,0.3797550982,-0.0726066500,0.2129918088,-0.1739749070,-0.0448212784,0.9581370279,0.2980682768,-0.0385881871,1.1579167798,0.7260348580,0.4609933963,0.0313797501,0.0069233231,-0.1135279069,-0.1004975033,0.1466962866,-0.1126273656,0.0373789289,0.1313168648,0.1067213277,0.5609436097,-0.1312896133,-0.1296900593,-0.1089403838,0.8505773792,-0.1072939529,-0.0862014922,0.5931362181,0.6055969648,-0.0123531642,1.9211698879,0.3766967951,0.0642130354,1.4999495165,0.5759782564,0.7363625108,-0.0784855656,0.0612008282,0.5112876687,-0.1130368533,0.8580837143,-0.1158611007,-0.0484405750,-0.1203116075,-0.0989742001,-0.0677172888,-0.0623435482,0.5613879450,2.4709064865,-0.1184312069,-0.0889600241,-0.0692524781,BRCA
GSM480985,0.3263344009,0.0826668575,-0.0869633047,-0.1766650246,0.4228589949,-0.1656008608,0.2206129249,-0.1718670516,-0.0318454343,0.9909502640,0.3047061024,-0.0672319856,1.3204932428,0.6644044377,0.2952377253,0.0823840736,-0.0457163846,-0.1205803433,-0.1089069453,0.7772403410,-0.1372473919,0.0545901309,0.4415400387,0.5849629343,0.3553600297,-0.1539214838,-0.1782927381,-0.1214580443,1.3727766010,-0.1532745592,-0.0875385542,0.7376574537,0.7695002645,-0.1038192192,2.2771025042,0.1234466186,0.0309261780,1.8644070503,0.6223576221,0.4920368270,-0.0754517870,-0.0275881361,0.5652077497,-0.1191428038,0.9750290668,-0.0594616841,0.0733538507,-0.1314508866,-0.0963025578,-0.0793521388,-0.0032097376,0.5824237781,2.5610943698,-0.0968186499,-0.1309516296,-0.1118187895,BRCA
GSM480986,0.0481944401,0.1311043079,-0.0598742767,-0.1350317207,0.1785444665,-0.1195620130,0.2545465572,-0.1276569829,-0.0659141157,1.1200479176,0.3719062484,-0.0172120397,1.3325283364,0.6901387549,0.3422224569,0.0011673622,-0.0624810754,-0.0875566416,-0.1140261693,0.0591031552,-0.0677840849,-0.0889708259,0.2835222208,0.1536485495,0.6212419597,-0.0632582392,-0.0598871869,-0.0987051220,0.9359980316,-0.0778376792,-0.0920514730,0.6712817949,0.7078176651,-0.0887387330,2.0198128103,0.5190979345,0.1662764031,1.6156421010,0.3411915212,0.8650141478,-0.0994968248,0.0469438789,0.7367980255,-0.0729014693,0.8724778892,-0.1033713278,-0.0124151879,-0.0977729428,-0.0699778495,-0.0604867618,-0.0457329366,0.6317891250,2.4811956548,-0.1261470708,-0.0372388086,-0.0253976056,BRCA
GSM480987,0.0289167029,0.0622019586,-0.0629702936,-0.1124067577,0.0528845680,-0.1120932270,0.3019775698,-0.1741403383,-0.0470799289,1.4479325302,0.3169702389,-0.0118605190,1.2904711387,0.7412058433,0.2116768266,0.1327404538,-0.0773168238,-0.1215972648,-0.1148385397,2.7066964706,-0.0742860082,0.0348619162,0.3327935711,-0.0104492808,0.3998152808,-0.0829744577,-0.0694794244,-0.1142676604,0.0779962688,-0.1143018794,0.3232544249,0.4481176670,1.0939444790,-0.0234222412,1.9039099027,0.3223923260,0.1367199314,1.7940059026,0.3683751977,0.9243028046,0.0500207365,-0.0220054143,0.8607512637,-0.0620513078,0.6637983796,-0.1226454786,0.0382031941,-0.0535309027,-0.0852457030,-0.0738195309,0.2038346149,0.4010122127,2.2449264669,-0.1333895824,-0.1600573949,-0.0021112746,BRCA
GSM480988,0.0907482190,0.1375192484,-0.1825091149,-0.0759397257,0.2434777927,-0.0361867587,0.0457255059,-0.1276119560,-0.0000609723,0.7840176249,0.1900400466,-0.0596770411,1.4781041429,0.5931581249,0.0215888636,0.1052846566,-0.0282164784,-0.0825194422,-0.0999999979,-0.0600983379,-0.1394877574,-0.0426573925,0.1991312819,0.2297151421,0.5623337450,-0.0981034054,-0.0812191329,-0.0189396994,1.2182380127,-0.1443745749,-0.0541173976,0.3137383716,0.5631931945,-0.0202760463,1.4926301568,0.1654808719,0.0300146427,1.2631580537,0.1660498078,0.6169386619,-0.0908771392,0.1028955929,0.8444442860,-0.1312960287,0.3810517959,-0.0697054395,-0.0419790439,-0.0822903132,-0.0242554143,-0.0478313951,-0.0489285502,0.5769897205,2.2511483264,-0.1206784184,-0.1318603578,-0.0409776725,BRCA
GSM480989,0.2727303271,0.1395655114,-0.1313908486,-0.1447008381,0.2998246142,-0.0685872297,0.1456472270,-0.1843411558,-0.0035835049,0.4984121071,0.4542093934,-0.1098449463,1.3912816293,0.7107484369,0.4922151650,0.0310324050,-0.0245108759,-0.1035838998,-0.0584708151,-0.1600497482,-0.2168419232,-0.0442354612,0.2200210720,0.0458035868,0.4976210030,-0.1765275250,-0.0900093556,-0.1625079728,1.3162984781,-0.2324207872,0.0358164425,0.9056678476,0.3538124809,0.0047141360,1.9109501814,0.3053653154,0.1146072071,1.1070811011,0.2493194217,0.3556060205,-0.0452358587,-0.0830106423,0.6433026957,-0.0396243786,1.1429643371,-0.1488256823,-0.0790176572,-0.0790640901,-0.0560463325,-0.0873273261,-0.0772692739,0.8129652783,2.1610401582,-0.1282889134,-0.1777083731,-0.0270289825,BRCA
GSM480990,0.1652241818,0.0819088728,0.0423357617,-0.1368300982,0.1709839052,-0.1056272242,0.3082821428,-0.1080523094,-0.0162624283,1.2059587278,0.6375199349,-0.0504726552,1.4284008093,0.8782710590,0.5025454419,0.0722035417,-0.0313524033,-0.0925484677,-0.1273939656,0.4092192144,-0.1018510503,-0.0283261156,0.1628782986,0.0021861719,0.5061100200,-0.1359532807,0.0152082926,-0.1256662183,0.4219896230,0.0065605761,0.0663741883,0.8428640298,0.7935236208,-0.0195084080,1.8563018972,0.3795540563,0.0994964334,1.3161279748,0.3149603538,0.7182087007,-0.0905569354,0.0191228693,1.0225135685,-0.0714829078,1.1297013738,-0.1089967549,-0.0690977746,-0.0893763078,-0.1065901060,-0.0656018598,-0.0745338046,0.7522451695,2.1633502162,-0.1572380998,-0.0808738950,-0.0077445229,Control
GSM480991,0.1743213583,0.1006723062,-0.0822064556,-0.1120446003,0.2858755783,-0.1251052238,0.2636597346,-0.1554298614,0.0183322741,0.8869519606,0.4446749834,-0.0534065351,1.4307339596,0.7888649646,0.5062835034,-0.0499887214,0.0187707844,-0.1110699204,-0.0938462643,-0.0797904123,-0.1039781785,-0.0162116344,0.2311761151,0.1075655196,0.7279821927,-0.0235330541,-0.1197660283,-0.1549698793,1.0276919919,-0.0443711671,0.0453277426,0.7147501284,0.6564376624,-0.0500267771,1.9251870017,0.3763965595,0.1652794271,1.4828155484,0.3179211385,0.5407913685,-0.0716491503,0.0173325776,0.8215937093,-0.1171670634,1.3279897193,-0.1470443457,-0.0352333166,-0.0855096179,-0.0575679550,-0.0715104966,-0.1135411437,0.8025629474,2.3563058066,-0.1246867361,-0.0904390580,-0.0269643025,Control
GSM480992,0.0342694156,0.0885527289,-0.0111532847,-0.1194200918,0.5049739010,-0.0951718734,0.2304699108,-0.1580686406,-0.0012904106,0.8968451944,0.4867185676,-0.0462475456,1.5164660945,0.7672556795,0.6768512727,0.0298872434,-0.0393678868,-0.1060098494,-0.1138909129,-0.0873010754,-0.1357910544,0.0018078210,0.0994592431,0.0161160152,0.7308892569,-0.0673843928,-0.0783163650,-0.1224476368,0.6701228942,0.0178685737,-0.0904213050,1.1381731691,0.5008515699,0.0557855016,1.8326816315,0.3750074824,0.1510298427,0.8826477632,0.2146456959,0.5452613432,-0.0599888102,0.0085014564,0.9246719330,-0.1126597456,1.3015146424,-0.1121487929,-0.0023046669,-0.0923992682,-0.1025028604,-0.0370010809,-0.0621772347,0.9192613613,2.3458520478,-0.1166840113,-0.0972539801,-0.0383531876,Control
GSM480993,0.1675940549,0.1116843061,-0.1359890996,-0.1578653891,0.2520091683,-0.0471520076,0.2431583040,-0.1616904707,-0.0230960077,0.9020118648,0.4554820714,-0.0642143741,1.3899838875,0.7363728955,0.4144046013,0.0388465096,-0.0594869954,-0.1183751102,-0.0490935803,0.0096267843,-0.0948902335,0.0077307280,0.1916949626,0.1179360291,0.7271375300,-0.0797491432,-0.0894189428,-0.0643848590,1.5035778517,-0.1602199334,-0.0759411633,0.8387103804,0.5521481080,-0.0571271274,1.8971461036,0.4153331244,0.1768389816,1.3067279573,0.3858551905,0.7518640363,-0.0650992427,0.0187037533,0.9696018361,-0.1422540488,1.1745911652,-0.0837324053,0.0136240125,-0.1131873764,-0.0685464153,-0.0395628441,-0.0288300617,0.7646135887,2.2471527982,-0.1094240398,-0.1367339711,-0.0312457905,Control
