@relation data

@attribute 10818 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 805 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 111 numeric
@attribute 5577 numeric
@attribute 801 numeric
@attribute 156 numeric
@attribute 55811 numeric
@attribute 109 numeric
@attribute 4803 numeric
@attribute 108 numeric
@attribute 107 numeric
@attribute 5137 numeric
@attribute 5136 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5153 numeric
@attribute 814 numeric
@attribute 3710 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 1385 numeric
@attribute 196883 numeric
@attribute 5335 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute 4914 numeric
@attribute Class {Control,BRCA}

@data
5.772677763,5.645450388,8.748277668,13.59313376,10.327292123,7.377212971,10.99802289,9.844635599,6.614529956,4.767140212,13.11037161,4.673577309,4.917445181,12.63069834,7.388170429,7.149597572,8.2081635635,6.400884238,7.51070125725,8.7068629295,8.455307825,7.91184304,5.12403454,11.35799469,6.36946717,5.4829326402,5.48205062,10.707890538,10.97207892,7.6745180755,9.78527191267,8.786482932,7.409181146,12.33572539,5.19152344233,Control
5.65943283333,5.65593226,8.080472632,13.5121695,10.2384186075,7.013074525,10.75503384,9.525335383,5.841225451,5.442455259,12.75620088,4.771900633,5.091500179,13.03258307,7.536346549,6.461320332,6.3425008425,5.76593995,7.302862322,8.2777883015,8.589483673,6.962552276,5.020239923,12.08864757,6.0929297895,5.5428379012,5.804719114,11.4528809893,10.9073904,7.862876923,9.789873514,8.66542575,7.391761545,12.47764072,5.505510586,BRCA
5.55073379133,6.0290173,8.026856932,13.47944813,9.769915947,7.338293201,11.137683,10.74066222,6.323194968,5.112503363,12.13760287,4.95444207,5.515393331,12.19349773,7.765321119,6.767195028,7.5711783515,6.385953509,5.959958017,7.9762072145,7.907388127,6.804231473,4.850435434,12.01135666,5.9034588485,5.4641368762,5.527329405,10.8440250817,9.496554786,7.7021225845,9.801472324,8.815320146,7.677704008,12.54827894,5.26733198233,BRCA
5.33781834633,5.876032641,8.120096744,13.35270561,10.3820872935,7.478529234,10.00164081,9.439182162,6.331145921,5.7109519,12.20536419,5.182703468,5.224205518,12.23565236,7.799736743,6.763813641,7.0913602235,5.956702124,6.01900601475,7.9530049585,7.458860011,6.450638557,4.9603811275,11.97218475,6.323322532,5.1156792046,5.655216748,11.337274206,10.39270411,8.054801422,9.34823014567,8.115695415,6.105076296,12.76004735,5.99442656267,Control
5.688073818,5.824138541,8.28785217,13.37889296,9.671974648,7.297193996,10.864964,9.689574849,5.680472929,5.377654117,12.34682957,4.778486368,6.212477538,12.7347446,7.144329712,6.854560258,7.084991265,5.699476154,6.74562531875,8.133774626,8.634049691,6.344522837,4.957250341,11.58766984,6.52394041,5.466218321,6.407145055,11.0490871027,9.358629843,7.930765467,7.772929909,9.518791383,7.418993406,12.45248586,5.547936593,BRCA
6.26184317333,6.352798794,8.529822044,13.71343219,9.753034207,7.806535324,11.45443311,9.814991395,6.872247394,5.316879984,13.11510467,4.950248224,5.294814856,12.65857307,7.044998189,6.543500233,6.50402659,6.304424909,7.72772594175,8.614206568,8.090352132,6.787253282,4.630667642,12.06588572,5.9174340255,5.6759717936,5.625863148,10.8002004453,10.16002932,7.6687152575,9.84054935,9.231287868,7.890402801,12.66384721,5.422961591,BRCA
6.52939292733,5.779661087,8.167494826,13.29267684,9.1297731835,7.967285529,9.557684409,7.511675823,5.057462456,4.904497645,12.34260121,4.95444207,6.381677589,13.34505663,8.198753346,6.456482249,6.201503818,5.961514085,6.68615010625,8.747651318,8.626385404,7.029787251,5.102706884,12.23463043,6.330484187,5.5322651396,6.430289978,11.1354255073,9.341019005,8.590203577,9.55785931,8.344585666,7.572418149,12.61750082,6.52639166833,BRCA
5.97148952467,5.862458365,8.80888466,13.44200721,9.643814388,7.667823176,10.66388964,9.583290187,6.091811548,5.023045997,12.57155186,4.584732512,6.222848625,12.39966386,8.277683912,7.109938036,7.6188571805,6.238171237,7.47864321375,7.602215851,8.12621548,7.120344487,4.781675766,11.37383049,5.9718598575,5.3094441946,5.233822166,10.258386433,9.812386363,7.7549264415,7.854087509,8.118825763,7.90344675,12.74796537,5.618990182,Control
5.54762997267,5.813403636,8.17986074,13.70458133,9.557649091,7.357466507,10.78521972,10.67301333,6.099511534,5.398154738,12.3148028,4.931459981,5.287261033,12.05932765,7.431458167,6.816347305,8.092918242,6.101403861,6.33624571475,7.906098313,8.222772115,6.507997257,4.710335668,11.74966846,6.3825279205,5.291675395,5.844493149,10.6759547673,9.898586698,8.1175343725,9.60954968233,9.026662535,7.548207573,12.4865699,5.580399701,BRCA
5.70757979267,5.659004925,8.633940747,13.30755735,10.0619138165,7.247645413,11.44285036,9.67905828,6.072647808,5.778347403,12.71572616,4.067773563,5.312893162,11.61491238,7.109833592,7.016310012,7.599297253,5.906897358,6.29758044475,8.1813016325,8.3824199,6.425178655,4.9414115465,11.77144213,6.3457281585,5.3589494338,5.913135501,11.1110274023,9.608828239,8.2287174245,9.492243668,8.794173061,7.121070136,12.57561022,5.61823474067,BRCA
