@relation data

@attribute 5116 numeric
@attribute 5577 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 79902 numeric
@attribute 983 numeric
@attribute 5571 numeric
@attribute 387 numeric
@attribute 5515 numeric
@attribute 5576 numeric
@attribute 5499 numeric
@attribute 4133 numeric
@attribute 5585 numeric
@attribute 10142 numeric
@attribute 5581 numeric
@attribute Class {Control,BRCA}

@data
10.22045122,4.767140212,5.4829326402,5.48205062,10.73828676,5.5594032075,10.084193648,12.37603319,11.688477345,8.786482932,9.5855365545,6.243222845,6.2539313625,5.3861411095,8.455307825,Control
10.18476414,5.442455259,5.5428379012,5.804719114,10.96132689,5.1000844475,9.5416181315,12.57624761,11.725137905,8.66542575,9.3156588355,6.109553807,6.5171387065,5.479144783,8.589483673,BRCA
10.07347253,5.112503363,5.4641368762,5.527329405,10.8492802,6.018363896,9.9835099365,12.07257321,11.639330205,8.815320146,9.882436552,6.5177345315,6.61732472025,5.8638224525,7.907388127,BRCA
10.56898715,5.7109519,5.1156792046,5.655216748,10.67254493,6.0392399955,9.3324219335,12.17972416,11.80875598,8.115695415,9.0515971275,6.0703897295,6.47756407375,5.9965480755,7.458860011,Control
10.16846564,5.377654117,5.466218321,6.407145055,10.55491043,6.028693113,9.8517271485,12.74633592,11.458095575,9.518791383,9.717115444,5.8614734785,6.71796566475,5.865833244,8.634049691,BRCA
9.904556022,5.316879984,5.6759717936,5.625863148,10.93414071,6.0648074825,9.698559825,13.08540943,12.40345346,9.231287868,10.080564477,6.24203753375,6.542090834,6.0447921125,8.090352132,BRCA
10.38738762,4.904497645,5.5322651396,6.430289978,10.12172813,5.427401159,8.827384863,12.27941189,12.072677105,8.344585666,8.7738660505,6.15296305825,6.32620541175,5.393605942,8.626385404,BRCA
9.718379234,5.023045997,5.3094441946,5.233822166,10.87818911,5.6375433755,10.092337449,11.89259415,11.932399345,8.118825763,9.8100499835,6.02387157075,5.8394843035,5.24964804,8.12621548,Control
9.966433757,5.398154738,5.291675395,5.844493149,10.81621191,6.505547144,9.9168075855,12.60350703,11.55756824,9.026662535,10.06551331,6.51979712575,6.6911723715,5.4185962075,8.222772115,BRCA
10.1934641,5.778347403,5.3589494338,5.913135501,10.59585913,5.4053195205,9.689212392,12.28213433,11.593713005,8.794173061,9.747962555,5.96644922675,6.42449436375,5.6507064635,8.3824199,BRCA
10.15541314,5.492182674,5.0578073466,6.287994543,11.31587145,5.220752803,10.115223719,12.64120964,11.25085226,8.176760488,10.5894170155,5.26038700525,7.03909640125,5.377195604,8.137146296,BRCA
9.764789141,5.564539174,5.3421536938,5.822227442,10.59236386,6.0055657725,9.808880693,12.30040269,11.817863435,8.94526175,9.753951278,5.88377999975,6.3846882695,5.139794193,8.096347681,Control
10.25020399,5.301049141,5.4913025734,5.416511492,10.61251863,6.0129300215,9.917648454,12.38074251,11.68167441,9.004516227,9.775057581,6.03720030075,6.86696213225,5.635266549,7.953790677,Control
10.54869216,5.268482349,5.4387987878,5.237842121,11.27673526,5.5090344575,9.757834043,11.64892389,11.736023615,7.750842834,10.043198149,6.19811472675,6.77057151575,5.5944922015,7.530837667,BRCA
10.7975726,5.287261033,5.8117429202,5.913135501,11.11778287,5.6287591775,9.854883019,11.744773,11.7690989,8.335480939,9.957884427,6.23368091125,6.6883603935,5.8067656305,8.541833388,BRCA
10.40991359,5.765409598,5.3283454926,5.754627826,11.33541843,5.441586912,9.921195836,11.37964115,11.54137497,7.540595216,9.9873893335,6.23906421575,6.602909202,5.268968941,8.438761839,BRCA
10.4054024,5.66903474,5.4065428568,5.634165776,11.26378871,5.6210469815,9.7498872995,11.16916418,11.71439964,7.582482852,10.2225047675,5.986272479,6.757257889,5.64148901,7.655961991,BRCA
10.39014238,5.325990094,5.5295343186,5.620154746,10.85440892,5.8102462945,9.908543862,11.66819594,11.698874855,7.646560735,10.030525935,6.3066774855,6.944151093,5.7319915545,7.971200262,BRCA
9.992039425,5.707781006,5.4814391052,5.341284192,11.12692078,5.34095673,10.0830347715,11.52630619,11.60967717,7.576259705,10.396135035,6.01057313875,6.94769665225,5.7605785365,8.079246259,BRCA
10.81621191,5.002940155,5.1210123436,6.445516183,11.49963678,5.46625573,9.4812362635,9.38829779,9.2723260095,7.632470217,10.5077297325,5.8188693685,6.872094167,5.177051987,9.128046616,BRCA
