@relation data

@attribute 160287 numeric
@attribute 18 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23417 numeric
@attribute 26275 numeric
@attribute 3030 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 34 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 3939 numeric
@attribute 3945 numeric
@attribute 3948 numeric
@attribute 4329 numeric
@attribute 4594 numeric
@attribute 501 numeric
@attribute 5095 numeric
@attribute 5096 numeric
@attribute 55902 numeric
@attribute 79611 numeric
@attribute 84532 numeric
@attribute 84693 numeric
@attribute 8801 numeric
@attribute 8802 numeric
@attribute 8803 numeric
@attribute 92483 numeric
@attribute Class {Control,BRCA}

@data
5.564691589,5.38116950267,11.94269603,8.035405516,13.0288437,6.4032298225,13.90556143,10.485252783,8.311181937,10.69826214,10.55163644,8.48871590367,13.06098469,10.81663915,12.56790862,7.4409698455,13.34674991,11.21708242,6.30281690133,9.512105701,7.669687358,11.42353215,9.529050369,11.11027794,8.6154488574,5.66988513,9.442218403,10.5206165,10.42417183,11.46641824,9.8912569875,5.485933392,Control
5.44742319,5.576464594,11.58443655,6.802099894,11.95442182,6.056583232,13.59555882,10.019264947,7.860530081,9.943115915,10.43684194,8.67259838967,12.96993872,10.372158303,11.5155078,7.4912144285,12.74918966,10.97105152,5.79308330333,9.6696239105,7.497579542,11.38356241,9.209368754,10.92005899,8.4546626756,5.25928308,9.791114496,10.67317238,10.28757997,11.36247141,8.635990554,4.9998410805,BRCA
5.098043929,5.47866963533,11.54512148,6.935698777,10.45871961,6.112002883,13.83149977,9.46395718933,8.114394519,10.46989643,10.87780964,8.424084698,11.32233677,10.3250275745,11.2456925,7.952710478,12.65578567,11.32897515,6.25455083167,9.2669758005,7.6866007675,12.194507085,9.397546894,10.92743375,8.1184164756,5.71384099,10.09063551,10.57985358,10.53019687,11.44245126,8.772234963,5.026218311,BRCA
5.464840793,5.55787428767,12.14532727,4.910026549,11.12925744,6.548599416,14.26291555,9.60250727633,7.620899996,10.13564553,11.03657221,8.60830344433,12.75033439,10.314676885,10.95576997,7.155509218,12.62461163,11.31322333,5.58264868933,9.512125619,7.9240334695,12.319046675,10.18798331,11.46692035,8.3242083128,5.177331079,10.49616,10.49812646,10.9073904,11.93568728,8.3152486205,4.8555114345,Control
6.026142315,5.70309750667,11.81929108,6.860966288,11.84647188,6.81576014,13.57945564,9.31012465333,8.11582544,10.82171841,10.24516082,8.28073113733,12.85738045,10.5236607105,11.70867451,7.6718899015,12.63275562,11.8054921,5.67186819433,10.2419768715,8.061653968,11.80913255,9.870981558,11.30449979,8.5402300052,5.507327868,9.970480225,10.60791771,11.17329317,11.66672787,9.399717892,4.2992318645,BRCA
5.670735019,5.51417857267,11.50616141,7.684715533,12.28941816,7.224949571,13.83559602,10.2091594633,8.062317545,10.42177586,10.458089,8.62960386567,12.29746809,10.966067695,11.82101269,7.6679207005,13.34674991,11.07836451,5.66491256067,9.241850488,7.538700717,11.679923925,9.188910928,11.03612228,8.5381748902,5.630093262,9.266119565,9.802791438,10.68798822,11.05952041,9.5144576625,4.8914047755,BRCA
6.272028439,5.851328677,11.52066056,5.650629048,9.234794159,6.265901599,13.96600025,8.441678221,7.168173481,9.360255142,11.12425722,8.72042838867,11.1007545,10.504906118,9.665780528,6.883110591,12.29328779,11.03470976,6.061761426,10.092217039,7.629451078,12.374971035,8.589380674,11.37601291,8.3440081242,5.155031965,9.382883972,10.21623692,10.52153201,12.12504541,7.130160958,5.0049477195,BRCA
6.238171237,5.58262949933,11.81218745,7.330157527,11.61805062,6.2403037255,13.93264756,9.756458509,8.11035427,10.84981969,10.26349255,8.25503639033,11.85977947,10.86864687,12.03524768,7.485282547,12.76570158,10.95206435,5.74430319833,9.221658065,7.534505471,11.9777839,9.695555047,11.01529328,7.8220650316,5.731598207,8.494986676,10.79947614,10.63211394,11.56134298,9.4873605265,4.957878909,Control
5.889723735,5.77540273467,11.59869472,7.223376994,10.9270559,6.926570309,14.24390588,9.25164354567,7.814392003,10.85352421,10.23245125,8.744333241,11.3345919,10.6210851805,11.89363345,7.811400851,13.03973478,11.9524629,5.34137042367,9.7024839405,7.7550388515,12.239160505,9.832257559,11.24081833,7.8515227798,5.506534704,10.28274128,10.2632842,10.80070603,11.63567744,9.2732878295,4.7447056715,BRCA
5.492022402,5.54244468267,12.03524768,7.358126164,12.50386679,6.43527559,13.83559602,10.3875623913,7.898935572,10.35655132,10.66366508,8.72327961667,13.14374197,10.3774367615,12.05089371,7.4221075335,12.78963253,11.50276234,5.79122837667,10.388872274,7.762365008,11.5195314,9.911339974,10.88094205,8.4585073162,5.637647374,10.27274674,10.4466003,10.95648527,12.08630553,8.7661411365,4.454080782,BRCA
6.086619917,5.46368062267,12.27732381,6.893365624,12.8865864,6.611018322,13.65917147,10.128269179,8.70527048,10.51584792,11.0078229,8.70894793967,12.86342169,9.920088216,12.21001994,7.1883466315,12.80741335,11.89497319,5.52705926167,8.717629406,7.293675787,11.25552666,9.765178804,11.09506419,8.288257174,5.845998824,10.23384167,10.10831572,10.5503671,11.83377967,8.894543106,5.153618256,BRCA
5.326799101,5.72402898633,11.84033352,7.504284952,11.97837451,6.7433195595,13.95556321,9.58347497767,8.104482291,10.57405919,10.36324806,9.05346241,12.75620088,11.50645667,12.14617574,8.216740629,13.01560762,11.20749043,5.56164275433,9.6598807355,7.847994404,11.91318746,10.05863143,11.58622772,8.440843213,5.592166413,9.258413586,11.06699751,10.89786457,11.51613105,9.8032903115,5.090277651,Control
5.550447635,5.42759286467,12.59449147,8.589277669,12.97619003,6.7407980685,14.15265365,10.3245622923,8.489327297,10.86302493,10.6865533,9.063043869,13.50703833,11.099654135,12.66642048,7.463376154,13.14975193,11.32848436,5.56277725067,9.1535343605,7.2800397595,11.16129661,10.04737654,11.26849246,8.5004139464,5.394901009,9.087993892,10.58594865,10.76873043,11.76435133,9.6965244805,4.956658847,Control
5.497142287,5.71063645867,11.63008747,7.410368932,10.97440404,5.9521494595,13.29757193,9.80908143033,8.281861801,10.50506251,10.31343892,8.680448457,13.32746778,10.209684925,11.55629063,7.179789303,13.37355718,8.774738578,6.30796184933,8.0736085305,7.788330465,11.56956062,10.06979248,10.66574031,8.4106566408,5.36790503,10.40449794,10.31472516,9.048726026,10.92977641,7.782888293,5.3060840105,BRCA
5.844116484,6.01382701333,11.47762688,7.124305192,11.44340995,5.5304508875,14.08516788,9.764585554,8.395942279,10.53344682,11.39453251,9.03802882633,12.45547628,10.538941,11.6604752,7.4573617275,12.78522262,10.03764342,5.77395944733,7.9481843315,7.734979036,12.000347935,9.928970257,11.66997027,8.3187473884,5.790388412,10.12682742,10.18277954,10.44034522,11.32206913,8.363111153,5.328622852,BRCA
5.280781207,6.066832539,11.75795051,7.131705547,11.22221848,5.5671182975,13.68697704,9.70899110833,8.455040631,10.66108355,10.20626383,8.931470138,11.92672973,9.8848056945,11.70232867,7.8301635795,13.30755735,9.909222241,5.37740239933,7.9336873915,7.994611353,12.03718381,10.17182765,11.05985498,8.270755784,5.097833303,10.51117475,10.57043948,9.377341303,11.27928282,8.221741254,5.3249937335,BRCA
5.780317481,6.13280872533,11.86842336,7.615631706,11.05105615,5.6450569395,13.591191,9.685554668,8.254711101,10.66888523,10.09354338,8.46285897833,11.94944384,10.13504643,11.43055462,7.884182657,13.34320241,8.864867955,6.93665678067,8.322537038,7.900058452,11.810188385,10.06234339,11.04119731,8.034374776,5.169936271,10.29486801,11.00670145,8.981339747,11.05745385,7.9208595145,4.841841897,BRCA
