@relation data

@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 3683 numeric
@attribute 3383 numeric
@attribute 5551 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 3689 numeric
@attribute 919 numeric
@attribute 3002 numeric
@attribute 567 numeric
@attribute 3105 numeric
@attribute Class {Control,BRCA}

@data
7.280935014,6.11956952,6.720624337,6.893001507,5.250214317,7.168850407,6.109057762,5.714184545,11.423270155,8.7285712195,7.102871006,13.51420146,13.37563667,Control
8.193154688,6.912593359,7.355551793,7.712339773,5.652207716,7.806889715,5.4568451785,6.1044474,11.4456095,9.701700705,6.93387098,13.40255741,13.47671849,BRCA
8.37636907067,7.731643389,8.04094875,7.905749702,5.724112195,7.415237106,5.8381822935,6.144867877,11.82795379,10.17915014,5.829159022,13.14132294,13.104967985,BRCA
8.21299733433,7.627900667,7.285266093,8.08212392,6.125832527,7.699192644,5.9473627115,6.331145921,11.954544835,10.0511208,6.431711224,13.028609155,13.09890984,Control
8.28606754333,7.904094356,7.74183962,7.843106264,5.190230876,7.469827229,6.4964374115,6.16425895,11.664734205,9.3494460205,6.758893179,13.555153355,13.79174456,BRCA
6.930751522,6.389657687,6.529942434,6.814297663,5.923750128,7.152236984,6.60785894,5.609260937,13.379465115,8.381411497,6.172733142,13.60911878,13.645184875,BRCA
8.51372939333,7.380766509,7.791799626,7.851001152,5.229406468,7.574141491,5.6801733885,5.032113243,11.636086735,9.811707063,6.853313064,12.305927545,12.91617066,BRCA
7.87859624933,6.876858011,6.566324756,6.876858011,4.759970032,6.635867278,6.0495207925,5.582112807,11.69409393,9.1744218995,6.796724685,13.75047901,13.284951405,Control
7.83390275633,6.663348622,6.735255184,6.901292687,5.659076304,6.731764076,6.337979385,6.069858551,11.5577866,8.5153541335,6.011904408,13.530944225,14.251632585,BRCA
8.282150397,7.296207587,7.591674041,7.699539704,5.391983545,7.678267594,5.7598219305,5.434637608,10.97266949,11.141348535,7.254464427,13.272265755,13.036925645,BRCA
8.51785897267,7.570768631,6.995713808,8.083640375,6.278129404,7.593430574,6.208641296,6.110410879,11.530394835,9.612806537,6.887163104,13.518945185,13.99568036,BRCA
7.581881758,6.88402128,6.472573571,7.288638004,5.65306808,7.310797082,6.375481896,5.613687265,12.19832114,9.0080471655,7.184357478,13.557786165,13.610250215,Control
7.36965209267,6.499212576,6.042212717,6.995431166,6.003552345,7.902708426,5.903314583,5.647898183,11.42839688,9.0364114565,8.137709878,13.670150835,13.593208165,Control
7.90980533,7.678848562,6.149448008,8.137837934,5.726293954,7.698810782,5.6600815695,5.601853411,11.88734111,9.450971204,6.439544705,12.81564983,13.781224835,BRCA
6.772887585,6.107798352,6.777686415,7.298133898,6.147312423,8.417157497,6.0033585645,5.964982644,12.562740285,9.327483072,7.655961991,13.30181616,13.433996985,BRCA
7.87435355567,7.259487003,7.154213379,7.850469917,5.870618247,7.473910928,5.5939594105,6.072969298,11.681747475,10.315147335,6.506966537,12.56634018,13.626376885,BRCA
7.794650782,7.444975776,6.514442352,7.978912229,6.067010094,7.379705698,5.620415832,5.974650478,11.055174395,11.79381229,6.115985842,12.144835935,13.695659585,BRCA
8.18961236433,7.680572483,6.785946496,7.88932314,6.381807349,7.572133883,5.7709950315,5.963191597,11.80706946,8.947881972,6.309026649,12.588316835,13.715587005,BRCA
7.67099175533,7.868808861,6.114789302,7.960988197,6.298892537,7.538152306,5.7781471465,6.180213143,11.67906498,8.294422198,6.935197837,12.15051721,13.47010462,BRCA
6.22075007433,6.848156962,7.653850253,8.527849483,6.482691508,7.360322846,5.81841107,5.606894664,11.705440355,7.8549590105,5.886130184,10.699221435,11.559473305,BRCA
