@relation data

@attribute id string
@attribute 10575 numeric
@attribute 207 numeric
@attribute 2353 numeric
@attribute 2475 numeric
@attribute 331 numeric
@attribute 332 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3727 numeric
@attribute 51341 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5977 numeric
@attribute 836 numeric
@attribute 840 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.2938923173,2.3584245311,-0.0801269710,0.3341965944,0.4236805755,0.6711895071,0.0703873523,0.1496797397,1.5513714347,0.8330046826,0.3417825494,-0.0743738270,0.0027666772,0.8370291070,0.0052920096,0.5470014745,BRCA
GSM481003,2.1976037820,2.5114432043,-0.1516893194,0.2224102620,0.4317625276,1.3492146945,0.0857827171,0.1592926320,1.6237557835,0.8268601138,0.1791957579,-0.0506758328,0.0220997693,0.9105672267,0.0413504756,0.6720979764,BRCA
GSM481004,2.7982514434,2.2194539971,-0.2391101478,0.2934368548,0.4053465152,1.1787535626,0.0463520392,0.1403264253,1.6529478126,0.8825767962,0.1934292825,-0.1540841441,0.0015714503,0.6438100941,0.0227122911,0.5435008611,BRCA
GSM481005,2.0326310266,2.3890128664,-0.1103455591,0.2603539082,0.5334855918,0.3856828278,0.1258562207,0.2270940179,1.4427092933,0.7449371351,0.2936143763,-0.1223234448,0.3289049813,0.9777208617,0.1452049680,0.3544646166,BRCA
GSM481006,2.0596188439,2.7993582883,-0.1162875150,0.2802438269,0.4399774132,0.3900139948,0.2863816976,0.1351042711,1.6465121148,0.9140008621,0.2433270854,-0.0515387084,0.2390861619,1.1026528163,0.0978846997,0.9203133194,BRCA
GSM481007,1.6883234581,2.4604020782,-0.0361999132,0.0997455566,0.4550139852,0.0011060354,0.1095050505,0.2527581179,1.7358247198,1.0647415005,0.1014056848,-0.1263724936,0.1471414633,1.0646548366,0.0586705186,0.9262292235,BRCA
GSM481008,2.4337157539,2.1300801171,-0.1402303537,0.1532034397,0.5070646895,2.7886505508,0.1862932138,0.1197325149,1.6167065070,0.7901069819,0.1758980179,-0.0720937303,0.0879067641,1.1241448662,0.0279587975,0.5166528075,Control
GSM481009,1.8038434056,1.7882246540,-0.1590186953,0.1104632507,0.4049951039,1.6697503534,0.0512844025,0.0098238778,1.6902935057,0.5383473375,0.2437746771,-0.1321362915,0.1336468826,0.6460434750,-0.0766929161,0.4724040300,Control
GSM481010,2.4499018721,2.1086231072,-0.0893704778,0.3681621031,0.4139087255,1.4301333721,0.0979645552,0.0508783250,1.5394134989,0.6819192315,0.2892597577,-0.0223426086,0.1319778106,0.8293025486,0.1088690767,0.5923628490,Control
GSM481011,1.8915957344,2.7272794777,-0.1973138971,0.1710649889,0.3688377453,1.0409581399,-0.0307999963,0.1527878153,1.5773526697,0.8878420572,0.2223992294,-0.0940577877,0.0018939260,1.0993624657,-0.0036057916,0.2007519566,Control
GSM481012,2.6540537146,1.8813959094,-0.0651978801,0.2847575255,0.4045461100,1.6222940204,0.1815947662,0.1729949372,1.5533955952,0.7728406934,0.2830991491,-0.1372564608,0.1236136932,0.7767794214,0.0171263263,0.5873437941,Control
GSM481013,2.1283947626,2.6179897917,-0.0780185167,0.2269266956,0.4671476795,3.2941924764,-0.0069518834,-0.0007205301,1.8756387497,0.7510537413,0.0987440369,-0.0740173064,0.0858122040,1.2319588494,0.0372665422,0.3790891174,Control
GSM481014,2.1354459259,2.0626784828,-0.0927657989,0.3165627693,0.7763207465,0.7987375476,0.4806616549,0.0683831126,1.7367144652,0.9029510465,0.4610486274,-0.0827646763,0.3309938921,0.9277572797,0.1720627065,0.5444557484,BRCA
GSM481015,1.5863252943,2.7202442222,-0.1341951147,0.2872301042,0.5068308109,2.3079733525,0.1256414754,0.1483293002,1.7326294752,0.8656036119,0.2014516948,-0.1182794240,0.1974025599,1.1542851344,0.0064968477,0.7296005712,BRCA
GSM481016,2.6684209108,2.0178352594,-0.1218642277,0.2759529561,0.6506991172,1.9599418225,0.1938479512,0.2070733712,1.4097751011,0.7780333377,0.1879192361,-0.0886256854,0.1428325966,0.8114454448,0.0422931895,0.9285345561,BRCA
GSM481017,2.3766709831,1.3314801619,-0.0937838936,0.2625540499,0.7801567943,1.0063075324,0.4164042649,0.2638286827,1.3522786183,0.5630924181,0.5053033147,-0.0809388944,0.3781367167,0.7302990040,0.2853865353,1.0373924075,BRCA
GSM481018,2.4007617367,2.3386700948,0.3026921824,0.2328508874,0.2481810136,2.8324042344,-0.1195802791,0.0458605471,1.4896099256,0.8036388482,0.2168153361,-0.1337999874,0.0426955287,1.0999266638,0.0377697966,0.5752182174,BRCA
GSM481019,2.1835232442,2.3733375204,-0.1735437464,0.3207782535,0.5418008012,2.1784458452,0.0693233066,0.1505348011,1.4944074359,0.7670395199,0.4036104572,-0.1359831804,0.2832725297,0.9565811661,0.2245985349,0.4301511654,BRCA
