@relation data

@attribute 4153 numeric
@attribute 5648 numeric
@attribute 735 numeric
@attribute 731 numeric
@attribute 730 numeric
@attribute 733 numeric
@attribute 732 numeric
@attribute 729 numeric
@attribute 727 numeric
@attribute 720 numeric
@attribute 629 numeric
@attribute 717 numeric
@attribute 716 numeric
@attribute 718 numeric
@attribute 713 numeric
@attribute 1675 numeric
@attribute 712 numeric
@attribute 715 numeric
@attribute 714 numeric
@attribute 10747 numeric
@attribute Class {Control,BRCA}

@data
5.217435519,5.702474374,4.927435762,4.424648213,7.244818397,5.980374532,4.963024656,7.474316635,9.118734206,6.548787718,11.12137181,8.673575084,11.452979635,9.984080577,11.58695951,14.5197155,9.493065415,8.4275444275,12.10196099,4.91435600033,Control
4.863209057,5.2974858328,5.133410684,4.670607054,6.657501119,5.707366897,5.372787809,7.447953386,9.091660914,5.7109519,10.98871684,7.328004187,10.281570014,8.261532137,11.52103369,13.57316849,9.107570921,8.1681794175,11.70094695,5.186951856,BRCA
5.014814152,5.2469885464,5.047245267,4.976605648,5.948373802,6.186615071,5.741339733,6.40837698,9.298968193,7.321975714,11.52829551,6.421228033,9.0656610875,9.077998072,11.76843466,11.8267889,9.137228846,7.66975539825,11.93859466,4.95899230267,BRCA
5.144669712,5.1420860782,4.893861206,5.29683478,5.327517838,6.44717055,5.854439094,5.776111392,9.796177999,5.59724157,10.90796116,7.084173582,8.3691132825,7.478529234,11.63953303,13.13820464,9.128942349,6.4755983955,11.41529827,5.222893164,Control
5.115211455,5.2296592122,5.100779273,5.137105138,7.397078021,6.1817045,4.261102729,7.627900667,8.630058784,6.559649064,10.82104072,7.578374814,9.912890601,10.22558136,11.58929079,14.01689273,9.096030618,8.47468736675,11.27819405,5.08995010033,BRCA
4.989151782,5.6137205426,5.006983802,4.73377711,6.336020558,5.800130634,5.527329405,6.284297232,8.584211958,6.449648548,11.01901053,7.709361509,11.0768842915,10.27605783,10.7357001,13.80179072,7.73643766,8.7833907645,10.66068255,4.806993404,BRCA
5.349799819,5.3934476678,4.915773338,5.169134558,5.532793245,5.797798494,5.938762876,5.278924469,9.778964625,5.361953639,10.50280226,7.186711317,9.5784932405,5.442621133,10.93590557,10.37947886,8.355902877,6.93556862625,10.36292765,5.17394369333,BRCA
4.709583584,5.572613708,4.937828406,5.125580074,7.638763741,6.213644369,5.064162066,7.7194592,8.838747853,6.167122676,11.49745034,8.913054791,11.64558419,10.32139858,12.00461736,14.09890062,10.24459905,8.784989627,12.21264541,4.99305370267,Control
4.820703945,5.3250683426,5.004514032,4.517251297,6.29655434,6.130576354,4.611660232,6.001752288,8.902421187,6.104919098,10.57043948,7.160580214,9.6121607825,9.687682355,11.21413864,12.96419289,8.92274875,8.102397265,11.43208526,5.243037915,BRCA
4.889243844,5.4176929334,5.272033689,5.081308998,6.232282407,6.031666056,4.726575091,6.090647705,9.801199537,6.112705996,11.47663498,7.170979399,9.2963027245,7.986440979,11.25995523,13.96600025,9.128046616,7.452973135,11.17484162,5.488490067,BRCA
4.541969328,5.4778574062,5.590370909,5.557816912,6.663526528,5.465983644,5.66903474,6.189879523,9.094098227,6.120399247,11.95147243,9.202485753,10.722396093,10.13161943,12.29067992,14.6085367,10.42491714,8.6908543205,11.93949851,5.108431835,BRCA
4.645902559,5.5325586518,4.327000131,5.364932404,7.805116889,5.768721099,4.567069008,9.27603198,8.994976437,6.240701309,10.96190926,7.790610985,10.9989298065,10.28695653,12.18670552,13.69550076,9.778192608,8.74075082525,12.2764444,5.195554997,Control
4.822489599,5.5947367508,5.499695432,4.65680675,6.282259665,5.358089615,5.327517838,8.473138629,9.503095822,6.832703733,10.97151861,7.996531569,10.931997676,9.936741399,11.8407859,14.21113545,9.674130959,8.549802914,12.2764444,4.79497450133,Control
4.961404834,5.2789079548,5.149758548,4.80453284,5.956237471,6.176079003,4.860231899,9.281014944,9.507299682,6.209166382,11.61592857,7.831973999,10.4345328875,9.100032254,12.1278268,12.05151325,9.521183826,7.8958760305,12.23300553,5.203892012,BRCA
4.850638494,5.7051782334,4.702259784,5.488973851,6.26697916,6.345365879,5.398154738,7.126294382,9.933580429,6.472573571,11.92346873,8.593597591,10.481846613,9.202638794,11.82578773,12.81758135,9.220572483,8.507325823,11.74966846,5.12373846333,BRCA
4.762629799,5.4598011604,5.442455259,4.708204487,6.31764381,6.309572416,5.740665359,7.353766841,9.727627431,6.165716644,11.33767223,7.802356618,10.1697156285,8.429700821,11.51777531,12.11192472,8.932112213,7.6698976835,11.73619062,4.95714582967,BRCA
4.688758955,5.325793402,5.22343341,5.908279272,5.589247584,6.526308008,5.343595475,6.948136864,9.47543003,5.984140004,11.87463956,7.440414751,9.3507208175,8.501002294,11.0083938,12.21001994,8.290607702,7.78074875825,11.31639767,5.390620698,BRCA
5.066101302,5.2999294774,4.542740612,4.82618143,6.025976276,6.252765353,5.259471408,7.178368875,9.214671934,5.782219336,10.65984455,8.219411924,9.9387440065,9.230429477,11.65066148,13.7976418,9.494236145,7.51695507925,11.88705885,5.033824754,BRCA
4.37083793,5.2013286924,5.377480603,4.92411325,5.675259326,6.598875532,5.591119307,7.213301407,9.024766466,6.81458607,11.58622772,7.768880894,10.2054917615,9.226111776,12.09904539,13.49883304,9.431989105,7.9804653435,12.17862448,5.216817016,BRCA
4.779274646,5.670954472,4.891432858,5.167730486,5.244707519,5.451714936,5.557280839,7.069372226,9.68371449,6.924786158,11.50276234,8.423285204,10.7857803675,9.522278016,10.90995328,11.94385185,10.04412807,7.6711712305,12.22983432,5.47215116333,BRCA
