@relation data

@attribute 123745 numeric
@attribute 151056 numeric
@attribute 1544 numeric
@attribute 1551 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1576 numeric
@attribute 1577 numeric
@attribute 246 numeric
@attribute 26279 numeric
@attribute 30814 numeric
@attribute 391013 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 57016 numeric
@attribute 64600 numeric
@attribute 64816 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute Class {Control,BRCA}

@data
5.2037195755,6.013356873,5.147928634,5.264922245,5.011016147,6.137611747,5.45451419,5.831251023,6.68951277,8.877100909,5.081735071,6.026142315,5.37412784925,7.445801364,5.346435058,5.110416751,5.790192895,5.368428976,9.972804328,5.689167221,6.31084507,4.62091844,5.516024013,5.1516093565,6.001133,5.9973155525,5.934641074,5.901658111,9.970178212,Control
5.420625092,6.225646687,4.98710623,5.501288856,4.771900633,5.899424146,5.214524337,4.888269882,8.113873832,8.259591602,5.119990277,6.015254046,5.577022994,8.180387697,4.937593039,5.398154738,5.821079567,5.473633714,6.6596432,5.663779561,5.804719114,5.201056716,5.714802736,5.3758344395,5.644873832,6.074195938,6.353195907,5.899424146,10.89604874,BRCA
5.4820486345,6.783656769,4.747402994,5.245658467,4.525994391,5.960124324,5.112503363,5.135874705,7.258945501,9.02903948,4.806596392,5.190428437,5.614205901,7.6220252555,4.838713892,5.515393331,6.193580184,6.004058206,5.760494586,5.682862067,5.173838258,5.249645622,5.329313116,4.715631588,6.257770271,6.225222865,6.403868968,6.376000002,10.58594865,BRCA
5.275502987,6.183293584,5.677798027,5.402254249,4.92244912,5.633294061,5.144669712,5.460424154,7.334946144,9.036723879,5.584068992,5.203995173,5.96373969625,8.477277703,4.904979261,5.499695432,5.759562832,5.432467779,6.594776658,5.460424154,5.108536217,4.899672619,5.193979903,5.1616151485,5.574564199,6.512188232,6.816507311,5.863140121,11.09339134,Control
5.416694716,6.391506215,4.841735742,5.588723066,5.200272115,6.060539901,5.494584616,4.714811949,6.64810992,8.962217233,5.197326058,5.567432314,5.51572054725,7.8127938485,5.541492575,5.228252321,9.731989781,5.83744581,8.905673654,5.599028548,5.902080364,5.358792935,5.182107523,5.041888608,5.989826604,6.518443469,5.925412759,5.504788206,9.802112873,BRCA
5.506526572,6.20653151,5.040904755,5.028139516,5.861342069,5.679488016,4.519748404,5.377480603,7.022259953,9.238041109,5.342529189,6.100931012,5.4809338375,6.8315434305,5.156043878,4.985513237,5.353244986,5.14017664,7.21972788,6.376000002,6.024591871,5.563776856,5.334685584,4.9272180185,6.394896188,6.07383167,6.064587171,5.093825554,10.25398074,BRCA
5.7231049945,5.205168882,4.981180512,5.072332275,4.904497645,6.488889022,5.219373048,4.342031665,8.564912682,8.813172827,4.649642211,5.646674804,5.674207278,8.4336189565,5.438302209,5.014814152,7.230263367,5.014814152,6.139659422,5.333433796,4.77796061,5.046808884,5.201056716,5.4155921825,6.165867356,6.0879165975,7.988231821,5.626739362,10.63491565,BRCA
5.852605391,6.389055329,5.273526379,4.846005888,6.007201809,6.190817922,4.607083101,5.506693372,7.459003511,9.291090747,5.364932404,5.517599514,5.72015854525,7.178770695,5.023045997,4.867045482,6.068354407,5.517599514,7.542337622,5.891304496,5.887897624,4.783733416,5.354038858,5.2353643615,5.392842236,5.8864404035,6.918538669,6.001358226,10.04775483,Control
5.0692057385,6.383147516,5.241850906,5.686368332,5.287261033,6.337091664,5.352274105,4.948613986,6.695997726,11.09023172,5.835425946,6.274732813,5.40560073425,7.320817348,4.742156708,5.05203679,5.563776856,5.801553978,5.818908863,5.847816088,5.781235931,5.244897759,5.39361462,5.3230765195,6.058214335,5.700402949,6.077249008,5.956585975,10.06457475,BRCA
5.5754035815,6.088741207,5.542111953,5.787909903,5.246228736,6.152087694,5.32446073,5.408721412,7.517947124,9.540709807,4.854508448,5.970169897,5.52141876625,8.1503973525,5.665486041,5.570775033,5.741744206,5.308713308,5.822354928,5.838328613,5.215689515,5.308713308,5.091923254,5.4861945155,6.023594275,5.8513197535,6.746114963,5.748737112,10.95951862,BRCA
