@relation data

@attribute 123745 numeric
@attribute 151056 numeric
@attribute 1544 numeric
@attribute 1551 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1576 numeric
@attribute 1577 numeric
@attribute 246 numeric
@attribute 26279 numeric
@attribute 30814 numeric
@attribute 391013 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 57016 numeric
@attribute 64600 numeric
@attribute 64816 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute Class {Control,BRCA}

@data
5.07159617,6.530878866,4.547045185,4.990967619,5.224977213,5.967866753,4.541969328,5.404469963,6.949129628,8.524229367,5.083225336,6.427778475,5.4146325085,7.672602519,4.990967619,5.007208117,5.236694705,5.028581582,7.31944887,6.313976471,6.366720539,5.849005469,5.515077886,4.942571063,6.698083445,5.870386066,5.920180882,6.522938973,10.53462901,BRCA
5.661461823,6.162699096,5.255511354,5.432467779,5.555211263,5.955133321,4.124871089,5.321036278,7.158612528,10.8133766,4.32324994,5.532793245,5.70580212025,7.4082496475,5.110416751,5.440463287,5.693634181,5.352274105,6.461320332,5.476714818,5.733904229,5.526155885,5.130530665,5.330975331,6.358392415,6.093682064,6.470053303,5.67215039,10.19872162,Control
5.677618038,6.431669443,5.249645622,5.968097233,4.642152489,6.252481536,4.542585892,5.100463921,7.435526765,8.307076831,5.346257748,5.939585825,5.4286061575,7.5105573045,5.51854399,5.014814152,5.140994603,4.748208435,8.973741217,5.605339686,5.748871259,4.694341356,5.190823476,4.572181593,6.190817922,6.2344696845,6.023816023,5.612950486,10.34930366,Control
5.251839337,6.397807774,5.109999067,5.831124321,5.354567863,7.119696279,4.081589455,5.481404906,7.982196629,10.70965705,5.172738766,5.652064272,6.16056405275,6.91471303,4.643595993,5.196047562,6.000795094,4.988243006,5.998088995,5.276507133,5.90527342,5.287815095,5.470546015,5.115486711,5.427447991,6.6836249165,6.880995006,5.576606219,11.86074569,BRCA
4.738973163,7.088314217,4.619453945,5.537460123,5.472171943,7.055936178,4.911105817,5.307438771,8.248557517,10.0173308,4.981066318,5.297201735,5.410516385,6.907104035,5.027807878,5.229790979,6.518854253,5.528267534,5.670168482,5.421737703,6.805328332,5.678079829,5.139153532,5.082368334,5.403021612,6.1187618665,6.2085325,5.627687994,11.20858205,BRCA
5.294109989,6.357908785,4.134646682,5.829222461,5.06588596,6.735729052,5.258529523,5.097833303,7.924457909,10.27372018,4.816870089,4.816870089,5.7229967475,7.043698385,5.304521308,5.16953547,6.647750264,5.602001935,5.511128997,4.909306588,5.859106883,5.539477758,5.276693226,5.5729777865,5.301049141,6.234057094,7.276545808,5.826873374,11.52169626,BRCA
5.079366726,6.704530075,5.176533465,5.249456007,5.10518698,7.053766063,5.31868854,4.949548063,7.879431812,10.30245361,5.666764579,5.603041174,7.99739673375,7.1263689325,5.07383228,5.547674422,6.080237268,5.782022708,5.771893004,5.034316149,5.985791427,5.449900755,5.307438771,5.153023985,5.726293954,6.549194233,6.930799789,5.533727829,11.69911488,BRCA
5.501397992,6.59831728,4.931459981,5.666480557,5.297385178,6.909896458,5.08524538,5.682019293,7.718586173,10.91737229,5.391639926,5.50716927,6.1132642345,6.7347825315,5.172938736,5.094670216,6.415746521,5.456815387,6.263978634,5.172938736,6.615670554,5.259471408,4.555946662,4.7671928475,4.91887665,6.1807120225,7.362340844,5.705018031,10.51325413,BRCA
5.1174393135,6.993847344,4.878003385,5.402254249,5.290582217,6.716857607,5.196441066,4.944168843,7.413672616,11.72725479,5.499376536,5.597539553,6.319101573,6.5993611955,5.193782829,5.372961888,6.298892537,5.402254249,6.621286787,5.501288856,6.772153303,5.321938238,5.072332275,4.7936445115,5.593959684,6.616753136,7.685521692,5.935819934,10.99848485,BRCA
5.322765098,5.696558124,5.113545539,4.953976689,4.586234078,5.233438728,5.388199225,5.587673458,8.392683551,5.505264734,5.377654117,5.088959125,5.6854624215,6.4303488795,5.893915038,5.616777635,7.542337622,5.52701656,5.706262025,5.167730486,4.904256777,5.577739426,4.879597034,4.8861924,5.451714936,6.2767002425,8.723576586,6.232090496,12.04611629,BRCA
