@relation data

@attribute id string
@attribute 10352 numeric
@attribute 11185 numeric
@attribute 121278 numeric
@attribute 125061 numeric
@attribute 130013 numeric
@attribute 15 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1545 numeric
@attribute 1644 numeric
@attribute 169355 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23498 numeric
@attribute 259307 numeric
@attribute 26 numeric
@attribute 2639 numeric
@attribute 3030 numeric
@attribute 3033 numeric
@attribute 316 numeric
@attribute 3620 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4967 numeric
@attribute 51166 numeric
@attribute 55753 numeric
@attribute 56267 numeric
@attribute 6999 numeric
@attribute 7166 numeric
@attribute 7453 numeric
@attribute 847 numeric
@attribute 8564 numeric
@attribute 883 numeric
@attribute 8942 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2545990193,-0.1340865315,-0.1223285496,0.1595444512,-0.0873810936,-0.2122519504,-0.1202163581,-0.1014766870,0.7293696620,-0.1097311941,-0.2233490594,2.2600692511,0.2319927768,-0.0491912957,0.1755788683,1.8984102209,0.8929987569,-0.0036101260,-0.2109347401,-0.0564231100,0.3881415674,1.2315420509,1.5338132382,-0.0675023626,-0.1822743892,0.4213651722,1.8854160043,0.7272153733,-0.1421455219,0.2622251409,0.1688240256,-0.0798941034,1.0292947730,-0.0943249499,-0.0809638028,1.3248770833,0.7831723009,0.5520147904,0.0539167125,0.7138024154,BRCA
GSM480985,0.2217466131,-0.1422278486,-0.1562796561,0.3541625487,-0.1449067388,-0.1687930286,1.0736091864,-0.0911636834,2.2176613409,-0.0892573740,-0.2462049276,2.3151015044,0.3564170730,0.0875286907,0.1119160410,2.1269488334,0.8534813434,-0.0102801687,-0.1350555477,-0.0981173971,0.1251170614,1.2862912884,1.7647145290,0.0990625689,-0.0704366304,0.3191318561,1.2370085783,0.7717842565,-0.0966774886,0.1338758798,0.0451596690,-0.1729749991,0.8571624176,-0.1339979259,-0.1366582915,1.2241268026,1.0651633611,0.1033369495,0.0807595246,0.3934015567,BRCA
GSM480986,0.2166986005,-0.0757265510,-0.1919545913,0.1840018726,-0.0836171799,-0.2013311834,-0.1028040711,-0.1159611161,1.0990289526,-0.0614484214,-0.1275291080,2.7609708010,0.3244871081,-0.1099596126,0.2063474548,2.3948222002,1.1061738514,0.1251895426,-0.1420713092,-0.0517094450,0.3923966186,1.4991035972,1.5006480814,0.2589046855,-0.1314670882,0.3186037661,1.7790332767,0.7010565088,-0.0379421446,0.1323605027,-0.0105832153,-0.0252127238,1.0209801374,-0.1671274616,-0.1005429893,1.4335828517,0.8137668663,0.5948445856,-0.0162032056,0.6743024889,BRCA
GSM480987,0.1116685076,-0.1439922656,-0.1322002417,0.0201879861,-0.1001017958,-0.1266271734,-0.0515038227,-0.1221926419,2.3661137527,-0.0325372560,-0.1433474051,2.3466795684,0.0446926562,1.7816735108,0.3015840252,2.2666113508,0.7192438530,0.0022133952,-0.1223850797,-0.1499324492,0.1117063735,1.7670080577,1.2740856781,1.0284402044,-0.0584390594,0.3119321840,0.9624700149,1.6794877839,-0.1123056535,0.0432605860,0.2616733965,-0.0393160466,0.8504051006,-0.1212232997,-0.1087687143,2.3753839286,0.5692306155,-0.0181527993,0.0036728886,0.5872789267,BRCA
GSM480988,0.3354996940,-0.0752320436,-0.1083090846,0.0570978241,-0.0383438830,-0.2445749494,-0.0469103540,-0.0257413974,0.7674112484,-0.0856328194,-0.1791461504,3.0373000502,0.2300866962,-0.0056832970,0.1369016643,2.2369184494,0.9066358447,-0.0269392180,-0.1704416947,-0.0689399618,0.2448917334,1.3588856331,1.7804687992,0.0099987596,-0.0351455734,0.2166146619,1.6212292048,0.5096429859,-0.0887284530,0.0916726670,0.0373638601,-0.0540803896,0.7539831600,-0.0866088151,-0.1440232458,1.3233766285,0.6964130580,0.3067222413,0.0142546316,0.8322857543,BRCA
GSM480989,0.1782144347,-0.0929687812,-0.1701060716,0.2535289674,-0.1284649591,-0.3451129470,-0.1129060328,-0.0051256384,0.4940663807,-0.1210331493,-0.3735316144,2.9604410530,0.0391898241,-0.0242702600,0.2410951006,1.9671972129,0.6953486627,0.1117107426,-0.2754866534,-0.0558074567,0.3403578726,1.4247240936,1.9561418145,-0.0018321787,-0.1663450973,0.1508772254,1.9305272236,0.2432551988,-0.1266093460,0.1002534647,-0.1406370429,0.0224207047,0.5756472927,-0.0503624913,-0.0888880734,1.3166856803,0.4805365370,0.2052460795,0.0056064583,0.3837031674,BRCA
GSM480990,0.1959717951,-0.1072109245,-0.1885822378,0.0101925994,-0.0717833222,-0.2561854748,0.0552899428,-0.0789403874,1.0830645378,-0.0624192063,-0.2845996747,2.5652331860,0.1098247522,-0.0668057338,0.1896004626,1.8043094478,0.6985147433,0.0929767709,-0.1629155403,-0.0349975691,0.2328669661,1.1515127782,0.9287004626,0.4522277735,-0.1037953847,0.1760831968,1.1692135798,0.9098102882,-0.0986434286,0.1378118531,0.0290742809,0.0675375485,0.7250524013,-0.1005771667,-0.1387458115,1.3803984317,0.4207360511,0.2248609675,-0.0270452894,0.6878097016,Control
GSM480991,0.1386485699,-0.1618165095,-0.1086955910,0.1713930385,-0.0289812168,-0.2386236849,0.0042331508,-0.1240963471,0.7792083147,-0.0785714785,-0.1752434793,2.7478961944,0.1742357694,-0.0233735611,0.2089695791,2.3212478954,0.8245137883,0.1126103720,-0.0116938321,-0.0700890207,0.3418866218,1.4915880433,1.3856509253,0.0446090584,-0.1463754277,0.2123512204,1.3281945321,0.8781279406,-0.0624410332,0.1600393232,-0.2311117117,0.0325930250,0.7937747082,-0.0784768697,-0.1169805895,1.6321380174,0.6217107250,0.6675299318,-0.0610335949,1.0395353469,Control
GSM480992,0.1133946056,-0.1096705440,-0.1190759928,-0.0261436826,-0.0798907091,-0.2670332966,0.1664125780,-0.0422955338,1.4310810535,-0.0980133674,-0.1521955757,3.0652388335,0.1297640129,-0.0362600798,0.1794442621,1.9536824093,0.5097402134,0.1323960430,-0.1264083494,-0.0495219408,0.5328579168,1.0771964263,0.9734940641,0.0732621733,-0.1309493409,0.1466532203,1.1854114103,0.7166258736,-0.0450423969,0.1645530730,-0.1823771259,0.0547115059,0.6580362576,-0.0567603462,-0.0916270142,1.3886455057,0.4330736412,0.3267323212,-0.0829177643,0.9472317882,Control
GSM480993,0.2047706706,-0.1120610415,-0.1419324676,0.0690652925,-0.0698836188,-0.1182166810,-0.0502332724,-0.1050930967,1.2485483829,-0.0779785232,-0.1678804924,3.0423105659,0.1581504344,-0.0292226803,0.3845479185,2.2813484934,0.8032673724,0.0441707302,-0.1381580829,-0.0595308578,0.4452653203,1.5596950650,1.7184223135,0.0789659732,-0.1193845537,0.2750413289,1.8513873287,0.7602154946,-0.0766519552,0.1343106881,-0.0695527356,-0.0349932925,0.9095022986,-0.0907928686,-0.0471239394,1.4770001544,0.5199452512,0.0880815370,0.0444105253,0.7063439823,Control
