@relation data

@attribute id string
@attribute 10165 numeric
@attribute 1468 numeric
@attribute 178 numeric
@attribute 2023 numeric
@attribute 2026 numeric
@attribute 2027 numeric
@attribute 2203 numeric
@attribute 226 numeric
@attribute 229 numeric
@attribute 230 numeric
@attribute 2597 numeric
@attribute 2632 numeric
@attribute 26330 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2821 numeric
@attribute 2992 numeric
@attribute 2997 numeric
@attribute 2998 numeric
@attribute 4190 numeric
@attribute 4191 numeric
@attribute 5091 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 5207 numeric
@attribute 5208 numeric
@attribute 5209 numeric
@attribute 5210 numeric
@attribute 5211 numeric
@attribute 5213 numeric
@attribute 5214 numeric
@attribute 5224 numeric
@attribute 5230 numeric
@attribute 5236 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 55276 numeric
@attribute 5834 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 6576 numeric
@attribute 7167 numeric
@attribute 7360 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 8402 numeric
@attribute 8604 numeric
@attribute 8789 numeric
@attribute 8908 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4501145192,-0.1278316620,0.4215391120,1.2446158655,3.0063330232,-0.0688791700,-0.1202032636,3.7439354659,-0.1213431976,1.1801962224,4.2395171323,3.5387770336,-0.2130206191,0.5626744674,2.8148930073,1.2379209502,2.2310607930,1.6633954645,-0.1726301492,1.0054841208,2.0473336410,0.1028904467,-0.1062842547,1.4044639887,-0.1723395384,0.0490951765,3.7742522559,0.7176965202,1.0823069131,1.4175004923,2.7037997379,-0.1584714369,2.9947522960,3.1508879662,-0.0218583789,0.1828570207,0.1923645235,-0.2346775233,0.3947515777,0.0799311028,0.9830085316,0.4742665060,1.4929510950,0.5903689321,-0.1425292110,1.0090314050,1.1364257430,0.6616171403,1.3564936234,0.8265591783,2.7038153726,1.2221585137,0.4026140951,-0.1494122175,0.6829965709,BRCA
GSM481003,0.5239868928,0.1438251994,0.3434654084,1.3361429164,3.2006788999,-0.0743957836,-0.1256059785,3.8466326595,-0.0852894379,0.9142544966,4.1421803630,3.4500718118,-0.1171854301,0.4312056128,3.0352369150,1.1845423117,2.0028684638,1.9019845426,-0.0895911852,0.7425117001,2.4193702937,-0.1278062058,-0.0784614242,0.5941615181,-0.1194550618,0.0818683739,4.1190387937,1.0702101433,1.2532150570,1.4906090684,3.2847887412,-0.0315922061,2.8807207183,2.9355758561,0.0378785224,0.2249433068,0.0687100335,-0.2733539940,0.5670009100,0.1048826503,0.8784107505,0.4192251235,1.2507036626,0.4734678405,-0.1064277315,1.3090645273,1.3393473625,0.3880148977,1.1557139689,0.7173366560,2.6004273182,1.5946489363,0.3271360430,-0.0905852635,0.3075065921,BRCA
GSM481004,0.4213279755,0.0473379224,0.3840912266,1.1688094231,3.1077027020,-0.0451536228,-0.1265612194,3.8100233377,-0.1084181321,1.4289560781,3.6309192973,3.5354241530,-0.0971162046,0.4539665281,3.1931924820,1.1849435592,2.5827120047,2.4068578630,-0.1849375781,0.8906614674,2.2976827621,0.1165454737,-0.1252397492,0.9224431330,-0.1240701825,0.1522282135,3.9233827854,0.9813701828,1.2382617054,1.9411259219,3.2274260256,-0.0550624271,2.9996600639,2.9524052409,0.1746446804,0.3637439176,0.1404600983,-0.3538242577,0.4146038611,0.0306983874,0.8990043088,0.3395046744,1.5103874355,0.6055274639,0.0326995576,1.1236284577,1.4919782039,0.4700412273,1.0442493542,0.7713027104,2.5539644831,1.6021873713,0.4952447417,-0.1181006488,0.5754860043,BRCA
GSM481005,0.2586464984,-0.0259020436,0.9716442526,1.2296441194,3.1770806314,-0.0330508954,-0.1380058558,3.6244196595,-0.0940998203,1.4989181689,4.0039327147,3.6930197610,-0.1381652882,0.4137655492,2.6438763537,1.2152339223,2.2885831397,1.9755786360,-0.1822499430,0.9517489068,2.0303443336,-0.1406283042,-0.1188060280,0.8300000693,-0.1915832176,0.2434471582,3.8167877198,1.0564373018,1.2943529768,1.6618498339,2.9228360122,-0.0833637314,2.9406571849,2.9277166526,0.1264602086,0.1900164142,0.2920258100,-0.2954271637,0.5442288387,0.0806566990,0.8209516548,0.8150878560,1.1120849103,0.5458495382,0.2898713946,1.0376501677,1.2301818160,0.9003476574,1.5244798356,0.8702989420,2.5885585249,1.4217029524,0.5760219297,-0.1629054007,0.3812436138,BRCA
GSM481006,0.4036470675,-0.0550232763,0.5228796220,1.3114451378,3.0143291355,-0.0936758676,-0.1037799836,3.7386488616,-0.1227635125,0.8412560108,4.1958898700,3.6690546938,-0.0555985571,0.5263185232,2.5650868017,1.2336561511,2.0994006693,1.3316948788,-0.1185813846,0.8589297873,1.8912775052,-0.0645537491,-0.1682468870,1.1643913006,-0.1506344601,0.1360556125,3.6611145337,0.9287644151,0.9516619654,1.7662516459,2.3638884226,-0.0657793330,2.9544162478,3.0802013346,0.0240203986,0.1403476206,0.1739097764,-0.2486675383,0.4865330196,0.1733284795,0.8438108891,0.6021625788,1.5328843520,0.5505183524,-0.0296048775,0.9836138883,1.1101613431,0.8564451805,1.3858446989,0.8328808705,2.7229726611,1.4060440855,0.3672335302,-0.0905994195,0.6399923056,BRCA
GSM481007,0.3423337719,0.0406268623,0.3510459379,1.2689040696,2.6904140412,-0.0443925697,-0.0918870244,3.8221343160,-0.0612940161,0.6855242019,3.8619840940,3.0765324699,-0.1741896677,0.4112270022,2.5857946080,1.3128262030,1.9971856428,1.2857435199,-0.1065450717,0.9681255544,1.9940122254,0.1291765380,-0.1391931763,1.0542884162,-0.1357761151,0.1077033355,3.3061023553,0.4104608606,1.0567843064,1.7821026965,1.8040965266,0.0234551020,1.9015418373,2.9805178909,0.1405289530,0.0439457020,0.0246657815,-0.0558185977,0.7608394551,0.0768746610,0.7635406797,0.7066180430,1.4505620823,0.5085518500,-0.1321007765,1.2492697833,1.0304328779,0.4364703491,0.8527704083,0.7908645495,2.4574012124,1.9093490401,0.3595899197,-0.0987260291,0.6567860480,BRCA
GSM481008,0.5892156875,0.3152682086,0.3802122846,1.1254318941,3.4427632094,-0.0644170511,-0.2227865336,3.9057635964,-0.0655342964,1.2662709884,3.6773881910,3.3701268037,-0.2068150789,0.4905906091,3.0588130157,1.2561126149,1.9211596500,1.7922423332,-0.0763435988,0.7757612466,2.1600360041,-0.0470573662,-0.0894475556,0.6277366698,-0.1597456493,-0.0419566756,3.6975797547,0.9493794161,1.2752336439,1.7070318422,2.8109640281,-0.1279076139,2.3137857928,2.2218739724,0.1109808393,0.1460608206,0.0082259395,-0.2625485263,0.9728172234,0.0299265512,0.9598550109,0.7540364523,0.8224276324,0.4393017746,-0.1949410751,1.2503373423,1.4663652630,0.5649071467,0.9964291379,0.7930964681,2.4189842773,1.9847577158,0.5800844063,-0.1707266261,0.4264656447,Control
GSM481009,0.2438559255,-0.1432292917,0.5885057184,0.9583234476,2.1312950478,-0.1941895463,-0.1588584763,3.7113603654,-0.1742547689,0.2463869147,4.6684551240,3.6337365573,-0.3016666528,0.4440469943,2.0944252810,0.9696902789,2.4376991490,0.8762815152,-0.1830473602,0.6164813905,1.7712771957,-0.1466724766,-0.0716812198,1.1316377618,-0.1940949369,-0.0059709582,3.9414889548,0.3523311566,0.5635341403,1.4724833275,1.5926338021,-0.4125341031,2.8468914520,2.8474743764,0.0009491635,-0.0241114956,0.1393478436,-0.4992004933,0.1900837955,-0.0059484150,0.6411484362,0.4730535388,1.0503078699,0.2179040165,-0.1721609504,0.4816424587,0.9264877308,0.4039630862,1.0664309090,0.7962288941,2.6979478374,0.9008443045,0.3132084254,-0.2258250995,0.1545381774,Control
GSM481010,0.4890415302,0.1499810592,0.9479189350,1.3910238047,3.3903121501,-0.0711687702,0.1120486053,3.5709333419,-0.1164940295,1.4830513462,4.0522372723,3.6842611100,-0.1411789771,0.6426227603,3.0485917730,1.1229166403,2.4364987612,1.9742513597,-0.0845425480,1.1865821532,2.1169123984,-0.0389545850,-0.1316741681,0.9436906082,-0.1039919637,0.1197506439,3.5923122566,1.0979320507,1.3660714698,1.4021478108,2.9758407409,-0.0968585945,3.1561228905,3.0762569906,0.1126721519,0.2631714446,0.3230328945,-0.2764113147,0.6237051002,-0.0186438779,0.9408905428,1.1722295646,1.1799658463,0.7029066121,0.3042649209,1.1524212757,1.3682985414,1.2861410024,1.4629609655,0.8582563715,2.5320026251,1.4422637913,0.3453494943,-0.0938484358,0.5108871126,Control
GSM481011,0.1677728757,0.0427869524,0.4763852647,1.2007864261,2.8266256005,-0.0684495198,-0.1470340608,4.3113166690,-0.0697058342,1.0850995514,4.7205428280,3.1491878032,-0.2161459271,0.5536915518,2.8247204623,1.1692394515,2.1908012828,2.2418327182,-0.1424520007,0.8549612272,2.4712665266,-0.1442008461,-0.0205394047,1.2343622239,-0.1934652257,-0.0367092613,3.9995541836,0.7410807876,1.3514226272,1.4261212981,3.3334842257,-0.0664419039,2.2715326601,3.1890516017,0.0718966604,0.0634428526,0.1030908889,-0.2960930763,0.4788508584,0.1130411916,0.8228451828,0.2744740831,1.6187637374,0.4133446856,0.0658227318,1.4660281340,1.3250114165,0.4093329090,1.0243768138,0.8445791476,2.9243183808,1.9612879779,0.1646644952,-0.0903622779,0.4328193667,Control
