@relation data

@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4207 numeric
@attribute 57172 numeric
@attribute 805 numeric
@attribute 4205 numeric
@attribute 1432 numeric
@attribute 801 numeric
@attribute 3479 numeric
@attribute 5533 numeric
@attribute 10014 numeric
@attribute 3480 numeric
@attribute 3630 numeric
@attribute 4654 numeric
@attribute 23523 numeric
@attribute 5608 numeric
@attribute 207 numeric
@attribute 5532 numeric
@attribute 5530 numeric
@attribute 5290 numeric
@attribute 7533 numeric
@attribute 808 numeric
@attribute 4773 numeric
@attribute 3643 numeric
@attribute 8536 numeric
@attribute 4772 numeric
@attribute 5598 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCA}

@data
9.521659876,10.4068032,6.663490948,7.045216672,13.59313376,7.78313105,7.09994864525,13.11037161,7.6246849295,9.584314798,6.6664981655,7.634903824,5.169936271,4.871364705,8.716211674,5.85530403967,9.746089281,11.8054921,7.181967161,6.685313404,13.24583793,12.33572539,5.358259724,6.361861002,10.00123968,6.1646303325,7.03030591433,6.299304767,7.0703331436,Control
10.58265505,10.70325065,6.316829651,8.076523188,13.5121695,7.902708426,6.60639379225,12.75620088,6.947135646,9.028818534,6.8378488935,7.713354077,5.773212576,5.119990277,8.903973047,6.054235957,9.68028616833,11.54241539,7.328338472,7.098719371,13.03973478,12.47764072,5.287134046,5.911818141,9.00192967,6.4733698555,7.157624222,7.09127967,7.6111323212,BRCA
9.044121624,10.32680616,6.52305663,7.020066336,13.47944813,7.507995028,6.58493097,12.13760287,5.9026635435,8.789730168,6.4272338325,7.935549803,5.870864797,4.806596392,8.694184723,6.35618041933,9.69256516467,11.24175993,7.238491368,6.212526175,12.90606669,12.54827894,5.0508794315,6.617140962,8.091489767,6.05907682475,6.689778979,6.323194968,7.448654099,BRCA
9.709937252,10.46847669,6.648325671,7.00203053,13.35270561,7.016310012,6.0589973865,12.20536419,6.5710894325,8.74769044,6.6904173635,7.68113495,5.793122872,5.504788206,9.668947514,6.36100294267,9.98949733167,11.56978693,6.422323287,5.584068992,12.89668817,12.76004735,4.8161306655,6.187258653,9.013141976,5.969107067,7.046663354,6.299945779,7.6522265588,Control
10.17606751,9.976772145,5.86196234,8.468726998,13.37889296,7.945504008,6.730522711,12.34682957,7.739494752,9.157246578,6.646989595,7.919550328,5.536217098,5.088323162,8.740810482,5.979395943,9.506100771,11.00452968,7.7125980515,7.405441727,12.87894279,12.45248586,5.183721743,6.468750795,8.388696618,6.17905477475,6.79859870533,7.300126299,7.950268865,BRCA
9.550766562,10.91587586,6.127948551,6.590366699,13.71343219,8.516705752,6.87151716925,13.11510467,7.375850429,9.836169177,5.7156422195,9.087722135,5.73607124,4.905220009,8.358795271,5.98125183967,9.688092646,11.73619062,7.745704965,7.460253403,13.51771248,12.66384721,6.0739409315,6.511519926,8.825873953,7.79825655525,6.70524643733,6.725540512,7.4183463498,BRCA
10.64474883,10.09149526,6.060269679,8.33257494,13.29267684,7.842729237,6.362735412,12.34260121,10.349737175,7.747456426,6.127226145,7.203154957,5.705709271,4.920902135,9.927193184,6.79660585167,10.0480993307,11.41213066,6.5896621115,6.662423158,12.11865571,12.61750082,5.0860843655,6.512547399,9.05429304,5.88961529475,7.32404088833,7.476910459,8.3350079456,BRCA
8.670303166,10.37227772,6.500009775,8.407279583,13.44200721,7.642631408,7.0975611175,12.57155186,7.733044401,9.508320259,6.259011512,7.320803087,5.451879748,5.115211455,8.282904386,5.93944441167,9.436876068,11.39154181,7.480559564,6.020263967,13.15586736,12.74796537,5.2291868665,5.826809832,9.004115895,5.9603886785,7.14839452233,6.726903149,7.757716558,Control
8.626175475,10.19459101,6.308617188,7.370755236,13.70458133,7.29632232,6.41978303225,12.3148028,7.2965384015,9.212004536,6.2641311135,7.809255459,5.541182786,5.244897759,7.99322306,6.398579306,9.58057105933,10.77439198,7.5245411315,7.205282841,13.13820464,12.4865699,5.2554434645,5.887653968,8.559856117,6.02825469225,6.63685147833,6.426437217,7.6719006758,BRCA
9.596921694,10.26978741,6.124747507,7.639433192,13.30755735,7.098982487,6.2012063225,12.71572616,6.6155769395,9.015945424,6.719389859,8.284894788,5.233822166,4.63288196,8.630249944,5.92169088967,9.75364579767,11.36752411,7.3344224225,7.606018576,12.77284039,12.57561022,4.4572839285,6.078850631,9.254793094,6.0078154565,6.691964128,6.76752611,7.3060563712,BRCA
8.155224442,9.972685879,6.248597096,8.966585569,13.38150649,6.186218877,5.5612686795,12.72208073,7.5228200195,9.789998625,6.770007855,6.94204856,6.062214149,5.224977213,8.98794691,5.64379041867,9.592833039,11.41782366,7.1793537375,6.657000843,13.27043919,12.59449147,5.077444067,5.63256723,10.33742988,7.27521674725,6.87186987967,6.847562044,6.9076540764,BRCA
9.539333865,10.20167708,6.1476177,8.251531081,13.60583775,7.641421617,6.791169903,12.77087865,8.087964069,9.291228915,6.2132718515,7.723969969,5.773212576,5.040904755,7.983821782,6.10103173667,9.66262953467,11.31639767,7.4303730355,6.822223857,13.19781415,12.7232493,5.346357517,6.256732941,8.946775538,6.19438472475,6.80618221367,6.739109305,7.509195938,Control
9.778192608,10.38477057,6.380249461,6.829694594,13.47298527,7.717524135,6.935865955,12.97797754,8.090572707,9.562295439,6.2837857225,7.678848562,5.252865266,5.249645622,8.285946739,5.82446156933,9.935713008,11.73097541,7.50153016,6.672535396,13.03258307,12.52742331,5.298679987,5.840785003,9.705421205,6.7272117865,7.13682015067,6.521369295,7.3656981534,Control
8.108238405,10.21758854,6.847374124,6.658358333,12.16391545,7.653026194,6.23780006725,12.99135537,5.899641789,10.13925432,6.91939558,7.84580541,5.69544494,5.159277237,9.603728853,6.17992307233,10.2127518167,11.62683849,6.8933171905,4.904979261,13.58717103,13.2860567,4.997642808,6.554362933,9.154432785,6.759633327,7.63109708367,5.09930704,7.1534205814,BRCA
9.473467881,10.55758842,6.368031123,7.297010529,12.44601199,8.24541143,6.155251749,13.22427159,8.452876529,9.726252704,6.5335608605,7.737992796,5.133205159,5.412113573,9.24955267,6.406842111,10.3303371883,12.04715639,7.408146448,5.472171943,13.1958974,13.16228672,5.0933444835,6.444605472,9.123436726,6.23406257875,7.16731786533,6.107798352,7.0222287176,BRCA
9.134080446,10.06840584,6.411812312,7.147335003,12.2076581,7.364180901,6.273689165,12.53522562,5.929829729,9.678499404,6.9570606425,7.440414751,5.247843274,5.233246971,9.367917655,6.318598458,10.0295226957,11.78825759,7.1208014865,4.944168843,13.23568448,13.15138292,5.159575836,6.123713395,8.493566406,6.007950882,7.513620188,6.07692847,6.9209080238,BRCA
8.150027916,10.26648823,6.976538706,6.73894048,12.15610687,7.200950391,6.46315116575,12.56790862,5.5987233425,10.00443156,7.0306546165,8.081511566,5.034316149,5.10518698,9.380688937,6.132790906,10.1231177773,11.72922572,6.752537335,5.538546893,13.28849775,13.15138292,4.8457210545,6.253852802,8.995725554,6.538599406,7.367541703,5.439300032,6.8965544166,BRCA
8.700336649,10.00702766,6.410159284,8.006159321,12.43207997,6.776041872,6.3805448535,12.61931219,7.409838005,9.577046919,6.4570048145,7.606499831,5.636777762,5.136490053,9.243864886,6.31258353867,10.182290716,11.42322901,7.0698721725,5.070616072,13.34981755,13.08540943,5.0687373255,6.269038407,9.260026318,6.491152042,7.37085903833,6.101508918,6.895239566,BRCA
7.013297895,9.827843283,7.000397602,7.45176979,12.39881323,7.392920835,6.522968526,12.52524557,6.4844522785,9.812915765,6.886594582,8.357443276,5.780317481,5.479789356,9.185390311,6.56668181467,10.3257906717,11.4712435,6.9466844905,5.353156751,13.33171827,13.04201932,4.958492937,6.351695128,8.968033945,6.4121055595,7.474173093,5.379907907,7.0040046146,BRCA
8.817064493,11.37824759,6.648469487,6.310890502,8.929717871,7.508688368,6.65967948325,12.50816376,6.797392804,10.43684194,6.8797549975,7.732169334,5.123512303,4.805178017,10.14810827,5.459774314,10.2867156497,12.28769659,7.9529606385,5.027033758,13.17478142,10.82365605,5.2986916435,7.093499766,8.687437909,5.81851615,7.65359668867,5.039808741,7.4112322548,BRCA
