@relation data

@attribute 2067 numeric
@attribute 4331 numeric
@attribute 2072 numeric
@attribute 2071 numeric
@attribute 2073 numeric
@attribute 7508 numeric
@attribute 7507 numeric
@attribute 2068 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 6117 numeric
@attribute 5887 numeric
@attribute 1643 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 2968 numeric
@attribute 1642 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCA}

@data
9.188663982,6.69676284,6.3552688025,10.0776573,10.8503707,11.01901053,6.002877587,8.220113618,5.474931823,6.107234293,9.361681261,10.83471386,9.849237412,6.645049976,10.66108355,11.61752958,10.43957668,9.28863507075,8.45525079,8.439499644,Control
8.87572558875,7.086882265,6.408355982,10.50841903,11.24175993,11.56978693,6.374174967,8.497094498,5.210049084,6.586162299,9.155780297,10.800436875,9.747668991,6.494940064,10.48441034,11.88379655,9.94572954,9.382637282,7.832012647,8.965352223,BRCA
9.4100312975,6.839081327,6.4049587985,10.71269919,11.18453773,11.5269639,5.770175754,8.892012333,5.664561948,6.582656103,9.394656215,11.330452225,9.348673457,6.857020303,10.72737618,12.02968073,10.27514127,9.370427593,7.667131787,8.580466923,BRCA
9.282287986,7.265055029,5.8412655795,10.43052602,10.98412667,11.43596985,5.171138007,8.85164062,6.002540089,6.970019164,9.99050151,11.057611095,9.261261134,6.866076894,10.83441597,12.38193096,10.44466839,9.1882839575,7.517316273,7.704562712,Control
9.282575993,6.867961695,6.0308847905,9.889641277,11.05169516,11.57537865,6.117700885,8.312657375,5.206341637,7.045217151,9.627078354,10.93374845,10.17351822,6.134329409,10.45090222,11.96009799,9.47543003,9.2360283925,8.195898639,8.732388881,BRCA
8.85686059575,6.499332184,6.4132325025,10.75975321,10.9376315,11.88081762,6.020708453,8.645353223,5.527329405,6.922969386,9.01498366,11.641461875,10.45470056,6.41193939,9.132050545,11.54965727,9.72642302,9.695129357,8.0884774495,8.769772669,BRCA
8.88063195375,5.895672973,6.5872881545,10.0173308,10.97255645,11.49170796,5.751283781,8.838495753,6.082580853,6.719438847,9.547121611,10.3458464955,9.250826081,5.460260315,10.38702135,12.52245777,9.822443813,9.70044005225,7.0980443305,8.357575234,BRCA
9.45367708375,6.573196985,6.169888467,10.17798975,10.549732,11.16600002,5.551370856,7.900747773,5.520745364,6.479895483,9.825825817,11.06229666,8.938213094,6.299625309,10.88785292,11.90810746,9.751904322,9.079293666,8.2150115435,8.78938784,Control
9.7162674425,7.327824597,6.350290065,10.24019539,10.99419451,11.07481734,5.835425946,8.755431019,5.082799703,7.1126508515,10.15470456,11.49735519,9.561608303,6.653207393,10.77226531,11.92126273,9.751444107,9.197656891,8.2231503775,8.620110863,BRCA
9.004615212,6.996504912,6.2036937575,10.10676612,11.17080781,11.62135377,5.846751073,8.379801934,5.287630431,7.07342704,9.154553037,10.656153568,9.377612436,7.181105347,10.47860813,12.52742331,10.12301596,9.154795135,8.1149854775,8.305344864,BRCA
9.53272454825,7.173305173,5.8030248085,10.65722043,11.23824666,11.48011881,6.411727587,9.204131621,5.171538364,6.858718118,9.6014742,10.87490854,8.811375597,6.839081327,10.35810202,12.53830178,10.34768534,8.69978708025,8.174296834,7.676452764,BRCA
9.072729628,7.443588263,6.369285011,10.16944939,11.01404508,11.11057321,6.456851828,7.815256994,5.37574431,6.7861813475,9.65659519,11.11875956,9.612141036,6.0664182,10.88129775,11.75528414,9.399502844,9.5174660655,8.4740299995,8.933248873,Control
9.11294515975,7.108370574,5.9373607545,10.08514084,10.99419451,11.13121409,6.224875349,8.343586732,4.988697465,6.421656707,9.597587563,11.29475415,9.769565608,6.141806358,10.4887367,11.64562254,9.933941823,9.2702612445,8.5940360615,8.832795987,Control
9.4284456575,5.771628945,6.017465398,10.93024227,10.93533103,11.59488687,6.095877621,9.167193021,5.292792099,5.456076664,9.617614907,10.666982815,9.021133451,6.132068463,10.55403266,12.03723816,10.39216207,8.80925711925,7.1655308455,8.194979796,BRCA
9.113299431,5.902683368,6.6537276915,11.10864878,11.31701417,11.1007545,6.156644998,9.101470918,4.788047896,5.544020716,10.07000053,11.21590727,8.796235248,6.023317043,9.580042347,11.80073018,10.23091542,8.5279889565,7.126664761,8.73696091,BRCA
9.37510267,6.196042028,6.523928337,10.88769302,11.17866503,11.63413504,5.757430847,9.228344402,5.258529523,5.44209646,10.12919321,10.39328649,8.960915006,6.340211188,10.64948099,12.21510531,10.54330281,8.662750984,7.207971487,8.461204311,BRCA
9.588689033,6.101719008,5.8055340835,10.61346285,11.03194774,11.63107485,5.795462577,9.230129219,5.533727829,5.5223939415,10.19591385,10.861074535,9.282585247,6.2849912,10.9447818,11.98277091,10.42417183,8.75566797825,7.3753302775,8.260097569,BRCA
9.60802330525,5.913853554,5.981776373,10.55979796,11.03275882,11.13386163,5.297385178,9.21184032,5.358089615,5.5364636575,10.21780056,10.620424425,9.377476876,6.258901053,11.12425722,12.11639279,10.32995358,8.2446148565,7.5514060975,8.26545228,BRCA
9.91743211175,5.669530862,5.656621585,10.83660293,10.98412667,11.35799469,5.676740778,8.758440706,5.286429541,5.15457292,10.13564553,11.17905754,9.100820741,6.405103693,10.84615266,11.90965135,10.54869216,8.49444995675,7.2303432025,8.169525606,BRCA
9.92985813225,5.781235931,6.245720279,10.83158062,10.78613914,11.53735445,5.852005861,9.785984134,5.052688948,5.321608753,8.777182254,10.585395104,8.38506549,6.182896477,9.955032716,9.074115449,10.32910148,8.56328838325,7.3442798615,8.512346531,BRCA
