@relation data

@attribute id string
@attribute 1432 numeric
@attribute 1605 numeric
@attribute 1956 numeric
@attribute 207 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2770 numeric
@attribute 2776 numeric
@attribute 324 numeric
@attribute 367 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 3762 numeric
@attribute 3765 numeric
@attribute 427 numeric
@attribute 5256 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5295 numeric
@attribute 5308 numeric
@attribute 5594 numeric
@attribute 5602 numeric
@attribute 5806 numeric
@attribute 5894 numeric
@attribute 6357 numeric
@attribute 6360 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 820 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4174692793,2.1012469530,0.1537555695,2.3584245311,1.2075416012,-0.1898532445,0.6288589894,0.4478188096,0.0387382352,0.2240965476,-0.1293306193,0.2261771529,0.2178563230,-0.0355535233,0.0663673716,-0.1085960651,0.0246374187,0.0725373334,1.0762697189,0.1828570207,0.3417825494,0.8497827404,0.0027666772,0.6936653244,0.3768321643,0.0663815941,3.4338029756,0.3860900013,0.0276427509,-0.0459244572,-0.0124092440,0.1777965052,-0.0440734956,BRCA
GSM481003,0.3061586227,2.1810374294,0.0484339897,2.5114432043,1.3259332918,-0.2042405328,0.8103868588,0.2624370770,0.0567640029,0.4605023923,0.0338865851,0.4201759797,0.0514344826,-0.0627746906,0.4280975269,-0.1122310973,0.0580231415,0.0364615439,1.0138575851,0.2249433068,0.1791957579,1.4233998538,0.0220997693,0.0485051640,0.4223379152,0.0085564985,2.2812910081,0.2815908568,0.1049043777,-0.1177158956,-0.0016825477,0.0848102706,-0.0178750042,BRCA
GSM481004,0.4136280409,1.8448974701,0.2059234660,2.2194539971,1.0587875816,-0.2011653437,0.8890818098,0.3193705141,0.0156502626,0.6189843491,-0.0419787427,0.3180465820,-0.0097076942,-0.0462495909,0.4999212028,-0.0772627148,0.0484445545,0.0506503556,1.1264004755,0.3637439176,0.1934292825,1.4479867770,0.0015714503,0.5617744869,0.5495924441,0.2215437899,4.1268195311,0.4157156661,0.0599201703,0.0230720404,-0.0060122215,0.1890694758,-0.0908300334,BRCA
GSM481005,0.3984561536,2.0004497065,0.2165325873,2.3890128664,1.3188462358,-0.1832310853,0.9670564680,0.5904648845,0.1923242811,0.4073604598,-0.0519779607,0.2379353644,0.1994229225,0.0021436654,0.1212341356,-0.0904623089,0.0081965605,0.0052997089,1.3082428081,0.1900164142,0.2936143763,1.0055721670,0.3289049813,-0.1350840951,0.4403047296,-0.0083928048,2.6607217259,0.3888399490,0.0607255362,-0.0272137617,0.0075601748,0.1629802437,-0.0641352383,BRCA
GSM481006,0.3921763096,2.6187914119,0.1430200110,2.7993582883,1.4356097507,-0.2291768656,1.2209734655,0.6643883944,0.0629272980,0.5746684543,-0.0141382783,0.3690371224,0.1351932498,0.0168171378,0.2181934865,-0.1059191358,0.0548383412,-0.0512827281,1.3912580079,0.1403476206,0.2433270854,1.3385462081,0.2390861619,-0.0590833068,0.3909603753,0.0616213327,2.9431977538,0.3354175018,-0.0225104752,-0.0953168633,-0.0179128214,0.2528915434,-0.1113843429,BRCA
GSM481007,0.2309822093,2.1547419884,0.1262126311,2.4604020782,1.2181181839,-0.0446292206,1.1343356063,0.3499374598,0.2163079727,0.6638245449,-0.0072757175,0.3642216310,0.0550178691,-0.0743076288,0.3613447715,-0.0773612424,0.0639973074,-0.0115373216,1.3814983726,0.0439457020,0.1014056848,1.4767880777,0.1471414633,-0.1068653911,0.2606000659,-0.0035135532,2.4385874799,0.2957258879,0.1060649857,-0.0378983655,0.0468923578,0.2699643974,-0.0848310849,BRCA
GSM481008,0.3457279783,1.4691905651,0.2092566926,2.1300801171,1.2615825528,-0.1406718484,0.9561627172,0.3171693577,0.1321390251,0.6201076406,0.5410928559,0.2433467312,0.0515839298,-0.0320775752,0.3614642392,-0.1459368854,0.0699140219,0.0143333242,0.6375229665,0.1460608206,0.1758980179,1.1338950680,0.0879067641,0.1070143061,0.4047704326,-0.0611492244,2.4366473887,0.3589827556,0.0345056264,-0.0479432366,-0.0086323968,0.1605632000,-0.0080047101,Control
GSM481009,0.2764711754,1.8982037499,0.0047963763,1.7882246540,1.1639748752,-0.3330149019,0.7515524406,0.4197121219,0.0385478688,0.3997561478,-0.3047715771,0.1808651949,0.2000191124,-0.0548121327,0.1931102983,-0.1220137866,-0.1038831287,-0.0302347128,1.0948197509,-0.0241114956,0.2437746771,0.4174557194,0.1336468826,-0.0859485700,0.2795271149,0.0261609364,2.9885972606,0.2270372226,-0.0169007772,-0.1695757042,-0.0607615665,-0.0320870272,-0.1449772045,Control
GSM481010,0.3582406002,1.8748446774,0.2403421661,2.1086231072,1.0892066083,-0.0572229483,1.4438292494,0.6331500416,0.0640800452,0.5882746430,-0.0004248777,0.2332556662,0.4681226672,0.0048748811,0.1122889133,-0.1073289830,0.0273172622,-0.0900146285,1.2822675097,0.2631714446,0.2892597577,1.1752510060,0.1319778106,-0.1534437910,0.5158594621,0.0607782995,3.2694953547,0.3965836786,0.0470171534,-0.0748150132,-0.0237400801,0.2509317977,-0.1161107920,Control
GSM481011,0.1895736574,1.8327166929,0.1001883706,2.7272794777,1.4613334589,-0.2463071451,0.7541625414,0.2530173084,0.0466596353,0.4328563801,-0.0414790146,0.3065849569,0.0141741859,-0.1155827556,0.0571182206,-0.0431503253,0.0180336554,0.0100987621,0.9585376115,0.0634428526,0.2223992294,0.9093435548,0.0018939260,-0.1245865751,0.3978262835,0.0246392575,2.4669961531,0.2711141126,0.0656205361,0.0202290246,0.0394449375,0.2114646371,-0.0817198325,Control
GSM481012,0.3378831189,1.6092793329,0.2196793913,1.8813959094,0.8875108201,-0.1291947189,1.0460700040,0.4109057278,0.1316242011,0.6440494340,0.0012725160,0.2918436259,0.1314442700,0.0438681924,0.4921930419,-0.0728011766,-0.0013887987,0.0083709356,1.2103810194,0.3321112064,0.2830991491,1.1253169480,0.1236136932,-0.1599772160,0.4602609591,0.0008630172,3.6593587398,0.3464573934,0.0198579818,-0.0160002906,-0.0168233594,0.2223655503,-0.0495107271,Control
GSM481013,0.4947108470,1.5722395918,0.1439852360,2.6179897917,1.3342253650,-0.1579221295,0.6498609169,0.2674850104,0.0736090022,0.5249006015,0.7044898755,0.2631436706,-0.0238805806,-0.0516226719,0.3147719859,-0.0913732808,0.0784531390,-0.0132539899,0.6245082392,0.2145974694,0.0987440369,1.2742863821,0.0858122040,0.2923973736,0.2502310655,-0.0548975798,2.1037466790,0.4000868027,-0.0264115660,-0.0099870305,0.0861050577,0.2532499727,-0.0594925211,Control
GSM481014,0.5363523807,1.5791289877,0.1133419890,2.0626784828,1.1010444249,-0.1980161517,1.6151114592,0.4187796614,0.1326549280,0.5460774356,0.4712427798,0.2382434340,0.1648494494,-0.0095603474,0.3705978819,-0.1414656231,0.1662119927,0.0583161376,2.1338166893,0.1354862358,0.4610486274,0.7996720764,0.3309938921,-0.0936256150,0.3728799876,-0.0730645078,3.3716156482,0.4424410221,0.0015314399,-0.0776514761,0.0158902815,0.2921107814,-0.0408421514,BRCA
GSM481015,0.3073236268,2.1366495525,0.1313431334,2.7202442222,1.3653995681,-0.1242272566,1.3543371204,0.4045521151,0.0801400498,0.8287434372,0.0969134234,0.2448081960,0.0190741675,-0.0403627596,0.1775533059,-0.0682745199,0.0642095597,0.0482178446,0.9544338975,0.0099849936,0.2014516948,1.1271836070,0.1974025599,-0.1362791479,0.3970232428,-0.0089343909,0.1405604928,0.3921028600,0.0533875287,-0.1433029132,0.0181228693,0.2929708429,-0.0482905281,BRCA
GSM481016,0.4468257379,1.8928743461,0.1587452459,2.0178352594,1.1280412848,-0.1389382693,0.9774324074,0.5248303094,0.0399913354,0.5301692031,0.0714942896,0.1692126673,0.0722401803,0.0142660639,0.1507329288,-0.1420669454,0.0895666625,0.0046079611,0.9863731812,0.1288108869,0.1879192361,1.0464032756,0.1428325966,-0.1323515169,0.5611247425,-0.0222368693,3.0019244087,0.2947261601,0.1397445864,-0.0766105499,-0.0277622203,0.3239871639,-0.1371106645,BRCA
GSM481017,0.4272267166,1.7225780032,0.1598385778,1.3314801619,0.7178648933,-0.1321541860,1.4579813406,0.7364961723,0.3429866272,0.4193164918,-0.0783756888,0.1117641785,0.2752037935,0.0862753158,0.0973045357,-0.0738690318,0.0316638670,-0.0430605535,1.7647682857,0.0576447458,0.5053033147,0.4564138799,0.3781367167,-0.1095474121,0.4672802847,0.0541573737,2.6189023918,0.4142338808,-0.0009052077,-0.0253457315,-0.0174622540,0.2230204127,-0.0970055806,BRCA
GSM481018,0.4488102300,2.1802173010,0.0214997668,2.3386700948,1.0405320563,-0.2195615675,0.4130567490,0.4016638539,-0.0214668328,0.3513225323,-0.1508778436,0.4094026910,-0.0106972023,-0.1378955551,0.4262503234,-0.1212190263,0.0967303210,0.0658579316,1.1460381662,0.0915639141,0.2168153361,0.5272339107,0.0426955287,0.1179384456,0.4103365585,0.0075256766,2.7540568246,0.3959389863,0.1220379351,-0.0108635485,0.0063542866,0.0697378496,-0.0381653282,BRCA
GSM481019,0.4176905511,1.8113891902,0.2886040990,2.3733375204,1.1349110567,0.1374931029,1.3943901509,0.5944219031,0.1635395865,0.0776524032,0.0694045900,0.2468751767,0.0477640174,-0.0087988486,0.2351825839,-0.1008800769,0.0902580563,0.0299447386,1.3431793081,0.0872020820,0.4036104572,1.2683555657,0.2832725297,-0.1310851450,0.4554223602,-0.0807930889,3.6924219131,0.4703316232,-0.0156484378,-0.0634533041,0.0115189316,0.2816247902,-0.1138126416,BRCA
