@relation data

@attribute 3725 numeric
@attribute 3265 numeric
@attribute 29760 numeric
@attribute 5069 numeric
@attribute 4214 numeric
@attribute 2002 numeric
@attribute 6464 numeric
@attribute 5604 numeric
@attribute 7409 numeric
@attribute 23162 numeric
@attribute 6197 numeric
@attribute 7410 numeric
@attribute 6850 numeric
@attribute 2885 numeric
@attribute 1386 numeric
@attribute 5595 numeric
@attribute 613 numeric
@attribute 2353 numeric
@attribute 10451 numeric
@attribute 4067 numeric
@attribute 5879 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,7.4423513115,4.418782743,6.615927983,10.46146439,9.719046985,9.15105029633,10.49127719,6.878146348,7.6558645925,6.52702968625,6.567960352,9.65740828,9.4954151895,8.727649179,11.634256725,7.402056661,14.72004222,7.93680944967,10.63456176,8.85850435833,8.001564595,8.27215776867,6.75911088,Control
14.11502538,7.8897640555,4.856999696,6.436841129,11.6627575,9.192268846,8.42779587067,9.559434991,6.418236866,7.835585289,6.64235424625,6.809868189,9.946928611,9.5539178325,7.390558334,11.27623323,7.1289164645,13.75148289,7.27227977433,11.67867508,9.23532012167,7.481398095,7.85669691467,6.746992115,BRCA
14.41297137,7.856102429,4.383188881,5.661572365,11.77105209,9.676230874,8.45925672733,9.65317699,6.805650779,7.720110902,6.2422901355,6.661354578,9.791985416,9.480270588,7.432878264,11.198356615,7.0926896005,14.33042537,9.43574702267,11.59799678,9.280236709,7.228580927,8.11094053067,7.136685014,BRCA
14.08054111,8.398114105,4.802724808,5.68566776,12.00382718,9.684192438,7.73867912133,9.580847928,6.327333135,7.6219394855,6.33404855075,7.454260475,9.638916035,9.432546201,6.4694836,11.274247985,6.88167523675,12.01436934,9.46805618433,11.00452968,9.422761191,6.648325671,7.98209816267,7.5978930125,Control
13.43392773,7.697637374,5.03343539,6.128979632,11.72645885,9.981439248,8.10318445333,9.966174165,6.328276055,7.371165726,6.76922237325,6.817626854,10.27897821,9.66718229,7.558059277,11.21839075,7.4523840255,12.40857396,9.27353650767,12.12951334,9.29741101033,7.634958261,7.82991936767,7.021079646,BRCA
13.80946823,7.3388634815,5.628052686,6.112601751,11.51112271,9.979768545,8.70127661067,10.23164154,6.682787905,7.5912355975,7.19245125,6.255789266,9.943244144,9.9164802245,8.61053686,11.07534033,8.244265727,13.96600025,8.79005616867,11.79461296,9.14697742367,8.19601328,8.18650002,7.5246001185,BRCA
13.91249272,7.9742866725,4.93712219,5.375918034,12.26224618,9.212867878,8.36198243367,8.977681421,5.926361974,8.1337188695,6.5621458705,7.449419254,10.45584633,9.167523377,6.689582656,11.151396135,6.14302696,10.44201071,9.720502086,11.980959,9.62804284167,7.292025067,8.451561107,6.923040761,BRCA
13.96294256,7.7095138065,5.139460541,6.784605811,10.99477083,9.290572499,8.53051419067,10.00443156,6.739851899,7.1382352555,6.575528975,6.117700885,9.498226492,9.1611827995,8.441575941,11.40345044,6.9500503585,14.08516788,8.909896709,10.68348837,8.82865486733,7.787382059,8.171538624,6.824884907,Control
14.44356588,7.94496816,4.805564985,6.276967088,11.9611296,10.01823535,8.16926655967,9.452231522,6.37387057,7.4450950475,6.443440984,6.489210244,9.427680085,9.3657406255,7.598929252,10.99057863,7.14309656525,14.82357723,7.48084491567,11.06871466,9.29235500067,6.878728789,7.91861634733,7.242305488,BRCA
13.15952927,8.148239231,4.910985938,6.026142315,11.43790563,9.726661428,8.39504068233,9.69476318,6.73809606,7.8198117485,6.26822091,6.749303381,10.46083242,9.70078824,6.79980331,11.551814785,7.10464715825,11.55023948,9.58170631967,11.11942121,9.23513699733,7.4960371,7.74245236133,6.8978346455,BRCA
