@relation data

@attribute id string
@attribute 100 numeric
@attribute 10201 numeric
@attribute 10606 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 107 numeric
@attribute 10714 numeric
@attribute 108 numeric
@attribute 10846 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 11128 numeric
@attribute 11164 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 122481 numeric
@attribute 122622 numeric
@attribute 124583 numeric
@attribute 132 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 1633 numeric
@attribute 171568 numeric
@attribute 1716 numeric
@attribute 196883 numeric
@attribute 203 numeric
@attribute 204 numeric
@attribute 221823 numeric
@attribute 2272 numeric
@attribute 22978 numeric
@attribute 23649 numeric
@attribute 25885 numeric
@attribute 2618 numeric
@attribute 26289 numeric
@attribute 270 numeric
@attribute 271 numeric
@attribute 27115 numeric
@attribute 272 numeric
@attribute 2766 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 2984 numeric
@attribute 2986 numeric
@attribute 2987 numeric
@attribute 29922 numeric
@attribute 3000 numeric
@attribute 30833 numeric
@attribute 30834 numeric
@attribute 318 numeric
@attribute 3251 numeric
@attribute 353 numeric
@attribute 3615 numeric
@attribute 3704 numeric
@attribute 471 numeric
@attribute 4832 numeric
@attribute 4833 numeric
@attribute 4860 numeric
@attribute 4881 numeric
@attribute 4882 numeric
@attribute 4907 numeric
@attribute 50484 numeric
@attribute 50940 numeric
@attribute 51082 numeric
@attribute 51251 numeric
@attribute 51292 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5145 numeric
@attribute 5146 numeric
@attribute 5147 numeric
@attribute 5148 numeric
@attribute 5149 numeric
@attribute 5150 numeric
@attribute 5151 numeric
@attribute 5152 numeric
@attribute 5153 numeric
@attribute 5158 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 51728 numeric
@attribute 5198 numeric
@attribute 5236 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 53343 numeric
@attribute 54107 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5471 numeric
@attribute 55276 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 55811 numeric
@attribute 55821 numeric
@attribute 5631 numeric
@attribute 5634 numeric
@attribute 56655 numeric
@attribute 56953 numeric
@attribute 56985 numeric
@attribute 57804 numeric
@attribute 58497 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 64425 numeric
@attribute 661 numeric
@attribute 7498 numeric
@attribute 8382 numeric
@attribute 84172 numeric
@attribute 84265 numeric
@attribute 84284 numeric
@attribute 84618 numeric
@attribute 8622 numeric
@attribute 8654 numeric
@attribute 87178 numeric
@attribute 9060 numeric
@attribute 9061 numeric
@attribute 93034 numeric
@attribute 953 numeric
@attribute 9533 numeric
@attribute 954 numeric
@attribute 955 numeric
@attribute 956 numeric
@attribute 957 numeric
@attribute 9583 numeric
@attribute 9615 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3460975101,0.3252481361,0.5133491693,0.9404020906,0.2935356120,0.7725674619,-0.0213125190,0.4357111652,0.0324851423,-0.0794164629,0.6906278624,-0.1873276656,0.5303733296,1.2693574055,0.3041730966,0.6485430572,-0.0936600890,0.6758355689,-0.1108370806,0.3905194531,1.2304648982,0.2501851141,1.5497953593,1.6753129801,0.9854336752,0.8751095352,0.7751176550,-0.0496203903,1.4522982347,1.0581861045,-0.1041184233,-0.0673692781,0.2048964729,0.0878751939,0.2008899247,0.1796273399,0.5628841723,-0.0405924633,1.5047428908,-0.0481735218,0.3498091928,0.2022633064,-0.0511525680,0.0176184705,-0.0862920353,-0.1167542399,0.0137729662,2.9196547569,0.9981966897,-0.1570110064,0.1352500151,0.3472520234,1.3814109807,0.2539202141,2.4001702815,1.5148149498,0.6239491861,2.2563560009,0.3712876448,2.0410523265,0.4288872541,0.1138722158,1.2232485507,1.1279155045,0.8082222765,-0.0767707887,0.9023981647,0.4073480382,0.5117858268,0.0020297896,-0.1287161154,0.0413949879,0.0032716896,-0.1141703329,0.3156632036,-0.0482865163,-0.1087630948,0.0443673678,-0.1459332191,-0.0380334719,0.4773919732,-0.0052492132,-0.0450810295,0.0500454769,0.0945036911,-0.1752001831,-0.0211643880,-0.1179024636,-0.0454492068,-0.0393373201,0.0620994904,2.3334072563,3.1508879662,0.0799311028,0.9830085316,0.1629798091,0.9672374982,0.0603612382,-0.1353485043,0.3578091349,0.1289825939,0.2126304446,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,0.5690374770,0.4742665060,-0.0795651324,-0.0325809552,0.5806491123,0.4403497991,-0.1348794977,-0.0131382301,0.7745047551,1.4559077159,1.4529183112,0.1663173008,0.2738016754,0.6588075593,0.5860183615,0.2423665931,0.8121203617,0.6329672182,1.2858133689,-0.1091140107,0.3077512873,0.4965385087,1.0307717687,1.2611622736,-0.1422610203,0.2405682551,0.0012518580,0.2211633253,1.3292963341,0.7827920801,-0.1044722966,0.0563199719,0.5657953464,-0.0604515991,1.3965763961,-0.0747660650,0.5214763974,0.0051490062,-0.0848497200,BRCA
GSM481003,0.6498581663,0.5144651234,0.6244606379,0.4884172179,0.3017853447,0.8272774742,-0.0692073683,0.2274992413,-0.0064876447,0.0277333074,0.4153288136,-0.1628839508,0.5453837947,1.0902844889,0.2577621225,0.8073847730,-0.1100853766,0.4801001175,-0.0636693951,0.3561982945,1.5105759985,0.3844404543,1.9171232902,1.8177114989,1.2998373642,0.9287738163,0.8803063886,-0.1103498666,1.3169919748,0.8452594681,-0.1296196483,0.0696828845,0.1366486249,0.3134257992,0.1597507681,0.1440960214,0.2433267696,-0.1020650116,2.1724742586,-0.0488563553,0.5537627982,0.7774214761,0.2219457638,-0.0404212353,-0.0673431211,-0.1069317973,0.0057958118,2.9028559030,1.4198659913,-0.0549615359,0.1795041421,0.3667853262,0.8386614687,0.2715907501,2.5214332342,1.5973043971,1.0451648499,2.3005242050,0.5030223810,1.9400418622,0.8896260634,0.3395914501,0.9883088753,1.2861356166,0.6690220103,-0.1042716375,1.1144299707,-0.1039354707,0.6043621550,-0.0034586129,-0.0673296129,0.0719028498,-0.0445280954,-0.1223087592,0.1872665084,-0.0416744932,-0.1298257156,-0.0290590834,-0.0717369746,-0.0592299769,0.5642830210,0.0552796769,-0.0407338380,-0.0084008443,0.0593831750,-0.0838720852,-0.0393028650,-0.0276779343,0.1101619671,-0.0469432843,0.0960201174,3.0390604867,2.9355758561,0.1048826503,0.8784107505,0.2283861323,1.1437503397,0.0027308773,0.0028041706,0.3861183389,0.0986170489,0.4597762505,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.5909737573,0.4192251235,-0.0982767486,-0.0169048130,0.2550790264,0.4804655812,-0.0730311580,-0.0216170160,1.0040760794,1.6398884984,1.9406039927,0.0192017261,0.0926619980,0.5469102347,0.6078987442,0.1661094380,1.6702819305,0.8393967250,1.2927863710,-0.0031047996,0.3701689069,0.5047635508,0.9984209488,1.5089683161,-0.1187864996,-0.0456344400,-0.0437911458,-0.0991557603,1.4283320223,0.9213438929,-0.0759650762,-0.0761381620,0.8373964438,-0.0002034149,1.6125663469,-0.0867289398,0.3245412511,0.0608641418,-0.1087850532,BRCA
GSM481004,0.7060271085,0.3779120146,0.6393952375,0.5799007417,0.3220629923,1.0343788486,-0.0682730252,0.4892555573,-0.0572336419,0.0225640355,0.7538955795,-0.1865766728,0.7126382003,1.2469717376,0.4959490365,1.0032708717,-0.0400951271,0.5932523358,-0.1041158739,0.5056475840,1.6675554118,0.2917043782,1.7284338703,1.8501888719,1.1310499669,1.1852693863,0.8235192667,0.0553660385,1.2493842887,0.8954995377,-0.1469547448,-0.0453231393,0.0907147581,0.2231258520,0.3496965550,0.2166497540,0.2622495333,-0.0446043019,2.2294046946,-0.0722634240,0.9280590247,0.3507736582,0.0221150278,-0.0892495096,0.0280927142,-0.1998118916,0.0235545531,2.5745726824,0.6541509510,-0.1210119898,0.1528639407,0.3346762372,1.0984987186,0.4708690842,1.9441418871,1.8406744863,0.5868340071,2.4120844454,0.4601778406,1.9344821125,0.7631303631,0.3402580127,1.5278000105,1.9078542192,0.5064344630,-0.0763482214,1.1426664886,0.1271538233,0.5279556746,-0.0085536030,-0.0036656108,-0.0628257787,-0.0279561009,-0.1237888440,0.1910524066,-0.0249704627,-0.1327878890,0.0337655045,-0.0976179159,-0.0410857903,0.4702845627,0.0423246646,-0.0350373606,-0.0517293203,0.1068931294,-0.1334820560,-0.0155044806,-0.0362987160,-0.0348667033,-0.0231469844,0.0387701505,2.8358254697,2.9524052409,0.0306983874,0.8990043088,0.1900752633,1.0411094329,0.0486587746,-0.0832465394,0.3749461847,0.1504041588,0.1190198336,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,0.4310299671,0.3395046744,-0.0912889238,-0.0756952716,0.6014087507,0.6111049382,-0.1814175458,-0.1421650632,0.8646555594,1.3538294169,1.8536115075,0.1119688781,0.1860540720,0.3739375479,0.5170628464,0.2077636715,1.8583687327,0.8095160304,1.0716585033,-0.0694221537,0.1499014107,0.6577509254,1.1602818073,1.5156639704,-0.1011551676,0.0827647935,0.0437783853,0.0240225548,1.3813620713,0.6629596651,-0.0829882947,-0.0163481007,0.9082585516,-0.0335057122,1.8560248879,-0.1111765907,0.4864104730,0.0381388450,0.0316492326,BRCA
GSM481005,0.5902578143,0.3026810577,0.5782094075,0.9651959386,0.5857814906,0.8897146792,-0.0925683750,0.4787933329,0.0108283770,0.0051441242,0.8534066271,-0.1859157358,0.5477521055,0.9577802296,0.4385876315,1.1066493301,-0.0452075420,0.3788599880,-0.1189196170,0.7611024790,1.3100730880,0.4292547895,1.6461948294,2.0573205251,1.4705357731,0.8842039306,0.9171212051,0.2799949490,1.3118853287,1.2312785531,-0.1781263183,0.0646161923,0.2454988277,0.1721082739,0.1000552172,0.1959911294,0.2099805619,-0.1047812634,1.5134870282,-0.1055909902,0.5488351896,0.0987030191,-0.0521354110,-0.1114226980,-0.0608466002,-0.1380222444,-0.0092933562,2.7027979494,1.1543438519,-0.2268719932,0.1316541890,0.3152180591,0.9490514033,0.3823863131,2.1748193576,1.4219231572,0.5841376930,2.0465776920,0.5708912990,2.2257349640,0.3303520699,0.0953341270,0.9939903627,1.7305370643,1.2872040967,0.1478481533,0.8104518377,0.3197566715,0.3882550987,-0.0856849748,0.1565610533,-0.1226852730,-0.0318777515,-0.1051687980,0.1919668133,-0.0724838182,-0.0950110781,0.0073302053,-0.0947230466,-0.1471248967,0.5232203808,0.0221236564,-0.0509898240,0.0232073760,0.1296220421,-0.1739271610,0.0842264039,-0.0477389981,0.0132670641,-0.0899973927,0.3165733756,2.0332845583,2.9277166526,0.0806566990,0.8209516548,0.3292514444,1.2541826776,0.0227510889,-0.1238241902,0.2782131666,0.0754759258,0.2927482680,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.9745307227,0.8150878560,-0.0960048779,0.0541239166,0.7810026334,0.5129538703,-0.1767102939,-0.0669177437,1.5895108601,1.4647094011,1.5271951896,0.1297510206,0.2128408760,0.5725545524,0.5572084038,0.3223270768,0.3412802213,0.5458109777,1.1193533224,-0.1089168953,0.1742978670,0.4969510529,1.1512824562,1.1713581029,-0.0325998737,0.0699061576,0.0887162303,0.0034717452,1.3038773736,1.2163861096,-0.1155927440,0.0297371285,0.7090634045,-0.0044661663,0.9756402983,-0.1001342199,0.4313457008,0.0516572762,-0.1466066339,BRCA
GSM481006,0.3885685769,0.3754249084,0.5796434780,1.0807759314,0.3633669913,0.6749294058,-0.0610226503,0.7219746874,-0.0522829933,-0.0068177459,1.2541987586,-0.1669847436,0.5011046692,1.1907491238,0.5766390173,0.8823370718,-0.1439105411,0.6523239961,-0.1008245409,0.5851699654,1.1353541942,0.2280909772,1.4098423994,2.0156516947,1.5403090299,0.8027723710,0.8159990512,-0.0951017123,1.1517146304,0.9362538143,-0.0914667313,-0.0024323044,0.2567405532,0.1153987155,0.1770868898,0.0922890901,0.2656711896,-0.1048905917,1.2584219890,-0.0306619186,0.5113985811,0.6063073180,-0.0051186491,-0.1194243936,-0.0507255028,-0.0896936729,-0.0134898057,2.9373855293,1.2105385240,-0.0714688442,0.2478662427,0.4864527663,1.1857127230,0.4499148935,2.3464938254,1.6521603002,0.9397001167,2.2121433765,0.6172372732,1.8626790495,0.5422415966,0.3191587969,1.1455054032,0.9551422953,1.1290011685,-0.1434891061,1.1371770176,0.2329860015,0.4722981121,-0.0903253043,-0.1015969371,-0.0670550137,-0.0671657522,-0.1197130421,0.2411975378,-0.0440893778,-0.1013019578,0.0363301982,-0.0312432010,-0.0865037619,0.5687134683,0.0195998159,-0.1615332001,0.0968483053,0.1340984791,-0.0198950949,0.0527469211,-0.1118982886,0.0362040444,-0.0715944450,0.1551021756,2.5908862486,3.0802013346,0.1733284795,0.8438108891,0.3102933932,0.8961455804,-0.0420513736,-0.1093718979,0.3756188528,0.0471575968,0.2969489769,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.7120316327,0.6021625788,-0.0376998961,-0.0124659330,0.3455584514,0.4345050365,-0.0022474010,-0.0735324241,0.6933195138,1.4989711643,1.2811197191,0.2427481553,0.3114757926,0.7732842431,0.6410678389,0.1728623840,0.9720055950,0.7462869198,1.1781731640,-0.0729108554,0.5378763229,0.5778273534,1.1078984374,1.0611632584,-0.1004026353,0.1144291308,0.0379367063,0.3351101916,1.1597930921,1.2547884361,-0.0578544823,-0.0433723892,0.9082028208,0.0053675353,1.2259405860,-0.0928306760,0.5571220444,0.1199976232,-0.1183540578,BRCA
GSM481007,0.4754703467,0.3419198840,0.2912996361,0.5043807208,0.1931929521,0.2865017037,-0.1091924483,0.0016192900,-0.0409257532,-0.0285116837,0.8056753526,-0.0611303696,0.2143322451,1.0180729104,0.6382880130,0.5886042261,-0.0965363181,0.4626764772,-0.0571170651,0.1208173111,1.1482919854,0.2340376631,1.4815322711,1.8236136841,1.7886047393,0.9310187200,0.7916479390,0.0258853085,1.3129944605,0.2774964172,-0.1361827856,0.0978008333,0.1730800350,0.0960486509,0.0507915364,0.0657288577,0.0419242038,-0.0437405210,1.7628780703,-0.0207822959,0.4925517105,1.0289093222,0.2922805172,-0.0344689960,-0.0633341424,-0.0502026408,0.0922552151,3.2364207506,1.3395244798,-0.0887936263,0.4546537018,0.4560124915,0.2984267440,0.2606255089,2.7970340401,1.7746510836,0.9827803936,1.6470255254,1.1693916850,2.0514268726,0.2200578450,0.4663902573,1.1569235512,0.8213975556,1.2232353463,-0.1032516924,1.0532175887,0.0461849628,0.4348949273,-0.0521439864,-0.0501677204,-0.0021211997,-0.0330039989,-0.0808475885,0.2483914125,-0.0466121775,-0.0904304063,0.0012270083,-0.0063732442,0.0132752502,0.7283741080,-0.0178601951,-0.0599337516,-0.0493337004,0.0821747362,-0.0883779462,0.0330446959,0.2725545021,0.1514239785,-0.0695821631,0.2289655151,2.5753066672,2.9805178909,0.0768746610,0.7635406797,0.2563124467,0.8934663888,-0.0358105850,0.0210265649,0.3911774081,-0.0756570313,-0.1149137928,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,0.5497687171,0.7066180430,-0.1368291117,-0.0834962379,0.3261864799,0.5056066930,-0.1479170981,-0.1113105536,0.8217737379,1.2275659112,2.1343841469,0.0732063399,0.1452102794,0.7441768796,0.6354943898,0.1366298697,-0.1518646541,0.4128061583,1.1521388887,-0.0836812612,0.3225657186,0.6017660825,0.5656717886,1.2756559596,-0.0795494248,0.2077349976,-0.0116705780,0.2447995716,0.7297998480,0.7003412080,0.0593114050,0.0332739819,0.9247528228,-0.0377662966,1.6485107243,-0.0870238080,0.2987882307,0.0442685597,-0.0485940299,BRCA
GSM481008,0.5337060676,0.4135735892,0.9320645901,0.7842137841,0.8023700200,0.6016147946,-0.1022847509,0.8999093904,0.0073234723,0.0065259302,0.9556061970,-0.0927685142,0.6201612264,1.5099727771,0.2863269619,0.7602961962,-0.0445672441,0.3568348908,-0.1278175742,0.1809220942,1.7725457953,0.4418028819,1.3940772781,1.8332323582,2.0116230368,1.0101404887,0.6968915012,-0.0347283245,1.4525256313,0.5324011080,-0.0982866445,-0.1013938554,0.1596025989,0.4340666698,0.2569300941,0.2010094234,0.2632648746,-0.0266070061,1.9742430699,0.0680467082,0.6255053084,0.3152464852,-0.0826042266,-0.1180612289,-0.0402738111,-0.1166766526,0.0637680839,2.5481682122,1.0955196699,-0.1626902347,0.3148177347,0.6282395625,0.9881567743,0.6622693682,2.5536402016,1.8973545499,1.0531810390,2.2074336558,0.8825631571,2.1988618970,0.8796902616,0.0616782402,0.8507247231,1.5572135864,0.8041075563,-0.0753146136,0.8337008117,0.0102109480,0.1128607681,-0.0011210174,-0.0417125698,0.3021685632,-0.0577623488,-0.0952298134,0.1721847198,0.0277784102,-0.0505692332,0.1422237464,-0.0659243082,-0.1406833543,0.4529388861,0.1650077683,-0.1152599634,-0.0228578094,0.2695219925,-0.1410927362,-0.0383304746,-0.0558698266,0.1906557697,-0.0578598161,0.1954710959,3.5152595044,2.2218739724,0.0299265512,0.9598550109,0.2091468974,1.3376797364,0.1874638443,0.5310698947,0.5350037411,0.2799521475,0.7624854082,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,1.2144673355,0.7540364523,0.2419769994,-0.0534626984,0.5569950314,0.7886105172,-0.1027817861,-0.1298890527,0.6471193969,2.5562194453,1.8494437806,0.2472792632,0.0203537671,0.4578721970,0.2811868400,0.5675334222,3.6379127718,0.6611489497,1.1571573986,-0.0072673504,0.2124085511,0.6019344543,0.6552203167,0.8373593981,-0.1010150761,0.0622482839,-0.0538212643,0.4019285303,0.9061859386,0.6584492141,-0.1338874672,-0.0227191987,0.6630804169,-0.0443285219,1.5828189761,-0.1043270889,0.3334848489,0.0100400024,-0.0066328616,Control
GSM481009,0.2614881094,0.0959376699,0.4357965532,0.7772449198,0.3833437171,0.4381475578,-0.1314133674,0.3607809759,-0.0292480118,0.0264832921,0.4983229081,-0.2549137573,0.1949775058,0.7827871889,-0.0641390445,0.8146943457,-0.1893536572,0.2691004176,-0.1237210255,0.3771596794,0.9680243825,0.1444532157,1.2494882231,1.8944580689,1.2098750054,0.5907674773,0.5902143638,-0.0942478679,1.0440804842,0.5999875852,-0.1534178017,-0.0640212284,0.0882686225,-0.1304075974,0.0061776342,0.1257667011,-0.1020287207,-0.0876514943,0.9581086933,-0.1617204770,0.1389759762,0.1531558831,-0.2047622660,-0.0905693376,-0.0074307531,-0.1334819359,0.0326021166,2.2715983988,0.7439579430,-0.2294272051,0.0650450262,0.1987709960,0.7438855402,0.2607906638,1.6726864166,1.2964210427,0.5119408004,2.0768847838,0.1130578231,1.4280997310,0.4759267980,0.3547200864,0.7475812515,0.6680125055,1.0639213795,-0.1692619729,0.6908349632,0.0174659488,0.1570784279,0.0794728721,-0.1331262274,-0.0893002798,0.0445292797,-0.0923682777,-0.0158857970,-0.0896897997,-0.1466586740,0.0001770023,-0.2780462976,-0.0855061189,0.4257151508,-0.0158112998,-0.1521919342,-0.0396120672,0.0708477666,-0.2034651204,-0.0932064185,0.0650057680,-0.0779208638,-0.0843139640,-0.0536692183,2.2115679184,2.8474743764,-0.0059484150,0.6411484362,0.2121551799,0.7847423981,-0.0327812024,-0.3359343167,0.1465625460,-0.0717729988,0.0250910065,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,0.5939154226,0.4730535388,-0.1071946226,-0.1098337934,0.4249932566,0.4827055344,-0.0952345277,-0.2023064738,0.7180288337,1.2539386949,1.1411041704,-0.0485556830,0.1423648270,0.3970553539,0.4077182456,0.1458449541,1.8720873270,0.2555052689,1.0098809580,-0.1261802013,0.2806208080,0.3708207787,0.9157647359,0.6407190664,-0.1266175319,0.0264138866,0.1608298431,0.0762091614,1.1824620285,0.8374108690,-0.0453768351,0.1579464423,0.3087187416,-0.1201188508,1.0278318920,-0.0773824281,0.3351053315,-0.0040008080,-0.0929691771,Control
GSM481010,0.5235210111,0.2276866901,1.0624169949,1.2062191218,0.5517675152,0.7522239853,-0.0856121376,0.7100994288,-0.0299397763,-0.0720893083,0.5580687042,-0.1150484082,0.5648343187,1.3377690650,0.2565518150,1.0041584842,-0.1091626319,0.3016868198,-0.0879658770,0.6228221115,1.3008091189,0.4992756436,1.8949446082,1.9619097194,1.5738918125,0.9318340829,0.8499535663,-0.0356908833,0.9689196811,1.5159787027,-0.1229215929,-0.0069676971,0.3217902677,0.1652347021,0.2350251254,0.1674827484,0.7645026884,-0.0890501777,1.7659249504,0.1744151117,0.6763136573,0.4246302107,0.1371474533,-0.1078750222,-0.0432735477,-0.0624078563,-0.0567989229,2.6074667872,1.3729241309,0.0018717530,0.2101473875,0.4048966715,1.0342778896,0.6376940510,2.3711260930,1.4183662831,0.7334766439,2.2064783722,0.5251100279,1.6647160946,0.6556784603,0.2312355212,1.0353256706,1.2203979214,1.2554678545,-0.0760717374,1.0638414165,0.3905436663,0.4706169582,-0.0103137346,-0.0070205861,-0.1299098386,0.0290443796,-0.1044027387,0.1665930340,-0.0529881635,-0.1058918570,0.0824596726,0.0507734509,-0.1114180051,0.4352943644,-0.0225669467,-0.1236178004,0.0358769615,0.0600549636,-0.1113458224,0.0097971245,-0.0168343482,0.2810556538,-0.0858280379,0.0481766134,2.5979572800,3.0762569906,-0.0186438779,0.9408905428,0.4944095569,1.3174293785,0.0435483375,-0.0939168603,0.2753915236,0.0356376837,0.4402461331,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.9503392595,1.1722295646,-0.0654773861,0.0461212377,0.8829263728,0.5626336970,-0.0918960052,-0.0109190383,1.2606651108,1.9140251346,1.6260069865,0.1975162608,0.3296603637,0.4094827466,0.6205322993,0.4901880296,1.7722310045,0.8098163247,0.9371940070,-0.0402563325,0.8998081791,0.6456532692,1.0574765502,1.3344333246,-0.1204503443,0.2625207730,0.1440551987,0.1441343203,1.5134722724,1.1098439174,-0.0890956617,-0.0469057906,0.8195864373,0.0240399818,1.4527723262,-0.1153648113,0.3296401650,-0.0389575237,-0.0600687999,Control
GSM481011,0.6823159143,0.2433222310,0.3566113488,0.6460539483,0.3093889356,0.1930735398,-0.0661589997,0.0915678958,0.0080882865,-0.0513419487,1.1929691749,-0.1498224161,0.4644886757,0.8559118380,0.3705056948,0.6087986411,-0.0870217879,0.5806935298,-0.0837504302,0.1694929860,1.2587281844,0.1153283841,1.5939479311,1.7361500899,1.1169684284,1.1175465656,0.9561114589,-0.0181835081,1.7692494776,0.3102934091,-0.1369474671,-0.0164536039,0.0405720977,0.1211855995,0.1727465264,0.0883258074,0.0910033248,-0.0445583334,2.0088080268,-0.0898362254,0.4818824266,0.2966468749,-0.0155844089,-0.0143226478,-0.0408191452,-0.1772870041,0.0684143151,3.2290358841,0.8502036235,-0.2377225014,0.2363403671,0.5286302940,1.1955066374,0.3579973787,2.7780038639,1.7314504186,0.8359666766,1.6633918955,0.8980577390,2.4336730241,0.1529904813,0.2905961069,1.2625797519,1.1845491475,0.8546634875,-0.0211875640,0.8355024279,-0.0834344268,0.2192325733,-0.0283388901,-0.0114869524,-0.0401054197,-0.0198628472,-0.1179518423,0.2633818976,0.0305554722,-0.1186001253,-0.0103582193,-0.0738772211,-0.0548227629,0.6368735823,-0.0104222347,0.0145740880,-0.0253226183,0.0318396012,-0.0377902391,0.0475651614,0.0142176814,0.0517284253,-0.0651667317,0.1630272016,2.6386325756,3.1890516017,0.1130411916,0.8228451828,0.1921162942,0.9671969189,-0.0011738166,-0.1571170169,0.3933382846,0.0471152081,0.0915094231,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.4051904345,0.2744740831,-0.1127375636,0.0537881824,0.3184439989,0.4036354136,-0.1172843893,-0.0040155024,1.4229856828,1.1579481762,1.8634439494,0.1418411732,0.1874164485,0.6017916450,0.5869474021,0.0682633888,1.3705193022,0.7584823608,1.1976552494,-0.0741995882,0.3820839633,0.3552309740,1.5028709107,1.1325194612,-0.1377915172,0.0079392161,0.0353455984,0.0133179774,1.2696697583,0.5745448542,-0.0897201213,0.0374902228,0.5723968971,0.0262662959,1.9105921019,-0.0504565618,0.3614465642,0.0176812951,-0.0849043106,Control
