@relation data

@attribute id string
@attribute 10298 numeric
@attribute 10718 numeric
@attribute 1128 numeric
@attribute 1134 numeric
@attribute 1605 numeric
@attribute 1756 numeric
@attribute 1855 numeric
@attribute 1956 numeric
@attribute 2017 numeric
@attribute 3084 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3725 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 4593 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5747 numeric
@attribute 58 numeric
@attribute 5829 numeric
@attribute 5879 numeric
@attribute 5913 numeric
@attribute 6667 numeric
@attribute 6714 numeric
@attribute 7402 numeric
@attribute 9542 numeric
@attribute 9815 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.8276971420,-0.1442739586,-0.1613207489,0.0100792384,2.1012469530,0.0926344951,1.5403237708,0.1537555695,1.2776464983,-0.0653249554,0.0703873523,0.1496797397,1.7024177213,0.0194208432,-0.0295589651,0.0036320932,-0.0892211333,0.4033383753,1.3998379606,-0.2075630972,0.3768321643,1.1201675758,0.6904673187,-0.0465546501,-0.0592862589,0.3568962877,0.0679258947,0.6420627936,3.2701125443,-0.1631092479,0.0595711066,-0.0124092440,0.2684842518,-0.1709809235,0.2648488869,0.2411862325,BRCA
GSM481003,1.1253490030,-0.1011704331,-0.0974529824,-0.0298448986,2.1810374294,0.0782184812,1.6316522890,0.0484339897,1.3714225724,-0.0739429054,0.0857827171,0.1592926320,2.4163282448,-0.0328395913,-0.0444865897,0.1765915828,-0.0600447837,0.5633794381,1.8544124930,0.1058954411,0.4223379152,1.1333078442,0.6729280780,0.3781885714,-0.0721497796,0.1244303655,0.1291449847,0.6960067314,3.4451596026,-0.0990447782,-0.0351264818,-0.0016825477,0.1412189659,0.1611112234,0.1658578371,0.1941480732,BRCA
GSM481004,1.1147533317,-0.1147388267,-0.1484792840,-0.0896310629,1.8448974701,-0.0041883892,1.7601004838,0.2059234660,1.0776123568,-0.0916833090,0.0463520392,0.1403264253,1.9569436598,0.0108777339,-0.0045115026,0.1656023277,-0.0941030465,0.4561246896,1.7169649695,-0.1194602421,0.5495924441,1.3982536542,0.6871232500,-0.0053526709,-0.1071991661,0.2292358492,-0.0467283995,0.6701001566,3.1503309594,-0.1425339398,0.0548720956,-0.0060122215,0.2100277575,-0.1230076456,0.3555132770,0.2163254187,BRCA
GSM481005,0.9063413034,-0.1254498637,-0.1728358746,-0.0199537794,2.0004497065,0.1520357590,1.2660262982,0.2165325873,1.3644052138,-0.0414138938,0.1258562207,0.2270940179,1.9105042447,0.0476533229,-0.0103743019,0.2992679748,-0.0821903253,0.5092585007,1.7067998852,0.1787671845,0.4403047296,1.3712493853,0.8086081992,-0.0377524438,-0.0588336760,0.2669062797,0.0532636040,0.8165280745,3.0240586301,-0.0544425232,0.0303003707,0.0075601748,0.3819642509,-0.0843450440,0.2640895977,0.1866518880,BRCA
GSM481006,0.6073877504,-0.0941378105,-0.1250821797,-0.0996890382,2.6187914119,0.1318338818,1.6513754858,0.1430200110,1.2661449731,-0.0965248942,0.2863816976,0.1351042711,1.8248747664,-0.0580684363,-0.0376293164,0.1834406240,-0.1077070219,0.5787126888,1.7934826566,0.0293747667,0.3909603753,0.9865753614,0.7695189350,0.1408993934,-0.0511582738,0.2529420034,0.0001257657,0.7397100626,3.3005572359,-0.1363896948,0.1612338818,-0.0179128214,0.2907540897,-0.1034336208,0.2854322264,0.1984657517,BRCA
GSM481007,0.8128373353,-0.0838288475,-0.1505782839,-0.0941211332,2.1547419884,0.0720172119,1.9319358701,0.1262126311,1.5751655295,-0.0562540976,0.1095050505,0.2527581179,2.0019709589,-0.0491684911,-0.0041883740,0.1476735994,-0.1415471996,0.4080061787,1.4387447677,0.0480180450,0.2606000659,1.0516917631,0.3326362380,0.3359596031,-0.0591788655,0.1849544916,0.0793707802,0.6706443179,3.0947886640,-0.0077066917,-0.0017480281,0.0468923578,0.4014961460,0.2653976231,0.2158064846,0.2322261396,BRCA
GSM481008,1.3750984623,-0.0637739764,-0.1808517431,-0.0287641368,1.4691905651,-0.0285614191,1.6606386056,0.2092566926,1.1040605759,0.1591493527,0.1862932138,0.1197325149,2.1130765477,-0.0300334332,-0.0687890704,0.3014629679,-0.1083366094,0.4095634027,1.3603685686,0.0553188919,0.4047704326,1.0726860836,0.7429268004,0.0569283839,-0.0117023872,0.2445528730,-0.1092741431,0.7187695248,3.2627433132,-0.0760404282,0.0078846254,-0.0086323968,0.2111970436,-0.0135021220,0.3080009487,0.1960819449,Control
GSM481009,0.3823645677,-0.1956661582,-0.3189999972,-0.0408114318,1.8982037499,0.1548373551,0.9712759356,0.0047963763,0.9036050313,-0.0799497149,0.0512844025,0.0098238778,1.1429168019,-0.0339920838,0.0095518730,0.0646284357,-0.1087830133,0.0829424338,1.0164196166,-0.0773522686,0.2795271149,0.7096309500,0.6203827706,-0.0407355876,-0.0921382968,0.1822121439,-0.3500569901,0.6320714956,3.2104844170,-0.2824277937,0.0614860544,-0.0607615665,0.2586594897,-0.1135937981,0.1217902488,0.2414110834,Control
GSM481010,0.8913619245,-0.1143167334,-0.1155087241,-0.0705353487,1.8748446774,0.1960669111,1.1539768628,0.2403421661,1.4524127389,-0.0723696411,0.0979645552,0.0508783250,2.0214559557,0.1641530268,0.0310206853,0.2999567567,-0.1122655483,0.5802971647,1.7903627032,0.0307533367,0.5158594621,1.1154199801,0.8636795770,0.0070077871,-0.0368277670,0.2743944092,0.0814061654,0.5792703495,3.1837559010,-0.0087823739,0.1369810397,-0.0237400801,0.2741930820,-0.0795764388,0.4481724057,0.2052486207,Control
GSM481011,1.3098342415,-0.0709801394,-0.2099401156,-0.0577005162,1.8327166929,0.0139650601,1.9777225687,0.1001883706,1.3580996846,-0.0961165055,-0.0307999963,0.1527878153,1.9929131126,0.0366855888,0.0179161032,0.2123180387,-0.0663629543,0.2936353860,1.1011350507,-0.1137642160,0.3978262835,1.5733309313,0.4733123278,0.0127240843,-0.0550816169,0.1690626889,-0.0297662362,0.9477119443,3.1741475263,-0.0936385096,-0.0164723152,0.0394449375,0.2893951720,-0.1209777629,0.1927476362,0.2254770854,Control
GSM481012,0.9310548098,-0.1224626969,-0.1667435672,-0.1011539996,1.6092793329,0.0872200134,1.1578640244,0.2196793913,1.1431936699,-0.0849217714,0.1815947662,0.1729949372,1.2819637983,0.1727577432,-0.0497375776,0.1729913253,-0.0595728595,0.4303741797,1.4803216849,0.0023459015,0.4602609591,1.1019343174,0.6613713608,0.0992425268,-0.0810227386,0.2194058121,-0.0674421145,0.6020420162,3.2437265771,-0.0649818921,0.0372804345,-0.0168233594,0.3525975750,-0.0449178893,0.3114638217,0.1757791036,Control
GSM481013,1.2347737687,-0.0815098305,-0.1590273296,-0.0996308880,1.5722395918,0.0895699867,2.0957157150,0.1439852360,1.3118187036,0.0749470866,-0.0069518834,-0.0007205301,2.1861975414,-0.0446454902,0.0142281522,0.3496231067,-0.1017338538,0.4457453125,1.2593609769,0.1949581825,0.2502310655,1.2130804397,0.5985774544,0.0053906261,-0.0600302239,0.2020749210,-0.0855688448,0.8881511668,3.2779758109,-0.0347769971,0.0613393660,0.0861050577,0.1622832587,0.0202640460,0.2186327870,0.1506461335,Control
GSM481014,0.8638714587,-0.0811995162,-0.1675402310,-0.0581604184,1.5791289877,0.1454991230,1.8487142524,0.1133419890,1.3957649739,0.0920065212,0.4806616549,0.0683831126,1.8001296663,-0.0225829194,0.0956342361,0.1419267573,-0.0999589729,0.3162081086,1.2997121638,0.2249930945,0.3728799876,0.7769479156,0.7970564698,-0.0164134454,-0.0456463702,0.2183049606,-0.0167199773,0.5616762059,2.8680601916,-0.0748947040,0.0963484574,0.0158902815,0.4038925900,0.0447417045,0.2390919411,0.3119524320,BRCA
