@relation data

@attribute id string
@attribute 79023 numeric
@attribute 55746 numeric
@attribute 23511 numeric
@attribute 10482 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 9883 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 348995 numeric
@attribute 11097 numeric
@attribute 1977 numeric
@attribute 53371 numeric
@attribute 9972 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 4686 numeric
@attribute 9818 numeric
@attribute 8086 numeric
@attribute 57122 numeric
@attribute 23165 numeric
@attribute 5903 numeric
@attribute 7175 numeric
@attribute 22916 numeric
@attribute 9688 numeric
@attribute 129401 numeric
@attribute 10189 numeric
@attribute 81929 numeric
@attribute 10762 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0329,1.2419,1.5289,2.5358,1.5168,0.9971,0.811,1.8436,1.7496,1.6317,0.895,0.5757,1.0292,1.6105,0.9549,1.7283,1.2132,1.4154,1.7929,1.4743,1.1141,1.1804,1.7144,2.452,1.945,1.228,0.8618,0.6425,0.4804,1.4161,1.0072,Control
A02,0.809,0.9955,1.2201,2.5202,1.1289,0.6417,0.4752,1.5725,1.4727,1.2561,0.5684,0.4203,0.7877,1.4192,0.7225,1.399,0.9206,1.0995,1.5167,1.1092,0.8128,0.8661,1.4101,2.2136,1.6106,0.9567,0.7352,0.3515,0.4908,1.0874,0.8104,Control
A03,0.978,1.1481,1.3946,2.6998,1.193,0.8563,0.772,1.6379,1.6045,1.2558,0.7042,0.5343,0.8978,1.5307,0.9636,1.6033,1.1383,1.4121,1.7126,1.3743,0.93,1.0615,1.5938,2.2449,1.7618,1.0935,0.9492,0.4565,0.6144,1.2242,1.0566,Control
A04,0.6692,1.035,1.2536,2.5275,1.0541,0.6227,0.5746,1.6343,1.4732,1.3163,0.5424,0.4748,0.8187,1.4693,0.7955,1.5306,0.9844,1.4402,1.4294,1.0963,0.7183,0.8467,1.512,2.3982,1.7391,1.0721,0.7074,0.49,0.6136,1.0452,0.6851,Control
A05,0.8713,1.1659,1.3593,2.6852,1.2367,0.7381,0.7961,1.5556,1.6416,1.4202,0.7813,0.4721,0.8454,1.5615,0.9356,1.6259,1.1592,1.3661,1.6256,1.3063,0.9882,0.9353,1.5462,2.2948,1.7737,1.0768,0.9123,0.4528,0.7394,1.2483,0.8725,Control
A06,0.8027,1.1078,1.3159,2.5941,1.2251,0.7443,0.5958,1.5054,1.5378,1.2779,0.7055,0.3823,0.7756,1.3944,0.8793,1.5196,1.1231,1.3027,1.6166,1.2543,0.9751,0.9163,1.4919,2.313,1.5798,0.9676,0.8566,0.4388,0.6135,1.1832,0.9123,Control
A07,0.8878,1.1496,1.2731,2.5673,1.3959,0.8955,0.846,1.6289,1.6678,1.4804,0.8363,0.6261,0.9338,1.5557,0.9374,1.5739,1.2234,1.4067,1.7605,1.5043,0.9205,1.0076,1.5675,2.4385,1.755,1.1628,0.9018,0.5794,0.5476,1.3253,1.0027,Control
A08,0.8242,1.1852,1.3273,2.3974,1.4199,0.8548,0.9343,1.6442,1.6378,1.3936,0.6922,0.7036,1.0399,1.6863,0.8151,1.6094,1.3728,1.4954,1.7461,1.5489,0.8149,1.0552,1.5811,2.4634,1.9979,1.045,0.894,0.7899,0.335,1.2046,0.9296,Control
A09,0.8978,1.0035,1.342,2.5689,1.3134,0.7467,0.6472,1.6649,1.6472,1.2645,0.7076,0.5664,0.7387,1.4396,0.8881,1.4078,1.2037,1.3511,1.6503,1.3796,0.9079,1.0641,1.4523,2.2424,1.6888,0.9815,0.8734,0.4829,0.4321,1.2531,0.9597,Control
A10,0.838,1.1941,1.3405,2.5311,1.2564,0.7982,0.7532,1.5082,1.6437,1.4598,0.7208,0.528,0.9486,1.6661,0.8579,1.7036,1.2495,1.4825,1.665,1.5244,0.819,1.0446,1.6701,2.5402,1.8254,1.0572,0.863,0.7237,0.5107,1.1348,0.9655,Control
