@relation data

@attribute 3098 numeric
@attribute 5223 numeric
@attribute 7167 numeric
@attribute 5230 numeric
@attribute 2597 numeric
@attribute 229 numeric
@attribute 5313 numeric
@attribute 2023 numeric
@attribute 2821 numeric
@attribute 5211 numeric
@attribute Class {Control,BRCA}

@data
7.421314376,10.2392001365,12.28113954,10.338390488,12.6844159467,6.633943811,5.3128980706,13.80581744,11.56304622,7.7293581395,Control
7.25216743275,9.246767501,12.207276755,10.27250685,12.91939868,6.015254046,5.0997063766,13.91614961,10.75019637,7.6284568965,BRCA
7.24124136325,9.457144404,12.76766683,10.0744231775,13.45214513,6.347404892,5.105550821,14.36769016,10.62223972,8.025686068,BRCA
6.9620171695,7.5216111065,11.959395845,9.908934117,13.3430374267,5.633294061,5.020910304,14.42653276,11.00318779,7.864109809,Control
7.11097001925,9.8878031485,12.58298471,10.232792699,13.5577100067,5.673988298,5.5222750642,14.29545473,10.69578097,8.020338248,BRCA
7.27924073425,10.675590878,12.57389598,10.836185255,13.38763503,6.300403471,5.278206775,14.66897057,10.84878354,7.9038572805,BRCA
7.07306347475,8.181704127,11.58436785,9.5119033295,12.7194158033,6.009555025,5.3893093744,13.98232431,10.50240945,7.727224778,BRCA
7.13942682425,10.413939738,12.56799589,10.4821506555,12.9823389233,6.789080796,5.1581699328,13.83906107,10.36033166,7.761687468,Control
7.363162919,9.9792781645,12.990043025,10.4653746555,13.7230500567,5.976026323,5.1628675654,14.46406102,10.91468805,7.9598679655,BRCA
7.0345246175,9.242925143,12.555839805,10.1579811735,13.0016920567,6.773670433,5.3102028742,13.91975024,11.07513166,8.0230743065,BRCA
7.0127930545,9.101076985,12.709175695,10.3429898955,13.38075223,6.715210855,5.4747015372,14.16199356,11.66763062,7.968132296,BRCA
7.20574551525,10.385450336,12.55312885,10.537062895,12.9782093367,6.186565552,5.2807451622,14.07822256,10.82171841,7.833925056,Control
7.229572549,10.0489230955,12.45224766,10.49601531,12.84124692,6.754490456,5.437678959,13.92451704,11.2498099,7.7488304595,Control
7.270700089,9.7655558655,12.7948595,10.0404666825,12.9832074433,7.377039403,5.0367210076,14.35403309,10.90219441,8.0659608755,BRCA
7.44888365275,10.1755793975,12.335373285,10.052479598,13.29910101,6.953850502,5.1866950352,14.49088818,11.36247141,8.388644412,BRCA
7.3205492105,9.442624464,12.89503667,10.054922528,13.3958873067,6.640176686,5.1393267096,14.41536846,11.15594258,8.104052414,BRCA
7.32107004825,9.864515267,12.883676395,10.110630198,13.26413214,6.821139774,5.1429804608,14.08845827,10.89955162,8.073393062,BRCA
6.87693023475,9.425735618,12.95196407,10.2906216975,13.56340191,6.50922523,5.3052654106,14.75649535,11.53030527,7.9960170675,BRCA
7.4105530975,10.2208606765,13.185500905,10.2719336385,13.5598272267,6.5890186,5.3401858144,14.7817055,11.39624368,8.2116986575,BRCA
6.4837760045,10.073199747,11.1259818395,9.0693429085,13.6582169367,6.482691508,5.0637061424,14.58875125,9.521345799,8.1835855075,BRCA
