@relation data

@attribute 8224 numeric
@attribute 4128 numeric
@attribute 6804 numeric
@attribute 22999 numeric
@attribute 6844 numeric
@attribute 1103 numeric
@attribute 6512 numeric
@attribute 2744 numeric
@attribute 57030 numeric
@attribute 7166 numeric
@attribute 1644 numeric
@attribute 6582 numeric
@attribute 6616 numeric
@attribute 1621 numeric
@attribute 5864 numeric
@attribute 6812 numeric
@attribute 60482 numeric
@attribute 54874 numeric
@attribute 6505 numeric
@attribute 6853 numeric
@attribute 6854 numeric
@attribute 6857 numeric
@attribute 6511 numeric
@attribute 10497 numeric
@attribute 6571 numeric
@attribute 6572 numeric
@attribute 7054 numeric
@attribute 10815 numeric
@attribute Class {Control,BRCA}

@data
5.561125945,13.1577646,6.586768964,4.466446628,10.05577764,5.494372823,6.175929354,9.170414035,7.232999148,5.720012484,6.023427942,5.31165512067,6.78737685,5.78110476,5.723156638,7.410489684,5.127232159,7.7515131175,6.455167425,5.50802416833,7.516590007,5.549215754,5.044843524,7.307431087,4.678374372,5.077255017,5.5858837835,8.549265941,Control
6.010830797,11.8442763,6.975192016,4.911705061,10.58383522,5.55294782175,5.652207716,9.182904002,6.068999232,6.29655434,5.887288406,5.11299475667,6.609192948,5.219566658,5.672079654,7.18529977367,5.609778043,7.8370534395,5.659433149,5.378732654,7.264598274,5.938057117,5.239561536,7.354075509,4.928146734,4.943700135,5.125650212,9.218624457,BRCA
5.5330397065,10.08093113,7.081033649,5.36790503,10.30762238,5.718323118,6.124127129,8.632641862,6.921278994,5.609778043,5.312711681,5.21959765733,7.114893166,5.819930778,5.066316611,6.48546311533,4.894588914,7.8150590835,6.245890761,5.50879984367,7.7596018,6.236545833,4.768993337,6.71369968,4.991874681,4.354981714,5.5904720335,8.760937063,BRCA
5.309988559,12.02630394,7.715191761,4.700180125,10.51475871,5.5071908215,6.574181472,9.160338576,7.499688706,6.052574163,5.357737827,5.19324693833,8.223815268,5.291135005,6.360369215,6.57239004733,5.611623335,7.75651941,6.018929689,5.40018062167,8.394158141,5.114378737,5.114378737,7.376431753,4.700180125,5.734852697,5.8439838165,9.469728867,Control
5.24181066,11.21616247,6.458370212,5.84386532,10.6829685,5.76818500825,5.593959684,8.660014728,6.712427693,5.947964885,5.297935366,5.48127610967,7.3756054295,5.249266367,5.653784658,6.82339386,5.193782829,8.304445007,6.667115534,5.21129274167,7.193129126,6.633580605,5.278366982,7.773437814,5.287630431,4.957695542,5.5701302945,8.122803572,BRCA
5.622834226,12.05151325,6.86505622,5.395072441,9.907754874,5.428788493,5.759695977,9.003350039,6.440541669,6.338964187,6.143337929,5.28269905433,6.477823674,5.712053188,5.499695432,7.517797043,5.614718124,8.6740279945,5.880692411,5.13906333533,6.8628750025,6.647318557,4.950248224,7.432753017,5.346435058,4.620038905,4.992983245,7.575257723,BRCA
5.4351695435,11.45071911,6.698639127,5.36650691,9.785085055,5.66859481375,6.725676834,9.145690907,8.18992476,5.721927133,4.720021333,5.298810938,8.418540522,5.447092526,5.447092526,6.31398031067,5.532793245,7.550994221,8.591897347,5.99397477033,7.7028297165,6.063724706,5.520352508,7.49197557,4.754902895,5.242422681,5.8633026145,8.952028549,BRCA
5.801405861,11.60131362,6.560413565,5.193979903,10.28801852,5.58548870425,6.174182303,8.939837117,7.31134218,6.119880723,5.665912346,5.536409134,6.8454990825,5.89936372,5.487205952,7.00778646933,4.937828406,8.183402349,5.741879005,5.235982167,6.8655017225,6.2950853,6.110097626,7.169627227,5.479142629,5.224977213,5.423904716,8.419065983,Control
5.200994988,10.5650833,6.832007438,5.488973851,10.82820416,5.568358614,5.839966671,8.727649179,6.542920132,6.095613938,5.620154746,5.289983942,7.2681816375,5.739855695,6.143184845,6.956630158,5.210049084,8.681821026,6.264635533,5.29079480733,7.259377905,5.87615546,4.542894537,7.553746634,4.528802152,4.835180387,5.73397804,8.290227544,BRCA
5.2736395795,12.30758799,6.971661738,5.806589092,10.65531183,5.336764042,5.797150007,8.884385094,6.329935892,5.78136709,5.154627002,4.91855735333,6.8123894965,5.764746385,5.177231401,6.571316384,5.279296008,7.654598594,5.778347403,5.00452336933,8.251350523,5.139972076,5.871604195,7.454753984,4.596397442,5.127025752,5.484697035,8.880242515,BRCA
5.41722336,11.8471671,6.922498552,5.704879743,10.98552909,5.8909675935,5.799094593,9.272280513,7.555933317,6.104971499,5.47558044,4.968836814,7.2233732875,5.704879743,5.606154407,7.228641719,5.958907183,7.348306161,6.316422399,5.585796965,7.346137593,6.097089942,5.061140288,8.404887293,4.47893856,5.061140288,5.1678288455,8.18589271,BRCA
5.510446459,12.07353083,6.294671862,5.715283369,10.45871961,5.565636855,5.894763964,9.119292054,6.597162874,5.860721532,7.864930713,5.424835412,6.8815510025,5.961629839,5.503198645,7.04003560967,5.10518698,8.345183436,6.436299805,5.166307069,7.571842428,6.363088376,5.895794131,7.481761346,5.517914408,4.605899234,5.5989541065,7.694795113,Control
5.4020188665,13.074006,6.691782333,5.032994809,10.57581366,5.70209202375,6.128361072,9.004881345,6.898030318,6.271981767,5.301049141,5.090023549,6.2958628705,5.572140279,5.612950486,7.45962413033,5.297385178,8.120463945,6.040569875,5.270135068,8.1414583155,5.403618168,5.615159695,7.773866348,5.349622922,4.431796925,5.5417165275,8.336429709,Control
5.3828300505,12.32769025,8.021647846,5.676811285,11.2546007,5.659484358,6.01436157,8.965922146,6.665410981,6.234966481,5.511287161,5.303633852,7.746916147,5.515077886,5.673281687,7.33583168833,5.341906825,8.141501593,6.448988165,5.07529409167,7.876543697,6.528263138,5.573201246,8.544675792,5.518229233,4.764223297,7.5803338885,9.838645,BRCA
