@relation data

@attribute 805 numeric
@attribute 3672 numeric
@attribute 59 numeric
@attribute 10174 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 7414 numeric
@attribute 10580 numeric
@attribute 140465 numeric
@attribute 10398 numeric
@attribute 3693 numeric
@attribute 7169 numeric
@attribute 7168 numeric
@attribute 4638 numeric
@attribute 4637 numeric
@attribute 4629 numeric
@attribute 103910 numeric
@attribute 7094 numeric
@attribute 7171 numeric
@attribute 808 numeric
@attribute 72 numeric
@attribute 5829 numeric
@attribute 25802 numeric
@attribute 7170 numeric
@attribute Class {Control,BRCA}

@data
13.59313376,9.101017795,15.02279519,7.119931801,11.2450586233,13.11037161,9.67691596567,8.994564082,11.32080071,10.72822025,9.367661926,11.3200844737,10.7606885695,9.50331156833,14.868615505,11.859787502,14.03142469,10.9484368,8.757333882,12.33572539,14.38765928,7.441203595,10.04796267,8.551446864,Control
13.5121695,7.86511636,14.94179249,7.13044371333,11.403229736,12.75620088,9.12675963167,8.100563197,11.56193958,9.548582816,8.9984705876,10.9542193057,10.8437529417,9.09094023867,14.59427939,11.7927582935,13.80179072,10.35004996,9.015786907,12.47764072,14.0020375,7.229350286,9.514507509,8.3909202865,BRCA
13.47944813,7.148936963,14.89141327,7.09047041767,10.47620303,12.13760287,9.01275273233,7.1405365504,12.00748646,9.435315409,8.9288106782,10.8169845653,10.6795467515,9.01551201767,14.413290725,11.4736056545,13.81715158,10.20981921,8.8210862905,12.54827894,13.29267684,7.347468842,8.845553657,8.202635757,BRCA
13.35270561,6.516492413,14.70323068,6.97751386833,10.5142211923,12.20536419,8.737483073,7.201491944,12.05268701,9.043272158,8.7802292424,11.0245892,10.8893700808,8.53219426233,14.56683268,11.1017827755,13.78998546,10.43742988,8.6333340425,12.76004735,13.51771248,7.84508404,8.926874977,8.255885214,Control
13.37889296,7.441058314,14.95604237,7.20943796133,10.6963708347,12.34682957,8.90807702667,7.8104902422,11.66436963,10.0568683025,8.7950599632,10.789338705,10.459756376,9.705586173,14.451392145,11.680388844,13.67776426,9.987545106,9.579962393,12.45248586,13.17957018,7.615006311,9.10528726,8.591755777,BRCA
13.71343219,7.98845907,14.89547873,7.22763307867,11.428301141,13.11510467,9.82544504333,8.3400575382,10.29885335,9.557260625,9.5481835408,11.082793754,11.3057112285,9.68830932967,14.462546585,12.2208822595,13.64479198,10.55627639,10.48044771,12.66384721,14.31938813,7.335951076,8.951576959,8.79338396825,BRCA
13.29267684,7.580354917,15.15765011,7.194498493,11.57135522,12.34260121,9.11190392067,8.0118703498,12.36769602,9.327601013,9.0012339544,11.2325257193,11.1163730825,9.12043218767,14.708214475,10.8769208985,13.62992806,10.32302692,9.8272360555,12.61750082,14.34873163,7.91692611,8.765767711,8.655670398,BRCA
13.44200721,7.865827785,14.9176553,7.19884295767,10.8162912597,12.57155186,9.380750741,7.7903724246,11.72569442,10.733250805,9.3423966262,11.1456085957,10.941522653,9.486682492,14.759152975,11.915951494,14.24390588,10.49035982,9.4119268115,12.74796537,13.94623879,7.737283051,9.571942743,8.511988679,Control
13.70458133,7.418993406,14.65508011,7.03476044633,10.5621855343,12.3148028,9.253283331,7.4007412088,11.64987825,9.845799635,9.0837101736,11.0319901213,10.6386604935,9.58901573033,14.71451116,11.5757785155,13.90556143,9.984080577,9.219853705,12.4865699,14.00655359,7.766232595,8.981610894,8.567214441,BRCA
13.30755735,7.512564929,15.06752912,6.99793746067,10.8838964373,12.71572616,8.70731128767,8.4197805262,11.74892461,10.378351527,9.0993783712,11.1507329307,10.533686007,9.227921381,14.68063948,11.822357845,13.62353635,10.50808719,8.3579595805,12.57561022,13.88031822,7.647892114,9.311567328,8.55357916875,BRCA
13.38150649,7.438794191,14.67256817,7.313404379,10.22336532,12.72208073,8.53835121633,7.5504822584,12.0344036,10.0373552035,9.3432531832,10.8663142153,9.88643559125,7.787443455,14.82748272,10.442008333,13.79334119,10.87277127,8.6792865875,12.59449147,12.97965657,8.041222615,9.50399023,8.14991065875,BRCA
13.60583775,8.342898175,14.57158262,7.272560148,10.5429152553,12.77087865,9.27988523833,8.1476291228,11.08816233,10.1639710175,9.1030013012,10.7443180253,10.9294668905,9.08050051933,14.908272875,11.0416377135,14.10537413,10.38874414,8.9256586835,12.7232493,12.96993872,6.876459007,8.841895402,8.73769372025,Control
13.47298527,9.099519506,14.95162692,7.44672221833,10.9719932943,12.97797754,9.66705962233,8.8774995654,10.97417815,10.946193935,9.264973204,10.863317372,11.019862551,9.62072910933,14.93364114,12.082478885,13.98232431,11.16338255,9.108718644,12.52742331,14.27762815,7.126500894,9.321195924,8.558364343,Control
12.16391545,7.626842693,14.80269307,7.20817756167,10.1113292353,12.99135537,9.297521207,7.3821503136,11.20436651,11.29332234,8.9157987572,11.839286923,11.668166385,8.49734289867,14.99771485,12.26098652,14.23143385,11.32350252,9.452240307,13.2860567,14.57970693,7.476667486,10.21012981,8.691522632,BRCA
