@relation data

@attribute id string
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 6019 numeric
@attribute 5021 numeric
@attribute 5539 numeric
@attribute 6347 numeric
@attribute 5020 numeric
@attribute 6348 numeric
@attribute 6870 numeric
@attribute 51083 numeric
@attribute 6352 numeric
@attribute 6869 numeric
@attribute 5368 numeric
@attribute 5540 numeric
@attribute 1524 numeric
@attribute 6866 numeric
@attribute 6356 numeric
@attribute 6865 numeric
@attribute 6354 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 887 numeric
@attribute 4923 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 5443 numeric
@attribute 2852 numeric
@attribute 4922 numeric
@attribute 5179 numeric
@attribute 5173 numeric
@attribute 4889 numeric
@attribute 4295 numeric
@attribute 122042 numeric
@attribute 4886 numeric
@attribute 1906 numeric
@attribute 4887 numeric
@attribute 339403 numeric
@attribute 1907 numeric
@attribute 1909 numeric
@attribute 1908 numeric
@attribute 6361 numeric
@attribute 6364 numeric
@attribute 59350 numeric
@attribute 6363 numeric
@attribute 6366 numeric
@attribute 10911 numeric
@attribute 6368 numeric
@attribute 6367 numeric
@attribute 7200 numeric
@attribute 283869 numeric
@attribute 7201 numeric
@attribute 6360 numeric
@attribute 8862 numeric
@attribute 6752 numeric
@attribute 6753 numeric
@attribute 1910 numeric
@attribute 6750 numeric
@attribute 6751 numeric
@attribute 728 numeric
@attribute 727 numeric
@attribute 6376 numeric
@attribute 2837 numeric
@attribute 6375 numeric
@attribute 623 numeric
@attribute 6374 numeric
@attribute 6373 numeric
@attribute 6372 numeric
@attribute 10803 numeric
@attribute 729230 numeric
@attribute 6370 numeric
@attribute 624 numeric
@attribute 2832 numeric
@attribute 2834 numeric
@attribute 2833 numeric
@attribute 10886 numeric
@attribute 23620 numeric
@attribute 187 numeric
@attribute 10887 numeric
@attribute 128674 numeric
@attribute 6387 numeric
@attribute 2826 numeric
@attribute 719 numeric
@attribute 718 numeric
@attribute 183 numeric
@attribute 2829 numeric
@attribute 185 numeric
@attribute 2587 numeric
@attribute 10022 numeric
@attribute 186 numeric
@attribute 6755 numeric
@attribute 6754 numeric
@attribute 51289 numeric
@attribute 3627 numeric
@attribute 84109 numeric
@attribute 84634 numeric
@attribute 3640 numeric
@attribute 84432 numeric
@attribute 2919 numeric
@attribute 4852 numeric
@attribute 60675 numeric
@attribute 3827 numeric
@attribute 10850 numeric
@attribute 643 numeric
@attribute 9002 numeric
@attribute 7852 numeric
@attribute 3579 numeric
@attribute 3577 numeric
@attribute 4157 numeric
@attribute 56477 numeric
@attribute 3576 numeric
@attribute 4159 numeric
@attribute 50865 numeric
@attribute 4158 numeric
@attribute 301 numeric
@attribute 51052 numeric
@attribute 3814 numeric
@attribute 117579 numeric
@attribute 5697 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 10663 numeric
@attribute 1235 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 58191 numeric
@attribute 594857 numeric
@attribute 256933 numeric
@attribute 51554 numeric
@attribute 2359 numeric
@attribute 2358 numeric
@attribute 2357 numeric
@attribute 1230 numeric
@attribute 8620 numeric
@attribute 10563 numeric
@attribute 8484 numeric
@attribute 4987 numeric
@attribute 4988 numeric
@attribute 4985 numeric
@attribute 8811 numeric
@attribute 4986 numeric
@attribute 387129 numeric
@attribute 554 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 551 numeric
@attribute 2925 numeric
@attribute 64106 numeric
@attribute 5196 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 2922 numeric
@attribute 257313 numeric
@attribute 2862 numeric
@attribute 4283 numeric
@attribute 3060 numeric
@attribute 6863 numeric
@attribute 5473 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 57007 numeric
@attribute 2532 numeric
@attribute Class {Control,BRCACancer}

@data
G12,-0.0199,1.2691,0.0497,0.1746,0.2034,-0.0915,0.1576,-0.0183,-0.0988,0.0391,2.4736,-0.0764,0.1365,-0.1983,1.9145,-0.1377,-0.0756,-0.0014,-0.0423,-0.0776,0.0604,0.205,-0.055,-0.1284,-0.083,-0.149,-0.0554,0.264,0.1201,-0.0141,-0.3494,-0.1363,-0.0722,-0.0324,-0.0712,-0.0674,-0.0551,0.0625,0.0241,-0.1641,-0.0101,0.031,-0.0245,-0.005,-0.0153,0.0342,0.0105,-0.063,-0.1539,-0.027,0.0839,0.0591,-0.1377,0.0233,-0.1256,-0.1156,0.0298,-0.0191,-0.0564,0.1566,1.2582,0.1627,0.0306,0.1666,-0.0856,-0.1597,1.447,-0.0184,-0.0644,-0.0485,2.051,-0.0277,0.0169,-0.002,-0.0865,0.3762,0.0143,-0.0262,0.0112,0.127,-0.0954,-0.078,0.1279,1.3571,0.0457,0.0331,0.3766,0.0617,-0.0238,-0.0666,-0.2795,0.0652,-0.1658,0.1268,0.083,-0.0267,0.2306,0.2523,0.129,0.3488,-0.0285,0.9523,-0.0762,0.0833,0.3593,0.345,2.5748,0.5718,0.9355,0.345,0.2611,0.4904,-0.0451,0.2121,-0.2025,1.8655,0.5265,-0.0036,0.4548,0.0351,0.0447,1.4227,0.8096,0.3898,0.3055,0.8685,0.6473,-0.0291,-0.2959,-0.0429,0.8649,0.295,0.3035,0.0068,0.0945,0.7596,1.4704,0.7003,0.6657,-0.0359,-0.0842,0.2641,-0.1114,-0.097,-0.0598,-0.0617,-0.0391,0.0035,0.5785,0.3118,-0.2964,-0.2054,-0.2104,1.6263,0.0115,-0.0737,-0.1249,0.0294,0.0182,-0.0226,0.0646,-0.1328,5.1222,0.0631,0.0426,0.0462,0.044,BRCACancer
H01,-0.0255,1.0695,0.0112,0.1248,0.1175,0.0885,-0.117,0.7916,-0.1696,-0.0392,2.1782,0.016,0.0864,-0.0459,1.8391,-0.0348,-0.3679,0.0342,-0.1558,-0.0374,-0.1319,0.144,-0.1066,-0.1716,-0.1454,-0.1755,0.0583,0.2643,0.031,-0.1665,-0.2688,-0.3163,0.2011,0.0652,-0.1304,0.0018,-0.0639,0.0998,0.1496,-0.2971,-0.1562,0.0557,-0.0275,0.2591,8e-04,-0.0054,0.2152,0.5716,-0.1924,0.0374,0.1498,4e-04,-0.0171,-0.0805,-0.0794,0.0114,0.1269,-0.2424,-0.4182,0.0964,1.1476,0.1043,0.005,-0.1509,0.1872,-0.1069,1.2045,-0.1309,-0.0474,-0.1763,1.8426,-0.1296,-0.1044,0.0343,-0.0654,0.1349,-0.0174,0.0295,0.0627,-0.0202,-0.1819,-0.0704,-0.2667,1.2875,0.0341,0.0806,0.4527,0.0963,-0.1972,-0.0298,-0.2117,-0.2629,-0.6059,-0.0124,0.0917,0.0176,0.109,0.2069,0.2428,0.4623,0.0963,0.3486,-0.1464,0.0447,0.3421,0.1813,2.0023,0.4653,0.7759,0.0193,0.0828,0.2436,-0.0066,0.266,-0.2491,1.8085,0.1965,-0.21,0.4633,-0.0362,-0.0321,1.3115,0.3799,0.1077,0.3375,1.1854,0.6236,0.0846,-0.1356,-0.1497,1.1275,-0.1764,0.0172,-0.0769,0.1316,0.7112,1.3458,0.4302,0.8087,-0.094,-0.2788,0.2355,-0.1116,-0.201,-0.3083,-0.2529,-0.1169,-0.1403,0.3469,0.2642,-0.3494,-0.1207,-0.1922,1.5575,0.4778,-0.1339,-0.2683,0.1609,-0.0723,0.1002,-0.28,-0.0837,4.4242,0.0249,-0.0275,-0.0684,0.0276,Control
H02,0.0683,1.0005,0.0701,0.1163,-0.0359,0.0663,0.1447,0.4766,-0.1513,0.1201,2.7781,-0.07,0.3387,-0.1068,1.9592,-0.0977,-0.22,0.0292,0.0798,-0.0423,-0.0521,0.2291,0.0085,-0.1678,0.0789,-0.1465,-0.0476,0.3483,0.1197,-0.1069,-0.105,-0.1319,0.0447,-0.0942,-0.0058,-0.0299,0.0338,0.037,0.0997,-0.0508,-0.0312,0.0727,4e-04,-0.1089,-0.0406,0.0821,0.2002,-0.1197,-0.0299,0.1426,0.1584,-0.0585,0.0423,-0.061,-0.0319,0.088,0.216,-0.0537,-0.2165,0.2521,1.5053,0.1456,-0.0201,0.147,-0.0388,-0.0557,1.1738,-0.0989,-0.1058,0.1115,2.4712,0.0443,-0.0809,-0.1306,-0.0031,0.3689,-0.0649,0.0184,0.0126,-0.1453,-0.1138,0.0456,0.0252,2.4654,0.1931,0.0809,0.1638,0.0476,-0.0052,-0.1026,-0.1872,0.2823,-0.2767,0.1574,0.4855,-0.0076,0.3378,0.2501,0.0463,0.4649,0.1009,0.1194,-0.0925,0.0695,0.4361,0.5456,2.482,0.5306,0.4066,0.0904,0.1817,0.8517,-0.2502,0.4511,-0.0798,2.0575,0.264,0.0737,0.3503,0.0465,0.0389,0.9776,0.4644,0.1588,0.1619,1.5,0.1017,-0.0276,-0.0569,-0.0934,1.1585,-0.2477,0.3397,-0.0734,0.0711,1.6171,2.2721,0.8747,0.9827,-0.0698,0.0307,0.2205,-0.1421,-0.0594,0.0346,0.0341,-0.0595,-0.0276,0.3527,0.2432,-0.3135,0.0065,-0.1107,1.4969,0.2642,-0.196,-0.1273,0.0345,0.0055,-0.1344,0.1184,-0.1196,4.6272,0.0418,-0.0238,-0.0043,-0.0516,Control
H03,-0.0602,0.8599,0.023,-0.0309,0.2697,0.041,-0.0385,0.6162,-0.228,-0.0818,2.3211,-0.0435,0.3079,0.0752,1.724,0.0231,-0.0661,0.0203,0.004,-0.0208,0.0679,0.1358,-0.1001,0.0406,-0.2353,-0.2284,-0.0966,0.1933,0.0285,-0.2377,-0.5024,-0.1457,-0.0814,-0.0151,-0.1094,0.0718,0.0047,-0.0614,0.1921,-0.2481,-0.0578,0.1051,0.1154,0.0053,-0.1515,0.133,0.1196,-0.0928,-0.1728,0.2189,0.1316,-0.136,-0.0498,0.0161,-0.0373,-0.0771,0.0597,-0.0282,-0.2417,0.1786,0.8182,0.179,0.0574,-0.1171,-0.0508,-0.0031,0.2904,-0.065,-0.1832,-0.0743,2.1111,-0.1372,0.0367,-0.1066,-0.0577,0.6026,-0.0097,-0.1014,0.179,0.1708,-0.0511,-0.0172,-0.0306,1.4445,3e-04,0.1796,0.3403,0.0372,-0.1323,0.093,-0.2269,-0.0623,-0.3065,-0.0687,-0.0016,-0.1059,-0.006,0.3509,0.1672,0.2929,0.0201,0.3365,-0.0754,0.1371,0.6569,0.1332,2.1723,0.4375,1.0026,0.0526,0.0905,0.6536,0.0188,0.3231,-0.1257,2.5767,0.4056,-0.0884,0.3996,0.2569,0.1189,1.4685,0.8464,0.403,0.3662,1.0921,0.3364,0.0626,0.0068,0.0013,0.603,-0.083,-0.0749,-0.0941,0.0246,0.8654,1.0537,0.7963,0.6763,-0.15,-0.4204,0.2132,-0.0984,-0.0773,-0.2686,-0.0346,-0.0413,-0.0236,0.0479,0.277,-0.4932,-0.1814,-0.1123,0.537,0.0063,-0.1645,-0.064,-0.0113,-0.1779,-0.1055,-0.1173,-0.0439,3.1531,0.112,-0.0156,-0.0525,0.0884,Control
H04,-0.0506,1.0704,-0.0047,0.0346,-0.1223,0.1488,-0.1383,0.8544,-0.1335,-0.0305,2.7974,-0.0909,0.0657,-0.1076,1.4749,-0.0939,-0.2394,-0.0478,0.0257,-0.1594,-0.0029,0.1658,-0.0335,-0.0976,-0.0946,-0.2598,-0.1171,0.1774,0.1005,-0.1943,-0.4129,-0.3258,-0.0283,-0.0544,-0.1321,-0.0911,-0.0874,0.1647,0.0315,-0.2274,-0.0619,-0.0805,0.0291,-0.132,-0.1079,0.0399,0.1585,0.0629,-0.2247,0.012,0.0759,-0.0602,-0.1224,-0.124,-0.119,-0.1988,0.2522,-0.1012,-0.2259,0.0971,1.402,0.3762,-2e-04,-0.0558,0.0513,-0.2017,0.7564,-0.0487,-0.2404,0.0532,2.0177,-0.043,-0.0414,0.0037,0.0058,0.9144,-0.0085,-0.0136,-0.091,-0.0562,-0.0765,-0.1125,0.355,2.1201,0.0656,0.1481,0.4044,-0.1116,-0.0542,0.0277,-0.3335,-0.0396,-0.4349,-0.0202,0.1397,-0.0394,0.1596,0.3416,0.1389,0.3131,-0.0813,0.3157,-0.1085,-0.0073,0.5016,0.2482,2.5854,0.3985,0.7407,0.0848,0.244,0.6247,-0.2973,0.5023,-0.2356,2.5219,0.1108,-0.1015,0.3828,0.0445,0.0515,1.3599,1.1941,0.5349,0.3562,1.4879,0.5234,-0.0079,-0.1032,-0.2882,1.1131,0.081,0.0709,-0.2715,0.4485,1.5396,2.2095,0.8665,0.9438,-0.1364,-0.3257,0.2273,-0.1413,-0.1105,-0.2857,-0.0342,-0.1162,-0.0522,0.6908,0.2244,-0.3956,-0.0906,-0.1643,1.4825,-0.0294,0.0249,-0.2666,0.09,-0.2589,-0.1161,-0.0109,-0.0879,3.459,-0.0044,0.049,-0.0246,0.0391,Control
H06,0.0591,1.175,0.1117,0.1766,0.0921,0.2917,0.1019,0.73,-0.1593,0.113,2.278,-0.1107,0.0875,-0.1829,1.9973,-0.1022,-0.1514,0.0082,-0.1371,-0.0461,-0.0353,0.2619,-0.1681,-0.0524,0.0703,-0.0909,-0.052,0.4371,0.0586,-0.0402,-0.1794,-0.1437,0.0628,-0.049,-0.0387,-0.088,0.0753,-0.0562,0.006,-0.2336,-0.0577,0.1242,-0.056,-0.0611,-0.0379,-0.0736,0.3662,-0.1129,-0.0608,0.0787,0.0856,0.158,-0.1057,-0.0152,-0.0866,-0.0026,0.2746,0.0038,-0.1916,0.2399,1.5891,0.2629,0.0372,0.1783,0.1097,-0.0459,1.7144,-0.0264,-0.0625,-0.0571,2.6998,0.0839,-0.082,-0.0364,0.0867,0.2345,-0.07,-0.0415,0.0874,-0.0341,-0.0767,-0.0648,-0.0939,2.1437,-0.0139,-0.0187,0.1071,0.064,-0.0428,-0.0564,-0.2884,-0.001,-0.3602,0.0915,0.7463,0.0229,0.2357,0.0955,0.1377,0.3105,0.0291,0.4404,-0.1497,0.0063,0.2546,0.6145,2.0536,0.6456,0.7778,-0.0197,0.1762,0.5416,0.0524,0.4763,-0.1658,2.3129,0.3353,0.0657,0.4344,0.2373,0.0717,1.3727,0.7573,0.0669,0.0949,1.2734,0.2585,-0.0308,0.0903,-0.2509,1.4836,-0.281,0.3146,-0.0774,0.4223,1.4222,2.1695,1.1634,0.8603,-0.0755,-0.0376,0.2448,-0.1421,-0.0286,-0.0942,0.0095,-0.1083,0.1554,0.3849,0.283,-0.0552,-0.1506,-0.1421,1.8265,0.1287,-0.3408,-0.0923,-0.0232,0.05,-0.0316,0.1352,-0.0287,4.7409,0.0326,-0.0178,-0.079,-0.0301,Control
H07,-0.1561,0.8269,0.0747,-0.1146,0.2408,-0.094,-0.1023,0.5297,-0.2042,-0.1147,2.1413,-0.0421,0.0302,-0.2597,1.3399,-0.077,-0.0113,0.0199,0.0247,0.0466,-0.0182,0.2649,0.0572,-0.0403,-0.1571,-0.2414,-0.0603,0.1749,0.1927,-0.2929,-0.5548,-0.179,-0.0256,-0.1078,-0.1904,-0.1604,-0.0579,0.1201,0.1742,-0.2305,-0.0352,-0.0033,-0.0599,-0.1915,-0.0587,0.0484,0.114,0.018,-0.1059,-0.0412,0.1803,-0.1415,-0.2052,-0.1002,-0.151,-0.2801,0.1125,-0.1256,-0.2006,0.0546,1.2185,0.1824,-0.0366,-0.0859,-0.528,-0.1961,0.4276,-0.1338,-0.1738,-0.0931,1.7636,-0.1214,-0.0977,0.0171,-0.0977,0.3923,-0.0324,-0.0781,-0.0469,0.013,-0.0488,-0.1072,0.0499,2.4828,0.0328,0.231,0.3744,0.0426,-0.2134,-0.0167,-0.4169,-0.1316,-0.3559,-0.0713,0.2017,-0.0784,0.0788,0.3617,0.0229,0.1314,0.0943,0.3918,-0.113,0.0744,0.1565,0.0214,2.7066,0.3867,0.4712,0.0458,0.239,0.8494,-0.1061,0.3407,-0.1714,2.2932,0.3616,-0.1051,0.2852,0.1702,0.0502,1.1118,1.0856,0.4322,0.249,1.5959,0.5762,0.0236,-0.325,-0.3697,1.0303,-5e-04,-0.0856,0.2126,0.0546,1.3556,1.8117,0.6956,0.7723,-0.0779,-0.3431,0.1671,-0.1154,-0.0855,-0.3406,-0.0539,-0.1619,-0.1429,0.0951,0.2832,-0.4359,-0.1773,-0.1711,0.7503,0.0348,-0.1432,-0.3045,0.0726,-0.2896,-0.0587,-0.2754,-0.1096,3.1239,0.0487,0.0118,-0.0983,0.1639,BRCACancer
H08,-0.0565,1.0734,0.0499,0.0408,0.1973,-0.033,-0.0542,0.6538,-0.1645,0.0134,2.5436,-0.0734,-0.0857,-0.1779,1.8601,0.1006,-0.1412,0.0411,-0.1301,-0.0692,0.0099,0.3283,0.0564,-0.0082,-0.0597,-0.24,-0.0372,0.2708,0.2939,-0.2534,-0.152,-0.1053,-0.1097,0.1298,-0.0478,-0.1452,-0.1377,0.1229,0.1093,-0.1135,-0.0609,0.0291,0.0693,-0.0239,-0.0577,-0.0435,0.0313,0.3972,-0.1432,0.2504,0.1553,-0.1051,-0.0788,-0.0219,-0.0807,-0.0929,-5e-04,-0.0272,-0.1998,0.1929,2.2172,0.2614,0.0034,0.0427,-0.0942,0.0426,1.634,-0.1554,-0.082,-0.1067,2.7098,0.0707,-0.1232,-0.2894,-0.0937,0.234,-0.0964,0.0642,0.0234,-0.0284,-0.0888,0.0209,-0.0165,2.4309,-0.022,0.1248,0.3025,0.059,-0.1441,-0.0647,-0.2025,-0.0343,-0.2351,0.0524,0.1964,-0.0146,0.1513,0.4093,0.0937,0.512,0.0858,0.9437,-0.0424,0.0336,-0.0701,0.214,3.1421,0.7083,0.9569,0.028,0.0925,1.6826,-0.1153,0.2768,-0.0799,2.4097,0.294,-0.0599,0.5455,-0.0175,0.0044,0.8284,0.6725,0.1112,0.001,0.6878,0.0557,0.0129,0.1512,0.0535,1.325,0.0964,0.0932,0.0223,0.2161,1.8682,2.813,1.1076,0.6927,-0.1077,-0.1482,0.2455,-0.0838,0.0204,-0.2251,-0.0915,-0.0881,-0.0555,0.5583,0.3103,-0.2615,-0.1976,-0.1592,1.482,0.446,-0.1323,0.01,-0.0208,-0.0552,0.0112,-0.1093,-0.0888,4.9626,0.1461,0.0225,0.0383,0.0424,BRCACancer
H09,-0.0387,0.8207,-0.1163,-0.1039,0.0075,-0.0723,0.0183,0.6978,-0.2518,-0.0159,1.9209,-0.0625,-0.0378,-0.1162,0.9201,-0.0129,-0.0093,0.0046,-0.1298,0.0357,-0.1337,0.2501,0.0762,-0.0657,-0.0916,-0.1779,-0.0752,0.2336,0.0153,-0.1105,-0.4174,-0.1084,-0.0447,0.0076,-0.1305,-0.0587,-0.0138,0.1646,0.1573,-0.2592,-0.0574,0.0135,-0.0388,0.0464,-0.0595,0.0256,0.0636,-0.2043,-0.0718,0.4031,0.0978,0.0109,-0.024,-0.0633,0.0564,0.0643,0.2219,-0.0437,-0.2975,0.2613,0.3198,0.0555,0.1034,0.0485,-0.0278,0.0561,1.3643,-0.1496,-0.0782,-0.203,0.2934,0.0248,-0.0601,0.0218,-0.0807,0.2777,-0.0219,-0.0512,0.1293,0.1773,-0.1748,-0.032,-0.0417,0.2406,-0.0651,-0.0266,0.1561,0.1265,-0.0778,0.0899,-0.1819,0.0931,-0.1403,-0.1194,-0.104,-0.1588,0.141,0.2121,0.3403,0.2139,0.0738,0.2975,-0.1453,0.0537,0.0395,0.1474,2.6365,0.211,0.2013,0.2867,0.1086,0.8517,0.0622,0.1325,-0.0889,0.9179,0.2111,-0.137,0.6876,0.1838,-0.006,0.7637,0.2931,0.2376,-0.0451,0.7938,0.0938,-0.0112,-0.3869,-0.2964,0.1149,0.131,0.0606,-0.0605,-0.2454,-0.1633,0.4162,0.0531,0.7299,-0.0989,-0.1436,0.2543,-0.1359,-0.071,-0.0863,-0.0628,-0.0807,-0.0875,0.3388,0.334,-0.249,-0.0876,-0.1345,0.9158,-0.0559,-0.188,-0.0873,-0.0462,-0.1229,-0.0402,-0.0168,-0.134,5.1868,0.1234,-0.0366,0.0149,-0.0283,BRCACancer
H10,-0.0594,0.8962,-0.0877,0.0599,-0.0022,-0.0572,-0.1347,0.968,-0.2645,-0.057,1.692,0.0181,0.1856,0.0021,1.0894,-0.0726,-0.2821,-0.0148,2e-04,0.0737,-0.0197,0.1837,-0.0289,-0.0571,-0.1603,-0.2005,-0.1173,0.1486,0.1499,-0.1364,-0.5682,-0.2694,0.0711,0.0656,-0.1121,-0.0028,0.0485,0.1409,0.089,-0.1664,-0.0599,-0.0814,-0.1129,0.011,-0.0211,0.1964,0.1407,-0.0805,-0.0702,0.2531,0.1597,-0.2705,-0.0199,-0.0823,-0.0906,-0.1131,0.1718,-0.0829,-0.1508,0.2374,1.1031,0.0668,0.0779,-0.1394,0.041,-0.0183,1.056,-0.1854,0.0329,-0.1989,1.384,-0.1353,-0.0664,-0.3647,-0.2143,0.1905,-0.0339,0.0028,0.0713,0.1529,-0.1215,-0.1299,0.1733,1.4479,0.0558,0.2414,0.4986,0.0994,-0.1183,-0.0442,-0.1461,0.0852,-0.6042,0.027,0.0353,-0.0662,0.0284,0.1706,0.0963,0.2477,-0.0728,0.7746,-0.1355,-0.1611,0.0549,0.102,2.1873,0.2958,0.215,0.37,0.1523,1.0401,-0.179,0.1973,-0.0683,1.8141,0.3542,-0.1216,0.3562,-0.0213,-0.103,0.655,0.4429,0.3598,0.1524,1.2031,0.1638,0.1171,-0.4984,-0.1806,0.796,-0.0857,-0.0535,0.1969,0.0409,0.6009,1.3088,0.593,0.6177,-0.0318,-0.278,0.2485,-0.0837,-0.1173,-0.1935,-0.2518,-0.0027,0.096,0.2959,0.3344,-0.6025,-0.0194,-0.2602,0.9636,0.4471,-0.2999,-0.0867,0.084,-0.3012,0.0606,-0.2093,-0.1157,3.8339,0.1586,-0.0023,-0.0464,0.0641,BRCACancer
H11,-0.0843,1.4936,-0.0583,0.2661,0.1937,-0.0027,-0.1201,0.6588,-0.121,0.0652,1.9511,-0.0442,0.2544,-0.0701,1.9077,-0.0311,-0.2965,0.0442,-0.1018,-0.0779,0.0388,0.33,0.0627,-0.0393,-0.141,-0.1741,-0.017,0.2835,0.0724,-0.1985,-0.3341,-0.1664,0.0371,0.057,-0.1151,-0.0031,0.0082,0.1789,0.1109,-0.1515,-0.0283,0.0931,-0.0354,0.2147,-0.0824,0.1069,0.1346,0.1201,-0.1621,0.0756,0.0516,-0.0399,-0.0314,-0.0663,-0.1109,-0.1455,0.1293,-0.0732,-0.238,0.125,1.2867,0.1063,0.0835,0.0215,0.0583,-0.141,1.4816,-0.0721,-0.0692,-0.0931,2.5097,-0.0861,-0.0353,-0.4562,-0.1453,0.3616,-0.0665,0.0287,0.1184,-0.0778,-0.0555,-0.1506,0.0721,1.3401,0.0025,0.0699,0.3485,0.0774,-0.1973,-0.0058,-0.1717,0.0261,-0.0309,0.126,0.3713,-0.0564,0.0593,0.1472,0.3582,0.394,0.109,0.3707,-0.1417,-0.0872,0.2929,0.3213,3.5343,0.8965,0.9895,-0.0206,0.305,0.866,-0.1424,0.1923,-0.0815,1.8616,0.3972,0.0496,0.5012,0.0028,0.2334,1.7296,0.6262,0.4239,0.3398,0.8122,0.8828,-0.0028,-0.0502,-0.1126,0.9943,0.0919,0.2008,-0.0201,0.1968,1.2963,1.7088,1.0174,0.4714,0.0205,-0.1909,0.2656,-0.1119,0.0451,-0.0558,-0.1242,-0.0667,-0.0709,0.3073,0.3193,-0.4284,-0.0856,-0.1875,1.5775,0.3625,-0.1481,-0.2036,0.0418,-0.0949,0.1309,-0.0652,-0.1955,4.7509,0.1332,0.0345,0.0878,0.0818,BRCACancer
H12,-0.1545,1.5828,0.0919,-0.0551,0.0471,0.1177,-0.0697,0.8,-0.2051,-0.0438,2.5224,-0.0568,0.3055,-0.1189,2.1763,0.0671,-0.1859,-0.0546,-0.0794,0.039,0.0643,0.4283,0.0917,-0.1211,-0.1108,-0.2986,-0.2256,0.3775,0.0588,-0.1685,-0.5054,-0.1369,-0.1072,-0.0399,-0.1314,-0.0591,0.02,0.0508,0.1953,-0.1815,-0.0703,0.0164,0.0282,0.0294,-0.0532,0.035,0.0156,0.1615,-0.0408,0.1006,0.1742,-0.1469,-0.0859,-0.1844,-0.1013,-0.0931,0.2759,-0.1562,-0.1058,0.1067,1.5249,0.2393,0.0684,-0.0107,-0.0708,-0.2411,0.9987,-0.0102,-0.1037,0.0153,2.529,-0.0315,-0.1201,-0.2836,-0.1959,0.7219,-0.0759,0.0372,0.003,0.0283,0.0529,-0.006,0.0374,2.5948,0.1786,0.0843,0.3533,0.0205,-0.1576,-0.1304,-0.278,-0.0837,-0.2402,0.0215,0.6888,-0.0277,0.1639,0.193,0.1627,0.311,0.0592,0.8232,-0.1609,0.1465,0.1682,0.3178,2.301,0.8684,1.508,0.1807,0.3257,1.2666,-0.1013,0.4081,-0.0652,2.3547,0.328,0.083,0.4682,0.1238,-0.0352,2.0408,1.5924,0.5464,0.3273,0.9963,0.9437,0.0514,-0.0173,-0.0868,1.4495,-0.0762,-0.0154,-0.0033,0.5598,1.7512,2.0279,1.4434,0.7749,-0.0439,-0.2748,0.1886,-0.0608,0.0674,-0.2163,-0.1168,-0.0995,-0.0272,0.375,0.2813,-0.2901,-0.0431,-0.1284,1.5354,0.5038,-0.1594,-0.1471,-0.0682,-0.1894,0.014,0.1051,-0.0811,3.6245,0.1458,-0.0501,0.1012,-0.0071,BRCACancer
I01,-0.0657,1.6493,-0.0438,0.38,-0.0152,0.0188,0.1032,0.5261,-0.1659,0.0078,3.114,-0.0422,0.2327,-0.2206,2.2651,-0.0537,-0.1155,0.0811,-0.0521,-2e-04,0.018,0.2909,-0.0769,-0.0156,-0.0451,-0.0942,-0.0998,0.2714,0.1414,-0.1097,-0.1816,-0.1629,-0.068,-0.0613,-0.1101,-0.0342,-0.0394,0.0078,-0.0094,-0.1264,-0.0749,0.0951,0.1088,-0.1325,-0.0608,0.1312,0.065,0.0141,-0.1026,0.1048,0.1448,0.0309,-0.1352,-0.0909,-0.0812,-0.1219,0.1485,-0.0748,-0.2249,0.1048,1.0536,0.2108,0.0438,-0.0071,-0.1848,-0.1067,1.4682,-0.0471,-0.0781,0.0105,1.6402,0.062,-0.0761,-0.0093,-0.2753,0.8129,-0.0083,0.0346,-0.0022,0.0102,0.0057,-0.0477,0.0825,1.6104,0.1874,0.1101,0.1682,0.0101,-0.073,0.0431,-0.1699,-0.0205,-0.2841,0.1209,0.558,-0.0512,0.2248,0.4646,0.0664,0.4336,-0.0146,0.3904,-0.1679,0.06,0.4547,0.4432,2.4634,0.2919,0.9078,0.1101,0.2318,0.8893,-0.1691,0.3685,-0.1463,1.9099,0.3945,0.0586,0.5956,0.0981,0.042,1.7761,1.5999,0.4908,0.3877,0.849,0.4945,-0.0474,-0.1249,-0.2579,0.5413,-0.2012,0.2409,-0.1049,-0.1455,0.5889,1.3306,0.8389,0.7519,-0.037,0.0018,0.1753,-0.1147,0.0238,0.0234,-0.0358,-0.0706,-0.0411,0.726,0.236,-0.1925,-0.0635,-0.1941,2.5242,0.2683,0.0943,-0.1621,-0.1069,-0.1164,-0.0303,-0.046,-0.1032,4.6414,0.0105,-0.0783,0.0195,-0.016,Control
