@relation data

@attribute id string
@attribute 10257 numeric
@attribute 10599 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1080 numeric
@attribute 10864 numeric
@attribute 109 numeric
@attribute 10998 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123264 numeric
@attribute 1244 numeric
@attribute 1581 numeric
@attribute 196883 numeric
@attribute 200931 numeric
@attribute 2052 numeric
@attribute 23439 numeric
@attribute 2778 numeric
@attribute 28234 numeric
@attribute 3156 numeric
@attribute 343 numeric
@attribute 358 numeric
@attribute 361 numeric
@attribute 366 numeric
@attribute 3781 numeric
@attribute 3949 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 5243 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5613 numeric
@attribute 570 numeric
@attribute 57552 numeric
@attribute 57835 numeric
@attribute 6256 numeric
@attribute 6344 numeric
@attribute 64240 numeric
@attribute 64241 numeric
@attribute 6513 numeric
@attribute 6522 numeric
@attribute 6523 numeric
@attribute 6548 numeric
@attribute 6550 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 6579 numeric
@attribute 6580 numeric
@attribute 6822 numeric
@attribute 7363 numeric
@attribute 760 numeric
@attribute 8431 numeric
@attribute 8647 numeric
@attribute 8671 numeric
@attribute 8714 numeric
@attribute 9376 numeric
@attribute 9429 numeric
@attribute 949 numeric
@attribute 9971 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2428,-0.1328,-0.0192,-0.0698,-0.1223,0.0099,0.3841,0.0555,-0.0392,0.0464,1.6991,-0.1513,0.2716,0.0814,0.1669,-0.1504,0.1129,0.0221,0.2085,-0.1146,0.7364,-0.0778,1.7062,0.0685,-0.0381,-0.0268,1.4032,-0.1233,0.5376,1.9408,-0.0089,0.146,-0.0575,0.352,0.1003,0.599,0.1643,0.5752,0.9255,1.1308,-0.1281,1.1174,-0.0919,0.2161,0.2178,0.5355,-0.0353,-0.0992,-0.0258,0.7057,0.3646,-0.0744,0.4474,-0.0692,0.1372,0.0822,-0.1683,-0.0311,-0.1092,-0.1281,0.6025,0.0075,-0.0859,-0.0223,0.3998,-0.132,0.2616,0.1528,-0.2266,Control
A02,0.1802,-0.1296,0.0821,-0.0157,-0.0543,0.106,0.2867,-0.0514,0.0397,-0.0129,1.5213,-0.1765,0.2021,0.0373,-0.0416,-0.2021,0.0076,0.0795,0.2369,-0.0859,0.5947,-0.1571,1.4639,0.1363,0.1081,-0.0737,0.8971,-0.0536,0.4684,1.7405,0.0169,0.1485,-0.0307,0.2512,0.0641,0.3994,0.0762,0.814,0.8176,0.9731,-0.1142,0.9334,-0.0823,0.2005,0.1118,0.541,0.0616,-0.0379,0.0654,0.6284,0.4389,-0.1343,0.4106,0.0681,0.0257,-0.0537,-0.1795,0.0097,-0.1372,-0.0795,0.8243,0.0118,-0.0764,0.0685,0.357,-0.0818,0.0056,-0.0425,-0.2276,Control
A03,0.3765,-0.1319,0.0731,-0.0248,-0.0409,0.0218,0.3348,-0.0026,0.048,0.0306,1.9512,-0.1891,0.3941,0.0888,0.0426,-0.1843,0.1578,0.0442,0.1918,-0.1853,0.7013,-0.1449,1.8031,0.1798,0.1728,-0.1064,1.0065,-0.0961,0.9159,1.7472,0.0218,0.2843,-0.162,0.5831,0.1451,0.6468,0.3243,0.6727,1.0298,0.9868,-0.1007,1.0666,-0.1232,0.2798,0.0518,0.7105,0.0479,0.0365,0.0317,0.7337,0.4763,-0.1233,0.5367,0.0397,0.0652,0.0638,-0.1893,0.0413,-0.1976,-0.1621,0.6259,0.0463,-0.0732,0.0769,0.5461,-0.0536,0.2968,0.3057,-0.2658,Control
A04,0.2966,-0.0879,0.0545,-0.0445,-0.0613,0.0374,0.3642,0.0349,0.0045,0.0729,1.5568,-0.1467,0.2332,0.0865,0.0107,-0.1341,0.0398,0.0116,0.1916,-0.0706,0.6584,-0.1097,1.5045,0.1148,0.0915,-0.0319,1.1272,-0.0686,0.5027,1.9099,0.0031,0.147,-0.1362,0.224,0.0895,0.4171,0.17,0.7514,0.8067,1.1682,-0.1378,0.9122,-0.0407,0.2324,0.1207,0.5333,0.0722,-0.0062,0.0131,0.769,0.4499,-0.1202,0.5068,0.1095,-0.0404,-0.0934,-0.1266,-0.019,-0.0725,-0.081,0.8217,0.0182,-0.0748,0.0761,0.4183,-0.124,0.1665,0.0716,-0.1894,Control
A05,0.3362,-0.1127,0.0309,-0.033,-0.0775,0.0536,0.3725,0.0227,-0.0212,0.1413,1.8737,-0.1501,0.3688,0.1646,0.015,-0.1462,0.1368,0.0649,0.2719,-0.0915,0.6793,-0.06,1.9747,0.1103,0.1808,-0.0113,1.5082,-0.025,0.961,1.7773,0.0241,0.1193,-0.1146,0.4899,0.032,0.4459,0.0998,0.6402,1.1361,1.0421,-0.0876,1.0499,-0.0358,0.3561,0.0983,0.7185,0.05,-0.0267,-0.0207,0.6386,0.5654,-0.0735,0.6361,0.0076,0.0516,-0.0958,-0.1238,0.029,-0.1136,-0.1399,1.0212,-2e-04,-0.0456,0.0788,0.8461,-0.1277,0.0931,0.255,-0.1634,Control
A06,0.3145,-0.1567,0.0369,-0.0237,-0.0416,0.0805,0.2447,0.0205,-0.0242,0.0033,1.7448,-0.2133,0.2657,0.1076,0.0184,-0.1148,0.0614,0.0442,0.3032,-0.1092,0.5895,-0.1804,1.7616,0.0207,0.0546,-0.0843,1.5335,-0.0569,0.5035,1.7569,-0.0139,0.0306,-0.123,0.2928,-0.0098,0.5737,0.0661,0.8713,0.9951,0.8643,-0.1601,1.0233,-0.0494,0.2809,0.0809,0.6699,-0.0148,-0.0858,-0.001,0.5391,0.363,-0.1045,0.5193,-5e-04,0.1446,-0.117,-0.1748,0.08,-0.162,-0.163,0.632,0.0231,-0.0914,0.0792,0.711,-0.0404,0.039,0.217,-0.2711,Control
A07,0.3857,-0.1498,0.0671,-0.0186,-0.0569,0.0778,0.3432,-0.088,0.036,0.0158,1.8456,-0.1774,0.3064,-0.0047,0.0274,-0.183,0.041,0.073,0.2571,-0.1416,0.6729,-0.1256,1.7774,0.0344,0.0494,-0.0678,1.1495,-0.0862,0.5142,1.8834,0.0145,0.0461,-0.0109,0.3715,-0.0442,0.6721,0.1025,0.7074,0.8796,1.1382,-0.1365,1.0242,-0.1314,0.4268,0.1783,0.6475,0.0603,0.0547,0.0148,0.6744,0.4444,-0.1525,0.5127,0.0827,0.0407,-0.0811,-0.1709,0.0767,-0.1446,-0.1088,0.8355,0.0348,-0.0763,0.0803,0.4133,-0.1163,0.0831,0.1403,-0.2111,Control
A08,0.4183,-0.1353,0.0084,-0.0576,-0.0982,0.0158,0.2198,-0.0034,-0.0264,0.0577,1.7018,-0.1798,0.2902,0.1467,0.1263,-0.1563,0.1695,0.0364,0.1916,-0.1096,0.6935,-0.0756,1.5283,0.1702,-0.042,-0.0693,0.7211,-0.104,0.5161,2.012,0.0142,0.0898,-0.1932,0.3298,0.1067,0.6436,0.2174,0.6841,0.9732,1.1867,-0.0345,1.074,-0.0923,0.3437,0.2254,0.5126,-0.044,-0.0663,-0.0796,0.5971,0.2582,-0.1271,0.4528,-0.0808,0.0396,0.0882,-0.1729,0.057,-0.1642,-0.2137,0.6648,0.0538,-0.067,0.0914,0.5159,-0.0766,0.0319,0.0025,-0.2298,Control
A09,0.3625,-0.1182,0.0396,-0.0078,-0.0465,0.0676,0.3145,-0.0213,0.0421,0.071,1.7021,-0.1879,0.1972,0.0287,0.0324,-0.1716,0.104,0.0243,0.1925,-0.1217,0.6166,-0.1046,1.309,0.0978,0.0963,-0.0259,1.2125,-0.0467,0.4321,1.8688,0.0209,0.037,-0.0694,0.2057,-0.0617,0.5273,0.2535,0.4931,1.0136,1.096,-0.253,1.0252,-0.0474,0.2748,0.1156,0.5428,0.0645,0.0018,-0.0066,0.5821,0.3508,-0.0924,0.452,0.0235,0.0749,-0.104,-0.1545,0.0548,-0.1194,-0.1553,0.8891,-0.024,-0.054,0.0318,0.6115,-0.0839,0.1498,0.052,-0.1547,Control
A10,0.4922,-0.0608,-0.0054,-0.0518,-0.0731,0.0097,0.2785,-0.0569,-0.0574,0.1104,1.674,-0.149,0.3406,0.0371,0.036,-0.1331,0.1028,0.0425,0.2704,-0.0961,0.7025,-0.1327,1.8042,0.1199,0.0771,-0.0482,1.7146,-0.0453,0.4879,1.8285,-0.0296,0.155,-0.1423,0.3273,0.0289,0.8216,0.1549,0.65,0.9161,1.2565,-0.1074,0.9941,-0.0523,0.3822,0.0484,0.5707,0.0304,-0.0729,-0.0576,0.7734,0.4597,-0.1148,0.5594,-0.0159,0.0659,0.0073,-0.149,-0.0375,-0.0998,-0.1063,0.9331,-0.0275,-0.0986,0.1828,0.539,-0.0755,-0.0493,0.1225,-0.1345,Control
