@relation data

@attribute id string
@attribute 1457 numeric
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 5579 numeric
@attribute 6772 numeric
@attribute 6464 numeric
@attribute 5578 numeric
@attribute 5604 numeric
@attribute 4352 numeric
@attribute 5921 numeric
@attribute 3717 numeric
@attribute 5290 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 6777 numeric
@attribute 6776 numeric
@attribute 7066 numeric
@attribute 2353 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6665,1.2901,0.4236,1.4524,1.7841,1.0586,2.3654,0.7565,0.5534,0.7341,0.4321,1.2823,1.1912,1.5746,1.7307,1.6355,1.0952,1.495,1.2133,-0.0179,2.8919,1.8406,1.4982,1.1256,Control
A02,0.3926,0.8169,0.3716,1.317,1.5394,0.7032,2.5389,0.8046,0.2001,0.48,0.3987,0.8797,1.0674,1.3014,1.247,1.481,1.0379,1.0726,1.1168,0.106,1.0722,2.0413,1.1993,0.9005,Control
A03,0.4933,1.1876,0.3757,1.4815,1.7337,0.9762,2.8972,0.7989,0.1966,0.7059,0.3886,1.0695,1.4901,1.3967,1.3323,1.7658,1.0752,1.2059,1.269,0.0924,2.3576,2.162,1.3339,1.1275,Control
A04,0.4267,1.2809,0.3609,1.3965,1.6705,0.82,2.379,0.8019,0.3061,0.5113,0.4972,0.9939,0.865,1.353,1.3202,1.4795,1.0602,1.2032,1.1765,0.0671,1.55,2.0983,1.4882,1.028,Control
A05,0.4824,1.2201,0.4772,1.4478,1.8077,0.9512,2.648,0.8988,0.3059,0.726,0.8572,1.1017,1.3068,1.4836,1.2108,1.8562,1.2157,1.2305,1.3211,0.0185,1.9884,2.0939,1.3381,1.0464,Control
A06,0.4724,0.8267,0.2467,1.3706,1.7479,0.9045,2.2254,0.7671,0.296,0.6824,0.4848,0.9595,1.0847,1.3845,1.2063,1.5705,1.0037,1.1159,1.129,0.0793,3.0931,1.9853,1.3761,0.8852,Control
A07,0.6791,1.2177,0.364,1.4224,1.7697,1.3099,2.2112,0.7989,0.5102,0.8669,0.5532,1.3399,1.4226,1.5934,1.2924,1.8609,0.9863,1.3173,1.0809,0.0518,2.7085,1.9624,1.6231,1.1765,Control
A08,0.7134,0.8932,0.2967,1.3603,1.7375,1.4137,2.5672,0.784,0.8364,0.8829,0.187,1.5435,1.4684,1.7501,1.4821,1.7198,1.0102,1.3652,1.023,0.0246,1.7156,2.0579,1.714,1.467,Control
A09,0.5707,0.9938,0.349,1.3413,1.637,1.2508,2.4187,0.7778,0.5718,0.7767,0.5157,1.182,1.3695,1.4582,1.3752,1.8278,1.0062,1.2773,1.0927,0.0741,2.2374,1.976,1.5464,0.9988,Control
A10,0.6037,1.3414,0.398,1.4577,1.7832,1.3167,2.7033,0.79,0.3781,0.8171,0.7254,1.3374,1.4291,1.6941,1.2657,1.802,0.9394,1.2687,1.0601,-0.0477,3.1715,2.115,1.6535,1.3316,Control
A11,0.3943,1.0631,0.2904,1.2392,1.2804,0.9853,1.4881,0.5794,0.3263,0.6056,0.2701,0.8024,0.976,1.2025,1.1776,1.5523,0.9926,1.1274,0.8919,0.0401,2.8363,1.5981,1.2442,0.7415,Control
A12,0.1867,0.7342,0.2032,0.947,1.1644,0.5269,1.4931,0.5636,0.1184,0.3165,0.4485,0.6589,0.4637,0.9215,0.8519,1.1373,0.6672,0.6719,0.6648,0.1057,0.9324,1.6271,1.0289,0.5292,Control
B01,0.5673,0.9628,0.1584,1.228,1.6434,0.9472,2.2112,0.5764,0.5839,0.6567,0.2368,1.2574,0.9815,1.4577,1.4072,1.5002,0.7793,1.1633,0.9454,0.0682,1.9549,1.9184,1.5918,0.9141,Control
B02,0.4751,1.324,0.3404,1.4313,1.8632,0.785,2.5759,0.9083,0.3378,0.6188,0.3486,1.0685,0.9702,1.4219,1.4738,1.6034,1.0963,1.2628,1.1624,-7e-04,3.0428,2.0553,1.7587,0.8807,Control
B03,0.5037,1.1414,0.2646,1.3534,1.7244,0.9095,2.399,0.7155,0.3907,0.6536,0.0948,1.1619,1.0222,1.5109,1.4534,1.5674,0.9479,1.2554,1.0886,0.0827,2.6432,1.9803,1.9459,0.9276,BRCACancer
B04,0.5824,0.8347,0.1782,1.332,1.7237,1.5857,2.4126,0.7092,0.6402,0.8115,0.4595,1.515,1.3224,1.5671,1.4041,1.6385,0.7243,1.3129,1.0415,0.082,0.9219,1.9926,1.5967,1.4335,BRCACancer
B05,0.3932,0.7116,0.2381,1.2394,1.4156,0.8601,2.1061,0.7441,0.1887,0.4972,0.3048,0.9054,0.8028,1.1566,1.0304,1.4949,0.8239,0.9651,0.9612,0.0711,1.0836,2.133,1.6704,0.7814,BRCACancer
B06,0.4005,0.3639,-0.0061,1.0958,1.4461,0.7212,2.2475,0.4797,0.1906,0.5394,0.1736,1.028,0.7458,1.1199,1.0121,1.1292,0.5177,0.8266,0.6954,0.24,0.7374,1.4956,1.4068,0.7812,BRCACancer
B07,0.6169,1.0629,0.38,1.4368,1.9525,0.9385,2.7103,0.8876,0.2531,0.6951,0.4355,1.2913,1.1777,1.5493,1.6203,1.6266,1.0487,1.3701,1.152,0.0183,1.1829,2.0668,1.5879,1.1751,BRCACancer
B08,0.4781,1.1051,0.3687,1.2927,1.5696,0.7048,1.6236,0.8025,0.242,0.682,0.6294,0.9235,0.9417,1.3231,1.2284,1.6339,1.0739,1.2143,1.0455,0.0783,1.4275,1.8123,1.1769,0.7597,Control
B09,0.5956,0.8169,0.2599,1.274,1.5166,1.539,2.0819,0.6597,0.6761,0.7372,0.6097,1.2794,1.1346,1.3758,1.2076,1.6507,0.6235,1.2176,0.8033,0.0657,1.3994,1.6995,1.5101,1.2186,Control
B10,0.4791,0.8396,0.2443,1.1627,1.4615,1.1167,2.1333,0.7158,0.405,0.624,0.2831,1.1788,1.0493,1.4219,1.0985,1.509,0.645,1.0332,0.8051,0.0177,1.7916,1.9994,1.4831,1.0541,Control
B11,0.3555,0.9395,0.4126,1.2351,1.3717,0.9569,2.019,0.7156,0.3123,0.5479,0.9407,0.9907,1.078,1.3896,1.1737,1.7392,0.929,1.0197,0.9661,0.0319,2.0557,1.9301,1.2771,0.949,Control
B12,0.2805,0.4563,0.223,1.0415,1.2848,1.3776,1.9946,0.5098,0.6519,0.6269,0.2525,1.0368,0.9426,1.1323,1.1854,1.3322,0.5105,1.0407,0.7664,0.0816,1.0517,1.2838,1.1896,1.0091,Control
C01,0.6193,1.1862,0.4383,1.4279,1.7078,1.229,1.9997,0.8045,0.3616,0.8022,0.5534,1.0946,1.2478,1.3372,1.2645,1.7966,1.0546,1.2256,1.2149,0.0542,1.6346,2.0178,1.2928,1.0332,BRCACancer
C02,0.4198,1.0171,0.5255,1.2517,1.7071,0.7082,2.081,0.8483,0.2437,0.5312,0.9206,0.9351,0.8611,1.3839,1.4919,1.5019,1.0889,1.1904,1.1704,-0.0753,1.5095,1.9151,1.3266,0.9069,BRCACancer
C03,0.5647,1.1467,0.5881,1.4231,1.8793,0.8439,2.4788,0.9954,0.2667,0.6598,0.7943,1.0926,1.1874,1.4737,1.6126,1.5147,1.1527,1.2795,1.349,-0.0285,1.2396,2.1142,1.2561,1.1291,BRCACancer
C04,0.2923,0.6556,0.4087,1.1768,1.0478,0.5393,1.3735,0.5631,0.2023,0.4523,0.6139,0.5059,0.6283,0.7962,1.1875,1.2632,0.979,0.9356,0.985,-0.0581,2.0212,1.3741,0.8383,0.4603,Control
C05,0.214,0.561,0.2967,1.1573,1.2673,0.4731,1.8099,0.6458,0.1357,0.3624,0.243,0.5473,0.6115,0.9303,1.1349,1.1596,0.8706,0.7774,1.0237,0.0135,1.2721,1.6573,0.928,0.4962,BRCACancer
