@relation data

@attribute id string
@attribute 3420 numeric
@attribute 1743 numeric
@attribute 23530 numeric
@attribute 1431 numeric
@attribute 1738 numeric
@attribute 4191 numeric
@attribute 2271 numeric
@attribute 6389 numeric
@attribute 8802 numeric
@attribute 6392 numeric
@attribute 4967 numeric
@attribute 8803 numeric
@attribute 3419 numeric
@attribute 6390 numeric
@attribute 3418 numeric
@attribute 6391 numeric
@attribute 8801 numeric
@attribute 3421 numeric
@attribute 50 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.6057,1.7077,1.2943,0.9256,1.6702,1.46,0.6414,1.3367,0.9932,1.0576,1.1595,0.6308,1.3846,0.7126,0.7744,1.2753,0.4771,0.9718,0.7504,Control
A02,1.4964,1.337,1.1224,0.7394,1.5657,1.4721,0.5698,1.3509,0.7753,0.6868,1.0947,0.3791,1.335,0.6492,0.642,1.0174,0.2504,0.9306,0.5849,Control
A03,1.5756,1.6463,1.2885,0.9819,1.5954,1.5123,0.5299,1.4679,0.9354,0.9099,1.3246,0.4983,1.3984,0.7696,0.8787,1.0632,0.29,1.0617,0.7883,Control
A04,1.5635,1.4396,1.2683,0.7899,1.637,1.6119,0.5498,1.4865,0.8367,0.4214,1.2492,0.3285,1.2642,0.6034,0.6078,0.9133,0.2626,0.9858,0.6155,Control
A05,1.7045,1.4988,1.3635,0.8236,1.739,1.6987,0.6396,1.5151,0.8575,0.6426,1.3739,0.5108,1.419,0.7275,0.888,0.8489,0.332,1.1431,0.7337,Control
A06,1.6475,1.5081,1.1921,0.865,1.6536,1.4874,0.5632,1.4678,0.8997,0.7718,1.2141,0.5225,1.3973,0.7182,0.7151,1.0467,0.3068,1.0092,0.6452,Control
A07,1.5843,1.6129,1.4077,0.8348,1.7515,1.5043,0.7037,1.5225,0.9856,0.7307,1.3027,0.5787,1.4882,0.7478,0.7484,1.151,0.622,0.9819,0.6091,Control
A08,1.2993,1.615,1.3789,0.9778,1.7034,1.414,0.6206,1.3972,1.0511,0.8609,1.1813,0.65,1.2686,0.6369,0.599,0.9953,0.9208,0.794,0.6197,Control
A09,1.6002,1.5558,1.2158,0.8071,1.5557,1.4824,0.4519,1.4185,0.907,0.7284,1.2102,0.5439,1.3659,0.5652,0.7086,0.8555,0.5601,0.945,0.6004,Control
A10,1.5642,1.4437,1.4748,0.7993,1.8031,1.5538,0.5618,1.4434,1.0385,0.7832,1.2737,0.5207,1.3257,0.6779,0.737,1.114,0.6505,0.907,0.6126,Control
A11,1.4911,1.4888,1.0339,0.7133,1.3645,1.2276,0.39,1.1923,0.6305,0.6162,0.9729,0.5879,1.2891,0.4825,0.658,0.6696,0.3258,0.8864,0.5423,Control
A12,1.2378,1.0127,0.8672,0.4854,1.2536,1.2959,0.3603,1.0693,0.5798,0.4516,0.7872,0.1401,0.8861,0.5778,0.4531,0.5744,0.2052,0.6525,0.2702,Control
B01,1.5192,1.6024,1.1586,0.8753,1.6509,1.1918,0.6396,1.242,1.0156,1.1105,0.9512,0.5048,1.2624,0.6349,0.4654,1.0859,0.4743,0.6845,0.5796,Control
B02,1.7892,1.8422,1.3599,0.9189,1.842,1.6298,0.7454,1.5419,1.0036,1.0124,1.2493,0.497,1.5191,0.7427,0.8206,0.9916,0.3123,1.0527,0.7802,Control
B03,1.5967,1.6461,1.293,0.8509,1.8131,1.441,0.6038,1.3929,1.023,0.7433,1.229,0.451,1.4175,0.6597,0.7159,1.0902,0.3657,0.8737,0.7185,BRCACancer
B04,1.1238,1.3801,1.4149,0.9008,1.495,1.1758,0.57,1.3397,0.8485,1.0387,1.2879,0.3966,1.0106,0.5922,0.5943,1.1686,0.8423,0.668,0.494,BRCACancer
B05,1.4905,1.3883,1.0584,0.8821,1.4983,1.4982,0.593,1.2123,0.7713,0.7813,1.1392,0.3313,1.3847,0.6402,0.6524,0.7588,0.2817,0.8374,0.573,BRCACancer
B06,1.2197,1.4786,0.8571,0.6367,1.4529,0.9388,0.3946,0.9854,0.7459,0.7549,0.7624,0.2709,0.9876,0.575,0.233,1.0509,0.291,0.4743,0.3357,BRCACancer
B07,1.6882,1.8526,1.3938,0.9429,1.7904,1.5297,0.7085,1.5225,1.0512,0.7862,1.264,0.5658,1.3836,0.7712,0.8594,1.2216,0.3773,0.892,0.7458,BRCACancer
B08,1.681,1.5633,1.1955,0.775,1.585,1.4522,0.5054,1.2983,0.6953,0.7915,1.121,0.5296,1.4458,0.6247,0.7213,0.8779,0.166,0.9805,0.5805,Control
B09,1.0711,1.4624,1.0049,0.9092,1.2796,0.9182,0.3106,1.2252,0.7478,0.6782,0.9477,0.5671,0.8066,0.3809,0.5445,0.731,0.6598,0.6293,0.4887,Control
B10,1.1157,1.189,1.0998,0.6668,1.494,1.2036,0.3327,1.2257,0.7584,0.6588,1.0822,0.4041,0.9467,0.5075,0.4893,0.6757,0.5175,0.6721,0.3117,Control
B11,1.4621,1.2727,1.0508,0.6204,1.3643,1.4952,0.4603,1.053,0.7375,0.8883,1.0526,0.3781,1.1237,0.5882,0.7667,0.7575,0.2834,0.8299,0.4909,Control
B12,0.6829,1.0814,0.7715,0.732,1.2092,0.6409,0.251,1.0845,0.5868,0.7572,0.7078,0.2223,0.4633,0.305,0.2705,0.7862,0.5273,0.4004,0.379,Control
C01,1.5397,1.6633,1.21,0.9933,1.5042,1.4531,0.6217,1.3266,0.8706,0.6185,1.3278,0.5262,1.4125,0.6907,0.7832,1.0861,0.3853,1.0159,0.6781,BRCACancer
C02,1.5023,1.6151,1.1777,0.8256,1.5867,1.5721,0.684,1.3564,0.8389,0.4393,1.1513,0.339,1.2654,0.6521,0.7591,1.0347,0.2783,1.0079,0.5983,BRCACancer
C03,1.6953,1.7148,1.2863,0.9534,1.6172,1.5932,0.7313,1.6283,1.0071,0.6903,1.3156,0.5013,1.261,0.7487,0.8706,1.1682,0.3124,1.1595,0.7325,BRCACancer
C04,1.1418,1.2444,0.7582,0.7973,0.9347,1.0974,0.4104,1.1661,0.372,0.6404,0.7909,0.3424,0.9207,0.3217,0.4817,0.7976,0.1282,0.8585,0.4342,Control
